customer_id,group,age_group,device,channel,pre_kyc_rate,kyc_completed,churned_30d,revenue_30d_eur
1101,control,25-34,android,app_store,0.3863,1,0,18.69
1102,control,35-44,ios,website,0.5907,1,0,9.01
1103,control,35-44,ios,website,0.5636,1,1,21.96
1104,control,18-24,android,referral,0.4991,0,1,8.75
1105,control,35-44,web,app_store,0.6689,1,0,14.01
1106,control,18-24,web,website,0.2673,0,1,0.67
1107,control,25-34,android,google_play,0.7021,0,1,7.51
1108,control,45+,android,google_play,0.5904,0,1,4.95
1109,control,18-24,ios,google_play,0.5158,0,1,3.01
1110,control,18-24,android,google_play,0.4899,0,1,6.43
1111,control,25-34,android,google_play,0.6164,1,0,19.64
1112,control,35-44,android,app_store,0.6285,0,0,8.64
1113,control,45+,web,google_play,0.4653,0,0,3.44
1114,control,45+,android,website,0.3267,0,0,5.04
1115,control,18-24,ios,google_play,0.7351,1,0,24.59
1116,control,18-24,android,app_store,0.5925,1,0,3.31
1117,control,35-44,android,google_play,0.6085,0,0,7.58
1118,control,25-34,web,google_play,0.6001,0,0,1.68
1119,control,45+,android,website,0.5057,1,0,21.0
1120,control,35-44,android,referral,0.6753,1,0,27.98
1121,control,18-24,android,google_play,0.3591,0,0,2.4
1122,control,35-44,ios,website,0.5579,1,0,15.27
1123,control,18-24,android,app_store,0.4796,1,0,17.67
1124,control,25-34,android,referral,0.5831,0,0,0.0
1125,control,35-44,android,google_play,0.6577,0,1,11.42
1126,control,25-34,android,google_play,0.4328,0,0,3.35
1127,control,35-44,android,app_store,0.4781,1,0,27.87
1128,control,35-44,ios,app_store,0.5715,1,0,16.0
1129,control,45+,android,website,0.4683,0,0,3.62
1130,control,45+,android,app_store,0.5626,0,0,6.9
1131,control,25-34,ios,app_store,0.7365,0,0,0.0
1132,control,18-24,ios,app_store,0.5331,1,0,17.38
1133,control,35-44,android,referral,0.6824,1,0,23.44
1134,control,45+,android,website,0.5128,0,0,2.73
1135,control,25-34,android,referral,0.6393,0,0,1.76
1136,control,25-34,web,referral,0.6041,0,0,7.51
1137,control,25-34,android,referral,0.564,1,0,26.41
1138,control,18-24,android,google_play,0.4408,1,0,27.36
1139,control,35-44,android,app_store,0.4955,0,0,1.07
1140,control,25-34,android,google_play,0.6038,1,0,14.52
1141,control,35-44,android,app_store,0.5816,1,0,15.17
1142,control,35-44,android,website,0.5128,1,0,22.31
1143,control,35-44,ios,app_store,0.6792,0,0,0.0
1144,control,25-34,ios,app_store,0.59,0,1,0.0
1145,control,25-34,ios,website,0.4929,1,1,13.71
1146,control,35-44,ios,app_store,0.6047,1,0,12.37
1147,control,35-44,android,app_store,0.6517,1,0,23.31
1148,control,25-34,web,app_store,0.4941,1,0,22.9
1149,control,45+,ios,website,0.5127,0,0,1.77
1150,control,18-24,ios,app_store,0.5516,1,0,16.84
1151,control,45+,ios,app_store,0.4751,1,0,2.76
1152,control,18-24,android,app_store,0.4925,1,0,15.26
1153,control,18-24,android,website,0.3503,0,1,7.98
1154,control,25-34,android,app_store,0.5748,1,0,14.93
1155,control,18-24,android,app_store,0.4068,0,0,0.0
1156,control,18-24,ios,referral,0.6718,1,0,26.26
1157,control,18-24,android,referral,0.5386,0,1,0.0
1158,control,25-34,android,app_store,0.5203,0,0,9.07
1159,control,35-44,web,app_store,0.6888,0,0,13.9
1160,control,18-24,ios,app_store,0.4735,1,0,17.34
1161,control,35-44,ios,website,0.5262,1,0,25.46
1162,control,35-44,android,app_store,0.4397,0,0,0.0
1163,control,18-24,ios,referral,0.6908,1,0,7.72
1164,control,18-24,web,website,0.6358,0,0,0.63
1165,control,45+,ios,google_play,0.4121,1,0,22.93
1166,control,35-44,ios,app_store,0.5607,1,0,18.01
1167,control,25-34,ios,referral,0.6416,0,1,2.83
1168,control,35-44,android,website,0.5047,1,1,10.25
1169,control,18-24,ios,website,0.5135,0,0,3.04
1170,control,25-34,web,app_store,0.5666,0,1,1.18
1171,control,35-44,android,website,0.5786,1,0,12.47
1172,control,25-34,android,website,0.4491,1,0,11.96
1173,control,35-44,android,referral,0.6314,1,0,19.15
1174,control,25-34,android,google_play,0.4867,0,1,0.91
1175,control,35-44,web,google_play,0.5731,0,1,3.48
1176,control,25-34,ios,google_play,0.4771,0,0,0.0
1177,control,25-34,android,website,0.4936,0,1,5.31
1178,control,25-34,android,referral,0.5502,1,0,19.44
1179,control,25-34,android,google_play,0.6515,0,0,2.67
1180,control,35-44,android,app_store,0.5813,0,0,4.08
1181,control,18-24,ios,app_store,0.5658,0,1,6.86
1182,control,18-24,ios,website,0.5142,1,0,9.31
1183,control,18-24,ios,referral,0.4157,1,0,18.4
1184,control,18-24,android,app_store,0.3562,1,0,10.17
1185,control,35-44,ios,google_play,0.6105,1,0,18.53
1186,control,25-34,ios,referral,0.6583,1,0,16.45
1187,control,45+,android,google_play,0.4872,0,0,3.41
1188,control,18-24,ios,app_store,0.4869,0,1,6.55
1189,control,35-44,ios,google_play,0.6168,1,0,22.91
1190,control,25-34,ios,google_play,0.5898,1,0,24.52
1191,control,25-34,android,app_store,0.6283,1,0,15.62
1192,control,45+,android,website,0.5138,1,0,22.22
1193,control,45+,ios,google_play,0.5017,0,0,5.32
1194,control,45+,android,website,0.452,0,0,2.16
1195,control,18-24,android,website,0.4981,1,0,18.7
1196,control,25-34,ios,app_store,0.64,1,0,17.21
1197,control,35-44,android,app_store,0.7182,1,0,26.37
1198,control,25-34,ios,app_store,0.6037,1,0,22.86
1199,control,35-44,web,app_store,0.6895,1,0,15.98
1200,control,35-44,ios,website,0.4932,1,0,15.57
1201,control,35-44,ios,app_store,0.575,1,0,23.75
1202,control,35-44,ios,website,0.4151,1,0,26.04
1203,control,35-44,android,app_store,0.5981,0,1,4.64
1204,control,18-24,android,app_store,0.5678,0,0,5.87
1205,control,18-24,ios,app_store,0.3516,1,0,25.82
1206,control,35-44,android,google_play,0.6111,0,0,2.87
1207,control,25-34,android,website,0.5743,1,0,18.5
1208,control,25-34,android,website,0.5698,0,0,5.25
1209,control,25-34,ios,app_store,0.5103,1,0,15.43
1210,control,35-44,android,website,0.6078,0,0,9.62
1211,control,35-44,ios,website,0.5867,1,0,15.37
1212,control,35-44,android,google_play,0.6433,1,0,18.37
1213,control,25-34,ios,app_store,0.5959,1,0,29.5
1214,control,25-34,android,app_store,0.5965,0,0,0.0
1215,control,25-34,android,app_store,0.6547,0,1,4.28
1216,control,25-34,ios,referral,0.6197,0,0,1.12
1217,control,35-44,ios,google_play,0.6587,1,0,18.0
1218,control,35-44,android,google_play,0.696,0,0,0.0
1219,control,18-24,android,website,0.4653,1,0,15.77
1220,control,18-24,android,google_play,0.436,1,0,18.15
1221,control,25-34,android,website,0.5801,1,0,19.43
1222,control,45+,ios,app_store,0.6508,1,0,23.37
1223,control,35-44,android,google_play,0.6991,0,1,0.0
1224,control,18-24,ios,app_store,0.6132,1,0,17.24
1225,control,45+,android,app_store,0.3085,0,0,2.87
1226,control,25-34,ios,app_store,0.5551,0,0,3.27
1227,control,25-34,android,website,0.4792,0,1,3.62
1228,control,45+,ios,website,0.4996,0,1,0.51
1229,control,18-24,android,website,0.6111,1,0,8.72
1230,control,25-34,web,app_store,0.4896,1,0,19.3
1231,control,35-44,ios,referral,0.8354,0,0,0.0
1232,control,18-24,ios,app_store,0.5254,1,0,20.42
1233,control,35-44,android,website,0.4846,1,0,12.38
1234,control,25-34,android,website,0.5936,0,0,5.99
1235,control,18-24,android,google_play,0.5999,1,0,17.67
1236,control,25-34,android,google_play,0.628,0,0,3.55
1237,control,25-34,ios,website,0.5044,1,0,16.52
1238,control,18-24,ios,website,0.5562,1,0,15.56
1239,control,18-24,ios,app_store,0.4733,0,0,2.66
1240,control,45+,ios,website,0.4322,1,0,25.09
1241,control,25-34,android,app_store,0.5584,0,1,0.0
1242,control,25-34,android,google_play,0.5104,0,0,1.17
1243,control,18-24,ios,website,0.6002,1,0,24.34
1244,control,25-34,android,website,0.4797,1,0,22.92
1245,control,25-34,android,google_play,0.5584,1,0,26.06
1246,control,35-44,web,app_store,0.5256,1,0,17.64
1247,control,25-34,web,google_play,0.669,1,0,10.09
1248,control,45+,ios,app_store,0.4827,1,0,11.35
1249,control,45+,android,google_play,0.5974,0,0,2.42
1250,control,18-24,ios,google_play,0.6515,1,0,22.56
1251,control,18-24,android,website,0.4403,1,0,16.47
1252,control,18-24,android,app_store,0.5184,1,0,16.01
1253,control,35-44,android,app_store,0.5481,1,0,20.38
1254,control,18-24,web,google_play,0.5797,1,0,18.17
1255,control,45+,web,app_store,0.4904,1,0,15.36
1256,control,35-44,ios,app_store,0.5926,1,0,11.99
1257,control,35-44,android,google_play,0.5997,1,0,23.68
1258,control,25-34,ios,google_play,0.4894,0,0,7.27
1259,control,45+,android,app_store,0.4899,1,0,11.65
1260,control,18-24,web,google_play,0.588,1,0,15.58
1261,control,25-34,android,referral,0.607,0,0,5.9
1262,control,25-34,android,google_play,0.6521,0,0,0.0
1263,control,45+,ios,app_store,0.5058,1,0,20.19
1264,control,35-44,ios,app_store,0.5893,0,0,2.32
1265,control,35-44,ios,app_store,0.5366,1,0,10.7
1266,control,18-24,android,google_play,0.4935,0,1,9.9
1267,control,45+,ios,website,0.6533,0,0,2.27
1268,control,25-34,android,app_store,0.588,0,0,5.39
1269,control,25-34,android,app_store,0.5192,0,1,0.0
1270,control,45+,ios,google_play,0.4655,0,0,9.09
1271,control,25-34,android,google_play,0.4481,0,1,10.51
1272,control,25-34,ios,referral,0.5696,1,0,8.99
1273,control,35-44,android,app_store,0.6467,0,0,2.91
1274,control,18-24,android,app_store,0.4818,1,0,25.97
1275,control,25-34,ios,google_play,0.5393,1,0,15.19
1276,control,18-24,android,app_store,0.4481,1,0,20.46
1277,control,18-24,ios,app_store,0.608,0,0,0.0
1278,control,45+,ios,google_play,0.5395,0,1,0.66
1279,control,35-44,android,google_play,0.5458,1,0,19.83
1280,control,25-34,ios,app_store,0.5813,0,1,1.38
1281,control,25-34,android,website,0.7025,0,0,2.2
1282,control,25-34,android,google_play,0.6736,1,1,8.91
1283,control,35-44,android,app_store,0.7035,1,0,21.92
1284,control,45+,ios,referral,0.4258,0,0,0.0
1285,control,45+,ios,app_store,0.5239,0,0,9.05
1286,control,25-34,ios,referral,0.5844,1,0,13.9
1287,control,25-34,web,referral,0.6495,1,0,22.8
1288,control,25-34,android,google_play,0.6608,1,0,22.21
1289,control,35-44,web,app_store,0.6221,1,0,12.09
1290,control,25-34,ios,website,0.4962,1,0,14.55
1291,control,35-44,web,google_play,0.5531,1,0,15.26
1292,control,35-44,web,app_store,0.6456,1,0,15.66
1293,control,25-34,web,google_play,0.6436,0,0,0.0
1294,control,25-34,android,google_play,0.5873,1,0,21.2
1295,control,25-34,ios,referral,0.6464,1,0,13.87
1296,control,18-24,ios,website,0.52,1,0,17.31
1297,control,18-24,ios,referral,0.6075,0,0,7.12
1298,control,35-44,android,website,0.6033,1,0,21.43
1299,control,25-34,web,website,0.5864,1,0,14.27
1300,control,25-34,android,google_play,0.5779,1,0,24.25
1301,control,35-44,ios,referral,0.6521,0,1,5.9
1302,control,35-44,ios,referral,0.649,1,0,13.76
1303,control,25-34,android,website,0.4636,1,0,14.92
1304,control,35-44,ios,website,0.5226,0,1,7.1
1305,control,45+,android,google_play,0.5495,0,0,6.3
1306,control,35-44,ios,app_store,0.569,1,0,8.98
1307,control,35-44,ios,referral,0.7211,1,0,11.97
1308,control,18-24,android,app_store,0.5119,0,0,6.0
1309,control,45+,ios,app_store,0.6016,0,0,0.0
1310,control,25-34,android,google_play,0.627,0,0,6.4
1311,control,45+,ios,google_play,0.6134,0,0,10.47
1312,control,35-44,web,google_play,0.5679,0,1,4.84
1313,control,18-24,android,app_store,0.5487,0,0,0.18
1314,control,18-24,ios,app_store,0.615,1,0,19.06
1315,control,35-44,ios,app_store,0.5019,0,0,7.22
1316,control,35-44,ios,google_play,0.7721,0,0,3.86
1317,control,18-24,ios,app_store,0.7373,0,0,5.24
1318,control,35-44,ios,website,0.6618,1,0,13.2
1319,control,45+,ios,app_store,0.6005,1,0,13.66
1320,control,25-34,android,google_play,0.6231,0,0,6.76
1321,control,25-34,android,google_play,0.5501,0,1,0.94
1322,control,18-24,web,google_play,0.5272,1,0,2.48
1323,control,35-44,android,referral,0.6932,1,0,16.16
1324,control,25-34,ios,app_store,0.5281,1,0,19.89
1325,control,45+,android,google_play,0.4211,1,0,24.35
1326,control,25-34,ios,website,0.5342,0,0,9.42
1327,control,35-44,ios,app_store,0.6785,0,0,3.8
1328,control,25-34,android,website,0.4567,1,0,21.95
1329,control,18-24,android,referral,0.528,1,0,18.72
1330,control,35-44,android,website,0.5375,1,0,20.12
1331,control,25-34,web,referral,0.5251,0,0,2.83
1332,control,25-34,ios,google_play,0.4208,0,0,4.89
1333,control,45+,ios,google_play,0.4639,0,0,0.87
1334,control,45+,ios,app_store,0.5569,0,0,10.63
1335,control,45+,android,app_store,0.5349,0,0,0.0
1336,control,18-24,android,app_store,0.5555,1,0,21.43
1337,control,35-44,android,google_play,0.6448,0,0,4.65
1338,control,45+,android,google_play,0.4559,1,0,20.23
1339,control,25-34,ios,app_store,0.5388,1,0,10.9
1340,control,18-24,web,website,0.516,1,0,7.93
1341,control,35-44,web,app_store,0.5791,0,0,5.68
1342,control,25-34,web,google_play,0.6586,1,0,26.05
1343,control,35-44,ios,app_store,0.6565,1,0,19.32
1344,control,45+,android,website,0.5587,1,0,22.83
1345,control,35-44,ios,google_play,0.5988,1,0,15.25
1346,control,25-34,web,website,0.6214,1,0,19.99
1347,control,25-34,ios,app_store,0.7688,0,1,7.91
1348,control,25-34,ios,google_play,0.6203,0,0,2.37
1349,control,18-24,ios,referral,0.6259,1,0,25.11
1350,control,35-44,ios,app_store,0.5516,1,0,8.19
1351,control,35-44,web,google_play,0.6775,1,0,14.32
1352,control,25-34,ios,app_store,0.6963,1,1,21.28
1353,control,25-34,android,app_store,0.5264,0,1,10.35
1354,control,45+,android,google_play,0.5529,0,1,3.55
1355,control,18-24,ios,app_store,0.5784,1,0,11.8
1356,control,25-34,android,google_play,0.6073,0,1,10.27
1357,control,25-34,web,referral,0.671,1,0,17.24
1358,control,35-44,ios,app_store,0.6675,1,0,21.99
1359,control,18-24,ios,app_store,0.5449,0,1,2.3
1360,control,35-44,android,website,0.6127,1,0,18.85
1361,control,25-34,ios,google_play,0.7049,1,0,14.63
1362,control,35-44,ios,referral,0.6117,0,0,11.63
1363,control,18-24,android,google_play,0.5259,1,0,25.15
1364,control,25-34,web,website,0.3945,1,0,28.61
1365,control,25-34,android,referral,0.6427,1,0,13.27
1366,control,25-34,android,app_store,0.6638,1,0,7.05
1367,control,18-24,android,website,0.4554,0,1,2.45
1368,control,18-24,ios,website,0.5267,1,0,33.1
1369,control,25-34,ios,website,0.5484,1,0,16.07
1370,control,18-24,web,app_store,0.4953,1,0,24.31
1371,control,45+,android,google_play,0.5246,0,0,0.0
1372,control,25-34,web,app_store,0.5133,0,0,0.52
1373,control,35-44,ios,referral,0.6372,1,0,17.52
1374,control,45+,android,app_store,0.4236,1,1,30.66
1375,control,18-24,android,app_store,0.5631,0,0,7.46
1376,control,35-44,android,referral,0.6351,1,0,5.68
1377,control,45+,web,google_play,0.4815,1,0,22.0
1378,control,35-44,android,google_play,0.599,1,0,11.11
1379,control,25-34,ios,app_store,0.5883,1,0,13.91
1380,control,25-34,ios,website,0.6575,0,0,5.34
1381,control,18-24,web,app_store,0.4907,1,0,26.39
1382,control,25-34,ios,google_play,0.6668,0,1,8.36
1383,control,45+,ios,google_play,0.4896,1,0,19.99
1384,control,45+,android,google_play,0.5711,1,0,20.07
1385,control,18-24,web,app_store,0.609,1,1,26.08
1386,control,35-44,android,app_store,0.6728,1,0,8.55
1387,control,25-34,android,website,0.6437,1,0,28.96
1388,control,45+,web,app_store,0.5294,0,1,0.85
1389,control,18-24,android,app_store,0.615,1,0,19.56
1390,control,45+,android,google_play,0.6359,0,1,1.71
1391,control,35-44,ios,google_play,0.5462,0,0,0.0
1392,control,18-24,android,website,0.4277,0,1,5.16
1393,control,18-24,android,google_play,0.4063,0,1,4.35
1394,control,35-44,ios,referral,0.7409,1,0,17.37
1395,control,18-24,ios,website,0.3953,1,0,17.08
1396,control,25-34,ios,website,0.4236,1,0,27.16
1397,control,45+,android,website,0.3682,1,0,31.16
1398,control,35-44,ios,app_store,0.4869,1,0,25.52
1399,control,25-34,ios,referral,0.6578,1,0,19.66
1400,control,25-34,android,website,0.4392,0,1,0.0
1401,control,18-24,android,google_play,0.3908,1,0,21.76
1402,control,45+,android,app_store,0.4927,1,0,22.03
1403,control,25-34,ios,app_store,0.6074,1,0,22.63
1404,control,18-24,android,website,0.3264,0,0,0.0
1405,control,25-34,ios,google_play,0.5589,1,0,23.1
1406,control,45+,web,website,0.46,0,1,9.12
1407,control,18-24,android,google_play,0.4975,1,0,12.1
1408,control,45+,ios,google_play,0.5196,0,1,5.96
1409,control,35-44,android,app_store,0.6803,1,1,13.13
1410,control,35-44,android,app_store,0.7577,1,0,17.37
1411,control,45+,ios,app_store,0.5109,0,1,0.08
1412,control,35-44,android,website,0.4402,0,0,2.24
1413,control,45+,web,google_play,0.4972,0,0,2.27
1414,control,18-24,ios,referral,0.6015,1,0,20.47
1415,control,35-44,android,website,0.5417,0,1,6.71
1416,control,25-34,android,website,0.5749,1,0,25.3
1417,control,25-34,android,google_play,0.753,0,0,1.15
1418,control,45+,web,website,0.329,0,0,4.8
1419,control,45+,ios,referral,0.5254,1,0,11.41
1420,control,35-44,android,website,0.6693,0,0,3.1
1421,control,25-34,ios,app_store,0.5642,0,0,3.65
1422,control,25-34,ios,website,0.6292,0,1,0.18
1423,control,25-34,ios,app_store,0.6565,1,0,21.35
1424,control,25-34,android,app_store,0.665,0,1,2.94
1425,control,25-34,android,website,0.6791,1,0,18.93
1426,control,18-24,android,website,0.5026,0,1,7.91
1427,control,18-24,android,app_store,0.3763,1,0,15.43
1428,control,35-44,ios,app_store,0.57,1,1,23.1
1429,control,25-34,android,referral,0.7709,1,1,26.66
1430,control,45+,android,app_store,0.3829,1,0,26.29
1431,control,35-44,android,app_store,0.6257,1,0,16.87
1432,control,18-24,android,website,0.2748,1,0,12.16
1433,control,18-24,web,website,0.3779,1,0,13.74
1434,control,25-34,ios,google_play,0.687,1,0,8.48
1435,control,45+,android,google_play,0.5089,0,0,5.97
1436,control,25-34,ios,google_play,0.5859,1,1,22.49
1437,control,25-34,android,app_store,0.5009,0,0,3.92
1438,control,45+,web,website,0.3063,0,0,0.0
1439,control,45+,ios,website,0.5515,0,1,2.18
1440,control,25-34,ios,google_play,0.5933,1,1,26.28
1441,control,18-24,web,app_store,0.4043,0,0,5.69
1442,control,18-24,ios,app_store,0.5584,1,0,22.7
1443,control,18-24,ios,app_store,0.6025,0,0,15.41
1444,control,18-24,android,app_store,0.4999,1,0,19.97
1445,control,35-44,android,app_store,0.5953,0,0,0.0
1446,control,45+,ios,website,0.4991,0,0,0.0
1447,control,25-34,ios,app_store,0.5495,1,0,19.83
1448,control,35-44,ios,website,0.5903,1,0,18.11
1449,control,25-34,ios,google_play,0.6748,1,0,16.97
1450,control,35-44,android,website,0.6288,0,0,2.94
1451,control,35-44,android,referral,0.6793,0,1,0.68
1452,control,45+,ios,google_play,0.492,1,0,20.24
1453,control,45+,android,app_store,0.5469,0,1,8.52
1454,control,25-34,ios,website,0.6032,1,0,28.39
1455,control,18-24,ios,app_store,0.4992,0,0,9.63
1456,control,25-34,ios,app_store,0.5689,0,0,0.06
1457,control,25-34,ios,app_store,0.6604,0,0,3.43
1458,control,45+,ios,referral,0.6762,0,1,2.37
1459,control,25-34,ios,app_store,0.4611,1,0,21.55
1460,control,35-44,android,google_play,0.7272,1,0,17.5
1461,control,25-34,ios,google_play,0.7091,0,1,2.69
1462,control,18-24,ios,website,0.5319,1,0,26.73
1463,control,25-34,android,app_store,0.5467,1,1,18.59
1464,control,35-44,ios,referral,0.6872,1,1,18.75
1465,control,35-44,web,website,0.5048,0,0,4.99
1466,control,25-34,android,google_play,0.5618,0,1,5.93
1467,control,25-34,ios,google_play,0.498,0,1,5.96
1468,control,35-44,web,website,0.4167,1,1,27.31
1469,control,18-24,web,website,0.6726,0,0,0.0
1470,control,45+,android,google_play,0.511,1,1,19.95
1471,control,18-24,ios,google_play,0.5823,0,0,3.13
1472,control,18-24,web,app_store,0.5235,1,0,16.19
1473,control,25-34,ios,app_store,0.5398,0,1,6.23
1474,control,25-34,android,app_store,0.5414,1,0,25.78
1475,control,25-34,android,app_store,0.5733,0,0,1.37
1476,control,25-34,ios,app_store,0.5903,0,0,9.57
1477,control,45+,android,referral,0.4658,1,0,9.41
1478,control,25-34,android,website,0.5644,0,0,5.62
1479,control,25-34,android,website,0.5411,1,0,12.66
1480,control,25-34,ios,website,0.5974,0,1,1.19
1481,control,18-24,ios,website,0.5724,0,0,3.72
1482,control,35-44,web,app_store,0.5824,1,0,15.61
1483,control,25-34,ios,website,0.5525,1,0,0.82
1484,control,35-44,web,app_store,0.7146,0,1,5.7
1485,control,18-24,web,google_play,0.4605,0,0,6.31
1486,control,45+,android,referral,0.3761,0,1,2.92
1487,control,25-34,ios,referral,0.6804,0,0,2.64
1488,control,45+,android,app_store,0.4457,0,0,2.16
1489,control,25-34,web,website,0.4498,1,0,7.73
1490,control,18-24,android,app_store,0.5868,1,0,7.1
1491,control,35-44,ios,app_store,0.6144,1,0,22.82
1492,control,35-44,ios,app_store,0.5249,1,0,24.39
1493,control,35-44,android,app_store,0.7408,0,0,5.65
1494,control,25-34,ios,website,0.4371,1,0,20.28
1495,control,35-44,android,google_play,0.5891,1,0,22.7
1496,control,45+,android,app_store,0.3449,1,0,22.3
1497,control,35-44,ios,referral,0.6777,0,0,0.67
1498,control,25-34,android,google_play,0.5247,0,1,4.3
1499,control,35-44,ios,google_play,0.7015,1,0,16.22
1500,control,35-44,web,google_play,0.6046,0,0,2.48
1501,control,45+,android,google_play,0.614,1,0,24.84
1502,control,25-34,ios,google_play,0.5816,1,0,27.45
1503,control,25-34,web,website,0.4076,0,0,0.0
1504,control,35-44,ios,referral,0.675,1,0,16.47
1505,control,25-34,android,google_play,0.5558,0,0,2.39
1506,control,35-44,web,google_play,0.4605,1,0,24.97
1507,control,25-34,android,app_store,0.4816,1,0,9.3
1508,control,25-34,ios,referral,0.577,1,0,0.06
1509,control,35-44,ios,google_play,0.7604,1,0,22.93
1510,control,18-24,ios,app_store,0.6126,1,0,23.78
1511,control,18-24,android,referral,0.5182,1,0,7.3
1512,control,35-44,android,google_play,0.6337,1,0,17.25
1513,control,35-44,ios,app_store,0.4628,0,1,9.01
1514,control,45+,android,app_store,0.4508,0,0,0.0
1515,control,25-34,ios,google_play,0.6481,1,0,18.61
1516,control,18-24,ios,referral,0.5992,1,0,21.05
1517,control,45+,ios,google_play,0.5029,1,0,9.43
1518,control,18-24,android,app_store,0.5129,1,0,14.62
1519,control,18-24,android,google_play,0.553,0,0,0.0
1520,control,25-34,web,google_play,0.5853,0,0,2.91
1521,control,25-34,android,app_store,0.6349,1,0,13.25
1522,control,45+,android,referral,0.5515,0,1,4.25
1523,control,35-44,android,app_store,0.6269,1,1,21.81
1524,control,35-44,android,referral,0.7531,1,0,26.33
1525,control,18-24,web,website,0.5522,0,0,11.9
1526,control,25-34,android,app_store,0.7053,1,0,19.25
1527,control,25-34,android,website,0.4722,1,0,16.1
1528,control,18-24,ios,website,0.3886,1,1,15.75
1529,control,25-34,android,website,0.5148,1,0,12.21
1530,control,25-34,android,google_play,0.558,1,0,20.69
1531,control,18-24,web,app_store,0.6428,1,0,15.03
1532,control,35-44,ios,app_store,0.5356,0,0,5.36
1533,control,35-44,android,website,0.5397,0,0,0.14
1534,control,18-24,android,app_store,0.5484,1,0,15.2
1535,control,25-34,android,app_store,0.574,1,0,20.59
1536,control,35-44,android,google_play,0.5823,1,1,17.25
1537,control,35-44,ios,app_store,0.6547,0,1,0.0
1538,control,35-44,ios,website,0.6723,1,0,17.91
1539,control,25-34,ios,website,0.6889,1,0,13.19
1540,control,35-44,web,website,0.5586,0,1,7.75
1541,control,25-34,android,app_store,0.5007,1,0,23.83
1542,control,25-34,web,google_play,0.7088,1,1,4.3
1543,control,18-24,ios,website,0.4298,0,0,6.39
1544,control,25-34,android,google_play,0.7192,0,0,4.9
1545,control,25-34,ios,website,0.6735,1,0,9.1
1546,control,25-34,android,google_play,0.6952,1,0,23.27
1547,control,35-44,ios,google_play,0.6908,1,0,10.32
1548,control,25-34,ios,app_store,0.437,1,0,24.87
1549,control,25-34,android,website,0.4429,1,0,14.12
1550,control,18-24,web,app_store,0.5506,1,0,8.89
1551,control,25-34,android,referral,0.5419,0,0,11.13
1552,control,25-34,ios,google_play,0.5908,0,0,0.0
1553,control,25-34,android,app_store,0.615,0,0,0.6
1554,control,25-34,android,website,0.5124,0,0,1.3
1555,control,35-44,android,google_play,0.4985,1,0,15.27
1556,control,45+,web,app_store,0.5769,1,0,22.19
1557,control,25-34,android,referral,0.6372,1,0,18.35
1558,control,35-44,web,website,0.5361,1,0,24.03
1559,control,45+,android,google_play,0.5629,1,0,20.23
1560,control,45+,ios,website,0.5036,1,0,7.96
1561,control,35-44,android,google_play,0.7025,1,0,21.3
1562,control,45+,android,google_play,0.5181,1,0,19.4
1563,control,45+,web,app_store,0.6119,0,0,1.25
1564,control,35-44,android,app_store,0.4361,0,0,10.97
1565,control,25-34,ios,google_play,0.6527,0,0,5.69
1566,control,18-24,ios,google_play,0.5342,1,0,23.65
1567,control,18-24,ios,website,0.4473,1,0,23.86
1568,control,25-34,ios,google_play,0.7087,0,0,1.99
1569,control,25-34,web,google_play,0.6571,1,0,21.8
1570,control,25-34,ios,website,0.4055,0,1,4.64
1571,control,35-44,ios,referral,0.7132,0,0,1.49
1572,control,35-44,ios,google_play,0.6835,0,0,0.0
1573,control,35-44,ios,referral,0.5982,1,0,18.15
1574,control,18-24,android,website,0.4092,1,0,21.52
1575,control,25-34,ios,app_store,0.4788,1,0,18.1
1576,control,35-44,android,google_play,0.569,1,0,16.91
1577,control,35-44,ios,app_store,0.6118,1,0,18.16
1578,control,45+,web,website,0.5298,0,1,2.47
1579,control,45+,web,google_play,0.5376,1,1,27.3
1580,control,45+,ios,google_play,0.4612,0,0,4.47
1581,control,25-34,ios,website,0.5851,0,0,1.75
1582,control,25-34,ios,google_play,0.5957,1,0,7.15
1583,control,25-34,android,google_play,0.5012,0,0,2.79
1584,control,35-44,ios,referral,0.5288,0,1,1.42
1585,control,45+,android,referral,0.576,1,0,14.32
1586,control,25-34,android,website,0.5617,0,0,6.89
1587,control,35-44,web,app_store,0.6405,0,0,3.79
1588,control,25-34,web,app_store,0.5177,0,0,0.0
1589,control,18-24,ios,app_store,0.5697,1,0,21.71
1590,control,18-24,android,google_play,0.416,0,0,0.0
1591,control,18-24,ios,app_store,0.4771,0,0,6.0
1592,control,45+,android,referral,0.5287,1,0,15.15
1593,control,25-34,ios,website,0.587,1,0,18.52
1594,control,35-44,web,google_play,0.4757,1,0,17.85
1595,control,35-44,android,app_store,0.5014,1,0,17.11
1596,control,18-24,android,google_play,0.4968,1,0,19.26
1597,control,18-24,android,google_play,0.6027,1,0,18.49
1598,control,35-44,android,website,0.481,0,0,10.23
1599,control,25-34,android,app_store,0.5772,0,0,4.31
1600,control,45+,android,website,0.4756,0,1,4.39
1601,control,18-24,android,app_store,0.496,1,0,13.74
1602,control,35-44,android,app_store,0.6074,1,0,20.29
1603,control,35-44,android,referral,0.5084,1,0,11.86
1604,control,25-34,ios,app_store,0.5535,0,1,7.64
1605,control,25-34,android,app_store,0.6807,1,0,9.09
1606,control,45+,web,website,0.5864,1,0,12.94
