transaction_id,user_id,tx_date,amount_eur,category,merchant,channel,status,country
80697,4891,2025-02-20 14:22:53.547619362,101.24,groceries,Aldi,card,completed,DE
67086,4072,2025-02-20 14:31:57.367225182,30.85,entertainment,Disney+,card,completed,IT
37793,2320,2025-02-20 14:32:23.196885161,45.66,transport,DB Bahn,online,completed,ES
77096,4671,2025-02-20 14:41:55.430400940,17.93,dining,Deliveroo,p2p,completed,NL
7519,450,2025-02-20 14:48:48.585816596,70.46,dining,Cafe Nero,online,completed,PL
25779,1574,2025-02-20 14:56:41.243895807,26.2,groceries,Edeka,online,completed,DE
29199,1802,2025-02-20 15:15:16.753825497,62.82,groceries,Edeka,p2p,declined,ES
17145,1040,2025-02-20 15:18:53.036809508,84.45,groceries,Lidl,card,completed,NL
19310,1169,2025-02-20 15:20:08.049595951,96.27,shopping,Amazon,card,completed,AT
22063,1336,2025-02-20 15:31:39.956151650,25.65,entertainment,Spotify,card,completed,FR
52232,3190,2025-02-20 16:06:22.953931646,59.02,groceries,Tesco,atm,completed,FR
35052,2155,2025-02-20 16:14:44.415765867,21.36,groceries,Lidl,atm,completed,IT
30368,1884,2025-02-20 16:19:50.362426320,42.24,groceries,Edeka,card,completed,DE
28171,1737,2025-02-20 16:22:14.397097399,19.88,dining,Cafe Nero,card,completed,PL
16083,971,2025-02-20 16:24:10.806388905,22.79,entertainment,Disney+,online,completed,ES
51314,3143,2025-02-20 16:44:29.711565363,125.17,cash,ATM Withdrawal,card,completed,ES
64542,3926,2025-02-20 16:58:20.276591056,162.65,travel,Booking.com,card,completed,ES
70587,4289,2025-02-20 17:01:22.235906714,23.21,dining,Deliveroo,online,completed,DE
22086,1336,2025-02-20 17:04:13.924357400,33.84,entertainment,Cinema City,card,completed,NL
35335,2170,2025-02-20 17:05:20.254024792,12.74,transport,DB Bahn,card,completed,NL
45536,2804,2025-02-20 17:09:15.558769869,287.69,travel,Ryanair,card,completed,ES
40372,2476,2025-02-20 17:11:20.750800551,295.01,travel,Booking.com,card,completed,ES
28814,1778,2025-02-20 17:18:14.258206238,47.76,shopping,MediaMarkt,card,completed,DE
42115,2580,2025-02-20 17:24:14.978668080,40.73,dining,Deliveroo,online,completed,BE
27377,1684,2025-02-20 17:34:22.189881956,981.9,travel,Trainline,atm,completed,IT
67043,4069,2025-02-20 17:48:20.288037430,188.28,cash,ATM Withdrawal,atm,completed,IT
27718,1714,2025-02-20 17:50:08.189639157,18.22,groceries,Tesco,card,completed,IT
41064,2516,2025-02-20 17:50:24.195819177,13.55,health,Dr. Klein,card,completed,IT
29157,1799,2025-02-20 17:56:32.351966954,64.58,groceries,Lidl,card,completed,FR
9335,559,2025-02-20 17:56:41.753707967,69.75,groceries,Carrefour,card,completed,IT
39725,2432,2025-02-20 18:01:36.950509295,26.05,transport,Uber,online,completed,ES
11435,695,2025-02-20 18:07:09.205898640,10.28,groceries,Lidl,p2p,completed,DE
48136,2950,2025-02-20 18:14:20.439757708,320.06,bills,Allianz,card,completed,BE
26339,1615,2025-02-20 18:22:58.105050314,5.5,dining,McDonald's,card,completed,IT
80812,4900,2025-02-20 18:24:38.085842894,38.7,cash,ATM Withdrawal,card,completed,PL
49374,3019,2025-02-20 18:25:35.087606843,66.98,shopping,MediaMarkt,p2p,completed,ES
15304,920,2025-02-20 18:35:43.757390647,56.78,groceries,Tesco,card,completed,NL
74664,4531,2025-02-20 18:37:54.231809148,85.33,groceries,Lidl,card,completed,NL
24975,1519,2025-02-20 18:50:01.046568217,78.81,p2p,P2P Transfer,card,completed,PL
69743,4234,2025-02-20 18:59:00.843729711,441.79,bills,Utility Co,atm,completed,IT
42729,2616,2025-02-20 19:04:42.088011044,15.89,groceries,Rewe,card,completed,IT
39175,2394,2025-02-20 19:10:44.290843095,89.84,bills,Utility Co,online,completed,ES
14445,868,2025-02-20 19:30:50.240006239,66.86,groceries,Tesco,p2p,refunded,DE
12036,731,2025-02-20 19:36:25.116340596,38.24,groceries,Rewe,card,completed,FR
14378,863,2025-02-20 19:41:56.224650675,13.39,entertainment,Steam,p2p,completed,DE
52236,3190,2025-02-20 19:59:07.802346151,120.5,bills,Utility Co,card,completed,NL
53020,3231,2025-02-20 20:00:20.975850725,79.21,cash,ATM Withdrawal,atm,completed,BE
44910,2764,2025-02-20 20:04:54.426928552,41.16,dining,Pizza Express,card,completed,NL
54687,3309,2025-02-20 20:08:11.136495704,48.0,groceries,Carrefour,card,completed,FR
10650,647,2025-02-20 20:18:02.631969069,7.18,transport,City Metro,online,completed,AT
25173,1530,2025-02-20 20:32:04.625507777,52.98,shopping,MediaMarkt,online,completed,FR
10346,632,2025-02-20 20:35:02.534137074,29.76,transport,Bolt,card,completed,AT
28159,1737,2025-02-20 20:41:15.952886361,40.29,groceries,Rewe,card,completed,FR
65464,3974,2025-02-20 20:43:39.969630287,28.84,transport,Bolt,card,completed,BE
66796,4047,2025-02-20 20:46:16.241139448,43.35,shopping,MediaMarkt,online,completed,PL
60999,3690,2025-02-20 20:49:59.157932462,113.82,shopping,Zalando,card,completed,DE
8353,503,2025-02-20 20:53:30.530378322,43.31,dining,Starbucks,card,completed,ES
56809,3424,2025-02-20 20:59:24.330101720,187.2,bills,Allianz,card,completed,DE
25000,1520,2025-02-20 21:00:11.753473705,17.22,groceries,Aldi,card,completed,ES
75490,4577,2025-02-20 21:04:13.213445018,146.14,groceries,Lidl,card,completed,DE
54060,3281,2025-02-20 21:05:23.884263597,106.36,cash,ATM Withdrawal,card,completed,PL
39183,2394,2025-02-20 21:32:00.208745473,23.12,dining,McDonald's,p2p,completed,IT
12204,736,2025-02-20 21:37:41.333722222,13.27,transport,City Metro,card,completed,IT
51789,3167,2025-02-20 21:40:28.843142007,21.24,dining,Pizza Express,card,completed,FR
40287,2473,2025-02-20 21:41:10.591360396,44.67,shopping,H&M,card,completed,FR
23413,1420,2025-02-20 21:44:30.117737160,26.55,shopping,Amazon,card,completed,ES
79224,4795,2025-02-20 21:44:52.509886203,36.61,shopping,Amazon,card,completed,DE
64942,3947,2025-02-20 21:47:11.393962244,506.17,bills,Rent Direct,card,completed,PL
59026,3578,2025-02-20 21:49:12.857454719,35.41,cash,ATM Withdrawal,card,completed,DE
31628,1951,2025-02-20 21:59:36.716077524,46.21,health,Apollo,card,completed,ES
52963,3228,2025-02-20 22:04:45.889413602,156.94,bills,Vodafone,p2p,completed,DE
29723,1836,2025-02-20 22:08:43.211644722,42.16,dining,Pizza Express,atm,completed,IT
43874,2707,2025-02-20 22:16:17.989828800,131.9,travel,Booking.com,online,completed,NL
42629,2607,2025-02-20 22:17:36.871810033,54.4,groceries,Tesco,card,completed,DE
18622,1132,2025-02-20 22:19:33.679406092,28.03,entertainment,Disney+,atm,completed,ES
44986,2771,2025-02-20 22:20:47.266240879,87.04,shopping,MediaMarkt,card,refunded,DE
69916,4247,2025-02-20 22:32:28.469816237,206.92,bills,Utility Co,card,completed,FR
10250,627,2025-02-20 22:38:53.328611204,57.42,groceries,Lidl,card,completed,DE
12837,767,2025-02-20 22:40:01.921497133,15.0,entertainment,Disney+,card,completed,ES
52034,3178,2025-02-20 22:41:43.741657697,28.28,groceries,Edeka,card,completed,DE
29029,1789,2025-02-20 22:59:59.000661767,9.37,entertainment,Cinema City,card,completed,FR
6775,412,2025-02-20 23:04:05.577517508,54.58,dining,Pizza Express,card,completed,DE
40800,2504,2025-02-20 23:07:49.196644440,17.84,transport,City Metro,card,completed,IT
69235,4207,2025-02-20 23:11:17.431695450,51.52,dining,McDonald's,card,completed,FR
68220,4151,2025-02-20 23:14:31.068377352,26.44,transport,City Metro,card,completed,BE
58578,3544,2025-02-20 23:22:26.414268919,147.65,bills,Vodafone,online,completed,IT
52926,3226,2025-02-20 23:37:07.655649968,40.6,groceries,Edeka,card,completed,FR
57521,3462,2025-02-20 23:39:20.908827961,30.36,dining,Pizza Express,card,completed,DE
18949,1153,2025-02-20 23:43:24.258731615,52.71,groceries,Tesco,card,completed,IT
78171,4739,2025-02-20 23:47:40.389786594,10.06,entertainment,Netflix,online,completed,FR
67461,4094,2025-02-20 23:50:42.110389800,35.94,health,FitLife Gym,card,completed,PL
75753,4594,2025-02-20 23:54:36.111018608,111.34,bills,Utility Co,online,completed,ES
21927,1324,2025-02-20 23:56:45.537731779,27.53,dining,Cafe Nero,online,completed,DE
61599,3736,2025-02-21 00:01:06.025951199,193.08,bills,Vodafone,card,completed,AT
71781,4354,2025-02-21 00:16:49.188930703,34.9,shopping,Amazon,online,declined,DE
66869,4053,2025-02-21 00:21:56.115777332,54.28,shopping,Amazon,p2p,completed,ES
79029,4782,2025-02-21 00:36:35.391860064,12.41,dining,McDonald's,card,refunded,FR
20877,1260,2025-02-21 00:42:34.070730350,142.43,shopping,H&M,card,declined,IT
65439,3974,2025-02-21 00:44:18.968136961,16.09,groceries,Tesco,card,completed,DE
17239,1044,2025-02-21 00:47:41.356519333,26.06,transport,DB Bahn,card,completed,DE
27816,1720,2025-02-21 00:52:59.750294016,46.38,shopping,Amazon,p2p,refunded,IT
26182,1601,2025-02-21 00:59:18.319716991,108.88,health,Dr. Klein,online,completed,FR
57070,3438,2025-02-21 01:01:47.869442820,13.01,transport,DB Bahn,card,completed,FR
47813,2932,2025-02-21 01:07:14.234653223,11.74,dining,Cafe Nero,online,completed,BE
57999,3502,2025-02-21 01:09:46.517438318,57.92,groceries,Aldi,card,completed,FR
44105,2719,2025-02-21 01:13:37.689605022,13.86,entertainment,Spotify,online,completed,DE
80272,4863,2025-02-21 01:20:05.363143319,13.64,transport,FlixBus,p2p,completed,DE
72589,4403,2025-02-21 01:28:53.274088159,8.41,transport,City Metro,card,completed,DE
4357,267,2025-02-21 01:44:51.843376440,129.12,shopping,H&M,card,refunded,FR
35162,2159,2025-02-21 01:52:26.385122573,22.39,entertainment,Cinema City,p2p,completed,FR
26106,1596,2025-02-21 01:59:56.952263428,166.9,bills,Vodafone,card,completed,ES
29936,1846,2025-02-21 02:09:18.399154550,83.97,shopping,H&M,card,completed,IT
14742,887,2025-02-21 02:10:58.745727958,30.98,cash,ATM Withdrawal,card,completed,FR
316,25,2025-02-21 02:11:37.351414472,19.61,groceries,Rewe,card,completed,AT
14615,877,2025-02-21 02:35:14.357918071,44.98,groceries,Tesco,card,completed,DE
56878,3429,2025-02-21 02:38:48.828805990,74.36,travel,Lufthansa,p2p,completed,DE
72336,4386,2025-02-21 02:53:45.725639988,23.03,groceries,Aldi,online,completed,PL
52606,3208,2025-02-21 02:54:51.901033164,649.01,travel,Booking.com,card,completed,ES
68482,4165,2025-02-21 03:09:01.903454976,24.4,groceries,Aldi,online,completed,FR
7974,476,2025-02-21 03:09:32.936437270,30.29,health,Pharmacy Plus,card,completed,NL
33625,2072,2025-02-21 03:09:54.258371432,42.67,groceries,Tesco,online,completed,DE
65078,3955,2025-02-21 03:25:07.848990278,31.07,dining,Pizza Express,online,completed,DE
61569,3733,2025-02-21 03:38:39.314375854,4.79,transport,City Metro,card,completed,BE
55402,3349,2025-02-21 03:46:02.444929700,14.64,entertainment,Netflix,atm,completed,BE
69573,4223,2025-02-21 03:52:59.918900911,62.11,dining,Cafe Nero,card,completed,DE
75135,4554,2025-02-21 03:57:48.232267678,25.93,transport,FlixBus,card,completed,ES
15103,908,2025-02-21 04:22:42.084864001,13.1,health,FitLife Gym,card,completed,ES
79151,4791,2025-02-21 04:37:20.900014104,35.52,shopping,MediaMarkt,card,completed,PL
64801,3940,2025-02-21 04:43:06.080991124,9.43,entertainment,Spotify,card,completed,PL
52300,3191,2025-02-21 04:43:57.494585792,91.4,groceries,Tesco,card,completed,ES
46874,2879,2025-02-21 04:49:29.996207025,66.72,groceries,Carrefour,card,completed,DE
28539,1762,2025-02-21 04:55:48.233357175,27.49,entertainment,Cinema City,card,completed,ES
4028,252,2025-02-21 05:00:40.423647314,10.34,groceries,Carrefour,online,completed,DE
34808,2136,2025-02-21 05:02:37.455658854,47.62,groceries,Tesco,card,completed,ES
22711,1375,2025-02-21 05:05:32.607803616,30.35,groceries,Tesco,card,completed,IT
2511,154,2025-02-21 05:21:17.784671716,69.9,transport,City Metro,atm,completed,IT
66633,4035,2025-02-21 05:24:01.828083375,104.82,bills,Allianz,card,completed,ES
62180,3767,2025-02-21 05:29:29.905983862,157.98,bills,Utility Co,card,completed,FR
77487,4697,2025-02-21 05:38:29.577892044,35.27,groceries,Aldi,p2p,completed,ES
33632,2072,2025-02-21 05:49:03.661419290,26.7,dining,Pizza Express,card,completed,DE
34729,2129,2025-02-21 05:52:34.594763960,40.68,groceries,Edeka,card,completed,PL
9020,538,2025-02-21 06:10:55.343754753,32.41,shopping,MediaMarkt,card,completed,AT
75546,4579,2025-02-21 06:21:51.460901585,83.6,shopping,Amazon,card,completed,DE
76154,4620,2025-02-21 06:29:01.473248374,34.53,groceries,Carrefour,p2p,completed,ES
42876,2628,2025-02-21 06:38:55.250549298,50.91,dining,Cafe Nero,online,completed,PL
27653,1706,2025-02-21 06:42:11.887508404,39.21,groceries,Lidl,atm,completed,ES
45118,2779,2025-02-21 06:45:38.185876820,71.13,shopping,MediaMarkt,card,completed,PL
38517,2359,2025-02-21 06:46:40.560773790,24.44,entertainment,Steam,card,completed,FR
71945,4365,2025-02-21 06:47:28.319998819,11.47,dining,Cafe Nero,online,completed,NL
705,50,2025-02-21 06:49:21.246286575,28.25,groceries,Rewe,card,completed,NL
79808,4837,2025-02-21 06:55:16.328496745,59.81,cash,ATM Withdrawal,atm,completed,DE
45704,2813,2025-02-21 06:55:52.564583634,29.78,transport,DB Bahn,card,completed,NL
10863,660,2025-02-21 06:59:32.205907383,34.85,transport,City Metro,card,completed,DE
7461,448,2025-02-21 07:08:27.712528676,57.15,transport,FlixBus,online,completed,FR
77843,4720,2025-02-21 07:15:43.066660639,24.1,entertainment,Steam,card,completed,IT
53268,3244,2025-02-21 07:17:58.416201136,42.53,dining,Pizza Express,card,completed,DE
60206,3651,2025-02-21 07:20:26.122607139,17.21,transport,DB Bahn,online,completed,AT
41517,2545,2025-02-21 07:27:59.429304213,11.0,dining,McDonald's,online,completed,ES
50106,3068,2025-02-21 07:30:15.156362874,140.82,travel,Trainline,card,completed,ES
32724,2021,2025-02-21 07:30:55.676670304,155.1,bills,Utility Co,online,completed,PL
48112,2946,2025-02-21 07:37:10.453074553,48.08,p2p,P2P Transfer,card,declined,IT
62332,3780,2025-02-21 07:41:23.819937408,58.35,shopping,Amazon,card,completed,ES
18810,1145,2025-02-21 07:47:05.241967958,78.34,bills,Utility Co,online,completed,BE
77161,4673,2025-02-21 07:50:10.362164959,28.25,dining,Cafe Nero,card,completed,DE
30306,1878,2025-02-21 08:11:56.725139987,14.2,dining,Cafe Nero,card,refunded,ES
28014,1728,2025-02-21 08:13:52.069645626,141.66,groceries,Tesco,online,completed,DE
11867,724,2025-02-21 08:15:44.981497748,19.81,groceries,Aldi,online,refunded,AT
7167,428,2025-02-21 08:24:43.323475812,32.34,groceries,Edeka,p2p,completed,ES
31666,1956,2025-02-21 08:25:35.493844710,27.08,health,Dr. Klein,card,completed,DE
11422,693,2025-02-21 08:30:12.084780012,69.4,groceries,Aldi,card,refunded,FR
19947,1208,2025-02-21 08:33:53.895241330,38.89,groceries,Rewe,p2p,completed,FR
2283,139,2025-02-21 08:40:08.505748058,31.3,groceries,Lidl,card,completed,FR
56390,3400,2025-02-21 08:47:38.787670495,34.33,transport,Bolt,card,completed,NL
19998,1214,2025-02-21 08:48:49.444996426,103.13,groceries,Aldi,card,completed,DE
45574,2804,2025-02-21 08:59:23.893290372,404.5,travel,Ryanair,card,completed,DE
1713,108,2025-02-21 09:13:37.432699397,35.79,dining,Deliveroo,card,completed,DE
58514,3539,2025-02-21 09:18:58.737659405,21.35,shopping,MediaMarkt,card,completed,DE
44188,2724,2025-02-21 09:25:26.019732884,15.33,dining,Starbucks,card,completed,ES
58614,3546,2025-02-21 09:26:18.379395983,30.28,groceries,Rewe,card,completed,DE
37516,2303,2025-02-21 09:27:23.300394655,73.72,groceries,Tesco,atm,completed,NL
55045,3329,2025-02-21 09:30:41.590981463,85.14,p2p,P2P Transfer,card,completed,FR
18398,1116,2025-02-21 09:47:51.145278552,123.27,cash,ATM Withdrawal,card,completed,DE
16214,978,2025-02-21 09:52:54.983160338,29.14,shopping,H&M,online,completed,FR
78809,4774,2025-02-21 10:04:01.209464667,290.31,bills,Utility Co,card,completed,ES
22080,1336,2025-02-21 10:04:46.789336096,34.5,shopping,Amazon,card,completed,BE
14804,891,2025-02-21 10:05:04.611657405,269.43,travel,Booking.com,card,completed,DE
71520,4337,2025-02-21 10:15:58.139701608,20.2,transport,FlixBus,card,completed,DE
62433,3788,2025-02-21 10:17:03.489316425,20.36,entertainment,Cinema City,online,completed,DE
19721,1195,2025-02-21 10:22:46.298391951,86.77,shopping,Amazon,online,completed,FR
69672,4229,2025-02-21 10:27:33.139813325,43.09,dining,Starbucks,card,refunded,DE
50842,3117,2025-02-21 10:29:50.044360338,15.22,dining,Cafe Nero,atm,completed,FR
45878,2820,2025-02-21 10:30:52.855175220,17.73,transport,FlixBus,card,completed,FR
62475,3791,2025-02-21 10:40:01.004606042,159.38,bills,E.ON,p2p,completed,IT
39556,2418,2025-02-21 10:48:35.120729096,583.66,travel,Ryanair,card,completed,NL
11639,710,2025-02-21 10:54:29.337725554,14.61,dining,Starbucks,online,completed,FR
13086,777,2025-02-21 10:55:34.200393565,143.8,bills,E.ON,card,completed,NL
66414,4018,2025-02-21 11:05:37.652479149,53.83,shopping,Amazon,card,completed,DE
20743,1251,2025-02-21 11:07:28.396814384,43.82,dining,Cafe Nero,card,completed,NL
63695,3868,2025-02-21 11:14:03.363402082,24.81,p2p,P2P Transfer,card,completed,FR
15200,916,2025-02-21 11:22:10.920759516,152.03,health,Apollo,card,completed,DE
61868,3750,2025-02-21 11:27:41.625876911,66.44,shopping,Zalando,card,completed,ES
22383,1355,2025-02-21 11:40:58.602987724,7.36,transport,City Metro,card,completed,ES
45603,2806,2025-02-21 11:45:00.841717445,28.05,groceries,Lidl,card,completed,DE
1019,68,2025-02-21 11:46:19.306040465,11.78,entertainment,Disney+,atm,completed,NL
52772,3217,2025-02-21 12:06:24.680885244,60.92,shopping,Zalando,card,completed,ES
5565,336,2025-02-21 12:12:36.718942668,29.19,dining,Deliveroo,card,declined,IT
25998,1589,2025-02-21 12:20:26.191848192,38.5,shopping,IKEA,card,completed,DE
55944,3376,2025-02-21 12:58:04.795343857,28.99,transport,Bolt,card,completed,IT
16211,978,2025-02-21 12:58:24.903561112,8.68,entertainment,Steam,card,declined,DE
33869,2085,2025-02-21 13:07:05.730384685,110.72,transport,Bolt,card,completed,IT
28083,1731,2025-02-21 13:10:47.122071165,33.63,transport,Bolt,card,completed,DE
51230,3137,2025-02-21 13:23:21.691525732,59.38,shopping,IKEA,online,completed,DE
43165,2651,2025-02-21 13:28:09.443290995,63.54,shopping,H&M,card,completed,AT
54116,3283,2025-02-21 13:40:28.135714396,21.26,dining,McDonald's,card,completed,DE
8093,483,2025-02-21 13:43:41.637557850,237.84,bills,Utility Co,card,completed,FR
46232,2845,2025-02-21 13:45:59.781047987,34.98,dining,Starbucks,card,completed,DE
75108,4553,2025-02-21 13:57:27.260446743,31.94,shopping,Amazon,card,completed,DE
39114,2392,2025-02-21 13:58:34.460147974,43.2,dining,Deliveroo,card,completed,DE
30521,1892,2025-02-21 14:04:07.564691735,84.12,groceries,Tesco,online,completed,PL
82271,4990,2025-02-21 14:10:53.767157298,31.64,health,Pharmacy Plus,online,completed,DE
80537,4880,2025-02-21 14:21:17.356499029,8.98,dining,McDonald's,card,completed,IT
6068,363,2025-02-21 14:23:59.922017485,143.27,cash,ATM Withdrawal,online,completed,FR
76924,4663,2025-02-21 14:28:27.550967661,110.33,groceries,Carrefour,card,refunded,DE
12757,763,2025-02-21 14:39:08.754217511,20.14,transport,Uber,card,completed,DE
69633,4227,2025-02-21 14:39:37.915783433,55.09,transport,DB Bahn,online,completed,DE
5970,361,2025-02-21 14:44:33.884449244,102.04,shopping,IKEA,card,declined,AT
56827,3425,2025-02-21 14:46:09.859284750,10.36,dining,Pizza Express,card,completed,BE
40860,2505,2025-02-21 14:50:03.688355178,22.43,groceries,Aldi,card,completed,FR
82356,4996,2025-02-21 14:54:20.806935874,66.75,cash,ATM Withdrawal,card,completed,ES
38205,2341,2025-02-21 14:56:47.621737008,43.82,groceries,Rewe,card,completed,FR
37560,2306,2025-02-21 15:06:10.239005036,7.09,dining,Cafe Nero,card,completed,NL
52798,3218,2025-02-21 15:09:35.214974424,18.23,dining,Cafe Nero,card,completed,NL
6805,414,2025-02-21 15:10:07.921645893,314.31,travel,Lufthansa,card,completed,ES
79345,4802,2025-02-21 15:10:17.208557166,21.98,transport,Bolt,card,completed,FR
64854,3942,2025-02-21 15:17:35.082288988,154.34,shopping,IKEA,online,completed,DE
40087,2457,2025-02-21 15:32:10.313811291,31.54,groceries,Tesco,online,completed,FR
35281,2167,2025-02-21 15:32:40.543064177,27.95,p2p,P2P Transfer,card,completed,DE
37539,2305,2025-02-21 15:36:23.026341847,40.93,health,FitLife Gym,card,completed,DE
71685,4350,2025-02-21 15:40:05.436625601,57.51,cash,ATM Withdrawal,p2p,completed,DE
20353,1234,2025-02-21 15:44:16.447065123,164.26,shopping,H&M,card,declined,DE
834,59,2025-02-21 15:46:39.012330668,59.61,groceries,Lidl,card,completed,IT
38912,2383,2025-02-21 15:53:44.101509535,23.94,entertainment,Spotify,card,completed,DE
70839,4303,2025-02-21 15:56:36.739748924,156.85,dining,Cafe Nero,card,completed,IT
64934,3947,2025-02-21 16:08:11.418351639,75.85,shopping,IKEA,card,completed,DE
20388,1235,2025-02-21 16:17:26.833932294,75.28,groceries,Aldi,online,completed,IT
18034,1096,2025-02-21 16:23:34.024199455,22.29,dining,Pizza Express,card,completed,DE
35702,2193,2025-02-21 16:24:42.107945711,404.24,bills,Rent Direct,atm,completed,FR
81535,4954,2025-02-21 16:30:23.495787383,16.31,transport,Uber,online,completed,ES
12383,743,2025-02-21 16:37:09.900460732,43.33,groceries,Aldi,p2p,completed,FR
4379,268,2025-02-21 16:56:34.590876028,82.95,groceries,Rewe,online,completed,ES
40717,2497,2025-02-21 17:19:02.268131407,65.6,shopping,MediaMarkt,card,completed,DE
14222,848,2025-02-21 17:21:03.990564475,22.55,dining,Pizza Express,online,completed,FR
23657,1433,2025-02-21 17:24:44.681672278,22.66,entertainment,Netflix,atm,completed,FR
62814,3806,2025-02-21 17:31:35.473709599,16.36,shopping,Zalando,card,completed,DE
79554,4818,2025-02-21 17:33:47.635128224,31.18,shopping,Amazon,atm,completed,FR
22417,1359,2025-02-21 17:35:23.173979265,27.29,dining,Deliveroo,card,completed,BE
60200,3651,2025-02-21 17:39:18.837998585,9.77,transport,DB Bahn,card,completed,ES
55039,3328,2025-02-21 17:39:54.482379609,18.26,groceries,Rewe,card,completed,DE
37143,2282,2025-02-21 17:41:16.720491186,67.65,shopping,H&M,card,completed,NL
50554,3096,2025-02-21 17:43:31.662236020,57.06,dining,McDonald's,p2p,completed,DE
47025,2884,2025-02-21 17:51:39.239049386,29.95,groceries,Aldi,card,completed,DE
44701,2753,2025-02-21 17:55:03.154856983,18.94,entertainment,Steam,card,completed,FR
6723,410,2025-02-21 17:55:07.248523344,27.5,dining,Starbucks,card,completed,PL
57515,3462,2025-02-21 17:55:56.795166007,17.87,entertainment,Netflix,card,completed,PL
71702,4351,2025-02-21 18:00:08.887062795,518.23,bills,Utility Co,card,refunded,IT
68818,4188,2025-02-21 18:06:29.646248791,39.57,health,Pharmacy Plus,online,completed,AT
10353,633,2025-02-21 18:07:25.904303227,10.23,transport,Bolt,online,completed,DE
57809,3488,2025-02-21 18:12:33.166600758,57.58,p2p,P2P Transfer,card,refunded,FR
37020,2275,2025-02-21 18:17:06.677711880,123.11,bills,Utility Co,card,completed,IT
31344,1936,2025-02-21 18:18:30.983006580,66.96,shopping,H&M,card,declined,AT
34843,2141,2025-02-21 18:40:09.806519009,52.46,shopping,Zalando,card,completed,AT
77026,4669,2025-02-21 18:42:03.869413280,30.8,groceries,Edeka,card,completed,DE
73759,4471,2025-02-21 18:43:14.313033468,29.04,transport,Uber,card,completed,FR
35178,2159,2025-02-21 18:51:16.216029691,33.56,transport,Bolt,card,completed,DE
81005,4912,2025-02-21 18:57:41.572638354,25.78,transport,FlixBus,card,completed,ES
63204,3834,2025-02-21 19:08:14.474399956,38.63,shopping,MediaMarkt,card,completed,PL
41796,2560,2025-02-21 19:58:48.377335782,8.2,entertainment,Steam,card,completed,PL
19760,1198,2025-02-21 20:06:09.427708601,88.9,bills,Allianz,card,completed,ES
23921,1449,2025-02-21 20:08:43.017437276,41.51,cash,ATM Withdrawal,card,completed,DE
40975,2513,2025-02-21 20:10:22.173092800,145.46,shopping,IKEA,card,completed,AT
35830,2200,2025-02-21 20:11:32.545056318,42.57,shopping,MediaMarkt,online,completed,FR
22134,1340,2025-02-21 20:12:24.267604685,6.6,transport,DB Bahn,card,completed,DE
36360,2228,2025-02-21 20:15:34.086492671,9.62,transport,City Metro,card,completed,FR
54891,3318,2025-02-21 20:22:37.475611924,39.16,dining,Cafe Nero,online,completed,DE
41511,2544,2025-02-21 20:26:58.933972855,59.37,shopping,H&M,card,completed,ES
53141,3235,2025-02-21 20:30:31.000897854,12.75,transport,Bolt,card,completed,IT
40231,2467,2025-02-21 20:38:51.812621453,113.7,travel,Ryanair,card,completed,ES
51283,3141,2025-02-21 20:51:49.504505261,22.47,entertainment,Steam,card,completed,IT
12969,771,2025-02-21 20:57:45.648426720,10.63,entertainment,Disney+,card,completed,ES
55963,3376,2025-02-21 20:59:18.317257344,73.08,shopping,IKEA,card,completed,ES
11648,711,2025-02-21 21:00:00.541951007,120.79,travel,Ryanair,online,completed,IT
61400,3708,2025-02-21 21:03:54.622409345,15.3,transport,City Metro,online,completed,FR
28530,1762,2025-02-21 21:05:48.997816632,40.12,shopping,Amazon,card,completed,FR
66472,4021,2025-02-21 21:27:21.614499812,80.55,bills,Allianz,card,completed,DE
80475,4876,2025-02-21 21:33:04.743682050,41.5,groceries,Edeka,online,completed,IT
18084,1100,2025-02-21 21:38:44.905574932,56.99,groceries,Aldi,online,completed,DE
59539,3609,2025-02-21 21:52:21.034371288,27.68,dining,Cafe Nero,card,completed,BE
53197,3238,2025-02-21 21:52:26.949009475,26.33,health,FitLife Gym,card,completed,DE
80237,4860,2025-02-21 21:52:29.174799446,31.12,cash,ATM Withdrawal,card,completed,BE
60286,3654,2025-02-21 22:01:02.711123886,35.42,dining,Pizza Express,card,completed,NL
42602,2606,2025-02-21 22:01:13.547357653,19.8,entertainment,Cinema City,card,completed,FR
65693,3983,2025-02-21 22:05:31.637187464,44.76,groceries,Tesco,atm,completed,DE
74665,4531,2025-02-21 22:08:59.411296599,15.46,entertainment,Spotify,online,completed,NL
51274,3141,2025-02-21 22:10:55.951930309,118.82,bills,E.ON,atm,completed,ES
75802,4597,2025-02-21 22:12:11.647677035,11.27,transport,Bolt,card,completed,IT
51397,3150,2025-02-21 22:35:59.547289084,52.81,shopping,MediaMarkt,online,completed,DE
14511,871,2025-02-21 22:40:55.869922519,13.27,dining,Deliveroo,card,completed,NL
14817,892,2025-02-21 22:43:26.521305441,18.64,groceries,Rewe,online,completed,DE
34840,2141,2025-02-21 22:46:05.041020172,33.88,shopping,H&M,online,completed,DE
35588,2188,2025-02-21 22:52:18.264822833,23.9,groceries,Edeka,p2p,completed,ES
30938,1910,2025-02-21 22:53:35.371188749,13.38,dining,McDonald's,card,completed,DE
57432,3458,2025-02-21 22:55:58.307006380,215.35,travel,Booking.com,card,completed,PL
26472,1620,2025-02-21 23:23:48.324510787,17.08,transport,FlixBus,card,completed,AT
