user_id,jtbd_segment,dormancy_bucket,group,balance_eur,prior_logins,reactivated_60d,retained_m3,arpu_eur
4045,digital_newcomers,60-90d,control,169.02,6.5,0,0,3.4
4046,digital_newcomers,60-90d,control,333.43,7.2,0,0,3.4
4047,digital_newcomers,60-90d,control,283.49,6.6,0,0,3.4
4048,digital_newcomers,60-90d,control,410.44,6.4,0,0,3.4
4049,digital_newcomers,60-90d,control,87.4,5.2,0,0,3.4
4050,digital_newcomers,60-90d,control,443.94,2.5,0,0,3.4
4051,digital_newcomers,60-90d,control,375.2,4.4,0,0,3.4
4052,digital_newcomers,60-90d,control,505.41,8.4,0,0,3.4
4053,digital_newcomers,60-90d,control,482.49,5.4,0,0,3.4
4054,digital_newcomers,60-90d,control,145.7,6.4,0,0,3.4
4055,digital_newcomers,60-90d,control,173.04,7.5,0,0,3.4
4056,digital_newcomers,60-90d,control,336.5,10.5,0,0,3.4
4057,digital_newcomers,60-90d,control,56.24,7.8,1,1,3.4
4058,digital_newcomers,60-90d,control,59.39,3.8,0,0,3.4
4059,digital_newcomers,60-90d,control,172.87,5.0,0,0,3.4
4060,digital_newcomers,60-90d,control,659.7,7.7,0,0,3.4
4061,digital_newcomers,60-90d,control,397.98,6.3,0,0,3.4
4062,digital_newcomers,60-90d,control,464.59,5.9,0,0,3.4
4063,digital_newcomers,60-90d,control,140.68,5.5,0,0,3.4
4064,digital_newcomers,60-90d,control,139.33,3.4,0,0,3.4
4065,digital_newcomers,60-90d,control,99.04,1.7,0,0,3.4
4066,digital_newcomers,60-90d,control,779.69,5.9,0,0,3.4
4067,digital_newcomers,60-90d,control,44.52,7.1,0,0,3.4
4068,digital_newcomers,60-90d,control,143.75,6.5,0,0,3.4
4069,digital_newcomers,60-90d,control,104.84,6.8,0,0,3.4
4070,digital_newcomers,60-90d,control,203.9,3.8,1,0,3.4
4071,digital_newcomers,60-90d,control,91.74,7.4,0,0,3.4
4072,digital_newcomers,60-90d,control,296.98,4.6,0,0,3.4
4073,digital_newcomers,60-90d,control,827.56,2.5,0,0,3.4
4074,digital_newcomers,60-90d,control,977.56,7.7,0,0,3.4
4075,digital_newcomers,60-90d,control,87.77,4.1,0,0,3.4
4076,digital_newcomers,60-90d,control,293.17,2.8,0,0,3.4
4077,digital_newcomers,60-90d,control,127.84,5.5,0,0,3.4
4078,digital_newcomers,60-90d,control,115.98,3.6,0,0,3.4
4079,digital_newcomers,60-90d,control,406.85,5.9,0,0,3.4
4080,digital_newcomers,60-90d,control,183.05,4.0,0,0,3.4
4081,digital_newcomers,60-90d,control,2095.4,7.4,0,0,3.4
4082,digital_newcomers,60-90d,control,143.74,2.6,0,0,3.4
4083,digital_newcomers,60-90d,control,421.36,4.8,0,0,3.4
4084,digital_newcomers,60-90d,control,248.86,7.9,0,0,3.4
4085,digital_newcomers,60-90d,control,212.36,3.6,0,0,3.4
4086,digital_newcomers,60-90d,control,479.93,4.7,0,0,3.4
4087,digital_newcomers,60-90d,control,102.91,8.0,1,1,3.4
4088,digital_newcomers,60-90d,control,204.55,8.3,0,0,3.4
4089,digital_newcomers,60-90d,control,103.88,5.8,0,0,3.4
4090,digital_newcomers,60-90d,control,142.87,7.2,0,0,3.4
4091,digital_newcomers,60-90d,control,152.69,6.4,0,0,3.4
4092,digital_newcomers,60-90d,control,183.78,1.8,1,1,3.4
4093,digital_newcomers,60-90d,control,256.2,8.7,0,0,3.4
4094,digital_newcomers,60-90d,control,233.31,4.4,0,0,3.4
4095,digital_newcomers,60-90d,control,75.46,5.3,0,0,3.4
4096,digital_newcomers,60-90d,control,965.2,7.3,0,0,3.4
4097,digital_newcomers,60-90d,control,77.36,5.5,0,0,3.4
4098,digital_newcomers,60-90d,control,205.1,7.4,0,0,3.4
4099,digital_newcomers,60-90d,control,434.24,2.0,0,0,3.4
4100,digital_newcomers,60-90d,control,100.49,8.0,0,0,3.4
4101,digital_newcomers,60-90d,control,223.04,5.4,0,0,3.4
4102,digital_newcomers,60-90d,control,352.84,8.6,0,0,3.4
4103,digital_newcomers,60-90d,control,319.08,10.3,0,0,3.4
4104,digital_newcomers,60-90d,control,579.38,7.1,1,1,3.4
4105,digital_newcomers,60-90d,control,365.96,5.9,0,0,3.4
4106,digital_newcomers,60-90d,control,488.96,5.9,0,0,3.4
4107,digital_newcomers,60-90d,control,936.94,5.3,0,0,3.4
4108,digital_newcomers,60-90d,control,99.56,5.2,0,0,3.4
4109,digital_newcomers,60-90d,control,135.69,4.3,1,1,3.4
4110,digital_newcomers,60-90d,control,471.75,8.8,0,0,3.4
4111,digital_newcomers,60-90d,control,266.06,7.1,0,0,3.4
4112,digital_newcomers,60-90d,control,174.06,8.1,0,0,3.4
4113,digital_newcomers,60-90d,control,258.25,3.0,0,0,3.4
4114,digital_newcomers,60-90d,control,77.24,6.2,0,0,3.4
4115,digital_newcomers,60-90d,control,197.04,6.6,0,0,3.4
4116,digital_newcomers,60-90d,control,300.51,3.0,1,0,3.4
4117,digital_newcomers,60-90d,control,865.21,5.3,0,0,3.4
4118,digital_newcomers,60-90d,control,493.99,5.5,0,0,3.4
4119,digital_newcomers,60-90d,control,640.17,9.5,0,0,3.4
4120,digital_newcomers,60-90d,control,1616.65,4.5,0,0,3.4
4121,digital_newcomers,60-90d,control,452.43,9.4,0,0,3.4
4122,digital_newcomers,60-90d,control,480.86,9.6,0,0,3.4
4123,digital_newcomers,60-90d,control,214.72,1.0,0,0,3.4
4124,digital_newcomers,60-90d,control,538.86,5.6,0,0,3.4
4125,digital_newcomers,60-90d,control,205.57,13.3,0,0,3.4
4126,digital_newcomers,60-90d,control,77.36,7.4,0,0,3.4
4127,digital_newcomers,60-90d,control,186.73,6.4,0,0,3.4
4128,digital_newcomers,60-90d,control,83.32,3.4,1,1,3.4
4129,digital_newcomers,60-90d,control,138.82,4.0,0,0,3.4
4130,digital_newcomers,60-90d,control,184.99,8.2,0,0,3.4
4131,digital_newcomers,60-90d,control,896.22,4.3,0,0,3.4
4132,digital_newcomers,60-90d,control,184.3,7.5,0,0,3.4
4133,digital_newcomers,60-90d,control,1143.58,1.8,0,0,3.4
4134,digital_newcomers,60-90d,control,262.96,7.4,0,0,3.4
4135,digital_newcomers,60-90d,control,485.96,4.2,0,0,3.4
4136,digital_newcomers,60-90d,control,1090.05,3.8,0,0,3.4
4137,digital_newcomers,60-90d,control,333.14,4.9,0,0,3.4
4138,digital_newcomers,60-90d,control,204.66,1.1,0,0,3.4
4139,digital_newcomers,60-90d,control,198.28,3.3,0,0,3.4
4140,digital_newcomers,60-90d,control,205.41,4.4,0,0,3.4
4141,digital_newcomers,60-90d,control,325.08,6.2,0,0,3.4
4142,digital_newcomers,60-90d,control,270.57,5.9,0,0,3.4
4143,digital_newcomers,60-90d,control,194.26,7.4,0,0,3.4
4144,digital_newcomers,60-90d,control,203.57,7.7,0,0,3.4
4145,digital_newcomers,60-90d,control,114.53,5.4,0,0,3.4
4146,digital_newcomers,60-90d,control,278.83,5.3,0,0,3.4
4147,digital_newcomers,60-90d,control,194.5,11.6,1,1,3.4
4148,digital_newcomers,60-90d,control,214.2,5.4,0,0,3.4
4149,digital_newcomers,60-90d,control,1961.72,6.8,0,0,3.4
4150,digital_newcomers,60-90d,control,169.1,4.6,0,0,3.4
4151,digital_newcomers,60-90d,control,64.03,3.1,0,0,3.4
4152,digital_newcomers,60-90d,control,721.14,5.1,1,0,3.4
4153,digital_newcomers,60-90d,control,690.22,2.0,0,0,3.4
4154,digital_newcomers,60-90d,control,208.7,8.3,0,0,3.4
4155,digital_newcomers,60-90d,control,249.51,5.7,0,0,3.4
4156,digital_newcomers,60-90d,control,87.85,4.5,0,0,3.4
4157,digital_newcomers,60-90d,control,133.55,5.2,0,0,3.4
4158,digital_newcomers,60-90d,control,181.9,8.6,0,0,3.4
4159,digital_newcomers,60-90d,control,228.25,6.6,0,0,3.4
4160,digital_newcomers,60-90d,control,897.44,11.2,0,0,3.4
4161,digital_newcomers,60-90d,control,1944.09,4.3,0,0,3.4
4162,digital_newcomers,60-90d,control,138.7,5.5,0,0,3.4
4163,digital_newcomers,60-90d,control,195.4,3.9,0,0,3.4
4164,digital_newcomers,60-90d,control,609.12,8.5,0,0,3.4
4165,digital_newcomers,60-90d,control,54.56,3.2,0,0,3.4
4166,digital_newcomers,60-90d,control,424.56,6.2,0,0,3.4
4167,digital_newcomers,60-90d,control,1172.23,5.9,1,0,3.4
4168,digital_newcomers,60-90d,control,194.87,2.3,0,0,3.4
4169,digital_newcomers,60-90d,control,61.67,8.7,0,0,3.4
4170,digital_newcomers,60-90d,control,1164.41,4.2,0,0,3.4
4171,digital_newcomers,60-90d,control,182.72,2.1,0,0,3.4
4172,digital_newcomers,60-90d,control,751.07,3.7,0,0,3.4
4173,digital_newcomers,60-90d,control,118.55,5.7,0,0,3.4
4174,digital_newcomers,60-90d,control,184.73,1.5,1,1,3.4
4175,digital_newcomers,60-90d,control,207.03,5.2,0,0,3.4
4176,digital_newcomers,60-90d,control,150.2,9.5,0,0,3.4
4177,digital_newcomers,60-90d,control,435.57,6.1,0,0,3.4
4178,digital_newcomers,60-90d,control,136.2,5.1,0,0,3.4
4179,digital_newcomers,60-90d,control,161.33,6.8,0,0,3.4
4180,digital_newcomers,60-90d,control,1391.54,6.7,0,0,3.4
4181,digital_newcomers,60-90d,control,620.43,5.5,0,0,3.4
4182,digital_newcomers,60-90d,control,793.73,4.7,0,0,3.4
4183,digital_newcomers,60-90d,control,152.15,6.0,0,0,3.4
4184,digital_newcomers,60-90d,control,596.1,8.2,0,0,3.4
4185,digital_newcomers,60-90d,control,1784.22,5.1,0,0,3.4
4186,digital_newcomers,60-90d,control,78.9,9.7,0,0,3.4
4187,digital_newcomers,60-90d,control,277.9,4.6,1,1,3.4
4188,digital_newcomers,60-90d,control,356.71,5.8,1,1,3.4
4189,digital_newcomers,60-90d,control,174.04,2.4,0,0,3.4
4190,digital_newcomers,60-90d,control,2755.41,9.7,0,0,3.4
4191,digital_newcomers,60-90d,control,142.64,6.0,0,0,3.4
4192,digital_newcomers,60-90d,control,85.66,4.5,0,0,3.4
4193,digital_newcomers,60-90d,control,479.43,3.6,0,0,3.4
4194,digital_newcomers,60-90d,control,445.55,4.6,0,0,3.4
4195,digital_newcomers,60-90d,control,337.47,7.0,0,0,3.4
4196,digital_newcomers,60-90d,control,145.04,4.6,0,0,3.4
4197,digital_newcomers,60-90d,control,70.17,5.7,0,0,3.4
4198,digital_newcomers,60-90d,control,81.11,6.7,0,0,3.4
4199,digital_newcomers,60-90d,control,56.3,5.3,0,0,3.4
4200,digital_newcomers,60-90d,control,380.53,1.3,0,0,3.4
4201,digital_newcomers,60-90d,control,134.53,7.7,0,0,3.4
4202,digital_newcomers,60-90d,control,234.53,4.7,0,0,3.4
4203,digital_newcomers,60-90d,control,155.43,5.4,0,0,3.4
4204,digital_newcomers,60-90d,control,362.32,6.4,0,0,3.4
4205,digital_newcomers,60-90d,control,541.49,5.6,0,0,3.4
4206,digital_newcomers,60-90d,control,451.08,6.8,0,0,3.4
4207,digital_newcomers,60-90d,control,193.52,8.6,0,0,3.4
4208,digital_newcomers,60-90d,control,367.27,7.0,0,0,3.4
4209,digital_newcomers,60-90d,control,435.78,4.9,0,0,3.4
4210,digital_newcomers,60-90d,control,235.14,4.1,0,0,3.4
4211,digital_newcomers,60-90d,control,44.59,2.1,0,0,3.4
4212,digital_newcomers,60-90d,control,144.72,10.8,0,0,3.4
4213,digital_newcomers,60-90d,control,235.14,2.2,0,0,3.4
4214,digital_newcomers,60-90d,control,1111.81,9.9,0,0,3.4
4215,digital_newcomers,60-90d,control,97.62,3.6,0,0,3.4
4216,digital_newcomers,60-90d,control,680.29,10.1,0,0,3.4
4217,digital_newcomers,60-90d,control,192.01,9.9,0,0,3.4
4218,digital_newcomers,60-90d,control,255.05,7.2,0,0,3.4
4219,digital_newcomers,60-90d,control,147.12,4.2,0,0,3.4
4220,digital_newcomers,60-90d,control,245.09,9.5,0,0,3.4
4221,digital_newcomers,60-90d,control,268.23,5.3,0,0,3.4
4222,digital_newcomers,60-90d,control,245.03,4.6,0,0,3.4
4223,digital_newcomers,60-90d,control,340.56,5.0,0,0,3.4
4224,digital_newcomers,60-90d,control,210.95,5.2,0,0,3.4
4225,digital_newcomers,60-90d,control,450.23,1.6,0,0,3.4
4226,digital_newcomers,60-90d,control,272.71,7.5,0,0,3.4
4227,digital_newcomers,60-90d,control,138.87,3.7,0,0,3.4
4228,digital_newcomers,60-90d,control,200.81,7.7,0,0,3.4
4229,digital_newcomers,60-90d,control,397.96,1.0,0,0,3.4
4230,digital_newcomers,60-90d,control,622.48,5.6,0,0,3.4
4231,digital_newcomers,60-90d,control,144.68,1.0,0,0,3.4
4232,digital_newcomers,60-90d,control,570.09,4.5,0,0,3.4
4233,digital_newcomers,60-90d,control,37.88,1.9,0,0,3.4
4234,digital_newcomers,60-90d,control,400.95,2.8,0,0,3.4
4235,digital_newcomers,60-90d,control,239.05,3.0,0,0,3.4
4236,digital_newcomers,60-90d,control,215.43,7.4,0,0,3.4
4237,digital_newcomers,60-90d,control,492.84,2.1,0,0,3.4
4238,digital_newcomers,60-90d,control,197.4,5.8,1,1,3.4
4239,digital_newcomers,60-90d,control,21.88,8.9,1,1,3.4
4240,digital_newcomers,60-90d,control,357.27,4.9,0,0,3.4
4241,digital_newcomers,60-90d,control,132.33,7.3,0,0,3.4
4242,digital_newcomers,60-90d,control,101.75,8.8,0,0,3.4
4243,digital_newcomers,60-90d,control,217.46,7.7,0,0,3.4
4244,digital_newcomers,60-90d,control,168.25,6.8,0,0,3.4
4245,digital_newcomers,60-90d,control,292.04,4.1,0,0,3.4
4246,digital_newcomers,60-90d,control,378.92,7.0,0,0,3.4
4247,digital_newcomers,60-90d,control,225.27,3.1,1,0,3.4
4248,digital_newcomers,60-90d,control,71.33,9.0,0,0,3.4
4249,digital_newcomers,60-90d,control,184.37,3.7,0,0,3.4
4250,digital_newcomers,60-90d,control,287.18,5.1,0,0,3.4
4251,digital_newcomers,60-90d,control,211.07,6.1,0,0,3.4
4252,digital_newcomers,60-90d,control,183.36,6.4,0,0,3.4
4253,digital_newcomers,60-90d,control,165.92,6.8,0,0,3.4
4254,digital_newcomers,60-90d,control,274.78,8.9,0,0,3.4
4255,digital_newcomers,60-90d,control,582.59,4.5,0,0,3.4
4256,digital_newcomers,60-90d,control,208.05,7.4,0,0,3.4
4257,digital_newcomers,60-90d,control,270.44,8.2,0,0,3.4
4258,digital_newcomers,60-90d,control,496.86,8.5,0,0,3.4
4259,digital_newcomers,60-90d,control,272.42,7.8,0,0,3.4
4260,digital_newcomers,60-90d,control,286.77,6.8,0,0,3.4
4261,digital_newcomers,60-90d,control,357.69,2.9,0,0,3.4
4262,digital_newcomers,60-90d,control,252.6,4.2,0,0,3.4
4263,digital_newcomers,60-90d,control,258.07,3.9,0,0,3.4
4264,digital_newcomers,60-90d,control,132.78,11.7,0,0,3.4
4265,digital_newcomers,60-90d,control,95.87,3.5,0,0,3.4
4266,digital_newcomers,60-90d,control,176.39,2.6,0,0,3.4
4267,digital_newcomers,60-90d,control,175.48,7.6,0,0,3.4
4268,digital_newcomers,60-90d,control,304.77,12.0,0,0,3.4
4269,digital_newcomers,60-90d,control,127.18,5.4,0,0,3.4
4270,digital_newcomers,60-90d,control,1031.12,9.2,0,0,3.4
4271,digital_newcomers,60-90d,control,142.31,3.9,0,0,3.4
4272,digital_newcomers,60-90d,control,807.68,5.4,1,1,3.4
4273,digital_newcomers,60-90d,control,64.66,6.1,0,0,3.4
4274,digital_newcomers,60-90d,control,193.34,4.5,0,0,3.4
4275,digital_newcomers,60-90d,control,293.09,6.6,0,0,3.4
4276,digital_newcomers,60-90d,control,329.16,3.8,0,0,3.4
4277,digital_newcomers,60-90d,control,207.48,4.8,0,0,3.4
4278,digital_newcomers,60-90d,control,201.72,10.7,0,0,3.4
4279,digital_newcomers,60-90d,control,97.95,8.3,1,0,3.4
4280,digital_newcomers,60-90d,control,150.73,9.2,0,0,3.4
4281,digital_newcomers,60-90d,control,748.66,3.4,0,0,3.4
4282,digital_newcomers,60-90d,control,749.94,6.4,0,0,3.4
4283,digital_newcomers,60-90d,control,197.29,6.6,0,0,3.4
4284,digital_newcomers,60-90d,control,72.88,1.9,0,0,3.4
4285,digital_newcomers,60-90d,control,469.04,2.0,0,0,3.4
4286,digital_newcomers,60-90d,control,372.92,11.0,0,0,3.4
4287,digital_newcomers,60-90d,control,327.42,9.4,0,0,3.4
4288,digital_newcomers,60-90d,control,169.35,3.1,0,0,3.4
4289,digital_newcomers,60-90d,control,236.97,6.4,0,0,3.4
4290,digital_newcomers,60-90d,control,205.28,6.1,0,0,3.4
4291,digital_newcomers,60-90d,control,899.14,6.5,0,0,3.4
4292,digital_newcomers,60-90d,control,57.14,7.7,0,0,3.4
4293,digital_newcomers,60-90d,control,489.54,9.5,0,0,3.4
4294,digital_newcomers,60-90d,control,381.12,9.2,0,0,3.4
4295,digital_newcomers,60-90d,control,45.74,3.9,0,0,3.4
4296,digital_newcomers,60-90d,control,371.96,7.0,0,0,3.4
4297,digital_newcomers,60-90d,control,192.35,8.0,0,0,3.4
4298,digital_newcomers,60-90d,control,275.07,5.1,0,0,3.4
4299,digital_newcomers,60-90d,control,241.38,6.1,0,0,3.4
4300,digital_newcomers,60-90d,control,427.18,6.2,0,0,3.4
4301,digital_newcomers,60-90d,control,181.28,2.4,0,0,3.4
4302,digital_newcomers,60-90d,control,270.73,7.2,0,0,3.4
4303,digital_newcomers,60-90d,control,1025.19,7.8,0,0,3.4
4304,digital_newcomers,60-90d,control,536.14,5.3,0,0,3.4
4305,digital_newcomers,60-90d,control,579.24,3.2,0,0,3.4
4306,digital_newcomers,60-90d,control,149.82,10.3,0,0,3.4
4307,digital_newcomers,60-90d,control,866.62,4.2,0,0,3.4
4308,digital_newcomers,60-90d,control,465.82,7.7,0,0,3.4
4309,digital_newcomers,60-90d,control,165.67,6.2,0,0,3.4
4310,digital_newcomers,60-90d,control,139.18,7.4,0,0,3.4
4311,digital_newcomers,60-90d,control,288.5,6.2,0,0,3.4
4312,digital_newcomers,60-90d,control,198.63,6.4,0,0,3.4
4313,digital_newcomers,60-90d,control,861.08,8.5,0,0,3.4
4314,digital_newcomers,60-90d,control,132.88,3.9,0,0,3.4
4315,digital_newcomers,60-90d,control,109.08,6.3,0,0,3.4
4316,digital_newcomers,60-90d,control,190.75,3.5,0,0,3.4
4317,digital_newcomers,60-90d,control,158.03,4.2,0,0,3.4
4318,digital_newcomers,60-90d,control,242.91,4.7,0,0,3.4
4319,digital_newcomers,60-90d,control,417.53,5.1,0,0,3.4
4320,digital_newcomers,60-90d,control,88.51,8.9,0,0,3.4
4321,digital_newcomers,60-90d,control,235.47,4.3,0,0,3.4
4322,digital_newcomers,60-90d,control,64.5,4.1,0,0,3.4
4323,digital_newcomers,60-90d,control,113.41,2.1,0,0,3.4
4324,digital_newcomers,60-90d,control,179.85,5.1,0,0,3.4
4325,digital_newcomers,60-90d,control,558.96,9.1,0,0,3.4
4326,digital_newcomers,60-90d,control,66.69,3.9,0,0,3.4
4327,digital_newcomers,60-90d,control,170.17,8.2,0,0,3.4
4328,digital_newcomers,60-90d,control,865.55,8.6,0,0,3.4
4329,digital_newcomers,60-90d,control,176.0,5.8,0,0,3.4
4330,digital_newcomers,60-90d,control,73.35,9.7,0,0,3.4
4331,digital_newcomers,60-90d,control,185.67,9.3,0,0,3.4
4332,digital_newcomers,60-90d,control,56.23,8.5,0,0,3.4
4333,digital_newcomers,60-90d,control,209.22,6.5,0,0,3.4
4334,digital_newcomers,60-90d,control,482.37,7.5,0,0,3.4
4335,digital_newcomers,60-90d,control,129.98,6.7,0,0,3.4
4336,digital_newcomers,60-90d,control,853.81,2.5,1,1,3.4
4337,digital_newcomers,60-90d,control,136.44,6.0,0,0,3.4
4338,digital_newcomers,60-90d,control,611.18,6.6,0,0,3.4
4339,digital_newcomers,60-90d,control,219.89,9.0,0,0,3.4
4340,digital_newcomers,60-90d,control,98.39,4.3,0,0,3.4
4341,digital_newcomers,60-90d,control,324.63,3.4,0,0,3.4
4342,digital_newcomers,60-90d,control,119.98,9.3,0,0,3.4
4343,digital_newcomers,60-90d,control,98.93,4.7,0,0,3.4
4344,digital_newcomers,60-90d,control,278.08,5.5,0,0,3.4
4345,digital_newcomers,60-90d,control,80.21,7.4,0,0,3.4
4346,digital_newcomers,60-90d,control,266.25,6.7,0,0,3.4
4347,digital_newcomers,60-90d,control,283.49,12.3,0,0,3.4
4348,digital_newcomers,60-90d,control,194.27,4.7,0,0,3.4
4349,digital_newcomers,60-90d,control,575.34,8.0,0,0,3.4
4350,digital_newcomers,60-90d,control,77.84,3.1,0,0,3.4
4351,digital_newcomers,60-90d,control,227.81,7.7,0,0,3.4
4352,digital_newcomers,60-90d,control,530.28,6.9,0,0,3.4
4353,digital_newcomers,60-90d,control,45.98,2.9,0,0,3.4
4354,digital_newcomers,60-90d,control,242.58,8.7,0,0,3.4
4355,digital_newcomers,60-90d,control,214.56,4.5,0,0,3.4
4356,digital_newcomers,60-90d,control,488.26,4.6,0,0,3.4
4357,digital_newcomers,60-90d,control,135.43,11.3,0,0,3.4
4358,digital_newcomers,60-90d,control,107.49,6.6,0,0,3.4
4359,digital_newcomers,60-90d,control,204.34,8.1,0,0,3.4
4360,digital_newcomers,60-90d,control,394.28,6.0,0,0,3.4
4361,digital_newcomers,60-90d,control,230.11,6.4,0,0,3.4
4362,digital_newcomers,60-90d,control,280.17,5.8,0,0,3.4
4363,digital_newcomers,60-90d,control,187.47,5.2,0,0,3.4
4364,digital_newcomers,60-90d,control,291.81,8.6,0,0,3.4
4365,digital_newcomers,60-90d,control,54.65,7.7,0,0,3.4
4366,digital_newcomers,60-90d,control,187.08,3.4,0,0,3.4
4367,digital_newcomers,60-90d,control,573.72,8.3,0,0,3.4
4368,digital_newcomers,60-90d,control,974.93,1.0,0,0,3.4
4369,digital_newcomers,60-90d,control,57.6,7.6,0,0,3.4
4370,digital_newcomers,60-90d,control,165.45,5.5,0,0,3.4
4371,digital_newcomers,60-90d,control,74.57,2.9,0,0,3.4
4372,digital_newcomers,60-90d,control,638.42,5.9,0,0,3.4
4373,digital_newcomers,60-90d,control,43.88,8.4,0,0,3.4
4374,digital_newcomers,60-90d,control,97.71,1.7,0,0,3.4
4375,digital_newcomers,60-90d,control,113.41,5.4,0,0,3.4
4376,digital_newcomers,60-90d,control,283.88,5.4,0,0,3.4
4377,digital_newcomers,60-90d,control,62.58,6.4,0,0,3.4
4378,digital_newcomers,60-90d,control,107.29,6.2,0,0,3.4
4379,digital_newcomers,60-90d,control,264.33,9.5,0,0,3.4
4380,digital_newcomers,60-90d,control,124.74,9.7,0,0,3.4
4381,digital_newcomers,60-90d,control,377.06,9.1,0,0,3.4
4382,digital_newcomers,60-90d,control,462.43,8.7,0,0,3.4
4383,digital_newcomers,60-90d,control,2004.98,6.5,0,0,3.4
4384,digital_newcomers,60-90d,control,331.96,4.2,0,0,3.4
4385,digital_newcomers,60-90d,control,379.31,4.5,0,0,3.4
4386,digital_newcomers,60-90d,control,518.82,3.9,0,0,3.4
4387,digital_newcomers,60-90d,control,370.01,5.1,0,0,3.4
4388,digital_newcomers,60-90d,control,251.99,3.3,0,0,3.4
4389,digital_newcomers,60-90d,control,296.28,1.0,0,0,3.4
4390,digital_newcomers,60-90d,control,59.31,1.9,0,0,3.4
4391,digital_newcomers,60-90d,control,204.82,5.4,0,0,3.4
4392,digital_newcomers,60-90d,control,144.8,6.9,0,0,3.4
4393,digital_newcomers,60-90d,control,472.55,8.4,0,0,3.4
4394,digital_newcomers,60-90d,control,55.6,4.1,0,0,3.4
4395,digital_newcomers,60-90d,control,131.47,3.4,0,0,3.4
4396,digital_newcomers,60-90d,control,1709.99,4.8,0,0,3.4
4397,digital_newcomers,60-90d,control,85.66,9.1,0,0,3.4
4398,digital_newcomers,60-90d,control,466.19,9.4,0,0,3.4
4399,digital_newcomers,60-90d,control,192.11,10.3,0,0,3.4
4400,digital_newcomers,60-90d,control,41.46,7.1,0,0,3.4
4401,digital_newcomers,60-90d,control,501.97,7.0,0,0,3.4
4402,digital_newcomers,60-90d,control,303.4,6.5,0,0,3.4
4403,digital_newcomers,60-90d,control,387.77,9.7,0,0,3.4
4404,digital_newcomers,60-90d,control,249.22,8.9,0,0,3.4
4405,digital_newcomers,60-90d,control,508.8,6.5,0,0,3.4
4406,digital_newcomers,60-90d,control,300.32,6.0,0,0,3.4
4407,digital_newcomers,60-90d,control,134.39,8.9,0,0,3.4
4408,digital_newcomers,60-90d,control,74.86,5.5,0,0,3.4
4409,digital_newcomers,60-90d,control,388.41,6.2,0,0,3.4
4410,digital_newcomers,60-90d,control,793.78,8.7,0,0,3.4
4411,digital_newcomers,60-90d,control,295.77,5.9,0,0,3.4
4412,digital_newcomers,60-90d,control,154.16,6.3,0,0,3.4
4413,digital_newcomers,60-90d,control,76.03,6.3,1,1,3.4
4414,digital_newcomers,60-90d,control,327.35,9.2,0,0,3.4
4415,digital_newcomers,60-90d,control,186.93,4.1,0,0,3.4
4416,digital_newcomers,60-90d,control,152.07,5.5,1,1,3.4
4417,digital_newcomers,60-90d,control,105.06,9.2,0,0,3.4
4418,digital_newcomers,60-90d,control,118.99,9.1,0,0,3.4
4419,digital_newcomers,60-90d,control,215.9,6.9,0,0,3.4
4420,digital_newcomers,60-90d,control,378.44,6.5,0,0,3.4
4421,digital_newcomers,60-90d,control,48.39,7.3,0,0,3.4
4422,digital_newcomers,60-90d,control,455.94,7.2,0,0,3.4
4423,digital_newcomers,60-90d,control,554.68,6.5,0,0,3.4
4424,digital_newcomers,60-90d,control,219.1,10.2,1,1,3.4
4425,digital_newcomers,60-90d,control,90.93,7.8,0,0,3.4
4426,digital_newcomers,60-90d,control,168.0,4.7,0,0,3.4
4427,digital_newcomers,60-90d,control,89.96,1.0,0,0,3.4
4428,digital_newcomers,60-90d,control,45.11,8.1,0,0,3.4
4429,digital_newcomers,60-90d,control,214.57,9.2,0,0,3.4
4430,digital_newcomers,60-90d,control,879.53,4.9,0,0,3.4
4431,digital_newcomers,60-90d,control,229.54,10.3,0,0,3.4
4432,digital_newcomers,60-90d,control,162.02,6.8,0,0,3.4
4433,digital_newcomers,60-90d,control,228.49,12.6,0,0,3.4
4434,digital_newcomers,60-90d,control,545.67,7.9,0,0,3.4
4435,digital_newcomers,60-90d,control,174.24,8.5,0,0,3.4
4436,digital_newcomers,60-90d,control,320.68,1.9,0,0,3.4
4437,digital_newcomers,60-90d,control,307.92,5.8,0,0,3.4
4438,digital_newcomers,60-90d,control,176.38,4.5,0,0,3.4
4439,digital_newcomers,60-90d,control,168.79,11.5,0,0,3.4
4440,digital_newcomers,60-90d,control,112.76,11.1,0,0,3.4
4441,digital_newcomers,60-90d,control,250.53,8.2,0,0,3.4
4442,digital_newcomers,60-90d,control,202.43,4.6,0,0,3.4
4443,digital_newcomers,60-90d,control,328.99,5.8,0,0,3.4
4444,digital_newcomers,60-90d,control,573.7,6.8,0,0,3.4
4445,digital_newcomers,60-90d,control,275.42,10.6,0,0,3.4
4446,digital_newcomers,60-90d,control,162.14,1.2,0,0,3.4
4447,digital_newcomers,60-90d,control,168.41,5.7,1,0,3.4
4448,digital_newcomers,60-90d,control,155.27,3.7,0,0,3.4
4449,digital_newcomers,60-90d,control,731.81,3.2,1,0,3.4
4450,digital_newcomers,60-90d,control,75.22,4.5,0,0,3.4
4451,digital_newcomers,60-90d,control,131.24,4.0,0,0,3.4
4452,digital_newcomers,60-90d,control,252.06,4.0,0,0,3.4
4453,digital_newcomers,60-90d,control,197.89,6.3,0,0,3.4
