customer_id,segment,frequency,avg_tx_value,total_spend,lifetime_months
2433,Growth,3,77.96,233.87,2.2
2434,Dormant,1,12.95,12.95,1.9
2435,Dormant,0,0.0,0.0,1.0
2436,Casual,0,0.0,0.0,1.0
2437,Casual,2,46.82,93.65,1.0
2438,Casual,0,0.0,0.0,1.0
2439,Dormant,0,0.0,0.0,1.0
2440,Dormant,0,0.0,0.0,3.2
2441,Growth,7,62.13,434.89,5.7
2442,Growth,17,56.07,953.2,11.7
2443,Casual,1,13.28,13.28,1.0
2444,Casual,4,36.63,146.52,2.8
2445,Casual,1,97.81,97.81,1.7
2446,Power,5,80.69,403.46,1.0
2447,Casual,0,0.0,0.0,1.4
2448,Casual,0,0.0,0.0,1.8
2449,Casual,4,26.75,107.0,1.0
2450,Casual,2,27.79,55.57,3.0
2451,Dormant,1,30.23,30.23,3.5
2452,Casual,4,30.15,120.59,4.0
2453,Dormant,0,0.0,0.0,1.0
2454,Casual,0,0.0,0.0,1.0
2455,Casual,1,27.65,27.65,1.0
2456,Casual,0,0.0,0.0,1.0
2457,Power,5,114.21,571.06,1.6
2458,Growth,1,24.78,24.78,1.0
2459,Casual,1,45.52,45.52,4.3
2460,Dormant,0,0.0,0.0,1.0
2461,Casual,0,0.0,0.0,1.2
2462,Power,18,118.81,2138.58,6.2
2463,Casual,1,37.62,37.62,3.2
2464,Growth,1,45.96,45.96,1.0
2465,Dormant,1,9.49,9.49,2.5
2466,Dormant,0,0.0,0.0,1.7
2467,Casual,4,23.97,95.89,4.3
2468,Casual,0,0.0,0.0,1.0
2469,Growth,8,47.88,383.04,8.8
2470,Casual,0,0.0,0.0,1.0
2471,Dormant,0,0.0,0.0,2.1
2472,Dormant,0,0.0,0.0,1.0
2473,Casual,2,16.68,33.37,3.8
2474,Casual,2,28.07,56.14,2.3
2475,Power,8,91.04,728.31,2.0
2476,Growth,2,40.72,81.43,1.8
2477,Growth,8,62.38,499.05,3.3
2478,Casual,0,0.0,0.0,1.0
2479,Dormant,1,29.14,29.14,2.3
2480,Casual,0,0.0,0.0,3.4
2481,Growth,3,61.1,183.31,1.2
2482,Power,16,99.44,1591.12,4.6
2483,Growth,2,46.15,92.31,1.2
2484,Dormant,0,0.0,0.0,1.0
2485,Casual,1,21.41,21.41,2.2
2486,Dormant,0,0.0,0.0,1.1
2487,Dormant,0,0.0,0.0,1.0
2488,Power,14,119.08,1667.07,5.4
2489,Casual,0,0.0,0.0,1.0
2490,Dormant,0,0.0,0.0,2.0
2491,Casual,0,0.0,0.0,1.2
2492,Power,27,94.04,2538.99,10.1
2493,Dormant,0,0.0,0.0,2.4
2494,Dormant,1,22.72,22.72,2.6
2495,Casual,2,26.3,52.61,1.0
2496,Casual,2,21.2,42.39,1.0
2497,Growth,1,94.95,94.95,1.5
2498,Dormant,0,0.0,0.0,1.0
2499,Casual,0,0.0,0.0,3.5
2500,Power,21,101.66,2134.94,5.8
2501,Dormant,0,0.0,0.0,1.0
2502,Dormant,0,0.0,0.0,2.5
2503,Dormant,0,0.0,0.0,1.0
2504,Growth,3,33.45,100.34,1.7
2505,Power,17,101.25,1721.21,4.3
2506,Dormant,1,33.88,33.88,3.3
2507,Dormant,0,0.0,0.0,3.4
2508,Casual,0,0.0,0.0,2.5
2509,Casual,0,0.0,0.0,1.0
2510,Casual,0,0.0,0.0,1.0
2511,Casual,2,33.02,66.04,3.9
2512,Power,7,97.56,682.92,3.2
2513,Power,19,112.29,2133.59,5.4
2514,Growth,2,110.4,220.79,1.0
2515,Dormant,0,0.0,0.0,6.2
2516,Growth,3,65.6,196.8,3.6
2517,Growth,1,47.6,47.6,1.0
2518,Casual,4,36.92,147.7,2.3
2519,Growth,3,76.81,230.44,1.0
2520,Growth,1,11.02,11.02,1.0
2521,Casual,1,26.01,26.01,1.2
2522,Casual,0,0.0,0.0,1.0
2523,Casual,1,40.67,40.67,2.6
2524,Dormant,1,11.65,11.65,1.0
2525,Growth,0,0.0,0.0,2.8
2526,Dormant,1,25.27,25.27,1.5
2527,Dormant,0,0.0,0.0,1.0
2528,Dormant,0,0.0,0.0,1.0
2529,Casual,1,10.47,10.47,1.0
2530,Casual,2,26.44,52.88,7.9
2531,Casual,0,0.0,0.0,1.0
2532,Dormant,0,0.0,0.0,1.0
2533,Power,3,111.74,335.23,1.0
2534,Dormant,0,0.0,0.0,1.4
2535,Casual,1,18.81,18.81,1.0
2536,Dormant,1,9.32,9.32,1.0
2537,Casual,3,37.77,113.31,1.2
2538,Power,1,153.59,153.59,2.1
2539,Casual,6,37.87,227.25,1.0
2540,Casual,1,103.7,103.7,1.0
2541,Casual,3,40.91,122.72,4.1
2542,Growth,7,74.41,520.89,4.6
2543,Growth,0,0.0,0.0,1.0
2544,Casual,0,0.0,0.0,1.9
2545,Casual,1,11.72,11.72,1.0
2546,Dormant,0,0.0,0.0,1.0
2547,Growth,10,61.12,611.19,7.8
2548,Growth,2,100.29,200.58,1.0
2549,Growth,10,58.14,581.36,5.5
2550,Casual,4,34.96,139.83,13.9
2551,Casual,1,13.34,13.34,1.9
2552,Casual,3,29.83,89.5,3.6
2553,Dormant,1,6.22,6.22,3.3
2554,Growth,0,0.0,0.0,1.0
2555,Dormant,2,24.28,48.56,2.3
2556,Power,13,105.65,1373.41,4.2
2557,Growth,3,60.35,181.04,1.0
2558,Casual,0,0.0,0.0,1.2
2559,Power,18,88.62,1595.2,6.3
2560,Casual,1,17.22,17.22,1.4
2561,Casual,1,9.52,9.52,2.2
2562,Dormant,1,15.69,15.69,1.0
2563,Casual,0,0.0,0.0,1.0
2564,Casual,2,22.28,44.56,2.4
2565,Casual,2,68.66,137.33,1.0
2566,Power,2,102.18,204.36,1.0
2567,Power,12,102.02,1224.26,4.3
2568,Casual,0,0.0,0.0,1.0
2569,Dormant,1,19.2,19.2,1.1
2570,Power,4,130.38,521.5,1.1
2571,Casual,0,0.0,0.0,1.1
2572,Dormant,0,0.0,0.0,2.0
2573,Dormant,0,0.0,0.0,2.3
2574,Casual,2,13.24,26.47,1.0
2575,Casual,1,15.46,15.46,1.4
2576,Dormant,1,8.36,8.36,1.0
2577,Dormant,1,19.11,19.11,1.0
2578,Growth,13,61.11,794.48,9.1
2579,Dormant,0,0.0,0.0,1.0
2580,Power,32,102.12,3267.8,12.6
2581,Dormant,0,0.0,0.0,1.0
2582,Power,6,66.06,396.36,1.5
2583,Growth,4,35.08,140.33,3.2
2584,Power,12,84.49,1013.93,4.7
2585,Casual,1,20.43,20.43,2.1
2586,Growth,7,48.96,342.69,2.3
2587,Growth,1,22.77,22.77,1.0
2588,Casual,0,0.0,0.0,1.0
2589,Casual,1,24.94,24.94,2.0
2590,Dormant,1,16.58,16.58,1.9
2591,Dormant,0,0.0,0.0,1.0
2592,Casual,0,0.0,0.0,1.0
2593,Growth,3,93.55,280.66,1.0
2594,Growth,7,64.72,453.02,4.2
2595,Dormant,0,0.0,0.0,1.7
2596,Power,9,96.08,864.73,2.2
2597,Casual,2,40.32,80.64,1.0
2598,Dormant,0,0.0,0.0,1.0
2599,Dormant,0,0.0,0.0,1.0
2600,Casual,1,11.33,11.33,4.3
2601,Casual,1,7.11,7.11,3.2
2602,Casual,1,27.93,27.93,4.0
2603,Dormant,0,0.0,0.0,1.0
2604,Power,19,98.59,1873.28,8.6
2605,Growth,0,0.0,0.0,1.0
2606,Casual,2,59.54,119.08,3.5
2607,Growth,13,73.27,952.57,6.6
2608,Casual,1,18.06,18.06,1.7
2609,Growth,2,88.67,177.33,1.0
2610,Dormant,0,0.0,0.0,1.4
2611,Dormant,0,0.0,0.0,2.6
2612,Casual,1,61.88,61.88,1.0
2613,Dormant,0,0.0,0.0,1.0
2614,Growth,2,97.3,194.6,3.0
2615,Casual,3,29.74,89.23,3.8
2616,Growth,1,44.52,44.52,2.3
2617,Dormant,1,24.66,24.66,1.4
2618,Dormant,0,0.0,0.0,1.0
2619,Dormant,0,0.0,0.0,1.0
2620,Dormant,1,17.18,17.18,3.8
2621,Dormant,0,0.0,0.0,1.0
2622,Growth,1,39.37,39.37,1.0
2623,Dormant,0,0.0,0.0,1.3
2624,Casual,4,37.8,151.21,11.3
2625,Casual,1,44.01,44.01,1.0
2626,Casual,2,43.94,87.88,2.1
2627,Growth,1,30.11,30.11,1.0
2628,Growth,1,17.13,17.13,1.2
2629,Growth,4,69.12,276.49,4.1
2630,Power,8,158.63,1269.04,2.7
2631,Casual,0,0.0,0.0,1.2
2632,Dormant,1,32.09,32.09,5.7
2633,Casual,1,27.89,27.89,1.0
2634,Casual,0,0.0,0.0,1.0
2635,Casual,1,33.36,33.36,1.0
2636,Casual,1,47.2,47.2,2.5
2637,Growth,1,28.51,28.51,1.0
2638,Dormant,0,0.0,0.0,1.1
2639,Growth,2,39.67,79.33,3.4
2640,Dormant,1,12.19,12.19,2.9
2641,Dormant,0,0.0,0.0,1.0
2642,Casual,0,0.0,0.0,1.0
2643,Dormant,0,0.0,0.0,1.0
2644,Growth,4,86.24,344.97,1.1
2645,Dormant,0,0.0,0.0,1.0
2646,Dormant,3,17.47,52.42,1.7
2647,Dormant,1,19.08,19.08,1.0
2648,Casual,0,0.0,0.0,1.5
2649,Dormant,0,0.0,0.0,1.4
2650,Dormant,0,0.0,0.0,1.6
2651,Casual,0,0.0,0.0,3.8
2652,Dormant,2,15.92,31.83,3.2
2653,Dormant,0,0.0,0.0,2.9
2654,Casual,0,0.0,0.0,1.0
2655,Dormant,1,36.65,36.65,4.4
2656,Casual,0,0.0,0.0,1.0
2657,Casual,1,14.76,14.76,1.4
2658,Power,4,102.62,410.48,1.7
2659,Growth,4,67.49,269.96,2.4
2660,Dormant,0,0.0,0.0,1.2
2661,Casual,1,15.65,15.65,2.8
2662,Casual,2,33.46,66.93,1.7
2663,Growth,2,37.21,74.42,2.5
2664,Casual,0,0.0,0.0,1.0
2665,Dormant,0,0.0,0.0,1.0
2666,Dormant,0,0.0,0.0,1.9
2667,Power,16,121.93,1950.95,4.0
2668,Casual,2,36.05,72.11,1.0
2669,Casual,2,32.34,64.68,3.3
2670,Casual,2,28.69,57.37,2.2
2671,Casual,0,0.0,0.0,1.0
2672,Casual,1,73.68,73.68,4.6
2673,Casual,1,42.08,42.08,1.0
2674,Casual,2,17.65,35.3,1.0
2675,Casual,3,28.75,86.25,4.6
2676,Casual,1,48.36,48.36,1.1
2677,Dormant,0,0.0,0.0,1.0
2678,Dormant,0,0.0,0.0,2.2
2679,Growth,3,62.8,188.4,2.8
2680,Dormant,0,0.0,0.0,1.0
2681,Dormant,0,0.0,0.0,1.0
2682,Growth,2,71.69,143.38,1.1
2683,Casual,0,0.0,0.0,1.0
2684,Growth,0,0.0,0.0,1.0
2685,Dormant,0,0.0,0.0,1.9
2686,Growth,9,53.24,479.15,2.2
2687,Casual,1,52.45,52.45,1.0
2688,Growth,14,70.16,982.26,7.9
2689,Casual,0,0.0,0.0,1.0
2690,Dormant,0,0.0,0.0,1.1
2691,Casual,1,23.86,23.86,2.1
2692,Dormant,1,11.69,11.69,1.0
2693,Dormant,0,0.0,0.0,1.0
2694,Dormant,0,0.0,0.0,1.0
2695,Growth,1,61.99,61.99,1.0
2696,Dormant,0,0.0,0.0,2.2
2697,Power,26,113.35,2947.08,9.3
2698,Casual,6,24.86,149.16,8.2
2699,Dormant,0,0.0,0.0,1.0
2700,Dormant,0,0.0,0.0,5.3
2701,Casual,2,24.35,48.69,1.8
2702,Casual,1,58.59,58.59,2.8
2703,Dormant,0,0.0,0.0,1.0
2704,Dormant,0,0.0,0.0,1.0
2705,Casual,1,12.13,12.13,1.0
2706,Dormant,0,0.0,0.0,1.0
2707,Growth,2,48.89,97.78,1.4
2708,Growth,1,17.86,17.86,1.0
2709,Casual,0,0.0,0.0,1.0
2710,Dormant,0,0.0,0.0,1.0
2711,Growth,11,51.68,568.52,12.1
2712,Growth,2,34.5,69.01,1.7
2713,Growth,3,45.66,136.98,2.1
2714,Dormant,0,0.0,0.0,3.2
2715,Growth,12,61.19,734.33,5.9
2716,Casual,2,43.72,87.43,8.2
2717,Dormant,0,0.0,0.0,1.0
2718,Power,23,102.06,2347.36,6.4
2719,Casual,1,34.66,34.66,2.7
2720,Casual,0,0.0,0.0,1.1
2721,Dormant,0,0.0,0.0,1.0
2722,Growth,4,89.87,359.47,1.8
2723,Casual,0,0.0,0.0,1.0
2724,Growth,2,57.05,114.1,1.0
2725,Dormant,0,0.0,0.0,1.0
2726,Dormant,0,0.0,0.0,1.0
2727,Growth,2,41.15,82.3,1.7
2728,Casual,1,9.44,9.44,2.5
2729,Dormant,0,0.0,0.0,1.4
2730,Power,58,106.12,6155.03,16.7
2731,Growth,3,50.09,150.28,1.0
2732,Casual,4,38.18,152.73,6.1
2733,Growth,3,56.69,170.08,1.5
2734,Growth,5,34.15,170.76,2.9
2735,Casual,0,0.0,0.0,2.1
2736,Growth,9,42.47,382.27,4.2
2737,Casual,0,0.0,0.0,1.0
2738,Dormant,0,0.0,0.0,1.0
2739,Casual,1,51.06,51.06,1.1
2740,Power,4,104.07,416.28,2.4
2741,Dormant,0,0.0,0.0,1.0
2742,Growth,7,67.49,472.46,2.7
2743,Dormant,0,0.0,0.0,1.5
2744,Casual,0,0.0,0.0,1.3
2745,Dormant,0,0.0,0.0,1.1
2746,Growth,2,32.44,64.88,1.0
2747,Growth,5,77.17,385.86,3.6
2748,Casual,2,27.97,55.93,2.9
2749,Power,23,127.08,2922.84,8.2
2750,Growth,8,66.96,535.66,4.6
2751,Dormant,0,0.0,0.0,1.0
2752,Dormant,1,10.27,10.27,1.0
2753,Power,20,159.61,3192.22,6.9
2754,Dormant,0,0.0,0.0,1.0
2755,Dormant,0,0.0,0.0,3.3
2756,Dormant,1,27.62,27.62,1.2
2757,Dormant,0,0.0,0.0,3.1
2758,Casual,1,47.21,47.21,4.4
2759,Casual,3,34.47,103.4,8.1
2760,Casual,2,25.15,50.29,5.2
2761,Dormant,0,0.0,0.0,3.8
2762,Power,14,120.89,1692.44,6.0
2763,Growth,13,66.61,865.87,8.5
2764,Power,18,101.12,1820.23,6.1
2765,Dormant,0,0.0,0.0,1.0
2766,Casual,1,10.35,10.35,2.2
2767,Casual,1,8.3,8.3,1.4
2768,Dormant,0,0.0,0.0,5.2
2769,Dormant,0,0.0,0.0,1.0
2770,Growth,6,44.59,267.54,3.4
2771,Dormant,1,27.34,27.34,1.0
2772,Dormant,0,0.0,0.0,1.0
2773,Power,6,112.64,675.86,1.1
2774,Dormant,0,0.0,0.0,1.7
2775,Growth,0,0.0,0.0,1.0
2776,Casual,0,0.0,0.0,1.1
2777,Casual,1,36.79,36.79,1.0
2778,Growth,0,0.0,0.0,1.1
2779,Growth,3,67.24,201.71,2.5
2780,Power,9,127.28,1145.51,3.8
2781,Power,17,94.74,1610.66,6.0
2782,Casual,1,12.54,12.54,1.9
2783,Growth,6,33.61,201.64,2.4
2784,Growth,3,51.2,153.61,1.0
2785,Dormant,1,14.79,14.79,3.2
2786,Dormant,0,0.0,0.0,1.0
2787,Casual,0,0.0,0.0,1.0
2788,Dormant,0,0.0,0.0,1.0
2789,Casual,1,35.75,35.75,1.4
2790,Dormant,1,28.51,28.51,2.0
2791,Power,15,97.17,1457.57,4.3
2792,Dormant,0,0.0,0.0,1.0
2793,Dormant,0,0.0,0.0,1.0
2794,Dormant,0,0.0,0.0,1.0
2795,Casual,3,31.36,94.08,4.3
2796,Casual,0,0.0,0.0,1.7
2797,Growth,0,0.0,0.0,1.0
2798,Casual,1,37.04,37.04,2.1
2799,Dormant,0,0.0,0.0,1.0
2800,Dormant,0,0.0,0.0,1.4
2801,Casual,0,0.0,0.0,1.0
2802,Power,49,102.61,5027.79,14.6
2803,Casual,2,18.47,36.94,3.1
2804,Power,5,89.76,448.79,1.0
2805,Growth,1,29.73,29.73,1.0
2806,Growth,5,61.62,308.09,5.8
2807,Dormant,0,0.0,0.0,6.1
2808,Growth,4,33.69,134.75,1.5
2809,Growth,3,47.58,142.75,2.5
2810,Power,11,85.49,940.34,2.9
2811,Dormant,0,0.0,0.0,1.1
2812,Dormant,0,0.0,0.0,1.3
2813,Power,30,130.76,3922.78,7.4
2814,Power,14,89.59,1254.33,4.2
2815,Casual,0,0.0,0.0,1.0
2816,Growth,7,46.9,328.29,3.4
2817,Casual,0,0.0,0.0,1.0
2818,Casual,0,0.0,0.0,1.9
2819,Dormant,1,44.22,44.22,2.1
2820,Growth,11,44.0,483.96,7.3
2821,Casual,0,0.0,0.0,1.0
2822,Power,6,101.21,607.27,3.2
2823,Dormant,0,0.0,0.0,1.0
2824,Dormant,1,21.44,21.44,4.2
2825,Dormant,0,0.0,0.0,1.0
2826,Casual,0,0.0,0.0,1.0
2827,Growth,9,64.95,584.58,5.8
2828,Dormant,0,0.0,0.0,1.0
2829,Dormant,0,0.0,0.0,1.0
2830,Growth,4,34.47,137.86,2.6
2831,Casual,3,33.15,99.45,1.4
2832,Casual,5,40.96,204.81,5.9
2833,Dormant,0,0.0,0.0,1.3
2834,Dormant,0,0.0,0.0,4.3
2835,Casual,0,0.0,0.0,1.0
2836,Casual,0,0.0,0.0,1.0
2837,Growth,8,50.56,404.44,4.0
2838,Casual,0,0.0,0.0,1.2
2839,Power,10,114.83,1148.34,3.3
2840,Dormant,0,0.0,0.0,1.8
2841,Casual,1,11.63,11.63,1.2
2842,Casual,3,26.61,79.82,6.2
2843,Growth,1,175.32,175.32,1.0
2844,Growth,5,42.68,213.41,3.9
2845,Casual,2,16.53,33.05,1.0
2846,Growth,3,83.23,249.7,1.1
2847,Power,9,86.07,774.59,4.1
2848,Dormant,0,0.0,0.0,1.6
2849,Casual,0,0.0,0.0,3.5
2850,Casual,0,0.0,0.0,1.0
2851,Casual,0,0.0,0.0,1.0
2852,Dormant,0,0.0,0.0,1.0
2853,Growth,0,0.0,0.0,1.0
2854,Dormant,1,47.69,47.69,2.9
2855,Dormant,0,0.0,0.0,1.0
2856,Casual,0,0.0,0.0,2.2
2857,Casual,1,28.89,28.89,1.0
2858,Dormant,0,0.0,0.0,1.0
2859,Casual,1,18.62,18.62,1.6
2860,Casual,0,0.0,0.0,1.6
2861,Casual,0,0.0,0.0,1.0
2862,Growth,4,65.97,263.87,1.0
2863,Power,32,113.81,3642.05,8.5
2864,Casual,1,16.01,16.01,1.0
2865,Growth,1,38.06,38.06,1.0
2866,Casual,0,0.0,0.0,1.2
2867,Casual,1,39.36,39.36,1.0
2868,Dormant,0,0.0,0.0,1.0
2869,Power,15,75.91,1138.59,4.4
2870,Casual,1,17.26,17.26,1.8
2871,Casual,0,0.0,0.0,1.0
2872,Power,27,135.82,3667.17,7.3
2873,Growth,6,46.24,277.45,2.0
2874,Power,8,91.88,735.02,1.7
2875,Growth,2,57.47,114.95,3.9
2876,Growth,7,51.5,360.51,3.7
2877,Casual,0,0.0,0.0,1.0
2878,Casual,0,0.0,0.0,1.0
2879,Power,13,106.89,1389.61,6.5
2880,Growth,2,25.51,51.02,2.4
2881,Power,34,96.85,3293.01,11.7
2882,Casual,0,0.0,0.0,1.7
2883,Growth,2,71.76,143.53,1.0
2884,Casual,2,87.79,175.59,1.0
2885,Growth,19,48.27,917.2,9.8
2886,Power,31,92.33,2862.2,9.1
2887,Dormant,0,0.0,0.0,1.0
2888,Power,7,89.2,624.4,2.0
2889,Growth,10,44.89,448.91,8.5
2890,Growth,4,83.88,335.52,4.0
2891,Dormant,0,0.0,0.0,2.4
2892,Casual,0,0.0,0.0,1.0
2893,Casual,0,0.0,0.0,2.3
2894,Dormant,3,10.73,32.18,6.3
2895,Power,5,104.99,524.97,1.0
2896,Dormant,1,41.42,41.42,1.0
2897,Growth,10,69.43,694.27,7.3
2898,Casual,3,35.13,105.39,1.9
2899,Casual,0,0.0,0.0,1.0
2900,Casual,0,0.0,0.0,2.8
2901,Dormant,0,0.0,0.0,1.0
2902,Growth,0,0.0,0.0,1.0
2903,Dormant,1,27.7,27.7,1.4
2904,Casual,1,47.82,47.82,1.2
2905,Casual,1,12.59,12.59,2.2
2906,Dormant,0,0.0,0.0,1.0
2907,Power,36,119.27,4293.55,10.4
2908,Dormant,0,0.0,0.0,1.0
2909,Casual,3,26.56,79.67,3.1
2910,Dormant,0,0.0,0.0,1.1
2911,Growth,6,69.75,418.49,2.0
2912,Casual,1,26.89,26.89,3.8
2913,Casual,0,0.0,0.0,1.0
2914,Casual,0,0.0,0.0,2.7
2915,Growth,18,45.14,812.45,7.5
2916,Growth,2,108.11,216.22,1.8
2917,Dormant,0,0.0,0.0,2.2
2918,Power,37,99.35,3676.09,11.3
2919,Dormant,0,0.0,0.0,1.0
2920,Dormant,0,0.0,0.0,1.2
2921,Power,16,91.54,1464.57,4.1
2922,Growth,6,69.85,419.13,2.8
2923,Casual,0,0.0,0.0,1.1
2924,Power,31,107.07,3319.05,8.5
2925,Casual,0,0.0,0.0,1.0
2926,Dormant,2,19.6,39.21,3.4
2927,Casual,2,48.93,97.86,1.9
2928,Casual,1,16.39,16.39,1.5
2929,Dormant,0,0.0,0.0,1.0
2930,Casual,1,23.48,23.48,1.0
2931,Growth,7,69.38,485.68,3.4
2932,Casual,0,0.0,0.0,1.0
2933,Dormant,1,44.87,44.87,1.5
2934,Casual,3,25.77,77.31,5.4
2935,Casual,0,0.0,0.0,1.2
2936,Growth,7,41.93,293.53,6.4
2937,Power,6,119.45,716.69,2.0
2938,Growth,0,0.0,0.0,1.7
2939,Power,8,97.57,780.54,2.9
2940,Dormant,0,0.0,0.0,1.0
2941,Growth,2,42.55,85.1,2.5
2942,Dormant,0,0.0,0.0,2.2
2943,Growth,12,41.14,493.66,9.1
2944,Growth,2,31.17,62.34,3.6
2945,Casual,0,0.0,0.0,1.7
2946,Growth,1,80.44,80.44,1.0
2947,Dormant,0,0.0,0.0,1.0
2948,Dormant,0,0.0,0.0,7.4
2949,Dormant,0,0.0,0.0,1.0
2950,Growth,3,35.57,106.72,2.8
2951,Dormant,0,0.0,0.0,1.0
2952,Growth,5,49.15,245.75,2.7
2953,Dormant,1,11.25,11.25,2.0
2954,Casual,0,0.0,0.0,1.0
2955,Growth,5,60.1,300.49,5.9
2956,Growth,2,83.76,167.51,3.6
2957,Power,63,108.16,6814.23,18.5
2958,Growth,1,32.09,32.09,1.7
2959,Dormant,0,0.0,0.0,1.7
2960,Dormant,0,0.0,0.0,1.0
2961,Dormant,0,0.0,0.0,2.6
2962,Power,8,127.81,1022.46,2.4
2963,Casual,1,35.36,35.36,1.0
2964,Growth,4,63.58,254.33,1.8
2965,Casual,3,24.27,72.81,6.2
2966,Growth,0,0.0,0.0,1.0
2967,Growth,11,66.0,725.95,7.0
2968,Casual,2,68.66,137.32,6.8
2969,Growth,1,48.57,48.57,2.2
2970,Casual,0,0.0,0.0,1.6
2971,Casual,4,56.5,226.01,3.1
2972,Growth,2,21.59,43.19,2.3
2973,Dormant,0,0.0,0.0,1.0
2974,Casual,0,0.0,0.0,1.0
2975,Dormant,0,0.0,0.0,2.4
2976,Casual,0,0.0,0.0,1.0
2977,Dormant,0,0.0,0.0,1.0
2978,Dormant,0,0.0,0.0,1.2
2979,Dormant,0,0.0,0.0,2.2
2980,Casual,1,47.7,47.7,2.5
2981,Growth,4,59.42,237.66,1.6
2982,Power,27,108.5,2929.6,6.8
2983,Casual,0,0.0,0.0,1.0
2984,Power,25,116.05,2901.18,6.6
2985,Growth,3,30.82,92.46,1.6
2986,Power,12,82.59,991.06,4.9
2987,Casual,1,31.19,31.19,2.4
2988,Growth,1,48.47,48.47,1.0
2989,Casual,2,18.91,37.82,1.0
2990,Dormant,0,0.0,0.0,1.8
2991,Dormant,0,0.0,0.0,1.5
2992,Growth,3,45.17,135.51,1.0
2993,Casual,3,74.65,223.95,3.6
2994,Casual,0,0.0,0.0,1.0
2995,Casual,1,37.92,37.92,3.9
2996,Casual,0,0.0,0.0,1.7
2997,Growth,21,48.36,1015.57,10.6
2998,Dormant,0,0.0,0.0,1.0
2999,Power,6,129.6,777.58,1.0
3000,Dormant,0,0.0,0.0,2.1
3001,Casual,3,42.85,128.54,2.6
3002,Growth,1,89.18,89.18,1.0
3003,Dormant,0,0.0,0.0,1.0
3004,Power,6,170.73,1024.39,2.1
3005,Dormant,1,11.34,11.34,4.3
3006,Casual,0,0.0,0.0,1.4
3007,Power,21,150.22,3154.52,6.8
3008,Power,4,70.56,282.25,1.0
3009,Dormant,1,9.75,9.75,1.8
3010,Growth,3,48.47,145.41,1.0
3011,Dormant,1,17.34,17.34,1.5
3012,Dormant,0,0.0,0.0,1.0
3013,Dormant,1,37.2,37.2,1.5
3014,Growth,2,42.78,85.56,1.4
3015,Dormant,0,0.0,0.0,1.0
3016,Dormant,0,0.0,0.0,1.3
3017,Power,3,86.24,258.72,1.0
3018,Growth,11,57.94,637.36,6.4
3019,Growth,1,72.7,72.7,1.8
3020,Casual,0,0.0,0.0,1.2
3021,Dormant,0,0.0,0.0,1.0
3022,Casual,0,0.0,0.0,1.2
3023,Casual,2,19.96,39.92,2.3
3024,Growth,0,0.0,0.0,2.2
3025,Growth,1,58.52,58.52,1.4
3026,Growth,2,20.03,40.07,2.2
3027,Dormant,1,16.08,16.08,2.6
3028,Casual,0,0.0,0.0,5.1
3029,Casual,0,0.0,0.0,1.0
3030,Dormant,0,0.0,0.0,1.0
3031,Power,4,125.99,503.94,1.0
3032,Growth,7,53.39,373.73,4.9
3033,Growth,0,0.0,0.0,1.0
3034,Dormant,0,0.0,0.0,1.5
3035,Dormant,0,0.0,0.0,1.9
3036,Casual,4,38.68,154.73,7.6
3037,Power,6,69.87,419.2,2.1
3038,Growth,5,46.95,234.77,1.0
3039,Casual,1,49.67,49.67,1.0
3040,Casual,1,21.19,21.19,1.0
3041,Dormant,0,0.0,0.0,1.0
3042,Dormant,0,0.0,0.0,1.0
3043,Casual,1,12.4,12.4,3.2
3044,Dormant,1,22.56,22.56,1.0
3045,Dormant,0,0.0,0.0,2.2
3046,Casual,0,0.0,0.0,1.0
3047,Casual,3,62.09,186.27,1.6
3048,Dormant,0,0.0,0.0,1.0
3049,Growth,6,80.8,484.81,4.4
3050,Dormant,1,27.83,27.83,3.4
3051,Power,15,106.66,1599.96,5.3
3052,Casual,0,0.0,0.0,1.5
3053,Dormant,0,0.0,0.0,1.0
3054,Casual,0,0.0,0.0,1.0
3055,Casual,0,0.0,0.0,1.0
3056,Casual,2,48.64,97.27,2.1
3057,Growth,12,58.26,699.09,5.7
3058,Growth,2,57.33,114.66,1.0
3059,Growth,0,0.0,0.0,1.0
3060,Casual,1,11.98,11.98,4.0
3061,Casual,0,0.0,0.0,1.0
3062,Growth,1,21.69,21.69,1.1
3063,Dormant,0,0.0,0.0,1.0
3064,Casual,1,49.04,49.04,1.2
3065,Casual,3,49.11,147.32,7.4
3066,Casual,0,0.0,0.0,2.0
3067,Growth,0,0.0,0.0,1.0
3068,Dormant,0,0.0,0.0,1.0
3069,Casual,2,40.19,80.38,3.1
3070,Power,12,81.4,976.81,3.4
3071,Dormant,0,0.0,0.0,1.1
3072,Dormant,0,0.0,0.0,1.0
3073,Dormant,0,0.0,0.0,1.3
3074,Dormant,0,0.0,0.0,2.5
3075,Dormant,0,0.0,0.0,1.0
3076,Growth,6,74.74,448.46,2.1
3077,Casual,2,32.41,64.81,6.0
3078,Casual,0,0.0,0.0,2.1
3079,Growth,9,55.49,499.38,11.6
3080,Growth,0,0.0,0.0,1.0
3081,Power,2,99.54,199.07,1.1
3082,Casual,1,21.02,21.02,1.0
3083,Dormant,0,0.0,0.0,1.8
3084,Dormant,0,0.0,0.0,1.0
3085,Growth,3,66.98,200.93,2.2
3086,Growth,9,44.78,403.02,4.5
3087,Casual,1,17.47,17.47,2.1
3088,Casual,0,0.0,0.0,1.0
