ticket_id,user_id,created_at,resolved_at,category,priority,channel,csat_score,status
697,773,2024-08-31 01:51:00.178994937,2024-09-01 04:03:59.552294259,card,low,in_app_chat,3.0,resolved
1561,1716,2024-08-31 02:02:42.031066257,2024-08-31 04:35:06.414589182,kyc,high,email,4.0,resolved
5998,6691,2024-08-31 03:52:01.055857497,,card,medium,phone,,open
3892,4344,2024-08-31 04:42:29.736913368,2024-08-31 22:45:57.941346802,fraud,medium,in_app_chat,3.0,resolved
1904,2108,2024-08-31 06:11:20.857058998,,kyc,medium,in_app_chat,,open
3787,4230,2024-08-31 06:11:34.621913644,2024-08-31 15:41:29.624559280,app,medium,in_app_chat,5.0,resolved
5501,6133,2024-08-31 07:06:04.328141823,2024-08-31 08:08:01.486619150,billing,urgent,in_app_chat,3.0,resolved
3110,3474,2024-08-31 07:41:39.756269258,,account,low,in_app_chat,,closed_unresolved
4641,5140,2024-08-31 08:28:20.308123848,2024-08-31 19:00:24.802108718,card,medium,in_app_chat,3.0,resolved
3119,3491,2024-08-31 08:32:09.855587074,2024-08-31 15:52:48.188899810,account,high,email,4.0,resolved
3430,3841,2024-08-31 10:04:56.296012267,2024-09-03 08:31:09.674520765,app,low,in_app_chat,3.0,resolved
6488,7277,2024-08-31 12:19:57.204856761,2024-09-01 16:21:32.302265478,billing,low,in_app_chat,4.0,resolved
5282,5853,2024-08-31 12:31:08.079047915,2024-08-31 22:10:39.950244401,app,medium,email,2.0,resolved
3799,4244,2024-08-31 12:41:29.093074696,2024-09-01 04:15:43.952950948,app,medium,in_app_chat,,resolved
403,446,2024-08-31 13:48:41.487034498,2024-09-02 09:59:46.833378242,card,medium,email,,resolved
2949,3323,2024-08-31 14:42:32.432191499,2024-09-01 00:17:40.320632857,kyc,high,email,5.0,resolved
3911,4362,2024-08-31 22:06:35.920020919,2024-09-02 10:29:21.520220912,account,low,in_app_chat,,resolved
6814,7595,2024-08-31 22:53:03.626378309,2024-09-02 02:06:47.017174271,billing,low,in_app_chat,,resolved
6823,7606,2024-09-01 03:22:02.290212379,2024-09-01 21:49:51.172571391,app,medium,email,,resolved
6580,7371,2024-09-01 05:04:56.751694579,,card,medium,in_app_chat,,open
3631,4055,2024-09-01 09:51:01.834887654,2024-09-01 18:42:39.342669642,card,high,email,5.0,resolved
5868,6542,2024-09-01 11:28:44.589372862,2024-09-03 11:38:19.679355923,billing,low,phone,4.0,resolved
6669,7458,2024-09-01 21:36:36.244859425,2024-09-02 07:26:10.975827994,app,medium,in_app_chat,2.0,resolved
6719,7498,2024-09-02 02:08:53.755562132,2024-09-02 05:38:54.690673270,card,medium,phone,5.0,resolved
6983,7765,2024-09-02 04:24:38.614277946,2024-09-02 18:36:54.262956381,card,medium,phone,4.0,resolved
7143,7946,2024-09-02 06:27:40.000075853,2024-09-02 13:31:53.686932439,billing,high,email,4.0,resolved
5050,5613,2024-09-02 08:41:54.527518236,2024-09-02 12:53:31.048411159,account,high,in_app_chat,5.0,resolved
301,322,2024-09-02 10:31:44.291303189,2024-09-03 01:53:17.455201956,kyc,medium,in_app_chat,,resolved
7005,7788,2024-09-02 12:00:22.773742021,2024-09-02 16:17:15.037098389,card,high,email,4.0,resolved
2174,2394,2024-09-02 16:19:02.203615341,2024-09-03 01:07:28.005089419,card,high,in_app_chat,3.0,resolved
4225,4710,2024-09-02 18:32:06.457536438,2024-09-02 21:57:42.704183624,app,high,in_app_chat,5.0,resolved
835,912,2024-09-02 19:01:46.213942667,2024-09-02 21:03:55.526384851,app,urgent,in_app_chat,,resolved
2231,2464,2024-09-02 21:44:27.377703340,2024-09-04 04:05:32.070748840,card,medium,email,4.0,resolved
1771,1946,2024-09-03 00:25:17.834584967,2024-09-03 14:52:18.598252470,app,medium,phone,4.0,resolved
5709,6358,2024-09-03 01:42:14.768662492,2024-09-04 03:44:55.803015750,card,medium,in_app_chat,4.0,resolved
3101,3468,2024-09-03 07:12:37.104880282,2024-09-04 07:43:07.212161764,card,medium,in_app_chat,,resolved
1689,1851,2024-09-03 08:58:14.839597603,2024-09-04 11:36:38.808188301,card,medium,in_app_chat,4.0,resolved
2102,2313,2024-09-03 12:54:15.408486152,2024-09-04 05:03:24.586786552,account,medium,phone,4.0,resolved
6407,7181,2024-09-03 17:36:26.950761768,2024-09-05 09:59:35.178001995,billing,low,email,4.0,resolved
3492,3914,2024-09-03 17:43:23.063453685,2024-09-04 00:02:48.675250583,account,high,in_app_chat,4.0,resolved
3251,3650,2024-09-03 20:56:09.536534471,2024-09-04 16:15:38.092578017,card,low,email,3.0,resolved
2056,2264,2024-09-03 23:31:08.855763133,2024-09-05 00:54:26.167331031,kyc,medium,in_app_chat,4.0,resolved
79,85,2024-09-04 00:21:45.142035701,2024-09-04 10:45:28.415773567,kyc,high,email,5.0,resolved
1416,1549,2024-09-04 02:18:31.873125755,2024-09-04 17:37:42.533333868,kyc,medium,in_app_chat,4.0,resolved
942,1027,2024-09-04 02:38:51.982408029,2024-09-05 19:28:07.077718193,card,medium,in_app_chat,,resolved
6559,7355,2024-09-04 03:36:12.551737656,2024-09-04 08:09:36.829984789,app,high,phone,3.0,resolved
1067,1180,2024-09-04 03:39:43.903144779,2024-09-04 16:48:14.772991241,kyc,medium,in_app_chat,,resolved
6060,6763,2024-09-04 03:59:06.478274235,2024-09-05 14:59:03.866345812,card,medium,in_app_chat,5.0,resolved
6781,7567,2024-09-04 05:16:07.152424878,,kyc,medium,phone,,open
3923,4383,2024-09-04 06:25:18.653426780,2024-09-04 10:37:33.775714626,account,medium,in_app_chat,4.0,resolved
1554,1713,2024-09-04 08:43:42.335912179,2024-09-05 20:07:10.624554285,kyc,medium,email,,resolved
5085,5645,2024-09-04 10:49:07.869787507,2024-09-08 18:58:46.420095482,account,low,in_app_chat,4.0,resolved
7073,7874,2024-09-04 22:07:46.057008915,2024-09-05 12:15:23.952770906,billing,medium,in_app_chat,2.0,resolved
3498,3919,2024-09-04 22:35:02.235082721,2024-09-05 05:34:36.096368871,kyc,high,in_app_chat,,resolved
5974,6657,2024-09-04 23:28:53.915985557,2024-09-05 07:07:54.346482654,card,medium,in_app_chat,4.0,resolved
2477,2786,2024-09-05 01:01:23.832462538,2024-09-06 07:45:46.326634860,billing,low,email,4.0,resolved
5568,6205,2024-09-05 01:41:07.481385548,2024-09-05 06:11:08.489102645,kyc,high,in_app_chat,3.0,resolved
4987,5559,2024-09-05 02:55:11.075365260,2024-09-06 09:07:32.603398286,billing,medium,in_app_chat,5.0,resolved
1277,1396,2024-09-05 03:30:16.619902450,2024-09-05 07:06:00.594673035,account,high,in_app_chat,4.0,resolved
1894,2093,2024-09-05 04:33:41.520162035,2024-09-05 22:38:50.987391371,account,medium,in_app_chat,5.0,resolved
3823,4263,2024-09-05 05:17:16.280447792,2024-09-05 21:02:46.772664969,billing,medium,phone,4.0,resolved
3495,3916,2024-09-05 05:23:14.045369418,2024-09-05 05:44:15.426896554,fraud,urgent,email,4.0,resolved
271,298,2024-09-05 07:45:12.887540228,,card,medium,in_app_chat,,open
5401,6011,2024-09-05 08:49:53.893070970,,kyc,low,phone,,open
6712,7491,2024-09-05 09:03:35.950223102,,account,high,email,,closed_unresolved
709,783,2024-09-05 12:32:36.456783573,2024-09-05 22:09:49.334792832,card,high,in_app_chat,5.0,resolved
694,770,2024-09-05 15:23:23.318469836,2024-09-09 03:46:36.646480637,kyc,low,email,4.0,resolved
2906,3270,2024-09-05 15:34:13.216453800,2024-09-06 16:55:24.625448530,billing,medium,in_app_chat,4.0,resolved
7135,7938,2024-09-05 18:02:15.059450068,2024-09-05 21:54:21.109404012,kyc,high,email,,resolved
2503,2818,2024-09-05 21:12:51.891312983,2024-09-07 19:49:10.763178601,app,low,in_app_chat,4.0,resolved
6609,7396,2024-09-06 00:45:16.020190290,2024-09-06 18:24:01.953737644,billing,medium,email,3.0,resolved
4717,5239,2024-09-06 01:40:07.194027722,2024-09-06 12:21:25.524877624,app,medium,in_app_chat,4.0,resolved
6447,7227,2024-09-06 03:45:41.352207687,2024-09-06 10:23:17.055134662,account,medium,in_app_chat,4.0,resolved
2032,2238,2024-09-06 05:59:51.278702291,2024-09-06 06:36:23.513045695,app,urgent,in_app_chat,4.0,resolved
3351,3760,2024-09-06 09:11:11.240773393,2024-09-06 16:20:35.737770832,account,urgent,in_app_chat,5.0,resolved
3981,4441,2024-09-06 09:39:15.813071395,2024-09-08 06:12:15.456898720,account,medium,email,4.0,resolved
6462,7256,2024-09-06 09:51:12.235471824,2024-09-07 05:51:28.986216729,card,medium,in_app_chat,3.0,resolved
4737,5277,2024-09-06 12:14:00.403106343,2024-09-07 16:56:37.720116184,card,low,in_app_chat,3.0,resolved
2930,3301,2024-09-06 13:55:56.566098946,2024-09-09 15:41:45.994880470,account,low,phone,,resolved
1842,2020,2024-09-06 16:51:49.162386790,2024-09-08 12:38:47.023597164,app,medium,in_app_chat,3.0,resolved
3404,3813,2024-09-06 17:35:06.510454393,2024-09-07 13:29:01.376142788,kyc,medium,in_app_chat,3.0,resolved
11,7,2024-09-06 19:47:57.757826048,,account,high,email,,closed_unresolved
1818,1996,2024-09-06 20:55:37.085272875,,card,low,phone,,closed_unresolved
1311,1428,2024-09-07 00:41:32.610227354,,card,medium,in_app_chat,,open
1835,2011,2024-09-07 01:26:50.123417023,2024-09-07 10:40:16.823916107,card,medium,in_app_chat,,resolved
3386,3791,2024-09-07 01:31:58.773868639,2024-09-08 05:55:25.300297187,app,low,in_app_chat,4.0,resolved
6654,7442,2024-09-07 01:45:58.580272555,2024-09-07 13:19:08.173259623,app,low,in_app_chat,3.0,resolved
4114,4590,2024-09-07 08:45:42.307785774,2024-09-09 00:26:51.807561867,kyc,medium,in_app_chat,4.0,resolved
3548,3974,2024-09-07 13:22:33.260396252,2024-09-07 17:52:38.513502485,fraud,urgent,in_app_chat,,resolved
5211,5778,2024-09-07 13:49:40.291465267,2024-09-08 06:52:41.939336654,card,high,phone,3.0,resolved
4260,4750,2024-09-07 17:45:53.133155657,2024-09-08 02:56:45.090401433,account,high,phone,5.0,resolved
5891,6564,2024-09-08 03:11:40.072923746,2024-09-10 07:37:55.253888024,account,low,email,,resolved
3737,4183,2024-09-08 04:29:34.632920955,2024-09-08 07:03:18.552475206,account,high,email,,resolved
2455,2744,2024-09-08 05:26:40.923491095,2024-09-08 13:05:38.441689683,account,high,phone,5.0,resolved
5693,6345,2024-09-08 07:21:45.189941688,,kyc,high,in_app_chat,,closed_unresolved
4910,5474,2024-09-08 08:51:50.385840687,2024-09-08 12:55:22.878180672,fraud,high,in_app_chat,,resolved
6770,7547,2024-09-08 10:06:13.055425090,,kyc,low,phone,,closed_unresolved
4417,4906,2024-09-08 11:54:01.225143745,2024-09-10 00:39:23.772915874,kyc,medium,email,4.0,resolved
1253,1371,2024-09-08 12:05:56.701841251,2024-09-08 18:40:06.863582834,kyc,high,in_app_chat,4.0,resolved
2866,3209,2024-09-08 12:17:35.319019303,2024-09-10 08:11:08.701543851,account,low,phone,3.0,resolved
3051,3416,2024-09-08 13:36:47.524741280,2024-09-09 01:18:57.728158827,kyc,medium,phone,4.0,resolved
1109,1227,2024-09-08 13:39:48.178592510,2024-09-09 08:16:21.477457790,card,medium,email,4.0,resolved
3537,3963,2024-09-08 14:41:09.652662038,2024-09-10 11:31:44.899184002,billing,low,in_app_chat,5.0,resolved
5071,5632,2024-09-08 14:57:06.744837818,2024-09-08 23:29:45.801796504,billing,high,email,,resolved
5168,5740,2024-09-08 16:01:54.832881846,2024-09-09 21:13:11.092807462,account,low,phone,3.0,resolved
1511,1659,2024-09-08 16:41:59.330378086,2024-09-13 00:31:13.850926654,app,low,phone,,resolved
540,594,2024-09-08 17:37:26.436533597,2024-09-10 19:42:49.001618330,account,low,email,3.0,resolved
4136,4616,2024-09-08 19:17:13.347618633,2024-09-09 03:01:22.122372341,billing,medium,in_app_chat,4.0,resolved
5803,6463,2024-09-08 19:33:26.761213560,2024-09-09 00:52:06.222122718,kyc,high,in_app_chat,,resolved
5081,5644,2024-09-08 21:33:12.380538634,2024-09-09 02:04:01.967104727,fraud,high,email,5.0,resolved
1978,2184,2024-09-08 22:47:42.663274486,2024-09-09 06:02:44.613711538,fraud,high,phone,4.0,resolved
4119,4601,2024-09-09 01:58:07.893424992,2024-09-10 16:20:38.694384049,account,low,in_app_chat,4.0,resolved
2130,2349,2024-09-09 02:52:26.730413990,2024-09-10 11:38:39.155920533,account,medium,email,,resolved
5742,6396,2024-09-09 05:11:38.646218808,,card,medium,in_app_chat,,open
3850,4300,2024-09-09 05:18:28.247596721,2024-09-09 06:02:36.933538634,fraud,high,in_app_chat,,resolved
4052,4510,2024-09-09 05:31:12.603369276,2024-09-10 19:50:50.767641397,billing,low,email,3.0,resolved
615,690,2024-09-09 07:35:06.731386215,2024-09-11 15:30:17.022733047,billing,low,in_app_chat,3.0,resolved
3978,4438,2024-09-09 08:22:48.933379073,2024-09-10 14:46:23.137253838,billing,medium,in_app_chat,3.0,resolved
4622,5120,2024-09-09 11:29:06.858616185,2024-09-10 01:53:43.184518090,kyc,medium,email,5.0,resolved
2206,2428,2024-09-09 11:36:59.305474319,,app,medium,in_app_chat,,open
2334,2596,2024-09-09 12:05:07.444149987,2024-09-11 08:29:13.320596919,app,low,in_app_chat,3.0,resolved
5115,5676,2024-09-09 12:39:40.058076395,2024-09-10 01:28:42.663631119,billing,medium,in_app_chat,3.0,resolved
4487,4989,2024-09-09 14:19:11.744037108,2024-09-11 07:09:07.509876421,fraud,medium,in_app_chat,4.0,resolved
4783,5319,2024-09-09 16:15:29.091085793,2024-09-10 02:14:09.560483810,billing,medium,email,5.0,resolved
1831,2009,2024-09-09 16:31:34.117528696,2024-09-14 22:14:19.522878842,account,low,phone,4.0,resolved
6451,7235,2024-09-09 17:27:40.167665498,2024-09-10 00:31:50.110170479,billing,high,email,,resolved
1484,1623,2024-09-09 20:47:19.189850994,2024-09-10 21:26:53.570225782,account,low,phone,5.0,resolved
2936,3311,2024-09-09 21:05:16.332336018,2024-09-11 09:39:28.495011079,app,medium,in_app_chat,2.0,resolved
3274,3671,2024-09-09 22:32:02.607577437,2024-09-10 15:44:10.672214464,account,low,email,3.0,resolved
379,424,2024-09-09 22:54:43.031924285,2024-09-13 03:28:58.793175467,billing,medium,email,,resolved
1984,2190,2024-09-10 00:40:33.839380119,,fraud,high,phone,,open
3004,3369,2024-09-10 02:45:13.039597992,2024-09-12 18:16:31.404360336,account,low,email,3.0,resolved
6637,7416,2024-09-10 06:01:09.624401722,2024-09-10 17:25:38.762092604,app,medium,email,,resolved
2563,2883,2024-09-10 08:36:13.157355421,2024-09-10 10:01:25.719364672,kyc,urgent,email,5.0,resolved
1806,1978,2024-09-10 08:44:47.128106181,2024-09-10 15:44:42.847601259,kyc,medium,in_app_chat,4.0,resolved
2574,2894,2024-09-10 08:54:08.545986645,,card,medium,in_app_chat,,open
4807,5358,2024-09-10 10:20:08.689641599,2024-09-12 12:16:53.910716175,app,low,in_app_chat,3.0,resolved
88,92,2024-09-10 15:25:06.314545925,,kyc,high,phone,,open
6776,7555,2024-09-10 17:37:23.120926608,2024-09-11 02:47:37.534776284,billing,medium,in_app_chat,4.0,resolved
2433,2717,2024-09-10 21:13:31.005382333,,kyc,high,in_app_chat,,closed_unresolved
6694,7475,2024-09-10 21:33:31.724552252,2024-09-17 05:03:24.084936311,app,low,phone,4.0,resolved
2395,2677,2024-09-10 23:18:18.975893964,2024-09-11 04:25:36.300011382,card,medium,email,4.0,resolved
6810,7593,2024-09-11 01:25:44.201384028,2024-09-11 07:44:11.541617122,fraud,high,email,,resolved
3545,3969,2024-09-11 08:23:12.951768347,,kyc,medium,email,,closed_unresolved
4236,4721,2024-09-11 08:38:45.585594121,2024-09-12 02:04:39.723330518,billing,medium,in_app_chat,4.0,resolved
3755,4208,2024-09-11 10:07:30.914865503,2024-09-12 16:42:18.012267181,account,low,in_app_chat,4.0,resolved
2106,2318,2024-09-11 10:18:45.205443587,2024-09-11 19:20:44.226087619,billing,high,phone,5.0,resolved
1562,1718,2024-09-11 11:26:54.576388302,2024-09-12 08:10:20.021501395,billing,medium,phone,,resolved
3118,3488,2024-09-11 11:40:35.160306507,2024-09-11 17:18:24.337700701,card,high,email,4.0,resolved
2461,2754,2024-09-11 13:00:04.307605715,2024-09-12 15:09:06.064751797,card,low,in_app_chat,3.0,resolved
6981,7764,2024-09-11 15:38:37.740406724,2024-09-12 05:47:21.871256008,app,high,in_app_chat,,resolved
2434,2718,2024-09-11 18:22:16.363189168,2024-09-11 22:37:46.826988690,kyc,high,in_app_chat,3.0,resolved
3238,3632,2024-09-11 20:00:53.672641214,2024-09-12 01:52:30.510706540,billing,medium,phone,4.0,resolved
3318,3717,2024-09-11 20:28:22.958953417,2024-09-16 01:35:03.660034091,billing,low,in_app_chat,4.0,resolved
3629,4054,2024-09-11 22:12:58.593439558,2024-09-12 12:27:39.296264629,billing,medium,in_app_chat,3.0,resolved
2423,2705,2024-09-12 03:07:20.446925315,2024-09-14 10:58:15.008434215,kyc,low,in_app_chat,4.0,resolved
5444,6062,2024-09-12 03:26:07.361864206,2024-09-13 09:50:07.215378305,app,medium,in_app_chat,4.0,resolved
4560,5059,2024-09-12 08:14:01.708715765,2024-09-12 23:45:27.114375356,account,medium,in_app_chat,,resolved
59,62,2024-09-12 09:56:40.712110506,,fraud,high,email,,open
650,726,2024-09-12 09:57:39.103276968,2024-09-16 13:52:20.223102522,app,low,in_app_chat,4.0,resolved
3696,4134,2024-09-12 12:00:24.825813897,2024-09-13 07:42:42.104232787,account,low,in_app_chat,2.0,resolved
460,513,2024-09-12 13:18:32.250983624,2024-09-13 06:49:34.677158391,app,medium,phone,5.0,resolved
5600,6242,2024-09-12 13:56:44.813317568,,card,high,email,,closed_unresolved
326,346,2024-09-12 16:52:03.565210621,2024-09-13 09:15:49.026299617,kyc,medium,phone,4.0,resolved
1460,1593,2024-09-12 19:43:40.875298230,2024-09-13 10:03:13.625612348,app,medium,email,,resolved
920,1007,2024-09-12 21:08:22.986325527,2024-09-12 23:14:36.574105176,app,high,phone,4.0,resolved
3920,4376,2024-09-12 23:08:17.452628047,2024-09-13 20:44:08.893177561,account,low,in_app_chat,3.0,resolved
5713,6362,2024-09-13 01:46:52.343411387,2024-09-15 18:08:37.700105885,account,low,in_app_chat,4.0,resolved
4422,4915,2024-09-13 03:54:07.117227440,,billing,low,email,,closed_unresolved
2654,2990,2024-09-13 04:36:23.933826365,2024-09-13 10:21:30.772002925,app,high,email,4.0,resolved
5089,5649,2024-09-13 04:51:15.297620512,2024-09-13 18:43:03.051491477,billing,medium,phone,,resolved
3421,3833,2024-09-13 08:38:17.933802984,2024-09-15 16:49:12.756928203,billing,low,in_app_chat,3.0,resolved
5087,5646,2024-09-13 09:45:40.303003481,2024-09-16 14:06:23.697038889,billing,low,in_app_chat,,resolved
4497,4995,2024-09-13 12:57:17.415007531,2024-09-15 06:37:58.675380092,card,low,email,3.0,resolved
4618,5114,2024-09-13 14:43:06.244906416,2024-09-16 14:32:13.464623372,billing,low,in_app_chat,3.0,resolved
4926,5493,2024-09-13 16:09:29.776717293,,kyc,low,in_app_chat,,open
3229,3615,2024-09-13 17:00:33.425642715,2024-09-13 20:05:38.321475853,fraud,high,in_app_chat,4.0,resolved
5809,6472,2024-09-13 17:54:12.007299916,2024-09-14 11:28:43.948524578,card,medium,email,4.0,resolved
562,625,2024-09-13 20:19:26.727952762,2024-09-21 09:44:10.507127371,app,low,in_app_chat,4.0,resolved
1335,1453,2024-09-13 20:20:31.351584226,2024-09-13 21:16:13.634840231,fraud,urgent,in_app_chat,,resolved
3662,4097,2024-09-13 21:13:55.275117147,2024-09-14 00:38:28.393670112,app,high,email,4.0,resolved
3287,3686,2024-09-13 21:30:25.919845686,2024-09-14 12:43:45.883076286,app,medium,email,,resolved
1204,1325,2024-09-13 21:32:37.068212673,2024-09-14 12:57:56.614285705,card,medium,phone,,resolved
1256,1376,2024-09-14 02:05:48.115340931,2024-09-17 10:27:33.782854414,account,low,in_app_chat,3.0,resolved
53,57,2024-09-14 04:09:47.684109458,2024-09-14 16:32:32.837025863,kyc,medium,in_app_chat,3.0,resolved
1010,1121,2024-09-14 04:34:59.941469043,2024-09-15 01:03:52.003613977,app,medium,email,4.0,resolved
1354,1471,2024-09-14 05:37:40.307564824,2024-09-14 19:44:27.453227158,account,high,in_app_chat,5.0,resolved
3078,3442,2024-09-14 08:19:36.323244177,2024-09-15 03:03:10.386181277,account,medium,in_app_chat,4.0,resolved
6704,7487,2024-09-14 08:27:08.799087168,2024-09-15 00:39:29.776623033,billing,medium,in_app_chat,4.0,resolved
1664,1829,2024-09-14 11:15:59.463328625,2024-09-14 17:35:55.567974594,app,medium,in_app_chat,2.0,resolved
2038,2246,2024-09-14 13:57:52.527242128,2024-09-15 11:50:48.476488355,kyc,medium,in_app_chat,,resolved
1126,1250,2024-09-14 13:59:18.217531697,2024-09-17 03:00:05.805301545,account,low,email,5.0,resolved
2929,3301,2024-09-14 15:27:33.076959258,2024-09-15 08:38:56.707498098,account,low,email,4.0,resolved
5307,5880,2024-09-14 17:44:49.305731159,2024-09-14 19:30:38.354337080,fraud,urgent,in_app_chat,,resolved
2663,3002,2024-09-14 19:32:51.453577469,2024-09-14 23:55:30.567874103,account,high,in_app_chat,5.0,resolved
3690,4128,2024-09-14 20:23:52.906053575,2024-09-15 14:54:58.705339036,billing,medium,email,,resolved
1347,1465,2024-09-14 22:38:46.317488700,2024-09-16 15:39:03.967350583,card,medium,in_app_chat,3.0,resolved
4355,4851,2024-09-15 04:19:09.093685103,2024-09-19 23:41:56.711240175,card,low,email,5.0,resolved
2943,3315,2024-09-15 04:50:36.504810510,2024-09-15 08:59:40.607396649,app,high,phone,,resolved
2323,2583,2024-09-15 05:57:04.077491904,2024-09-17 19:22:31.173676935,kyc,low,phone,3.0,resolved
7127,7931,2024-09-15 09:36:33.848988920,2024-09-16 10:59:43.697756966,billing,medium,in_app_chat,4.0,resolved
1709,1867,2024-09-15 09:52:35.709994004,2024-09-17 22:42:26.258473859,app,low,email,3.0,resolved
6909,7691,2024-09-15 17:46:30.572462087,2024-09-16 15:49:23.594695634,account,medium,phone,5.0,resolved
6251,6991,2024-09-15 18:26:02.643981069,2024-09-15 23:39:46.888525073,fraud,high,in_app_chat,4.0,resolved
7107,7915,2024-09-15 22:20:22.626124627,,app,low,email,,open
4897,5461,2024-09-16 02:20:41.145769737,,account,medium,in_app_chat,,closed_unresolved
887,968,2024-09-16 02:47:13.587912369,2024-09-19 12:42:17.247278281,app,low,in_app_chat,,resolved
2234,2466,2024-09-16 03:34:15.545283703,2024-09-17 02:55:17.786741378,kyc,medium,in_app_chat,3.0,resolved
4516,5017,2024-09-16 04:54:21.633810266,2024-09-17 11:44:22.460229576,billing,medium,email,,resolved
2779,3114,2024-09-16 05:28:35.205591187,2024-09-19 01:23:34.170053492,billing,low,email,,resolved
255,278,2024-09-16 07:27:09.799481782,2024-09-16 22:45:21.266715591,app,medium,in_app_chat,,resolved
157,182,2024-09-16 08:36:59.651426563,2024-09-16 20:39:33.883614979,card,medium,in_app_chat,4.0,resolved
4440,4936,2024-09-16 10:32:11.444220458,2024-09-16 14:25:31.718319767,kyc,urgent,in_app_chat,5.0,resolved
4836,5394,2024-09-16 10:36:46.430719096,2024-09-16 13:16:36.508044670,fraud,high,phone,4.0,resolved
7038,7830,2024-09-16 11:06:21.342702916,2024-09-16 16:42:38.620341488,card,medium,email,4.0,resolved
4584,5079,2024-09-16 13:02:15.856325954,2024-09-16 20:20:43.038087977,card,high,phone,,resolved
2437,2724,2024-09-16 14:13:44.965942775,2024-09-17 07:11:05.120497803,card,medium,in_app_chat,5.0,resolved
4092,4559,2024-09-16 16:24:15.706773570,2024-09-18 11:14:05.786358429,card,low,in_app_chat,,resolved
5952,6642,2024-09-16 18:30:47.657534394,2024-09-16 20:41:03.381805281,kyc,high,in_app_chat,5.0,resolved
5346,5947,2024-09-16 20:10:11.964274656,2024-09-19 05:28:56.600383333,app,low,in_app_chat,4.0,resolved
4903,5466,2024-09-16 20:31:51.329529315,2024-09-17 10:07:36.387631899,kyc,medium,email,,resolved
5813,6474,2024-09-16 21:11:40.703126478,,account,medium,in_app_chat,,open
762,841,2024-09-16 22:11:49.691918356,,kyc,medium,in_app_chat,,closed_unresolved
1753,1924,2024-09-16 23:16:37.609225936,2024-09-17 04:22:48.557899625,fraud,high,email,5.0,resolved
5544,6182,2024-09-17 02:32:35.830667834,2024-09-20 23:43:53.789206236,card,low,email,,resolved
2799,3136,2024-09-17 10:24:53.502282273,2024-09-19 02:29:51.310711373,kyc,medium,email,3.0,resolved
61,64,2024-09-17 20:14:11.175731822,2024-09-18 03:56:55.599245948,kyc,high,email,4.0,resolved
3446,3855,2024-09-17 20:22:13.515148260,2024-09-19 09:24:03.465278073,billing,low,email,3.0,resolved
3915,4368,2024-09-17 21:20:31.119178217,2024-09-17 23:07:39.432713162,fraud,high,phone,5.0,resolved
2885,3246,2024-09-18 02:37:28.780020716,2024-09-18 10:10:16.230628986,kyc,medium,email,3.0,resolved
6958,7737,2024-09-18 02:50:54.030246699,2024-09-18 06:03:28.458290567,app,high,in_app_chat,4.0,resolved
1200,1324,2024-09-18 04:51:48.674458938,,account,low,in_app_chat,,open
4993,5565,2024-09-18 11:34:52.253946966,2024-09-20 09:41:14.187047445,account,medium,in_app_chat,,resolved
7116,7925,2024-09-18 12:45:44.770578094,2024-09-20 13:42:40.502473606,card,low,email,4.0,resolved
6546,7341,2024-09-18 13:00:50.756233239,,card,low,in_app_chat,,closed_unresolved
3682,4121,2024-09-18 14:25:55.709400616,2024-09-18 23:27:48.924244857,fraud,high,email,4.0,resolved
6745,7525,2024-09-18 15:33:21.754579080,2024-09-18 18:00:56.797509792,account,high,email,3.0,resolved
2970,3339,2024-09-18 17:54:51.512200505,,fraud,urgent,in_app_chat,,closed_unresolved
3048,3414,2024-09-18 18:33:51.525230918,2024-09-19 02:16:09.171018512,kyc,high,phone,3.0,resolved
299,321,2024-09-18 19:27:51.799372243,2024-09-19 02:45:26.418340378,fraud,high,in_app_chat,4.0,resolved
6423,7199,2024-09-18 19:42:54.927428647,2024-09-19 12:19:47.582388871,app,medium,in_app_chat,2.0,resolved
2487,2793,2024-09-18 20:28:42.426007875,2024-09-19 12:26:00.246671268,kyc,medium,in_app_chat,4.0,resolved
2851,3185,2024-09-19 04:02:35.162201031,2024-09-19 08:06:01.882434133,fraud,high,in_app_chat,5.0,resolved
1892,2086,2024-09-19 04:06:58.124839582,2024-09-19 12:51:04.501339069,account,high,in_app_chat,,resolved
2621,2957,2024-09-19 07:28:53.914442969,2024-09-19 08:33:33.742989218,fraud,urgent,in_app_chat,5.0,resolved
7063,7862,2024-09-19 09:21:22.969397471,2024-09-21 04:00:30.579130999,billing,medium,in_app_chat,5.0,resolved
2995,3360,2024-09-19 11:30:38.467064007,2024-09-19 12:52:40.750885396,account,urgent,in_app_chat,,resolved
1345,1462,2024-09-19 12:15:13.756561485,,billing,low,phone,,open
4763,5301,2024-09-19 12:55:39.159122989,2024-09-20 01:15:56.957070806,card,high,phone,4.0,resolved
1981,2189,2024-09-19 13:54:25.734946201,2024-09-20 02:04:25.367869667,card,high,email,5.0,resolved
2707,3040,2024-09-19 14:42:27.004420612,2024-09-19 17:50:28.842333474,fraud,high,email,,resolved
1974,2179,2024-09-19 15:11:55.358624760,2024-09-20 19:54:03.357750585,card,medium,in_app_chat,4.0,resolved
4275,4761,2024-09-19 17:55:45.185740248,2024-09-20 02:23:05.943527764,card,high,in_app_chat,,resolved
3480,3897,2024-09-19 18:26:48.283824906,2024-09-19 23:16:18.275572957,card,high,in_app_chat,4.0,resolved
