referral_id,referrer_id,referee_id,invite_date,status,reward_eur,channel
12115,7230,20115,2024-09-30 06:22:20.082004144,sent,0.0,in_app
1141,4921,9141,2024-09-30 07:35:54.791197785,accepted,0.0,email
13832,4773,21832,2024-09-30 08:33:49.562094162,accepted,0.0,link
11737,547,19737,2024-09-30 09:49:52.810985277,accepted,0.0,in_app
10672,292,18672,2024-09-30 09:54:17.426314779,accepted,0.0,in_app
5067,2703,13067,2024-09-30 10:00:31.408745495,first_tx,20.0,in_app
6964,1653,14964,2024-09-30 11:35:56.665525796,accepted,0.0,email
2781,2439,10781,2024-09-30 13:55:19.494431722,sent,0.0,in_app
7236,2190,15236,2024-09-30 15:14:37.678088993,sent,0.0,in_app
8621,6083,16621,2024-09-30 15:21:51.518064162,sent,0.0,email
856,5280,8856,2024-09-30 16:12:51.249500729,sent,0.0,in_app
1075,2738,9075,2024-09-30 17:04:58.101524094,accepted,0.0,in_app
4534,6875,12534,2024-09-30 19:16:54.439193000,sent,0.0,email
9738,6119,17738,2024-09-30 19:18:19.541555530,sent,0.0,link
6554,5461,14554,2024-09-30 19:52:45.595512975,accepted,0.0,in_app
12273,7761,20273,2024-09-30 20:14:35.273444651,accepted,0.0,link
5773,1175,13773,2024-09-30 20:45:41.305493736,sent,0.0,email
7645,3821,15645,2024-09-30 20:52:13.528878885,accepted,0.0,in_app
3415,522,11415,2024-09-30 21:10:42.039766536,accepted,0.0,in_app
9116,1076,17116,2024-09-30 21:33:52.199065002,accepted,0.0,in_app
11362,7420,19362,2024-09-30 23:13:58.606758782,first_tx,20.0,email
11160,5743,19160,2024-09-30 23:45:52.621790578,first_tx,20.0,link
8706,3077,16706,2024-10-01 00:17:39.455169961,sent,0.0,email
8349,730,16349,2024-10-01 01:15:21.738285141,sent,0.0,link
267,3490,8267,2024-10-01 01:32:49.777786181,accepted,0.0,link
8852,6316,16852,2024-10-01 03:57:41.776231919,kyc_completed,10.0,link
12501,191,20501,2024-10-01 03:58:17.183840905,sent,0.0,in_app
7898,1394,15898,2024-10-01 04:09:04.573669841,accepted,0.0,in_app
9071,7869,17071,2024-10-01 04:24:39.774456489,sent,0.0,in_app
14259,5630,22259,2024-10-01 04:37:20.920221456,kyc_completed,10.0,email
4824,2828,12824,2024-10-01 06:01:43.639692939,sent,0.0,email
10191,1911,18191,2024-10-01 06:15:03.897442883,sent,0.0,in_app
10328,4822,18328,2024-10-01 07:14:08.883335397,accepted,0.0,in_app
8587,5285,16587,2024-10-01 07:24:45.846371949,kyc_completed,10.0,in_app
13007,6843,21007,2024-10-01 07:58:12.200767806,accepted,0.0,in_app
9773,4948,17773,2024-10-01 08:07:45.177107465,accepted,0.0,in_app
3156,5493,11156,2024-10-01 08:35:13.008030201,accepted,0.0,email
4665,3392,12665,2024-10-01 10:19:39.945423264,kyc_completed,10.0,in_app
4850,6517,12850,2024-10-01 13:24:53.847830511,sent,0.0,email
4050,34,12050,2024-10-01 14:47:56.398088348,sent,0.0,link
3134,3950,11134,2024-10-01 17:10:23.923493503,first_tx,20.0,link
8801,1779,16801,2024-10-01 17:46:33.629407469,sent,0.0,in_app
4508,1755,12508,2024-10-01 18:04:09.152942217,first_tx,20.0,link
3067,6432,11067,2024-10-01 18:41:11.842809230,kyc_completed,10.0,in_app
11235,5504,19235,2024-10-01 19:20:34.631353936,sent,0.0,in_app
10518,1286,18518,2024-10-01 20:07:21.823683047,sent,0.0,email
10924,2341,18924,2024-10-01 21:16:11.515024989,first_tx,20.0,email
8849,4672,16849,2024-10-01 22:45:24.398902091,kyc_completed,10.0,in_app
14410,1441,22410,2024-10-01 23:35:33.847713493,sent,0.0,in_app
3319,5662,11319,2024-10-02 00:29:36.394016369,sent,0.0,in_app
2816,1462,10816,2024-10-02 03:15:32.553883897,kyc_completed,10.0,in_app
502,7412,8502,2024-10-02 03:33:27.038761107,sent,0.0,email
7505,1248,15505,2024-10-02 05:20:18.382912120,sent,0.0,in_app
7238,6097,15238,2024-10-02 05:43:47.681348211,first_tx,20.0,in_app
11921,3404,19921,2024-10-02 06:27:22.939155918,accepted,0.0,link
10077,718,18077,2024-10-02 07:08:08.601193896,first_tx,20.0,in_app
3510,4529,11510,2024-10-02 08:58:45.377878949,first_tx,20.0,in_app
2258,3311,10258,2024-10-02 09:02:31.864662447,accepted,0.0,link
1617,3062,9617,2024-10-02 10:53:56.478828353,first_tx,20.0,in_app
2559,7439,10559,2024-10-02 10:57:39.542834111,kyc_completed,10.0,in_app
13034,6055,21034,2024-10-02 11:45:21.091599743,first_tx,20.0,link
7855,30,15855,2024-10-02 12:08:29.976776787,sent,0.0,link
7733,29,15733,2024-10-02 12:22:09.323010318,kyc_completed,10.0,link
4566,835,12566,2024-10-02 12:49:52.051277481,accepted,0.0,in_app
2609,1373,10609,2024-10-02 12:57:31.942163805,kyc_completed,10.0,in_app
10431,4894,18431,2024-10-02 13:23:47.825378701,accepted,0.0,email
9740,7097,17740,2024-10-02 13:44:50.551679748,sent,0.0,email
13243,5079,21243,2024-10-02 14:04:08.539960851,accepted,0.0,email
11804,4936,19804,2024-10-02 14:17:32.622181229,kyc_completed,10.0,in_app
9067,2086,17067,2024-10-02 15:28:12.048100034,first_tx,20.0,email
6662,1738,14662,2024-10-02 15:38:24.489090522,kyc_completed,10.0,email
13005,2097,21005,2024-10-02 18:26:35.742955297,sent,0.0,in_app
8273,3351,16273,2024-10-02 18:31:34.989734248,sent,0.0,in_app
6545,4772,14545,2024-10-02 19:42:53.450895044,accepted,0.0,in_app
14848,2033,22848,2024-10-02 21:08:31.350357041,sent,0.0,email
11490,4869,19490,2024-10-02 21:26:46.909255234,accepted,0.0,in_app
4992,7040,12992,2024-10-02 21:31:28.904145660,sent,0.0,in_app
6559,6350,14559,2024-10-02 21:43:46.784779596,first_tx,20.0,email
8986,2754,16986,2024-10-03 00:57:48.722847733,first_tx,20.0,email
5238,4953,13238,2024-10-03 01:12:34.789659494,accepted,0.0,email
6552,6667,14552,2024-10-03 01:32:34.430525211,first_tx,20.0,link
11584,5689,19584,2024-10-03 02:53:20.760120703,kyc_completed,10.0,email
2792,133,10792,2024-10-03 02:55:18.181686800,sent,0.0,in_app
2838,2456,10838,2024-10-03 03:46:02.746457008,sent,0.0,link
2724,5940,10724,2024-10-03 03:55:23.308808975,first_tx,20.0,email
12397,4204,20397,2024-10-03 03:57:57.979564764,first_tx,20.0,in_app
11919,506,19919,2024-10-03 04:31:40.594114997,accepted,0.0,email
12974,5861,20974,2024-10-03 04:36:04.210617568,sent,0.0,in_app
10487,6838,18487,2024-10-03 04:40:40.932402231,sent,0.0,in_app
6126,7443,14126,2024-10-03 04:47:52.768197769,sent,0.0,email
281,8,8281,2024-10-03 05:37:21.175232606,sent,0.0,in_app
7198,10,15198,2024-10-03 05:53:57.562341820,first_tx,20.0,link
11997,4777,19997,2024-10-03 06:43:55.545023608,kyc_completed,10.0,in_app
13535,3387,21535,2024-10-03 07:03:47.960681929,first_tx,20.0,email
9474,46,17474,2024-10-03 07:35:52.762870616,sent,0.0,in_app
11395,2557,19395,2024-10-03 08:05:48.473420841,sent,0.0,in_app
1186,7943,9186,2024-10-03 08:13:13.811237518,accepted,0.0,in_app
807,7770,8807,2024-10-03 08:23:18.847528152,accepted,0.0,email
4555,3397,12555,2024-10-03 08:40:14.736431812,accepted,0.0,email
8418,1531,16418,2024-10-03 09:11:18.555865241,sent,0.0,in_app
10513,135,18513,2024-10-03 13:16:37.679601558,first_tx,20.0,email
6376,610,14376,2024-10-03 13:40:39.745726328,kyc_completed,10.0,in_app
10595,4932,18595,2024-10-03 15:17:19.237231731,accepted,0.0,email
6794,1140,14794,2024-10-03 15:44:04.756474271,sent,0.0,in_app
8963,3683,16963,2024-10-03 15:49:00.324430757,sent,0.0,email
10921,6835,18921,2024-10-03 19:13:36.668882369,sent,0.0,link
7352,613,15352,2024-10-03 19:16:55.625866484,accepted,0.0,in_app
14906,1553,22906,2024-10-03 19:22:37.135715712,sent,0.0,link
722,128,8722,2024-10-03 19:36:38.208625346,sent,0.0,in_app
6697,4337,14697,2024-10-03 21:42:30.254938528,accepted,0.0,in_app
1596,1821,9596,2024-10-03 21:53:17.100239213,accepted,0.0,email
3907,5058,11907,2024-10-03 22:55:04.553824068,sent,0.0,email
11585,4919,19585,2024-10-03 23:37:07.442339082,accepted,0.0,email
8322,6769,16322,2024-10-04 00:40:47.763112719,sent,0.0,email
5193,2112,13193,2024-10-04 02:27:42.583629672,sent,0.0,email
11818,7435,19818,2024-10-04 03:55:52.177839219,accepted,0.0,link
10222,4623,18222,2024-10-04 05:22:52.674543612,accepted,0.0,email
732,6521,8732,2024-10-04 05:30:49.061210408,kyc_completed,10.0,link
13101,2854,21101,2024-10-04 05:44:51.390082023,first_tx,20.0,link
6506,4355,14506,2024-10-04 05:49:54.730122110,first_tx,20.0,link
8911,7868,16911,2024-10-04 06:55:37.590030102,first_tx,20.0,email
10704,2401,18704,2024-10-04 07:37:55.760917811,sent,0.0,in_app
13057,5777,21057,2024-10-04 08:14:43.785222403,sent,0.0,in_app
14148,7125,22148,2024-10-04 08:30:15.346816755,accepted,0.0,in_app
5632,2672,13632,2024-10-04 12:48:55.135358896,sent,0.0,link
532,1183,8532,2024-10-04 15:30:44.478559872,sent,0.0,in_app
12948,6724,20948,2024-10-04 15:55:25.086363021,kyc_completed,10.0,in_app
6195,6080,14195,2024-10-04 16:48:29.346731887,accepted,0.0,email
4122,850,12122,2024-10-04 18:22:57.121805570,sent,0.0,link
454,186,8454,2024-10-04 19:04:00.277451339,accepted,0.0,link
933,5561,8933,2024-10-04 19:13:07.392893712,accepted,0.0,email
5530,7269,13530,2024-10-04 19:28:35.034983558,first_tx,20.0,link
6435,1333,14435,2024-10-04 19:45:02.840959494,kyc_completed,10.0,email
7083,2759,15083,2024-10-04 20:28:51.608998119,kyc_completed,10.0,link
11008,3276,19008,2024-10-04 21:34:31.484154901,accepted,0.0,email
2043,1957,10043,2024-10-04 22:07:28.589697370,accepted,0.0,email
7211,3161,15211,2024-10-04 22:38:23.207896875,first_tx,20.0,in_app
10170,4512,18170,2024-10-04 22:54:18.671013970,sent,0.0,in_app
3479,6391,11479,2024-10-05 00:00:28.010143820,accepted,0.0,in_app
12585,3715,20585,2024-10-05 00:40:53.373714067,sent,0.0,in_app
2267,1997,10267,2024-10-05 01:21:11.921414155,first_tx,20.0,email
5354,7140,13354,2024-10-05 01:40:23.863903538,accepted,0.0,link
7386,1486,15386,2024-10-05 02:15:04.378110134,accepted,0.0,in_app
3728,6007,11728,2024-10-05 02:21:43.439903573,kyc_completed,10.0,email
366,5367,8366,2024-10-05 03:40:46.081229384,sent,0.0,in_app
6706,65,14706,2024-10-05 06:26:51.706159137,accepted,0.0,in_app
1595,3817,9595,2024-10-05 06:53:54.124866242,first_tx,20.0,email
7709,3644,15709,2024-10-05 07:26:43.997794546,first_tx,20.0,in_app
4795,7728,12795,2024-10-05 07:53:15.585543744,accepted,0.0,link
8263,3188,16263,2024-10-05 08:08:45.898905719,sent,0.0,in_app
6151,4325,14151,2024-10-05 08:10:01.200747786,sent,0.0,in_app
7337,5147,15337,2024-10-05 10:24:57.988006692,accepted,0.0,in_app
3493,3710,11493,2024-10-05 13:53:34.137343916,first_tx,20.0,in_app
8620,692,16620,2024-10-05 14:19:20.878324259,sent,0.0,email
14778,6154,22778,2024-10-05 14:25:25.574249910,sent,0.0,in_app
354,2717,8354,2024-10-05 15:25:42.747768920,first_tx,20.0,email
1345,955,9345,2024-10-05 16:02:33.787986956,sent,0.0,in_app
967,112,8967,2024-10-05 16:46:15.789489908,kyc_completed,10.0,in_app
3465,7037,11465,2024-10-05 16:51:09.674165998,accepted,0.0,link
5113,7251,13113,2024-10-05 18:26:45.863110901,accepted,0.0,email
3845,6367,11845,2024-10-05 18:53:51.495363527,accepted,0.0,link
7049,4069,15049,2024-10-05 19:32:50.699421254,first_tx,20.0,link
8488,1267,16488,2024-10-05 20:09:07.244935761,sent,0.0,in_app
4613,2776,12613,2024-10-05 20:31:30.954614260,accepted,0.0,in_app
14039,7320,22039,2024-10-05 21:09:49.151324880,kyc_completed,10.0,in_app
1787,6772,9787,2024-10-05 21:54:58.728038532,accepted,0.0,email
14539,2526,22539,2024-10-05 22:43:41.283423638,accepted,0.0,in_app
14014,4147,22014,2024-10-05 23:04:48.657000100,first_tx,20.0,link
10698,6505,18698,2024-10-05 23:14:46.925807876,accepted,0.0,in_app
9808,7081,17808,2024-10-05 23:25:26.849072786,kyc_completed,10.0,in_app
14846,4595,22846,2024-10-06 00:42:44.084010087,accepted,0.0,email
7090,2325,15090,2024-10-06 03:36:49.052000338,sent,0.0,email
1713,27,9713,2024-10-06 04:17:32.422843017,sent,0.0,in_app
134,5031,8134,2024-10-06 06:33:59.659959588,first_tx,20.0,link
4163,59,12163,2024-10-06 06:45:23.579921473,accepted,0.0,in_app
2167,6175,10167,2024-10-06 07:05:32.120032430,accepted,0.0,email
4597,7621,12597,2024-10-06 08:28:28.337447248,sent,0.0,link
13682,4137,21682,2024-10-06 08:42:41.998493848,sent,0.0,link
11377,2360,19377,2024-10-06 12:19:31.886605355,accepted,0.0,in_app
7593,7674,15593,2024-10-06 12:25:22.620074557,accepted,0.0,link
9035,4785,17035,2024-10-06 12:50:40.966036872,first_tx,20.0,in_app
1510,4883,9510,2024-10-06 13:41:28.245218478,first_tx,20.0,link
9531,6110,17531,2024-10-06 14:08:55.042524934,sent,0.0,email
8731,5217,16731,2024-10-06 14:21:21.538260990,accepted,0.0,in_app
7938,6421,15938,2024-10-06 15:07:50.190411783,sent,0.0,link
7702,2957,15702,2024-10-06 16:44:52.913348649,sent,0.0,email
13100,4761,21100,2024-10-06 17:21:49.336322351,kyc_completed,10.0,link
11509,7861,19509,2024-10-06 18:23:44.557317170,accepted,0.0,link
4041,1512,12041,2024-10-06 19:55:47.809672769,first_tx,20.0,in_app
12723,1860,20723,2024-10-06 20:12:00.112272992,sent,0.0,email
2889,3378,10889,2024-10-06 20:12:47.884001569,sent,0.0,email
11841,5781,19841,2024-10-06 21:00:04.389230194,sent,0.0,email
440,1009,8440,2024-10-06 21:00:07.627566571,sent,0.0,email
2026,4176,10026,2024-10-06 21:19:24.946971525,sent,0.0,in_app
4779,3540,12779,2024-10-06 21:56:32.760888887,kyc_completed,10.0,in_app
14406,3182,22406,2024-10-06 22:48:12.585063683,sent,0.0,email
6684,7852,14684,2024-10-06 22:54:34.966025190,accepted,0.0,link
3291,6906,11291,2024-10-06 23:21:08.110551378,sent,0.0,in_app
6035,2761,14035,2024-10-07 00:01:20.090965512,sent,0.0,in_app
9902,4288,17902,2024-10-07 01:40:18.558899319,first_tx,20.0,in_app
14071,3836,22071,2024-10-07 02:46:29.707973063,accepted,0.0,in_app
6015,3563,14015,2024-10-07 03:46:11.488805446,sent,0.0,in_app
4292,6040,12292,2024-10-07 04:12:32.225614162,accepted,0.0,in_app
4015,3855,12015,2024-10-07 05:34:03.184542549,kyc_completed,10.0,in_app
43,7494,8043,2024-10-07 05:44:12.440006102,accepted,0.0,in_app
11400,2582,19400,2024-10-07 07:27:49.526824838,accepted,0.0,in_app
13756,5674,21756,2024-10-07 08:09:30.171566782,accepted,0.0,in_app
8863,3501,16863,2024-10-07 08:48:23.063312799,accepted,0.0,in_app
6917,396,14917,2024-10-07 10:40:10.177752708,sent,0.0,in_app
3037,1713,11037,2024-10-07 11:09:01.757472125,sent,0.0,in_app
1857,4231,9857,2024-10-07 11:10:40.318582664,sent,0.0,email
8680,620,16680,2024-10-07 11:21:01.668478265,first_tx,20.0,email
14965,1711,22965,2024-10-07 12:13:02.179017808,sent,0.0,in_app
2452,7051,10452,2024-10-07 13:01:48.711307883,kyc_completed,10.0,in_app
10554,7323,18554,2024-10-07 17:09:00.290518044,accepted,0.0,in_app
7165,5401,15165,2024-10-07 17:11:23.659859140,sent,0.0,in_app
13540,6333,21540,2024-10-07 17:18:56.637301469,sent,0.0,email
11056,2697,19056,2024-10-07 17:33:11.851248049,accepted,0.0,email
8050,4787,16050,2024-10-07 18:52:24.108530056,accepted,0.0,in_app
7082,5338,15082,2024-10-07 19:59:09.762097839,accepted,0.0,in_app
10514,597,18514,2024-10-07 20:45:43.607756969,accepted,0.0,in_app
9414,4979,17414,2024-10-07 20:52:32.791525864,first_tx,20.0,in_app
8918,2959,16918,2024-10-07 21:37:37.973895228,first_tx,20.0,in_app
7516,7872,15516,2024-10-07 21:43:33.309075069,sent,0.0,in_app
14842,4280,22842,2024-10-07 23:09:04.839565118,sent,0.0,in_app
9266,4847,17266,2024-10-08 00:06:23.841511948,first_tx,20.0,link
5801,272,13801,2024-10-08 01:14:03.070485283,sent,0.0,link
14954,2280,22954,2024-10-08 01:24:56.902287176,sent,0.0,in_app
5479,1928,13479,2024-10-08 01:43:58.282686503,first_tx,20.0,in_app
2526,4790,10526,2024-10-08 02:01:43.814743363,sent,0.0,link
13035,2340,21035,2024-10-08 02:26:21.666314117,first_tx,20.0,link
423,3948,8423,2024-10-08 02:59:31.299346075,first_tx,20.0,in_app
12459,7941,20459,2024-10-08 03:36:09.134557133,sent,0.0,in_app
2692,3804,10692,2024-10-08 04:06:55.668749149,sent,0.0,in_app
2298,1799,10298,2024-10-08 05:27:02.412523679,accepted,0.0,email
7260,4895,15260,2024-10-08 05:27:48.008989022,sent,0.0,in_app
10359,577,18359,2024-10-08 05:47:07.841049123,sent,0.0,in_app
8609,4778,16609,2024-10-08 07:16:25.060713147,sent,0.0,email
13681,4052,21681,2024-10-08 09:18:05.931397497,first_tx,20.0,in_app
2673,5822,10673,2024-10-08 10:20:55.216478497,first_tx,20.0,link
1094,4017,9094,2024-10-08 10:29:20.386048372,accepted,0.0,link
62,4292,8062,2024-10-08 11:04:01.498848545,first_tx,20.0,in_app
9109,5313,17109,2024-10-08 11:55:45.555964075,sent,0.0,email
13906,6630,21906,2024-10-08 12:35:50.313766329,accepted,0.0,in_app
12868,2511,20868,2024-10-08 12:41:14.881949067,first_tx,20.0,email
9720,5852,17720,2024-10-08 13:26:12.582802714,sent,0.0,in_app
3607,7740,11607,2024-10-08 14:18:05.908338336,sent,0.0,email
5261,5098,13261,2024-10-08 14:46:07.413991043,accepted,0.0,in_app
1051,1621,9051,2024-10-08 15:14:12.612672404,first_tx,20.0,link
10471,4310,18471,2024-10-08 15:45:26.260603824,accepted,0.0,email
10325,3557,18325,2024-10-08 17:42:30.588176059,sent,0.0,in_app
12227,1746,20227,2024-10-08 18:10:39.691834155,accepted,0.0,in_app
3661,5460,11661,2024-10-08 18:40:21.749792554,accepted,0.0,in_app
7146,4856,15146,2024-10-08 19:10:58.475000674,first_tx,20.0,in_app
6570,830,14570,2024-10-08 19:17:43.591578069,sent,0.0,in_app
12132,1000,20132,2024-10-08 22:28:08.892715022,accepted,0.0,email
10504,7663,18504,2024-10-09 01:49:45.383679851,sent,0.0,email
1958,1152,9958,2024-10-09 02:00:08.193343896,kyc_completed,10.0,in_app
4065,5989,12065,2024-10-09 04:18:48.285172909,first_tx,20.0,email
7857,1835,15857,2024-10-09 04:19:38.970052913,first_tx,20.0,in_app
1392,3390,9392,2024-10-09 06:40:13.633483362,sent,0.0,email
1407,2107,9407,2024-10-09 09:11:28.676364397,first_tx,20.0,in_app
13122,2606,21122,2024-10-09 09:28:49.154610391,sent,0.0,email
2482,2959,10482,2024-10-09 09:44:14.663024995,accepted,0.0,link
3738,7896,11738,2024-10-09 11:04:08.582711476,accepted,0.0,in_app
11950,6495,19950,2024-10-09 11:48:04.472519840,accepted,0.0,in_app
4574,4088,12574,2024-10-09 12:16:34.449178995,accepted,0.0,email
4289,4698,12289,2024-10-09 12:24:51.082455144,sent,0.0,in_app
4206,5523,12206,2024-10-09 12:32:52.246122074,kyc_completed,10.0,in_app
3470,3199,11470,2024-10-09 12:56:14.917944494,first_tx,20.0,in_app
104,2969,8104,2024-10-09 13:49:44.494442238,sent,0.0,in_app
6589,4905,14589,2024-10-09 16:13:59.574745637,accepted,0.0,in_app
646,4571,8646,2024-10-09 17:26:40.002900141,kyc_completed,10.0,email
10605,2478,18605,2024-10-09 17:46:00.638304116,accepted,0.0,email
13008,5819,21008,2024-10-09 17:58:35.508883981,accepted,0.0,in_app
8327,7106,16327,2024-10-09 18:17:07.306595655,first_tx,20.0,link
12064,2262,20064,2024-10-09 18:55:39.569639085,accepted,0.0,email
1210,4687,9210,2024-10-09 19:06:21.307941169,accepted,0.0,in_app
9643,33,17643,2024-10-09 19:13:04.053319224,accepted,0.0,email
14231,1239,22231,2024-10-09 19:22:20.616827750,accepted,0.0,in_app
9070,6866,17070,2024-10-09 19:58:08.408443900,sent,0.0,in_app
918,2410,8918,2024-10-09 21:47:56.342205772,first_tx,20.0,email
5626,7226,13626,2024-10-09 22:56:39.714678720,accepted,0.0,link
11533,4901,19533,2024-10-09 23:34:22.430551126,sent,0.0,in_app
1450,4869,9450,2024-10-09 23:44:36.393047790,sent,0.0,email
12496,7453,20496,2024-10-09 23:46:57.301619401,accepted,0.0,in_app
3500,5057,11500,2024-10-10 00:27:01.367968495,sent,0.0,email
14964,6240,22964,2024-10-10 00:56:00.046678007,sent,0.0,link
12461,7102,20461,2024-10-10 03:05:52.203244977,sent,0.0,in_app
13937,4680,21937,2024-10-10 06:42:09.822584424,accepted,0.0,in_app
7375,3752,15375,2024-10-10 08:09:56.093168370,sent,0.0,email
5383,7686,13383,2024-10-10 08:41:35.913886120,accepted,0.0,in_app
7279,2,15279,2024-10-10 11:27:43.899701904,sent,0.0,in_app
3970,2974,11970,2024-10-10 12:49:28.012347393,sent,0.0,link
377,5838,8377,2024-10-10 14:03:20.116433845,kyc_completed,10.0,link
6283,2634,14283,2024-10-10 15:07:33.990334628,first_tx,20.0,in_app
6837,4222,14837,2024-10-10 15:15:40.406443784,accepted,0.0,in_app
9417,6609,17417,2024-10-10 15:25:15.740289514,kyc_completed,10.0,email
6690,1315,14690,2024-10-10 16:18:45.152373312,accepted,0.0,in_app
14474,2362,22474,2024-10-10 18:11:38.739538345,sent,0.0,link
5120,5647,13120,2024-10-10 20:24:38.809775911,sent,0.0,in_app
13898,5367,21898,2024-10-10 20:44:17.500695780,accepted,0.0,link
11111,1902,19111,2024-10-10 22:26:13.878685504,accepted,0.0,email
8214,5260,16214,2024-10-10 22:38:46.757929928,sent,0.0,in_app
2182,3642,10182,2024-10-11 00:24:31.570595012,sent,0.0,in_app
10824,3633,18824,2024-10-11 01:49:09.119890824,accepted,0.0,link
937,4936,8937,2024-10-11 04:15:36.057942311,first_tx,20.0,email
13295,5189,21295,2024-10-11 04:22:50.761637129,first_tx,20.0,email
631,6118,8631,2024-10-11 06:58:47.956088251,first_tx,20.0,email
14512,3821,22512,2024-10-11 07:16:27.029492218,kyc_completed,10.0,link
972,2243,8972,2024-10-11 08:11:54.769618953,accepted,0.0,in_app
11137,7413,19137,2024-10-11 08:38:42.750775337,sent,0.0,link
5885,3830,13885,2024-10-11 10:44:05.777809080,accepted,0.0,in_app
10440,2596,18440,2024-10-11 11:57:16.423556149,accepted,0.0,in_app
4983,7471,12983,2024-10-11 12:52:44.750800580,first_tx,20.0,in_app
9996,3667,17996,2024-10-11 13:26:28.167668946,first_tx,20.0,in_app
5597,4632,13597,2024-10-11 14:26:50.485675093,sent,0.0,email
14120,1964,22120,2024-10-11 15:23:58.171099767,accepted,0.0,in_app
5252,5102,13252,2024-10-11 16:41:15.916742223,accepted,0.0,in_app
6023,3626,14023,2024-10-11 16:49:40.277054663,first_tx,20.0,in_app
14034,4490,22034,2024-10-11 17:05:57.261858348,accepted,0.0,link
306,6334,8306,2024-10-11 19:26:14.706404597,accepted,0.0,in_app
1029,3640,9029,2024-10-11 20:50:23.323413217,sent,0.0,in_app
5114,7367,13114,2024-10-11 21:04:51.720322177,sent,0.0,in_app
10524,2867,18524,2024-10-11 21:25:59.283046574,sent,0.0,link
2359,5572,10359,2024-10-11 23:08:44.222533287,accepted,0.0,in_app
338,5720,8338,2024-10-11 23:18:28.337355866,accepted,0.0,email
13657,6973,21657,2024-10-11 23:21:32.209551584,accepted,0.0,in_app
13489,6083,21489,2024-10-11 23:27:40.230864532,accepted,0.0,in_app
9329,214,17329,2024-10-11 23:51:09.089344039,first_tx,20.0,in_app
7635,7022,15635,2024-10-12 00:26:14.535940842,accepted,0.0,email
10857,1833,18857,2024-10-12 00:30:07.544120834,sent,0.0,link
3713,6417,11713,2024-10-12 01:05:53.592428952,sent,0.0,email
12383,2733,20383,2024-10-12 01:19:12.351684953,first_tx,20.0,in_app
12306,889,20306,2024-10-12 01:22:57.782186788,first_tx,20.0,email
8247,718,16247,2024-10-12 01:37:59.936186277,sent,0.0,email
13707,3083,21707,2024-10-12 01:50:24.544780376,sent,0.0,in_app
1721,4018,9721,2024-10-12 03:32:24.328250050,accepted,0.0,email
2706,658,10706,2024-10-12 05:22:53.610444171,sent,0.0,email
11873,3965,19873,2024-10-12 07:25:28.587119773,accepted,0.0,email
389,1973,8389,2024-10-12 07:32:58.689286638,sent,0.0,link
2751,1866,10751,2024-10-12 09:05:32.659627323,sent,0.0,email
9995,7611,17995,2024-10-12 09:49:23.148204902,accepted,0.0,link
4856,6451,12856,2024-10-12 11:22:21.750270205,sent,0.0,link
373,712,8373,2024-10-12 11:34:35.767544177,accepted,0.0,in_app
9983,1336,17983,2024-10-12 12:58:23.364636133,kyc_completed,10.0,in_app
858,5163,8858,2024-10-12 13:12:25.103726349,sent,0.0,email
6433,2977,14433,2024-10-12 13:18:51.718341182,accepted,0.0,in_app
14632,5263,22632,2024-10-12 15:07:19.961468434,kyc_completed,10.0,link
11024,1090,19024,2024-10-12 15:43:22.113318944,first_tx,20.0,link
5234,676,13234,2024-10-12 16:24:16.864009657,sent,0.0,email
9748,3745,17748,2024-10-12 16:32:58.719112903,sent,0.0,in_app
14289,1813,22289,2024-10-12 16:35:26.917053656,kyc_completed,10.0,email
14001,7737,22001,2024-10-12 16:45:34.539232501,sent,0.0,link
13195,6041,21195,2024-10-12 17:51:29.231889094,accepted,0.0,email
323,3177,8323,2024-10-12 18:30:31.112932944,accepted,0.0,in_app
6217,4251,14217,2024-10-12 19:31:13.901286083,sent,0.0,email
2654,919,10654,2024-10-12 19:36:18.363196932,accepted,0.0,in_app
3949,7557,11949,2024-10-12 20:05:10.133483930,kyc_completed,10.0,in_app
550,7769,8550,2024-10-12 20:11:21.399238547,accepted,0.0,email
11733,1220,19733,2024-10-12 21:16:04.837541986,sent,0.0,email
10383,7097,18383,2024-10-12 22:28:50.093617310,sent,0.0,link
9119,1523,17119,2024-10-12 22:31:26.231656486,sent,0.0,email
8174,1279,16174,2024-10-12 23:29:59.508983402,accepted,0.0,email
832,7317,8832,2024-10-12 23:49:49.946145677,accepted,0.0,email
14920,2019,22920,2024-10-13 00:44:23.375145019,first_tx,20.0,in_app
11285,3332,19285,2024-10-13 03:15:19.197241560,accepted,0.0,email
5605,6797,13605,2024-10-13 03:54:54.987879879,sent,0.0,email
5475,2657,13475,2024-10-13 04:03:56.158000531,sent,0.0,in_app
1562,6167,9562,2024-10-13 04:05:40.967175609,accepted,0.0,email
4520,4542,12520,2024-10-13 04:27:05.139584285,accepted,0.0,in_app
6473,1517,14473,2024-10-13 05:25:48.991806215,first_tx,20.0,in_app
3754,7639,11754,2024-10-13 05:34:23.010570940,sent,0.0,in_app
12878,4374,20878,2024-10-13 06:14:13.703861679,accepted,0.0,in_app
5950,7609,13950,2024-10-13 08:14:59.752050498,accepted,0.0,in_app
6282,1138,14282,2024-10-13 08:50:48.065216628,kyc_completed,10.0,in_app
10830,3262,18830,2024-10-13 10:05:20.386034278,sent,0.0,email
7333,5951,15333,2024-10-13 10:38:51.374275932,kyc_completed,10.0,in_app
