response_id,user_id,survey_date,nps_score,driver,segment,comment_length
354,430,2024-10-01 08:58:50.939550094,10,product,promoter,141
5756,7063,2024-10-01 10:11:46.446753105,4,product,detractor,4
137,176,2024-10-01 12:20:42.950626471,8,support,passive,32
1671,2011,2024-10-01 13:24:53.847830511,10,app_quality,promoter,86
639,777,2024-10-01 14:03:55.212212203,5,app_quality,detractor,4
2690,3313,2024-10-02 01:49:21.507468533,8,app_quality,passive,20
1688,2033,2024-10-02 01:59:48.975865393,8,product,passive,16
4330,5286,2024-10-02 05:03:37.148074522,5,fees,detractor,137
1061,1280,2024-10-02 05:04:38.849287624,6,product,detractor,79
3898,4755,2024-10-02 10:51:31.889998483,10,app_quality,promoter,64
5405,6616,2024-10-02 12:08:29.976776787,10,product,promoter,68
5249,6418,2024-10-02 12:22:09.323010318,10,onboarding,promoter,141
3262,4001,2024-10-02 16:45:14.913478065,6,app_quality,detractor,167
1845,2234,2024-10-02 21:31:28.904145660,8,onboarding,passive,19
1703,2053,2024-10-02 22:22:05.273121172,10,product,promoter,195
3256,3995,2024-10-03 04:47:52.768197769,10,product,promoter,186
3567,4360,2024-10-03 13:40:39.745726328,5,fees,detractor,79
3848,4698,2024-10-03 20:05:19.334790991,7,fees,passive,17
2207,2694,2024-10-03 22:08:55.100466205,4,product,detractor,13
504,607,2024-10-03 22:55:04.553824068,10,product,promoter,56
1604,1933,2024-10-04 01:29:12.747811807,10,support,promoter,63
3438,4212,2024-10-04 03:18:44.077562665,6,product,detractor,143
746,900,2024-10-04 03:48:18.048522674,4,support,detractor,97
4980,6084,2024-10-04 05:28:14.844261650,5,app_quality,detractor,92
3732,4547,2024-10-04 05:49:54.730122110,8,fees,passive,21
2566,3138,2024-10-04 08:10:27.711060329,6,product,detractor,79
1798,2179,2024-10-04 14:35:13.240532843,9,support,promoter,31
5327,6513,2024-10-04 17:24:30.581654405,2,product,detractor,91
3642,4447,2024-10-04 19:45:02.840959494,10,app_quality,promoter,93
4347,5304,2024-10-04 21:20:56.103881196,8,onboarding,passive,5
2905,3555,2024-10-04 21:47:25.470684896,8,support,passive,25
840,1009,2024-10-05 00:46:45.441636168,8,product,passive,27
4816,5857,2024-10-05 02:15:04.378110134,8,product,passive,7
284,332,2024-10-05 02:21:43.439903573,10,trust,promoter,150
5217,6384,2024-10-05 07:26:43.997794546,4,app_quality,detractor,154
1605,1934,2024-10-05 07:53:15.585543744,10,support,promoter,8
5908,7259,2024-10-05 08:08:45.898905719,7,fees,passive,39
5753,7058,2024-10-05 11:04:03.159292506,10,product,promoter,117
1513,1822,2024-10-05 11:22:38.301570445,8,trust,passive,39
429,525,2024-10-05 18:53:51.495363527,5,fees,detractor,116
5548,6790,2024-10-05 19:57:02.430949095,8,onboarding,passive,27
881,1055,2024-10-05 20:36:23.185898323,10,app_quality,promoter,47
5153,6306,2024-10-05 23:59:37.744565133,0,onboarding,detractor,184
2009,2421,2024-10-06 00:49:39.980885465,7,app_quality,passive,1
1861,2248,2024-10-06 02:41:38.957646672,10,support,promoter,37
679,826,2024-10-06 07:48:54.026347680,8,support,passive,19
216,259,2024-10-06 10:44:51.396158428,10,product,promoter,39
1025,1241,2024-10-06 11:41:55.198009547,10,trust,promoter,2
3266,4005,2024-10-06 12:16:51.512709092,4,onboarding,detractor,132
5073,6205,2024-10-06 12:25:22.620074557,10,onboarding,promoter,191
6504,7930,2024-10-06 13:04:27.760795515,10,onboarding,promoter,172
4847,5902,2024-10-06 14:31:20.639045711,10,product,promoter,122
5506,6743,2024-10-06 15:07:50.190411783,7,fees,passive,32
3650,4458,2024-10-06 15:18:33.404864624,8,product,passive,20
5209,6376,2024-10-06 16:44:52.913348649,10,app_quality,promoter,68
2770,3399,2024-10-06 17:44:08.409877212,4,onboarding,detractor,155
4688,5707,2024-10-06 19:01:24.909512099,2,app_quality,detractor,162
2940,3594,2024-10-06 19:14:19.225504838,2,product,detractor,101
1585,1898,2024-10-06 21:56:32.760888887,10,trust,promoter,154
3955,4829,2024-10-06 22:54:34.966025190,10,app_quality,promoter,91
6162,7525,2024-10-07 05:43:56.047120296,8,app_quality,passive,5
5317,6503,2024-10-07 06:36:39.058053258,8,trust,passive,19
3890,4750,2024-10-07 14:30:37.045700683,6,onboarding,detractor,56
1029,1244,2024-10-07 18:36:44.589562179,10,app_quality,promoter,125
3764,4601,2024-10-07 19:05:49.740120386,10,support,promoter,8
3061,3754,2024-10-08 00:21:41.693634745,6,product,detractor,91
2450,3010,2024-10-08 01:43:58.282686503,8,app_quality,passive,19
4779,5799,2024-10-08 02:44:01.889498716,8,onboarding,passive,38
4472,5466,2024-10-08 09:22:57.637730582,0,fees,detractor,197
6303,7691,2024-10-08 12:28:06.157665312,10,support,promoter,22
134,175,2024-10-08 14:18:05.908338336,10,trust,promoter,48
5286,6469,2024-10-08 19:56:05.356587848,5,support,detractor,106
1114,1341,2024-10-08 23:36:54.903655938,2,trust,detractor,99
700,851,2024-10-09 04:18:48.285172909,10,trust,promoter,140
2550,3119,2024-10-09 04:51:34.916415592,7,support,passive,7
4894,5978,2024-10-09 07:22:36.263810078,10,product,promoter,111
5291,6472,2024-10-09 08:25:01.295750913,6,onboarding,detractor,87
981,1185,2024-10-09 12:24:51.082455144,6,app_quality,detractor,79
5648,6916,2024-10-09 13:16:44.404460808,10,app_quality,promoter,123
4407,5389,2024-10-09 16:45:41.721274431,10,product,promoter,26
1315,1569,2024-10-09 18:04:28.566571512,10,product,promoter,15
5988,7347,2024-10-09 18:17:07.306595655,10,product,promoter,91
1452,1752,2024-10-09 18:30:53.260921584,2,onboarding,detractor,40
6195,7567,2024-10-10 04:40:56.542089256,9,app_quality,promoter,83
6501,7929,2024-10-10 06:09:26.425586413,8,product,passive,39
4803,5834,2024-10-10 08:09:56.093168370,7,fees,passive,18
4683,5700,2024-10-10 11:27:43.899701904,8,trust,passive,17
4044,4932,2024-10-10 16:18:07.593312965,6,trust,detractor,93
2005,2415,2024-10-10 20:24:38.809775911,10,product,promoter,6
1751,2131,2024-10-10 20:34:25.513812920,10,app_quality,promoter,188
3817,4656,2024-10-10 21:38:36.762350360,8,onboarding,passive,6
5770,7078,2024-10-11 00:58:17.332411658,4,app_quality,detractor,42
1931,2336,2024-10-11 02:08:27.449775928,10,app_quality,promoter,158
1916,2313,2024-10-11 03:17:14.260867157,8,fees,passive,14
4222,5131,2024-10-11 03:29:11.605455093,9,app_quality,promoter,12
3320,4064,2024-10-11 04:05:37.415046598,2,product,detractor,34
4895,5979,2024-10-11 09:11:27.955425232,0,fees,detractor,29
3254,3993,2024-10-11 10:14:03.252966887,4,trust,detractor,163
4959,6061,2024-10-11 10:18:12.603903984,6,fees,detractor,196
3484,4257,2024-10-11 11:31:04.392131298,6,fees,detractor,50
1768,2150,2024-10-11 14:11:44.073939894,9,support,promoter,136
2601,3179,2024-10-11 14:26:50.485675093,10,support,promoter,115
2528,3089,2024-10-11 14:31:36.577618985,8,app_quality,passive,13
5993,7353,2024-10-11 22:23:50.569552101,2,product,detractor,175
5890,7227,2024-10-12 01:37:59.936186277,9,app_quality,promoter,83
2790,3415,2024-10-12 04:52:13.158763262,10,app_quality,promoter,167
1678,2021,2024-10-12 11:22:21.750270205,0,support,detractor,161
987,1189,2024-10-12 13:32:21.575706982,1,fees,detractor,78
3733,4548,2024-10-12 15:21:47.895342920,6,app_quality,detractor,162
171,208,2024-10-12 16:04:00.598330744,8,fees,passive,31
2145,2604,2024-10-12 16:24:16.864009657,8,app_quality,passive,7
5741,7038,2024-10-12 18:31:59.456429863,10,product,promoter,101
4997,6105,2024-10-12 18:42:21.924202766,10,product,promoter,118
3807,4648,2024-10-12 19:41:07.574658702,10,onboarding,promoter,127
555,678,2024-10-12 20:05:10.133483930,7,fees,passive,4
5800,7120,2024-10-12 23:29:59.508983402,10,trust,promoter,31
2541,3108,2024-10-13 01:38:09.243426839,10,app_quality,promoter,68
6281,7661,2024-10-13 02:28:18.646257959,10,product,promoter,178
2611,3194,2024-10-13 03:54:54.987879879,8,fees,passive,23
3690,4502,2024-10-13 05:25:48.991806215,9,app_quality,promoter,172
242,289,2024-10-13 08:35:03.618357290,10,product,promoter,100
1980,2389,2024-10-13 14:06:26.106377716,0,fees,detractor,199
4219,5126,2024-10-13 14:49:55.070708257,4,fees,detractor,140
3825,4667,2024-10-13 21:27:15.101600601,5,fees,detractor,96
3428,4201,2024-10-13 23:00:04.983412374,10,product,promoter,157
3300,4040,2024-10-14 01:47:58.713498159,10,product,promoter,196
4877,5949,2024-10-14 02:11:53.536797692,9,support,promoter,102
3158,3865,2024-10-14 04:00:56.979191381,8,app_quality,passive,29
3688,4495,2024-10-14 04:23:18.751021094,10,trust,promoter,130
6511,7935,2024-10-14 04:29:43.520171291,10,app_quality,promoter,23
3087,3783,2024-10-14 06:13:47.823044208,10,product,promoter,2
3151,3854,2024-10-14 19:16:20.175382076,8,product,passive,37
1930,2335,2024-10-14 19:16:55.335429609,8,trust,passive,6
1080,1305,2024-10-15 01:36:31.785422166,4,product,detractor,41
4081,4969,2024-10-15 02:14:29.258400030,2,app_quality,detractor,92
599,729,2024-10-15 06:31:07.282231708,10,trust,promoter,135
5610,6862,2024-10-15 07:21:34.223214139,2,trust,detractor,182
1320,1573,2024-10-15 09:18:29.618341873,2,support,detractor,17
1037,1257,2024-10-15 09:57:00.235868532,8,onboarding,passive,10
357,434,2024-10-15 09:57:11.917962126,10,product,promoter,58
6078,7440,2024-10-15 11:29:49.460901236,10,product,promoter,65
5005,6120,2024-10-15 13:07:55.619962037,10,product,promoter,182
5884,7223,2024-10-15 13:35:07.913098032,10,support,promoter,54
3130,3834,2024-10-15 13:49:20.097472546,10,product,promoter,125
2623,3219,2024-10-15 14:07:55.810990574,10,product,promoter,48
3152,3855,2024-10-15 14:31:59.929931573,4,support,detractor,156
4375,5344,2024-10-15 19:05:43.110415858,6,product,detractor,50
3451,4225,2024-10-15 19:54:52.584346699,10,product,promoter,15
2858,3499,2024-10-15 20:50:25.734939731,8,trust,passive,26
2065,2503,2024-10-15 21:18:55.938166591,7,support,passive,1
2704,3330,2024-10-15 21:29:59.530183848,7,fees,passive,10
3329,4075,2024-10-15 21:30:03.872176683,8,app_quality,passive,31
3123,3830,2024-10-15 23:11:55.749080664,10,app_quality,promoter,71
605,734,2024-10-15 23:38:09.344526178,4,support,detractor,172
3235,3963,2024-10-16 00:22:17.133333375,10,product,promoter,79
6209,7579,2024-10-16 01:43:21.147129045,8,trust,passive,18
887,1064,2024-10-16 04:39:49.687004456,10,app_quality,promoter,187
2828,3456,2024-10-16 06:10:43.750556417,0,trust,detractor,126
926,1123,2024-10-16 07:36:48.363432431,10,trust,promoter,194
1814,2196,2024-10-16 07:48:33.194650996,1,app_quality,detractor,147
4328,5285,2024-10-16 08:29:41.506299700,6,fees,detractor,42
5802,7121,2024-10-16 09:14:25.048837023,10,trust,promoter,45
2597,3173,2024-10-16 12:17:29.519661258,4,onboarding,detractor,41
4805,5837,2024-10-16 13:57:50.615388509,8,trust,passive,5
3290,4029,2024-10-16 19:44:52.910801076,10,trust,promoter,118
4861,5918,2024-10-16 20:49:15.155771664,6,product,detractor,125
3213,3940,2024-10-17 00:54:53.065724486,0,fees,detractor,5
5142,6292,2024-10-17 05:54:23.649749985,9,app_quality,promoter,90
18,17,2024-10-17 07:43:37.431248663,10,product,promoter,39
1095,1321,2024-10-17 11:53:40.881652906,2,trust,detractor,102
5069,6200,2024-10-17 21:21:32.897324445,10,support,promoter,58
268,316,2024-10-18 04:54:36.805646033,10,product,promoter,163
272,318,2024-10-18 04:57:40.996333327,5,support,detractor,196
3112,3813,2024-10-18 05:49:46.964565503,4,fees,detractor,143
2124,2582,2024-10-18 06:22:00.597006868,9,app_quality,promoter,43
6299,7687,2024-10-18 08:01:50.615933514,4,trust,detractor,4
1188,1415,2024-10-18 12:42:41.965587452,2,product,detractor,179
4788,5817,2024-10-18 14:10:44.303115155,8,product,passive,7
4979,6082,2024-10-18 14:27:10.444225973,8,trust,passive,13
4864,5924,2024-10-18 15:03:05.216115844,8,onboarding,passive,37
4110,5008,2024-10-18 16:07:27.956524042,0,fees,detractor,165
333,410,2024-10-18 16:28:06.115977877,10,trust,promoter,152
577,704,2024-10-18 19:07:46.241590039,10,trust,promoter,155
5806,7129,2024-10-18 19:38:16.436895031,8,fees,passive,18
4941,6037,2024-10-18 22:59:31.717204630,10,support,promoter,97
4287,5220,2024-10-18 23:23:30.859092205,8,onboarding,passive,37
322,388,2024-10-18 23:40:27.769225039,10,app_quality,promoter,44
4098,4994,2024-10-19 01:30:31.381122980,10,product,promoter,31
2732,3357,2024-10-19 01:32:44.053350060,4,product,detractor,95
1756,2135,2024-10-19 01:58:35.569050830,6,onboarding,detractor,193
2678,3298,2024-10-19 02:12:37.846258718,10,product,promoter,143
4273,5206,2024-10-19 09:31:57.926163391,8,trust,passive,30
1451,1751,2024-10-19 15:57:12.430264144,0,support,detractor,67
5875,7206,2024-10-19 17:32:27.363106518,8,fees,passive,36
2411,2968,2024-10-19 17:41:13.471793799,10,support,promoter,33
2535,3097,2024-10-19 20:03:48.532045124,8,support,passive,8
3153,3855,2024-10-19 20:16:19.161238163,10,product,promoter,195
588,714,2024-10-20 00:09:02.521907075,10,support,promoter,1
5169,6331,2024-10-20 16:23:02.920532009,6,onboarding,detractor,98
1371,1644,2024-10-21 00:25:23.027875749,10,product,promoter,87
862,1031,2024-10-21 06:37:05.299466666,6,product,detractor,112
4618,5625,2024-10-21 08:31:45.490735398,10,app_quality,promoter,52
5429,6644,2024-10-21 09:12:56.333337802,10,product,promoter,90
3712,4522,2024-10-21 15:24:59.005983732,6,app_quality,detractor,134
2369,2914,2024-10-21 17:13:33.980663012,8,trust,passive,38
2400,2955,2024-10-22 02:52:33.222475153,10,product,promoter,61
2439,2998,2024-10-22 03:01:02.784503680,8,product,passive,2
1512,1821,2024-10-22 04:13:41.717518020,10,onboarding,promoter,122
3461,4235,2024-10-22 08:34:45.287174533,0,trust,detractor,15
6030,7384,2024-10-22 13:29:23.723653683,6,trust,detractor,191
2174,2646,2024-10-22 17:45:58.472184611,7,support,passive,37
891,1066,2024-10-22 18:17:16.707209760,9,app_quality,promoter,49
4506,5508,2024-10-22 19:21:47.286946342,10,support,promoter,31
799,961,2024-10-22 23:16:15.862239431,0,fees,detractor,55
4928,6016,2024-10-22 23:31:13.260689235,7,fees,passive,30
2424,2980,2024-10-23 01:56:48.961783682,4,support,detractor,61
917,1100,2024-10-23 02:46:29.307445809,2,product,detractor,148
253,300,2024-10-23 03:38:55.435078893,4,product,detractor,14
4809,5843,2024-10-23 04:28:51.483510289,2,trust,detractor,188
4625,5633,2024-10-23 07:27:00.867305926,10,product,promoter,111
121,157,2024-10-23 08:45:41.292239250,3,fees,detractor,122
4821,5867,2024-10-23 09:46:43.161968547,8,onboarding,passive,18
3861,4712,2024-10-23 16:28:43.998295391,6,onboarding,detractor,46
1277,1526,2024-10-23 17:01:23.787476938,8,trust,passive,17
5358,6556,2024-10-23 17:20:02.405007147,7,fees,passive,1
5938,7291,2024-10-23 19:59:36.867326611,10,trust,promoter,185
2882,3526,2024-10-23 20:12:27.981894980,8,support,passive,11
3453,4226,2024-10-23 21:01:56.917621464,10,app_quality,promoter,37
4711,5731,2024-10-23 23:28:18.831761584,4,product,detractor,92
1030,1250,2024-10-23 23:46:04.912402388,10,app_quality,promoter,189
6252,7631,2024-10-24 00:04:09.053730929,10,support,promoter,11
3762,4596,2024-10-24 00:17:40.746731472,5,fees,detractor,127
4478,5474,2024-10-24 00:18:27.183269183,8,product,passive,38
74,86,2024-10-24 00:23:16.946320338,10,support,promoter,50
1302,1555,2024-10-24 05:31:24.866275880,0,onboarding,detractor,196
5125,6279,2024-10-24 05:50:29.746345793,10,app_quality,promoter,16
4450,5444,2024-10-24 07:21:35.219586067,1,fees,detractor,11
574,701,2024-10-24 13:32:16.885286439,10,product,promoter,109
6376,7771,2024-10-24 15:02:46.192438746,10,product,promoter,165
389,468,2024-10-24 21:56:56.101173714,2,onboarding,detractor,151
5219,6389,2024-10-24 23:27:57.430207886,8,fees,passive,16
2546,3115,2024-10-25 02:19:22.770389539,10,app_quality,promoter,58
1999,2410,2024-10-25 02:21:23.978986185,9,support,promoter,90
3526,4311,2024-10-25 05:26:13.697033749,10,product,promoter,42
5406,6619,2024-10-25 07:58:20.581120090,10,support,promoter,196
1719,2075,2024-10-25 11:10:16.257508222,10,product,promoter,139
3037,3718,2024-10-25 14:55:10.644292073,10,support,promoter,140
4648,5657,2024-10-25 15:04:05.488256409,3,app_quality,detractor,76
4236,5158,2024-10-25 16:26:19.682420487,8,trust,passive,27
375,451,2024-10-25 19:55:33.137814846,6,onboarding,detractor,145
5820,7145,2024-10-25 20:39:55.396351762,2,onboarding,detractor,14
1072,1292,2024-10-25 23:18:06.619769674,10,app_quality,promoter,191
4789,5818,2024-10-26 02:17:26.627517418,0,fees,detractor,14
4221,5130,2024-10-26 03:31:43.575538016,10,trust,promoter,77
1335,1591,2024-10-26 06:08:44.126612018,10,trust,promoter,194
365,441,2024-10-26 10:28:22.645722751,10,app_quality,promoter,71
771,929,2024-10-26 10:50:11.461348308,10,app_quality,promoter,75
5745,7043,2024-10-26 12:31:47.164369333,8,onboarding,passive,37
4079,4967,2024-10-26 15:35:28.664008647,10,product,promoter,133
5240,6407,2024-10-26 17:54:05.998456146,10,product,promoter,118
1917,2313,2024-10-26 19:55:06.778514686,10,onboarding,promoter,25
57,68,2024-10-26 21:06:40.855509944,6,fees,detractor,93
55,67,2024-10-26 21:29:54.780905086,6,trust,detractor,166
6095,7459,2024-10-26 21:35:12.511342550,10,app_quality,promoter,109
5833,7164,2024-10-26 22:34:20.544768842,10,product,promoter,74
2892,3539,2024-10-26 23:04:11.646323103,7,support,passive,3
100,118,2024-10-26 23:04:36.547760812,10,product,promoter,170
168,205,2024-10-26 23:50:57.165261264,10,product,promoter,2
6187,7549,2024-10-26 23:54:40.299005059,10,product,promoter,3
1261,1509,2024-10-27 02:16:01.818194718,8,fees,passive,2
4509,5514,2024-10-27 02:16:56.888958135,9,app_quality,promoter,174
3356,4108,2024-10-27 03:48:35.155284203,10,trust,promoter,70
1624,1953,2024-10-27 04:48:38.686606516,8,fees,passive,10
5701,6983,2024-10-27 06:16:52.741609348,10,product,promoter,72
1948,2354,2024-10-27 07:32:06.736990770,9,app_quality,promoter,101
116,138,2024-10-27 09:43:13.245928348,9,support,promoter,75
1253,1490,2024-10-27 10:14:11.898597773,8,product,passive,29
5162,6320,2024-10-27 10:38:35.719753476,10,trust,promoter,173
6385,7785,2024-10-27 14:46:13.963137611,10,trust,promoter,5
3022,3698,2024-10-27 14:52:27.209689176,10,app_quality,promoter,188
1181,1407,2024-10-27 18:11:43.502284864,0,fees,detractor,192
3452,4225,2024-10-27 20:28:27.783896954,5,support,detractor,88
5004,6119,2024-10-27 21:25:10.550823349,8,product,passive,27
5331,6516,2024-10-27 22:19:05.549789614,4,app_quality,detractor,43
3844,4693,2024-10-27 23:22:21.897001286,8,trust,passive,0
3448,4222,2024-10-27 23:49:30.062306449,6,onboarding,detractor,183
118,149,2024-10-28 00:11:20.471651183,6,app_quality,detractor,170
6005,7362,2024-10-28 02:33:56.356849517,10,product,promoter,91
2908,3558,2024-10-28 11:16:58.091566776,0,onboarding,detractor,188
2931,3587,2024-10-28 12:10:18.193573214,10,product,promoter,107
368,444,2024-10-28 13:04:48.267703876,10,onboarding,promoter,58
2831,3462,2024-10-28 16:10:25.843443620,4,trust,detractor,165
4398,5376,2024-10-28 16:36:20.471682651,10,product,promoter,153
1964,2373,2024-10-28 21:53:52.330551495,8,fees,passive,18
6372,7765,2024-10-28 21:56:56.168523326,10,product,promoter,25
1296,1548,2024-10-29 00:16:19.301624748,10,product,promoter,109
6279,7659,2024-10-29 02:58:34.842691156,10,app_quality,promoter,164
4768,5790,2024-10-29 03:24:13.757107325,9,support,promoter,117
3649,4458,2024-10-29 05:23:06.362713299,4,product,detractor,65
5200,6362,2024-10-29 08:39:27.975423965,8,app_quality,passive,25
3731,4545,2024-10-29 15:15:00.142561022,4,onboarding,detractor,12
2767,3393,2024-10-29 16:54:53.527234184,10,trust,promoter,178
4917,6004,2024-10-29 20:02:20.027364279,5,fees,detractor,65
3871,4724,2024-10-29 22:56:51.075742332,4,product,detractor,24
2233,2725,2024-10-30 00:08:20.657141099,10,support,promoter,161
740,894,2024-10-30 03:26:47.185071803,10,app_quality,promoter,136
6111,7472,2024-10-30 04:51:39.350979901,9,app_quality,promoter,58
1364,1636,2024-10-30 07:03:58.469911404,0,support,detractor,187
1730,2102,2024-10-30 10:07:15.097413547,6,trust,detractor,41
3000,3672,2024-10-30 17:05:43.938295520,10,app_quality,promoter,27
6480,7902,2024-10-30 22:54:01.544384286,7,support,passive,15
3348,4100,2024-10-31 00:11:05.044582705,10,trust,promoter,135
4759,5782,2024-10-31 01:57:27.519780939,2,onboarding,detractor,151
6505,7931,2024-10-31 04:07:23.205816465,8,product,passive,18
721,878,2024-10-31 08:56:04.253834385,8,trust,passive,24
6469,7890,2024-10-31 21:46:34.587203891,10,product,promoter,103
2997,3671,2024-10-31 22:00:33.632259768,8,trust,passive,11
2273,2790,2024-10-31 22:32:08.120641479,7,support,passive,15
5309,6491,2024-10-31 22:48:41.264263235,4,onboarding,detractor,196
5544,6785,2024-10-31 23:45:50.081281634,3,support,detractor,3
2899,3547,2024-11-01 02:25:54.035214018,10,app_quality,promoter,182
6046,7403,2024-11-01 03:04:36.991808232,0,support,detractor,124
2041,2472,2024-11-01 03:39:36.893129863,8,app_quality,passive,21
3160,3870,2024-11-01 04:11:45.284563671,10,product,promoter,32
4378,5348,2024-11-01 05:54:15.457431827,9,support,promoter,129
6155,7520,2024-11-01 11:04:54.066685143,4,trust,detractor,74
3020,3697,2024-11-01 13:11:10.991483027,7,app_quality,passive,20
826,994,2024-11-01 13:12:56.936121549,10,support,promoter,155
2073,2514,2024-11-01 16:16:41.053018874,10,product,promoter,58
2512,3067,2024-11-01 17:34:12.748046021,6,onboarding,detractor,155
6405,7804,2024-11-01 19:22:06.953333358,4,product,detractor,34
3931,4804,2024-11-01 19:36:49.273423012,8,app_quality,passive,31
2173,2645,2024-11-01 20:40:15.073868412,8,product,passive,39
2083,2530,2024-11-01 21:11:55.444612087,8,onboarding,passive,15
4486,5482,2024-11-01 22:03:03.271692997,10,product,promoter,129
5236,6404,2024-11-01 22:04:59.028507177,10,trust,promoter,121
1393,1673,2024-11-01 22:32:40.207922243,2,app_quality,detractor,96
1998,2407,2024-11-01 22:36:58.245195574,8,product,passive,6
3463,4236,2024-11-02 04:02:19.771205850,8,fees,passive,0
6260,7639,2024-11-02 04:09:45.482623349,8,support,passive,33
4724,5745,2024-11-02 06:44:55.485258210,10,app_quality,promoter,13
5316,6502,2024-11-02 08:10:32.484728887,10,product,promoter,127
6043,7398,2024-11-02 12:42:24.897093382,8,trust,passive,28
1655,1997,2024-11-02 16:31:34.642197871,9,support,promoter,100
1901,2294,2024-11-02 19:00:17.355796502,4,product,detractor,147
501,601,2024-11-02 20:05:22.856845200,5,fees,detractor,187
4742,5763,2024-11-02 20:35:24.980862819,10,product,promoter,56
3449,4223,2024-11-03 00:24:22.890416817,7,support,passive,20
4348,5304,2024-11-03 08:41:14.616101906,7,support,passive,36
4182,5081,2024-11-03 12:27:50.917963875,2,onboarding,detractor,43
1935,2341,2024-11-03 14:36:50.825624780,10,product,promoter,3
3321,4065,2024-11-03 15:45:59.126550670,4,app_quality,detractor,176
1111,1337,2024-11-03 18:52:45.257667890,10,product,promoter,74
829,997,2024-11-03 19:05:35.809410433,4,app_quality,detractor,68
948,1146,2024-11-03 19:08:31.108908926,8,trust,passive,3
3877,4733,2024-11-03 19:40:18.360739692,10,support,promoter,121
273,321,2024-11-03 20:22:29.379457433,4,product,detractor,18
1189,1416,2024-11-03 22:13:26.894592212,0,fees,detractor,142
5761,7066,2024-11-03 22:14:24.083016267,10,product,promoter,90
4226,5135,2024-11-03 22:20:49.915534447,9,support,promoter,194
1714,2069,2024-11-04 00:55:49.001670943,7,support,passive,21
4131,5030,2024-11-04 05:46:06.593546380,8,fees,passive,30
5492,6720,2024-11-04 09:30:57.726491682,7,fees,passive,7
4860,5917,2024-11-04 10:57:00.847614784,4,product,detractor,197
3883,4742,2024-11-04 11:37:22.519590945,8,app_quality,passive,8
3546,4335,2024-11-04 12:24:00.931087365,10,app_quality,promoter,119
6560,7987,2024-11-04 15:15:49.722294409,10,support,promoter,14
988,1190,2024-11-04 16:04:51.849599865,9,support,promoter,66
648,784,2024-11-04 19:02:19.640756166,6,onboarding,detractor,193
4834,5880,2024-11-04 20:00:28.810469134,0,fees,detractor,81
1660,2003,2024-11-04 22:18:02.099023021,8,onboarding,passive,25
834,1001,2024-11-04 23:37:57.010186836,7,fees,passive,39
1191,1417,2024-11-05 00:01:19.486502739,7,fees,passive,23
3117,3826,2024-11-05 00:21:44.855437320,8,app_quality,passive,0
4893,5978,2024-11-05 03:31:50.919630283,6,fees,detractor,47
193,231,2024-11-05 05:55:23.742547962,10,app_quality,promoter,95
3779,4615,2024-11-05 06:28:43.972022867,10,trust,promoter,29
1150,1379,2024-11-05 07:41:26.728995194,10,support,promoter,60
3493,4268,2024-11-05 09:05:33.824013858,6,product,detractor,94
6041,7397,2024-11-05 10:13:50.362840200,10,product,promoter,169
2587,3165,2024-11-05 12:02:08.437819257,8,onboarding,passive,25
971,1170,2024-11-05 15:24:08.231280923,8,app_quality,passive,0
5009,6127,2024-11-05 16:46:16.273395935,8,app_quality,passive,26
4178,5078,2024-11-05 22:30:44.180810294,8,onboarding,passive,30
214,257,2024-11-06 00:30:12.466824528,6,support,detractor,148
3542,4331,2024-11-06 02:14:42.738812200,10,product,promoter,125
5149,6300,2024-11-06 03:10:17.581960228,10,trust,promoter,156
2959,3618,2024-11-06 03:19:55.050597747,0,support,detractor,154
5172,6335,2024-11-06 07:12:57.830979551,9,support,promoter,149
5413,6630,2024-11-06 07:35:01.902032381,2,trust,detractor,140
3619,4425,2024-11-06 08:34:36.245276587,10,product,promoter,82
4769,5791,2024-11-06 08:46:24.640240393,7,fees,passive,25
4390,5363,2024-11-06 11:19:37.491264505,6,trust,detractor,188
5731,7020,2024-11-06 12:35:51.008185127,10,trust,promoter,147
4663,5673,2024-11-06 16:09:26.978200263,8,app_quality,passive,10
5067,6197,2024-11-06 17:33:52.876810221,10,product,promoter,139
3332,4081,2024-11-06 19:38:03.951677745,6,product,detractor,94
3753,4575,2024-11-06 20:54:34.787670062,6,fees,detractor,192
4119,5017,2024-11-06 23:22:42.699737112,8,product,passive,0
1706,2056,2024-11-07 00:15:04.720357393,4,product,detractor,6
2287,2804,2024-11-07 02:30:46.784388692,10,product,promoter,14
3064,3760,2024-11-07 08:34:10.694669393,6,trust,detractor,126
864,1034,2024-11-07 10:12:18.884896390,4,support,detractor,90
2964,3631,2024-11-07 10:48:19.167138630,8,product,passive,35
2676,3295,2024-11-07 10:58:19.085130485,4,fees,detractor,107
2834,3466,2024-11-07 11:09:22.302674392,9,app_quality,promoter,138
4534,5540,2024-11-07 11:26:37.728669102,10,product,promoter,160
2507,3063,2024-11-07 12:13:42.680489615,10,trust,promoter,138
558,681,2024-11-07 19:46:23.940731251,8,fees,passive,1
4453,5450,2024-11-07 22:46:02.473478760,0,support,detractor,35
1022,1239,2024-11-07 22:53:56.619716029,6,fees,detractor,175
1155,1382,2024-11-07 23:19:08.603514690,10,product,promoter,177
1294,1547,2024-11-08 00:38:02.696453712,6,onboarding,detractor,98
2558,3128,2024-11-08 05:32:05.664267519,7,support,passive,9
3110,3812,2024-11-08 06:02:03.933769692,8,app_quality,passive,28
