user_id,segment,currency,tx_type,amount_eur,revenue_eur,cost_eur,margin_eur
538,travelers,JPY,fx,116.78,0.8554,1.3412,-0.4858
539,travelers,GBP,fx,140.83,1.0334,1.4492,-0.4159
539,travelers,GBP,fx,89.46,0.6178,1.0618,-0.444
539,travelers,USD,fx,100.6,0.6836,1.1756,-0.492
539,travelers,GBP,fx,87.72,0.6022,1.0653,-0.4631
539,travelers,GBP,fx,80.47,0.5405,0.994,-0.4535
539,travelers,THB,fx,111.72,0.7817,1.2384,-0.4567
539,travelers,GBP,fx,62.7,0.4293,0.8152,-0.3859
539,travelers,JPY,fx,152.82,1.0919,1.745,-0.6531
539,travelers,JPY,fx,66.21,0.4517,0.7765,-0.3248
539,travelers,GBP,fx,27.95,0.1796,0.3838,-0.2041
539,travelers,THB,fx,118.81,0.8957,1.2451,-0.3494
539,travelers,GBP,fx,137.06,0.9894,1.4063,-0.4168
539,travelers,THB,fx,79.87,0.5745,0.9012,-0.3267
539,travelers,JPY,fx,167.84,1.1332,1.7186,-0.5854
539,travelers,GBP,fx,114.11,0.8508,1.3044,-0.4536
539,travelers,THB,fx,132.95,0.9629,1.5245,-0.5617
539,travelers,USD,fx,73.17,0.5051,0.7888,-0.2837
539,travelers,JPY,fx,163.14,1.1276,1.9288,-0.8011
539,travelers,THB,fx,57.76,0.4255,0.762,-0.3365
539,travelers,THB,fx,168.47,1.0472,1.7269,-0.6798
539,travelers,JPY,fx,110.16,0.8246,1.3053,-0.4806
539,travelers,JPY,fx,87.52,0.6006,1.1207,-0.5201
539,travelers,THB,fx,156.41,1.0795,1.6413,-0.5618
539,travelers,JPY,fx,163.97,1.1711,1.8051,-0.634
539,travelers,JPY,fx,117.08,0.8236,1.2573,-0.4337
539,travelers,USD,fx,102.93,0.7455,1.2688,-0.5234
539,travelers,THB,fx,112.01,0.8024,1.3054,-0.5029
539,travelers,USD,fx,163.87,1.1075,1.6798,-0.5723
539,travelers,JPY,fx,106.05,0.8107,1.1777,-0.3671
539,travelers,USD,fx,66.92,0.4806,0.7894,-0.3089
540,travelers,JPY,fx,38.76,0.2599,0.5551,-0.2952
540,travelers,EUR,card,126.62,0.4073,0.1452,0.2621
540,travelers,EUR,card,51.75,0.212,0.0689,0.1432
540,travelers,JPY,fx,122.42,0.9421,1.3404,-0.3983
540,travelers,THB,fx,195.56,1.3893,2.114,-0.7248
540,travelers,JPY,fx,114.52,0.7554,1.2838,-0.5284
540,travelers,GBP,fx,120.91,0.8444,1.3525,-0.5081
540,travelers,USD,fx,109.51,0.865,1.2122,-0.3472
540,travelers,USD,fx,123.75,0.8104,1.4687,-0.6583
540,travelers,GBP,fx,148.42,1.0499,1.65,-0.6
540,travelers,USD,fx,154.97,1.0288,1.5531,-0.5242
540,travelers,GBP,fx,111.39,0.8058,1.2437,-0.4379
540,travelers,THB,fx,107.77,0.7653,1.2386,-0.4734
540,travelers,GBP,fx,179.75,1.1827,1.8141,-0.6314
540,travelers,THB,fx,158.35,1.1905,1.695,-0.5046
540,travelers,EUR,card,149.11,0.4531,0.1703,0.2828
540,travelers,JPY,fx,153.25,1.0644,1.7519,-0.6875
540,travelers,THB,fx,139.73,0.9139,1.471,-0.557
540,travelers,THB,fx,136.79,0.9583,1.6319,-0.6736
540,travelers,USD,fx,91.32,0.6395,1.0831,-0.4436
540,travelers,GBP,fx,57.93,0.3994,0.7235,-0.3242
540,travelers,THB,fx,49.51,0.3483,0.6733,-0.325
540,travelers,JPY,fx,120.91,0.9513,1.3075,-0.3562
540,travelers,GBP,fx,120.65,0.8795,1.4001,-0.5207
540,travelers,JPY,fx,147.62,0.9874,1.6157,-0.6283
540,travelers,THB,fx,137.41,1.0033,1.621,-0.6177
540,travelers,GBP,fx,75.81,0.5462,0.9572,-0.411
540,travelers,GBP,fx,166.43,1.1788,1.8028,-0.6239
541,travelers,USD,fx,151.97,1.0904,1.6901,-0.5998
541,travelers,GBP,fx,140.28,0.9692,1.5902,-0.621
541,travelers,THB,fx,156.08,1.2222,1.858,-0.6358
541,travelers,JPY,fx,164.04,1.0995,1.812,-0.7124
541,travelers,GBP,fx,155.58,1.0783,1.5476,-0.4693
541,travelers,JPY,fx,119.0,0.8619,1.3126,-0.4507
541,travelers,EUR,card,87.05,0.2952,0.104,0.1911
541,travelers,JPY,fx,151.79,0.9951,1.6361,-0.641
541,travelers,THB,fx,109.21,0.7883,1.2354,-0.4471
541,travelers,JPY,fx,134.43,1.0294,1.4575,-0.4281
541,travelers,THB,fx,90.34,0.6636,1.0808,-0.4172
541,travelers,USD,fx,143.23,1.0047,1.4849,-0.4802
541,travelers,EUR,transfer,92.53,0.5009,0.1544,0.3465
541,travelers,EUR,card,178.41,0.5732,0.2085,0.3647
541,travelers,THB,fx,128.61,0.8615,1.4452,-0.5838
541,travelers,GBP,fx,145.82,1.0631,1.447,-0.3838
541,travelers,JPY,fx,129.85,0.8829,1.5017,-0.6188
541,travelers,GBP,fx,158.12,1.1106,1.8669,-0.7564
541,travelers,JPY,fx,130.49,0.9311,1.4844,-0.5533
541,travelers,USD,fx,120.69,0.7628,1.4155,-0.6527
541,travelers,THB,fx,75.59,0.5105,0.9468,-0.4363
541,travelers,USD,fx,70.08,0.4636,0.755,-0.2915
541,travelers,USD,fx,97.23,0.7304,1.1809,-0.4505
541,travelers,THB,fx,147.53,1.0984,1.5727,-0.4743
541,travelers,GBP,fx,104.47,0.6679,1.267,-0.5992
541,travelers,GBP,fx,138.16,1.0375,1.4903,-0.4527
541,travelers,USD,fx,57.07,0.4107,0.7046,-0.2939
541,travelers,THB,fx,125.05,0.8334,1.4274,-0.594
541,travelers,THB,fx,61.7,0.4528,0.7783,-0.3254
541,travelers,USD,fx,124.4,0.852,1.3667,-0.5147
541,travelers,GBP,fx,131.49,0.9843,1.4997,-0.5154
541,travelers,GBP,fx,125.68,0.9247,1.4125,-0.4878
541,travelers,GBP,fx,156.7,1.0312,1.6754,-0.6442
541,travelers,GBP,fx,115.81,0.7729,1.3107,-0.5379
541,travelers,GBP,fx,157.92,1.0773,1.7867,-0.7094
542,travelers,THB,fx,92.12,0.642,1.0901,-0.448
542,travelers,USD,fx,76.79,0.5425,0.8292,-0.2867
542,travelers,GBP,fx,66.93,0.4623,0.843,-0.3807
542,travelers,THB,fx,50.09,0.3485,0.6757,-0.3272
542,travelers,JPY,fx,154.44,1.1667,1.4662,-0.2996
542,travelers,GBP,fx,126.04,0.8945,1.3012,-0.4067
542,travelers,USD,fx,107.25,0.7587,1.332,-0.5733
542,travelers,EUR,card,148.35,0.5092,0.1655,0.3437
542,travelers,USD,fx,162.54,1.1373,1.6858,-0.5485
542,travelers,USD,fx,176.82,1.2262,1.919,-0.6928
542,travelers,GBP,fx,167.9,1.1856,1.827,-0.6414
542,travelers,EUR,card,143.11,0.4847,0.1769,0.3078
542,travelers,USD,fx,130.79,0.9116,1.3706,-0.4589
542,travelers,GBP,fx,145.37,0.9504,1.5125,-0.5621
542,travelers,EUR,card,148.55,0.4819,0.1823,0.2996
542,travelers,EUR,card,118.56,0.4057,0.1215,0.2842
542,travelers,GBP,fx,49.1,0.2934,0.6014,-0.3079
543,travelers,GBP,fx,112.75,0.806,1.3622,-0.5562
543,travelers,GBP,fx,100.59,0.7024,1.16,-0.4576
543,travelers,USD,fx,70.44,0.5286,0.8729,-0.3443
543,travelers,EUR,card,104.4,0.336,0.1291,0.2069
543,travelers,JPY,fx,197.49,1.3433,2.0914,-0.7482
543,travelers,THB,fx,102.1,0.7063,1.2315,-0.5251
543,travelers,GBP,fx,140.79,0.9205,1.5515,-0.631
543,travelers,JPY,fx,142.56,1.038,1.563,-0.525
543,travelers,JPY,fx,108.91,0.8116,1.2702,-0.4586
543,travelers,GBP,fx,88.44,0.6578,1.0405,-0.3828
543,travelers,GBP,fx,178.55,1.2774,2.1159,-0.8385
544,travelers,GBP,fx,126.73,0.9156,1.4557,-0.5401
544,travelers,JPY,fx,145.4,0.9755,1.6063,-0.6308
544,travelers,JPY,fx,76.1,0.5274,0.9642,-0.4368
544,travelers,EUR,card,48.65,0.1914,0.0744,0.1169
544,travelers,USD,fx,121.91,0.9006,1.4278,-0.5272
544,travelers,USD,fx,141.58,1.0436,1.437,-0.3933
544,travelers,GBP,fx,93.84,0.6782,1.0231,-0.3449
544,travelers,EUR,card,98.95,0.3446,0.1113,0.2333
544,travelers,EUR,card,167.11,0.5125,0.1986,0.3139
544,travelers,JPY,fx,128.59,0.9034,1.4915,-0.5881
544,travelers,THB,fx,138.35,1.0315,1.596,-0.5645
544,travelers,THB,fx,112.98,0.7518,1.3961,-0.6443
544,travelers,JPY,fx,89.77,0.6235,1.118,-0.4944
544,travelers,JPY,fx,141.74,0.9567,1.6179,-0.6612
544,travelers,GBP,fx,31.55,0.2192,0.4409,-0.2217
544,travelers,EUR,card,181.62,0.585,0.2024,0.3826
544,travelers,USD,fx,145.87,0.9715,1.5283,-0.5568
544,travelers,USD,fx,157.41,1.0967,1.7751,-0.6783
544,travelers,USD,fx,117.93,0.8221,1.38,-0.5578
544,travelers,EUR,card,163.3,0.595,0.1769,0.4181
545,travelers,GBP,fx,91.31,0.6914,1.0852,-0.3938
545,travelers,USD,fx,120.7,0.9087,1.4231,-0.5144
545,travelers,JPY,fx,126.42,0.9235,1.51,-0.5866
545,travelers,EUR,card,138.49,0.4999,0.1528,0.3471
545,travelers,GBP,fx,142.35,1.0442,1.6488,-0.6046
545,travelers,EUR,card,137.75,0.4529,0.1706,0.2823
545,travelers,JPY,fx,172.32,1.2671,1.8229,-0.5558
545,travelers,THB,fx,114.17,0.8149,1.2695,-0.4547
545,travelers,JPY,fx,112.0,0.7712,1.2034,-0.4322
545,travelers,USD,fx,122.91,0.8256,1.4074,-0.5818
545,travelers,THB,fx,140.03,1.0348,1.5574,-0.5226
545,travelers,USD,fx,41.63,0.2829,0.5387,-0.2557
545,travelers,USD,fx,81.0,0.5429,0.9002,-0.3573
545,travelers,JPY,fx,131.48,0.9067,1.4097,-0.5031
545,travelers,GBP,fx,110.67,0.8239,1.2457,-0.4219
545,travelers,GBP,fx,146.15,1.0277,1.6729,-0.6452
545,travelers,THB,fx,117.89,0.8577,1.4454,-0.5877
545,travelers,USD,fx,78.78,0.5938,0.9181,-0.3243
545,travelers,USD,fx,169.21,1.1518,1.8101,-0.6584
545,travelers,JPY,fx,150.82,1.0023,1.7178,-0.7155
545,travelers,GBP,fx,126.6,0.884,1.381,-0.497
545,travelers,THB,fx,101.71,0.7411,1.2009,-0.4598
545,travelers,JPY,fx,137.72,1.0001,1.4581,-0.458
545,travelers,USD,fx,142.27,1.0794,1.5344,-0.4549
545,travelers,JPY,fx,162.71,1.0829,1.9227,-0.8397
545,travelers,USD,fx,139.25,0.9933,1.5299,-0.5365
546,travelers,THB,fx,139.36,1.0079,1.4295,-0.4216
546,travelers,JPY,fx,144.34,1.0172,1.4603,-0.4431
546,travelers,EUR,card,69.96,0.2557,0.0907,0.165
546,travelers,THB,fx,143.62,1.0197,1.5919,-0.5722
546,travelers,GBP,fx,117.62,0.767,1.3998,-0.6328
546,travelers,GBP,fx,128.95,0.9075,1.355,-0.4475
546,travelers,GBP,fx,153.86,1.0985,1.8458,-0.7473
546,travelers,JPY,fx,131.2,0.9561,1.4584,-0.5023
546,travelers,USD,fx,163.04,1.1788,2.0556,-0.8768
546,travelers,USD,fx,98.79,0.6668,1.2792,-0.6124
546,travelers,GBP,fx,124.02,0.9501,1.293,-0.3429
546,travelers,USD,fx,81.86,0.5865,0.9372,-0.3507
546,travelers,JPY,fx,172.04,1.1839,1.6151,-0.4312
546,travelers,JPY,fx,144.0,1.0352,1.6224,-0.5871
546,travelers,USD,fx,97.53,0.6887,1.1194,-0.4307
546,travelers,GBP,fx,108.82,0.7693,1.198,-0.4288
546,travelers,JPY,fx,147.0,0.9672,1.6435,-0.6763
546,travelers,THB,fx,206.71,1.5496,2.15,-0.6003
546,travelers,JPY,fx,134.5,0.9433,1.514,-0.5707
546,travelers,USD,fx,156.45,1.0386,1.7641,-0.7255
546,travelers,THB,fx,163.66,1.1403,1.6715,-0.5312
547,travelers,USD,fx,108.99,0.7981,1.1207,-0.3225
547,travelers,USD,fx,114.08,0.8449,1.3225,-0.4775
547,travelers,THB,fx,79.61,0.5717,0.9736,-0.4019
547,travelers,JPY,fx,103.48,0.6401,1.233,-0.5928
547,travelers,JPY,fx,86.29,0.5911,1.0385,-0.4474
547,travelers,THB,fx,110.32,0.7274,1.2356,-0.5082
547,travelers,GBP,fx,144.29,0.9854,1.7301,-0.7447
547,travelers,JPY,fx,59.95,0.4159,0.7285,-0.3126
547,travelers,JPY,fx,104.89,0.6797,1.2014,-0.5217
547,travelers,JPY,fx,78.04,0.5561,0.9567,-0.4006
547,travelers,JPY,fx,106.74,0.7239,1.1394,-0.4155
547,travelers,JPY,fx,207.75,1.3796,2.1604,-0.7808
547,travelers,USD,fx,83.46,0.6046,1.0056,-0.401
547,travelers,THB,fx,168.96,1.162,1.8398,-0.6778
547,travelers,USD,fx,158.16,1.0729,1.8318,-0.7588
547,travelers,THB,fx,116.08,0.8209,1.2755,-0.4545
547,travelers,THB,fx,85.8,0.5996,1.0643,-0.4647
547,travelers,JPY,fx,116.42,0.8246,1.262,-0.4373
547,travelers,EUR,card,134.17,0.4514,0.1477,0.3037
547,travelers,GBP,fx,98.88,0.6879,1.127,-0.439
547,travelers,JPY,fx,98.83,0.7053,1.1119,-0.4066
547,travelers,JPY,fx,135.08,0.9172,1.2663,-0.3491
547,travelers,USD,fx,147.98,1.0956,1.7282,-0.6326
547,travelers,GBP,fx,55.5,0.3912,0.6892,-0.298
547,travelers,THB,fx,71.08,0.472,0.8029,-0.331
547,travelers,JPY,fx,93.28,0.6929,1.0883,-0.3954
547,travelers,THB,fx,141.47,1.0216,1.5839,-0.5623
547,travelers,EUR,card,127.38,0.4301,0.1665,0.2635
547,travelers,EUR,card,116.96,0.3935,0.1367,0.2568
547,travelers,USD,fx,105.77,0.7646,1.1713,-0.4066
547,travelers,GBP,fx,141.36,0.887,1.6408,-0.7537
547,travelers,EUR,transfer,94.77,0.5075,0.1467,0.3609
547,travelers,JPY,fx,67.56,0.4871,0.8594,-0.3723
548,travelers,GBP,fx,113.2,0.7973,1.3758,-0.5785
548,travelers,GBP,fx,155.38,1.0596,1.741,-0.6814
548,travelers,USD,fx,128.78,0.8644,1.3357,-0.4713
548,travelers,THB,fx,79.89,0.5497,0.9911,-0.4414
548,travelers,GBP,fx,84.74,0.522,0.9573,-0.4353
548,travelers,THB,fx,77.53,0.4948,0.8833,-0.3885
548,travelers,EUR,card,123.95,0.4355,0.1519,0.2837
548,travelers,JPY,fx,123.62,0.8763,1.4282,-0.5519
548,travelers,THB,fx,159.73,1.1022,1.8136,-0.7113
548,travelers,USD,fx,215.82,1.5785,2.3528,-0.7744
548,travelers,EUR,card,139.0,0.4271,0.1719,0.2552
548,travelers,THB,fx,156.0,1.0901,1.7257,-0.6356
548,travelers,JPY,fx,115.41,0.8355,1.2498,-0.4143
548,travelers,GBP,fx,110.25,0.8007,1.2813,-0.4806
548,travelers,GBP,fx,58.58,0.4343,0.7019,-0.2675
548,travelers,EUR,card,129.15,0.4514,0.1477,0.3037
548,travelers,JPY,fx,188.01,1.3294,2.0183,-0.6889
548,travelers,THB,fx,160.76,1.1473,1.7737,-0.6264
548,travelers,EUR,card,132.61,0.4379,0.1551,0.2828
548,travelers,GBP,fx,190.87,1.3945,1.8601,-0.4656
548,travelers,EUR,card,135.53,0.4874,0.1624,0.325
549,travelers,GBP,fx,164.59,1.0843,1.7995,-0.7152
549,travelers,USD,fx,99.45,0.7017,1.1857,-0.484
549,travelers,EUR,card,106.77,0.3181,0.1361,0.182
549,travelers,USD,fx,137.3,0.9751,1.5984,-0.6232
549,travelers,GBP,fx,178.63,1.2649,1.8514,-0.5865
549,travelers,GBP,fx,173.6,1.1885,1.8633,-0.6748
549,travelers,GBP,fx,74.49,0.5455,0.9461,-0.4007
549,travelers,THB,fx,63.84,0.4812,0.8543,-0.3731
549,travelers,GBP,fx,154.83,1.0455,1.776,-0.7305
549,travelers,GBP,fx,213.31,1.5053,2.3479,-0.8426
549,travelers,EUR,card,163.92,0.5175,0.1791,0.3384
549,travelers,GBP,fx,73.37,0.54,0.8278,-0.2877
549,travelers,JPY,fx,100.84,0.7077,1.192,-0.4844
549,travelers,GBP,fx,139.47,1.0205,1.6408,-0.6203
549,travelers,THB,fx,60.32,0.4038,0.8004,-0.3967
549,travelers,GBP,fx,113.68,0.7559,1.3781,-0.6222
549,travelers,JPY,fx,190.62,1.3289,1.9678,-0.6389
549,travelers,GBP,fx,115.46,0.7953,1.3049,-0.5096
549,travelers,EUR,transfer,127.01,0.5285,0.1431,0.3854
549,travelers,THB,fx,145.0,1.0911,1.4903,-0.3992
549,travelers,JPY,fx,137.21,0.9713,1.5654,-0.5941
549,travelers,THB,fx,173.0,1.2252,1.9319,-0.7067
549,travelers,JPY,fx,138.65,0.9742,1.5413,-0.5671
549,travelers,THB,fx,116.31,0.7588,1.3012,-0.5424
549,travelers,GBP,fx,123.39,0.8997,1.5305,-0.6308
549,travelers,USD,fx,75.82,0.5486,0.8713,-0.3227
549,travelers,EUR,card,102.74,0.3534,0.1278,0.2256
549,travelers,USD,fx,126.07,0.8329,1.419,-0.5861
549,travelers,EUR,card,171.06,0.5315,0.2023,0.3292
550,travelers,USD,fx,28.29,0.1787,0.429,-0.2504
550,travelers,GBP,fx,136.28,0.8759,1.5594,-0.6835
550,travelers,USD,fx,151.87,1.025,1.5409,-0.5159
550,travelers,THB,fx,133.79,0.9373,1.4424,-0.5051
550,travelers,JPY,fx,173.34,1.3682,1.9235,-0.5553
550,travelers,EUR,card,168.72,0.5464,0.1768,0.3697
550,travelers,JPY,fx,170.18,1.2405,1.732,-0.4915
550,travelers,USD,fx,87.72,0.6528,1.0316,-0.3788
550,travelers,USD,fx,161.98,1.1145,1.7467,-0.6322
550,travelers,EUR,card,65.35,0.2484,0.0814,0.167
550,travelers,JPY,fx,88.85,0.5797,0.9532,-0.3736
550,travelers,THB,fx,155.21,1.0878,1.8233,-0.7355
550,travelers,JPY,fx,149.48,1.0206,1.5851,-0.5645
550,travelers,JPY,fx,142.66,0.9243,1.6578,-0.7334
550,travelers,EUR,card,140.99,0.4989,0.1551,0.3438
550,travelers,GBP,fx,109.61,0.6821,1.2667,-0.5846
550,travelers,EUR,card,137.25,0.4854,0.1565,0.3289
550,travelers,USD,fx,60.28,0.4494,0.7664,-0.317
550,travelers,EUR,card,133.9,0.4468,0.1548,0.292
550,travelers,USD,fx,142.13,0.9502,1.5973,-0.6471
550,travelers,JPY,fx,128.97,0.906,1.4782,-0.5722
550,travelers,JPY,fx,115.3,0.7707,1.2854,-0.5147
550,travelers,USD,fx,142.18,0.9919,1.6442,-0.6523
550,travelers,THB,fx,119.42,0.7943,1.4176,-0.6233
551,travelers,THB,fx,132.93,0.8852,1.5352,-0.65
551,travelers,THB,fx,115.99,0.8102,1.2396,-0.4294
551,travelers,EUR,card,114.57,0.3657,0.1407,0.2249
551,travelers,GBP,fx,173.07,1.1983,1.9896,-0.7912
551,travelers,THB,fx,176.64,1.2724,1.8657,-0.5933
551,travelers,EUR,card,101.92,0.3734,0.1293,0.2441
551,travelers,THB,fx,92.16,0.6182,0.9974,-0.3792
551,travelers,USD,fx,98.92,0.7379,1.0874,-0.3496
551,travelers,GBP,fx,157.15,1.1065,1.7467,-0.6402
551,travelers,USD,fx,105.06,0.7537,1.3091,-0.5555
551,travelers,USD,fx,97.95,0.6338,1.0434,-0.4096
551,travelers,EUR,card,170.98,0.5908,0.1831,0.4076
551,travelers,THB,fx,91.22,0.6358,1.0794,-0.4437
551,travelers,THB,fx,66.79,0.4849,0.8644,-0.3795
551,travelers,JPY,fx,84.21,0.5931,0.9912,-0.3981
551,travelers,EUR,card,181.8,0.5743,0.1996,0.3747
551,travelers,GBP,fx,155.23,1.1485,1.7356,-0.587
551,travelers,USD,fx,135.04,0.8799,1.4696,-0.5896
551,travelers,JPY,fx,96.53,0.647,1.0262,-0.3792
551,travelers,JPY,fx,70.62,0.519,0.87,-0.351
552,travelers,USD,fx,121.08,0.8642,1.3599,-0.4957
552,travelers,USD,fx,148.54,0.9475,1.5678,-0.6203
552,travelers,GBP,fx,125.38,0.8032,1.4428,-0.6397
552,travelers,JPY,fx,37.34,0.2737,0.5713,-0.2977
552,travelers,JPY,fx,152.29,1.0614,1.7182,-0.6568
552,travelers,THB,fx,124.01,0.835,1.3579,-0.5229
552,travelers,JPY,fx,49.59,0.4082,0.6318,-0.2237
552,travelers,JPY,fx,105.53,0.7393,1.1595,-0.4202
552,travelers,USD,fx,82.36,0.4938,1.0269,-0.5331
552,travelers,JPY,fx,133.53,0.8913,1.4922,-0.601
552,travelers,JPY,fx,125.96,0.8322,1.5789,-0.7467
552,travelers,JPY,fx,85.98,0.6076,1.0296,-0.422
552,travelers,THB,fx,128.83,0.9432,1.4907,-0.5475
552,travelers,EUR,card,57.57,0.2139,0.0766,0.1373
552,travelers,GBP,fx,83.43,0.591,0.9414,-0.3504
552,travelers,EUR,card,98.05,0.3397,0.1234,0.2163
552,travelers,JPY,fx,172.29,1.194,1.8794,-0.6854
552,travelers,GBP,fx,89.3,0.6427,0.9414,-0.2987
552,travelers,EUR,card,133.08,0.4611,0.1497,0.3114
552,travelers,THB,fx,83.98,0.5922,0.9216,-0.3294
552,travelers,JPY,fx,129.39,0.939,1.4412,-0.5022
552,travelers,THB,fx,95.95,0.6684,1.0751,-0.4067
552,travelers,USD,fx,80.33,0.5107,1.0049,-0.4942
552,travelers,USD,fx,143.43,1.0061,1.4819,-0.4758
552,travelers,USD,fx,114.63,0.8322,1.3349,-0.5027
552,travelers,JPY,fx,114.14,0.7696,1.3535,-0.5838
552,travelers,GBP,fx,138.39,0.9156,1.494,-0.5785
552,travelers,EUR,card,111.98,0.3655,0.1333,0.2322
552,travelers,EUR,card,84.26,0.2996,0.1125,0.1871
552,travelers,USD,fx,150.85,1.0177,1.5767,-0.559
552,travelers,THB,fx,159.55,1.1751,1.7022,-0.5271
552,travelers,THB,fx,207.41,1.4347,2.3779,-0.9432
552,travelers,JPY,fx,150.72,1.1085,1.6718,-0.5633
552,travelers,USD,fx,132.62,0.9835,1.5739,-0.5904
552,travelers,GBP,fx,103.23,0.7021,1.1333,-0.4313
552,travelers,USD,fx,99.66,0.6912,1.1837,-0.4924
552,travelers,THB,fx,113.15,0.8362,1.283,-0.4468
552,travelers,GBP,fx,135.6,1.0681,1.6204,-0.5523
553,travelers,GBP,fx,175.9,1.2332,1.8716,-0.6384
553,travelers,JPY,fx,78.82,0.5126,0.868,-0.3553
553,travelers,JPY,fx,116.46,0.8426,1.2506,-0.408
553,travelers,JPY,fx,132.48,0.9589,1.4907,-0.5318
553,travelers,THB,fx,142.46,0.9346,1.7194,-0.7848
553,travelers,JPY,fx,211.88,1.5195,2.1755,-0.656
553,travelers,THB,fx,138.8,0.9814,1.4991,-0.5177
553,travelers,EUR,card,91.94,0.3469,0.1051,0.2418
553,travelers,JPY,fx,143.43,1.0753,1.5378,-0.4625
553,travelers,GBP,fx,161.43,1.1832,1.8428,-0.6596
553,travelers,EUR,transfer,137.56,0.4962,0.1455,0.3508
553,travelers,JPY,fx,104.47,0.7658,1.257,-0.4912
553,travelers,USD,fx,103.45,0.6839,1.1383,-0.4544
553,travelers,GBP,fx,116.33,0.821,1.3583,-0.5373
553,travelers,JPY,fx,102.49,0.7406,1.189,-0.4484
553,travelers,JPY,fx,92.21,0.5377,1.083,-0.5453
553,travelers,THB,fx,138.27,1.0449,1.4538,-0.4089
553,travelers,JPY,fx,132.45,0.9423,1.3214,-0.3791
553,travelers,GBP,fx,119.69,0.8818,1.4115,-0.5297
553,travelers,EUR,card,62.54,0.2544,0.0822,0.1721
553,travelers,THB,fx,128.31,0.9036,1.5517,-0.6481
553,travelers,USD,fx,133.9,0.9354,1.55,-0.6146
553,travelers,USD,fx,190.96,1.3729,1.8962,-0.5234
553,travelers,THB,fx,149.55,1.0342,1.6457,-0.6114
553,travelers,EUR,card,175.13,0.5688,0.193,0.3758
553,travelers,EUR,card,61.29,0.2418,0.0833,0.1585
553,travelers,THB,fx,89.19,0.5276,1.0077,-0.4801
553,travelers,THB,fx,100.53,0.7178,1.0878,-0.37
553,travelers,GBP,fx,128.53,0.9271,1.3191,-0.3921
553,travelers,THB,fx,69.41,0.444,0.7907,-0.3467
553,travelers,JPY,fx,117.38,0.7738,1.3308,-0.557
554,travelers,EUR,card,150.19,0.4697,0.1637,0.3061
554,travelers,USD,fx,162.17,1.1619,1.6584,-0.4965
554,travelers,EUR,card,127.79,0.4166,0.1541,0.2625
554,travelers,THB,fx,152.15,1.0649,1.6783,-0.6134
554,travelers,THB,fx,101.97,0.6725,1.1887,-0.5162
554,travelers,EUR,card,146.4,0.4901,0.162,0.3281
554,travelers,THB,fx,144.48,0.9589,1.619,-0.6602
554,travelers,USD,fx,145.11,0.931,1.6528,-0.7217
554,travelers,EUR,card,93.08,0.3359,0.1093,0.2266
554,travelers,USD,fx,124.15,0.9048,1.3546,-0.4499
554,travelers,THB,fx,144.34,1.0835,1.5473,-0.4639
554,travelers,JPY,fx,189.57,1.2921,2.041,-0.7489
554,travelers,EUR,card,100.76,0.3752,0.1167,0.2584
554,travelers,THB,fx,91.87,0.613,1.0531,-0.44
554,travelers,GBP,fx,65.21,0.463,0.7236,-0.2607
554,travelers,EUR,card,152.41,0.5385,0.1775,0.361
554,travelers,JPY,fx,93.3,0.6448,1.0801,-0.4352
554,travelers,USD,fx,137.37,0.9808,1.3685,-0.3877
554,travelers,JPY,fx,133.88,0.9005,1.4168,-0.5163
554,travelers,JPY,fx,80.33,0.5639,0.9621,-0.3981
554,travelers,THB,fx,116.0,0.7297,1.3265,-0.5969
555,travelers,USD,fx,80.9,0.5946,0.9035,-0.3089
555,travelers,GBP,fx,107.47,0.7024,1.3054,-0.603
555,travelers,EUR,card,108.99,0.3837,0.1256,0.2581
555,travelers,EUR,card,10.12,0.0814,0.0286,0.0528
555,travelers,THB,fx,100.94,0.6922,1.1831,-0.4909
555,travelers,EUR,card,102.08,0.3852,0.1301,0.2552
555,travelers,GBP,fx,120.09,0.8064,1.2668,-0.4604
555,travelers,EUR,card,108.28,0.3702,0.137,0.2332
555,travelers,GBP,fx,146.56,1.0696,1.655,-0.5854
555,travelers,USD,fx,74.3,0.5074,0.8649,-0.3575
555,travelers,GBP,fx,178.77,1.3074,2.0562,-0.7488
555,travelers,THB,fx,115.56,0.8323,1.3339,-0.5015
555,travelers,THB,fx,141.09,0.9488,1.506,-0.5572
555,travelers,GBP,fx,147.5,1.083,1.6673,-0.5843
555,travelers,USD,fx,168.34,1.1557,1.867,-0.7113
555,travelers,JPY,fx,106.62,0.7031,1.2512,-0.5481
555,travelers,USD,fx,181.63,1.2978,2.0039,-0.7061
555,travelers,JPY,fx,63.79,0.4558,0.8076,-0.3518
555,travelers,THB,fx,105.29,0.7579,1.1272,-0.3693
555,travelers,USD,fx,114.23,0.8113,1.4414,-0.6301
555,travelers,EUR,card,121.08,0.3723,0.1454,0.227
555,travelers,EUR,card,95.1,0.3229,0.1149,0.208
555,travelers,THB,fx,80.55,0.5275,0.945,-0.4176
556,travelers,THB,fx,114.11,0.7771,1.214,-0.4369
556,travelers,GBP,fx,93.71,0.654,1.0316,-0.3776
556,travelers,EUR,atm,176.04,0.0,0.7631,-0.7631
556,travelers,GBP,fx,132.65,0.8874,1.4939,-0.6065
556,travelers,THB,fx,153.0,1.1216,1.6543,-0.5326
556,travelers,GBP,fx,156.37,1.0612,1.7117,-0.6506
