event_id,user_id,event_date,feature,session_id,device,platform
30047,2620,2025-02-16 21:51:48.322100010,transfer,10905,android,app
44664,3866,2025-02-16 21:55:16.551080261,savings,16208,android,app
32675,2869,2025-02-16 21:55:25.253196392,invest,11869,ios,app
39437,3396,2025-02-16 21:56:05.511000189,transfer,14305,android,app
73296,6268,2025-02-16 21:58:33.424142453,budget,26550,android,app
43819,3792,2025-02-16 22:00:36.322193848,budget,15902,ios,app
35056,3057,2025-02-16 22:01:43.905821229,savings,12730,android,app
59609,5136,2025-02-16 22:05:32.610793571,invest,21610,android,web
60276,5182,2025-02-16 22:06:04.636037338,card_control,21848,ios,app
48769,4216,2025-02-16 22:16:08.802359140,atm_locator,17689,ios,app
67261,5772,2025-02-16 22:22:17.615254382,budget,24375,android,app
73812,6320,2025-02-16 22:27:25.844025165,card_control,26738,android,app
85133,7327,2025-02-16 22:42:34.979097107,transfer,30853,ios,app
35324,3084,2025-02-16 22:45:44.533227792,budget,12830,android,app
19421,1709,2025-02-16 22:48:13.046306523,transfer,7052,android,web
68699,5899,2025-02-16 23:19:34.432900832,budget,24892,android,app
78406,6731,2025-02-16 23:21:38.946197851,atm_locator,28412,android,app
22130,1947,2025-02-16 23:22:02.629324773,transfer,8030,android,app
46929,4048,2025-02-16 23:23:49.988893758,transfer,17020,android,app
66888,5734,2025-02-16 23:24:23.679151346,card_control,24240,ios,app
77002,6611,2025-02-16 23:24:54.165965751,transfer,27908,android,app
84714,7287,2025-02-16 23:30:37.140122214,invest,30700,ios,app
26705,2327,2025-02-16 23:36:26.762065516,budget,9688,ios,app
46014,3975,2025-02-16 23:42:43.921322202,transfer,16692,android,app
1136,98,2025-02-16 23:53:03.378156564,invest,411,android,app
31036,2730,2025-02-16 23:54:35.959606151,transfer,11277,ios,app
60966,5227,2025-02-16 23:59:12.393243021,rewards,22093,ios,web
53066,4561,2025-02-17 00:00:59.016549948,rewards,19235,android,web
44732,3872,2025-02-17 00:14:34.363405109,card_control,16232,android,app
79164,6799,2025-02-17 00:21:22.439272040,kyc,28688,ios,app
18405,1607,2025-02-17 00:26:13.627445870,transfer,6674,ios,app
47891,4146,2025-02-17 00:34:43.666806014,card_control,17370,android,app
20919,1844,2025-02-17 00:35:37.064561104,atm_locator,7594,android,app
6010,522,2025-02-17 00:38:28.367287224,rewards,2180,android,app
461,50,2025-02-17 00:45:23.079740391,transfer,171,android,app
17348,1509,2025-02-17 00:52:13.227190927,kyc,6287,ios,app
23288,2046,2025-02-17 01:27:16.219637565,atm_locator,8450,ios,web
80121,6876,2025-02-17 01:38:58.758954935,card_control,29035,ios,app
88649,7628,2025-02-17 01:48:08.324409804,savings,32126,ios,app
72498,6207,2025-02-17 01:51:37.913140857,budget,26261,android,app
22134,1948,2025-02-17 01:52:00.850988231,card_control,8031,ios,app
58413,5028,2025-02-17 02:01:26.760381628,kyc,21176,android,web
80864,6953,2025-02-17 02:07:46.012166567,transfer,29308,ios,web
63693,5469,2025-02-17 02:14:58.293260266,invest,23085,android,app
48299,4186,2025-02-17 02:19:27.608693514,card_control,17521,android,app
14527,1260,2025-02-17 02:31:57.568642789,invest,5270,ios,app
56646,4862,2025-02-17 02:39:21.465556712,transfer,20535,android,app
58528,5033,2025-02-17 02:40:12.528278587,card_control,21215,android,app
71544,6124,2025-02-17 02:55:00.476943251,transfer,25915,android,app
56639,4862,2025-02-17 03:03:11.501882640,atm_locator,20533,android,web
51042,4402,2025-02-17 03:09:17.975994897,invest,18504,ios,web
40830,3530,2025-02-17 03:12:58.359988396,rewards,14817,android,app
63227,5431,2025-02-17 03:27:48.383077256,kyc,22917,android,app
92474,7968,2025-02-17 03:32:12.347090692,budget,33517,android,web
49411,4275,2025-02-17 03:33:32.373322793,budget,17919,android,app
35903,3133,2025-02-17 03:37:33.783433504,invest,13040,ios,app
41169,3563,2025-02-17 03:39:19.059402977,savings,14943,ios,app
3760,318,2025-02-17 03:45:29.558570388,rewards,1360,android,app
68657,5896,2025-02-17 03:57:22.855007914,invest,24877,ios,web
32129,2816,2025-02-17 04:01:30.969695519,kyc,11671,ios,app
77544,6646,2025-02-17 04:12:01.661450875,invest,28097,android,web
55758,4778,2025-02-17 04:16:06.852664992,transfer,20206,ios,web
4962,434,2025-02-17 04:18:11.090391171,transfer,1802,android,app
43704,3783,2025-02-17 04:20:42.346933949,budget,15860,android,app
51308,4419,2025-02-17 04:45:29.097786473,transfer,18598,ios,app
88068,7572,2025-02-17 04:49:21.927220487,savings,31913,ios,app
63757,5471,2025-02-17 05:03:18.618135900,rewards,23107,ios,app
39334,3387,2025-02-17 05:08:32.038824984,kyc,14267,ios,app
41583,3606,2025-02-17 05:09:40.371563787,transfer,15095,ios,web
84864,7301,2025-02-17 05:15:08.584776023,rewards,30755,ios,app
70283,6033,2025-02-17 05:16:23.236398552,budget,25465,android,app
88163,7577,2025-02-17 05:19:36.823475544,atm_locator,31947,android,app
80613,6924,2025-02-17 05:21:18.927861652,card_control,29216,android,app
78202,6710,2025-02-17 05:33:38.754320572,atm_locator,28336,android,app
43342,3750,2025-02-17 05:36:21.272497030,savings,15727,ios,app
28010,2438,2025-02-17 05:37:59.086516281,atm_locator,10164,ios,app
31012,2729,2025-02-17 05:53:09.355128316,budget,11269,ios,app
60800,5220,2025-02-17 05:54:45.310459481,transfer,22036,ios,app
58688,5048,2025-02-17 05:59:16.562982180,card_control,21274,ios,app
65696,5631,2025-02-17 06:05:16.263074546,savings,23810,android,app
50025,4323,2025-02-17 06:09:34.183418981,budget,18141,ios,web
89879,7738,2025-02-17 06:13:36.472785824,rewards,32575,ios,app
62980,5407,2025-02-17 06:13:40.358532789,card_control,22827,ios,app
44842,3876,2025-02-17 06:18:58.697368796,rewards,16270,android,app
78854,6760,2025-02-17 06:19:39.546516976,savings,28574,ios,app
52290,4494,2025-02-17 06:32:22.513135384,budget,18952,ios,app
52230,4490,2025-02-17 06:32:57.963490010,savings,18930,android,web
88610,7624,2025-02-17 06:34:12.733242775,atm_locator,32112,android,app
31587,2778,2025-02-17 06:34:37.293380379,budget,11477,ios,web
70876,6078,2025-02-17 06:36:09.857060821,transfer,25678,ios,app
49936,4314,2025-02-17 06:43:58.159678949,transfer,18109,ios,app
76010,6529,2025-02-17 06:51:19.740514867,savings,27550,android,app
543,58,2025-02-17 07:12:31.375862421,savings,201,android,app
27512,2392,2025-02-17 07:14:03.133815887,savings,9980,ios,web
49332,4262,2025-02-17 07:30:54.451023854,savings,17890,android,app
55322,4745,2025-02-17 07:33:13.289490794,transfer,20050,ios,app
83880,7215,2025-02-17 07:40:29.714964337,budget,30397,android,app
80056,6872,2025-02-17 07:42:10.261910603,transfer,29012,ios,app
12564,1100,2025-02-17 07:48:32.350165983,rewards,4565,android,app
52096,4480,2025-02-17 08:07:37.715191544,kyc,18882,android,web
76762,6600,2025-02-17 08:14:38.088672270,budget,27824,android,app
55659,4774,2025-02-17 08:14:58.378785518,savings,20172,ios,app
40537,3491,2025-02-17 08:18:04.661771924,invest,14705,android,app
58296,5012,2025-02-17 08:23:04.870314444,card_control,21132,android,app
36939,3207,2025-02-17 08:25:26.058024886,budget,13411,android,web
31333,2752,2025-02-17 08:47:00.738126127,kyc,11383,android,web
30871,2715,2025-02-17 08:48:50.686155858,atm_locator,11216,ios,app
38566,3320,2025-02-17 08:51:48.233192256,atm_locator,13987,android,web
6077,529,2025-02-17 08:52:38.280651957,transfer,2204,android,web
80598,6924,2025-02-17 08:53:40.809962843,atm_locator,29211,ios,app
15636,1357,2025-02-17 08:55:53.242740065,atm_locator,5669,ios,app
69536,5961,2025-02-17 09:05:24.819169113,budget,25194,ios,web
17745,1543,2025-02-17 09:12:51.369003383,rewards,6430,ios,app
28422,2476,2025-02-17 09:16:50.445562586,budget,10313,ios,app
82692,7101,2025-02-17 09:26:47.863040913,kyc,29964,ios,app
67020,5751,2025-02-17 09:30:19.674867303,savings,24289,android,app
53148,4567,2025-02-17 09:32:46.115742102,card_control,19266,ios,app
44384,3840,2025-02-17 09:32:56.617832639,transfer,16105,android,app
5934,516,2025-02-17 09:34:07.863644841,transfer,2152,ios,app
37726,3260,2025-02-17 09:36:34.692849616,invest,13689,android,app
63017,5410,2025-02-17 09:39:25.573839986,invest,22840,android,app
4653,412,2025-02-17 09:39:49.260274905,card_control,1691,ios,app
86836,7465,2025-02-17 09:42:24.700794577,card_control,31466,android,app
5962,518,2025-02-17 09:46:02.172881640,savings,2162,ios,app
78679,6745,2025-02-17 09:46:09.081564579,transfer,28509,ios,web
48606,4206,2025-02-17 09:55:42.866119560,budget,17632,ios,app
3509,293,2025-02-17 09:57:57.072586181,savings,1267,ios,web
87830,7548,2025-02-17 10:18:46.029291649,savings,31826,android,app
16427,1426,2025-02-17 10:23:09.109886997,transfer,5956,ios,app
54883,4709,2025-02-17 10:33:22.129305534,savings,19892,android,web
15756,1366,2025-02-17 10:34:52.992883620,rewards,5710,android,app
43077,3727,2025-02-17 10:38:28.797747993,rewards,15629,ios,app
18946,1656,2025-02-17 10:42:49.545864757,invest,6873,android,app
53706,4620,2025-02-17 10:44:41.532867795,rewards,19469,ios,app
3621,308,2025-02-17 10:54:21.152162148,invest,1310,ios,app
81762,7027,2025-02-17 10:55:36.634332973,rewards,29630,ios,web
33500,2924,2025-02-17 11:18:11.585581344,savings,12163,android,app
46745,4030,2025-02-17 11:26:21.385427648,savings,16955,ios,app
70780,6072,2025-02-17 11:36:47.643212255,budget,25643,android,app
27026,2350,2025-02-17 11:37:03.400205534,invest,9805,android,app
32226,2827,2025-02-17 11:39:54.747965580,card_control,11705,android,app
4167,362,2025-02-17 11:50:01.020385006,savings,1510,android,web
41734,3618,2025-02-17 11:52:48.619672705,transfer,15148,android,web
72623,6214,2025-02-17 11:57:22.219194424,transfer,26305,ios,app
63477,5455,2025-02-17 12:02:55.099150569,atm_locator,23009,ios,app
21491,1898,2025-02-17 12:08:15.578494961,transfer,7799,android,app
60077,5171,2025-02-17 12:14:54.804978801,invest,21779,ios,app
44923,3885,2025-02-17 12:14:56.565901348,invest,16302,android,app
54827,4706,2025-02-17 12:18:08.847670055,card_control,19873,ios,app
64579,5533,2025-02-17 12:18:14.225563768,transfer,23404,ios,app
55919,4795,2025-02-17 12:23:00.175953356,kyc,20267,ios,app
7577,668,2025-02-17 12:43:46.075016305,budget,2756,android,app
71641,6129,2025-02-17 12:46:46.822008627,invest,25950,ios,web
63767,5471,2025-02-17 12:52:12.728373133,card_control,23111,ios,web
17239,1492,2025-02-17 12:53:03.476696363,budget,6245,ios,app
53253,4575,2025-02-17 13:06:32.344629364,budget,19304,android,app
91650,7892,2025-02-17 13:09:22.237204469,budget,33212,ios,app
57990,4989,2025-02-17 13:12:53.700846281,kyc,21024,ios,web
91400,7876,2025-02-17 13:14:14.354556921,kyc,33123,ios,app
45181,3914,2025-02-17 13:14:41.593143359,transfer,16398,android,app
50800,4379,2025-02-17 13:16:32.281336444,budget,18415,android,web
58185,5002,2025-02-17 13:23:05.564554563,savings,21093,android,app
7286,642,2025-02-17 13:23:23.010671221,savings,2649,ios,app
29249,2549,2025-02-17 13:23:53.354408850,card_control,10612,ios,app
14885,1294,2025-02-17 13:26:29.660639544,budget,5402,android,web
37502,3244,2025-02-17 13:31:01.118074039,invest,13609,ios,app
11692,1009,2025-02-17 14:00:44.309426532,card_control,4245,ios,app
27127,2361,2025-02-17 14:19:08.840477300,budget,9843,ios,app
21842,1925,2025-02-17 14:29:28.733388904,transfer,7927,android,app
1075,96,2025-02-17 14:37:09.253299653,budget,391,ios,app
3063,268,2025-02-17 14:42:23.762822843,card_control,1111,ios,app
75323,6474,2025-02-17 14:54:13.128263850,savings,27303,ios,web
78806,6755,2025-02-17 14:54:19.496632553,savings,28555,android,app
46834,4040,2025-02-17 15:08:21.967770192,savings,16987,android,app
70541,6055,2025-02-17 15:12:33.469695475,invest,25558,android,app
28049,2442,2025-02-17 15:14:34.590750803,card_control,10177,android,web
12273,1068,2025-02-17 15:20:41.646633080,budget,4457,ios,app
1931,164,2025-02-17 15:21:13.183929141,budget,699,ios,app
38092,3289,2025-02-17 15:23:07.281024930,transfer,13818,android,app
10223,887,2025-02-17 15:25:52.888633800,transfer,3715,ios,app
54122,4647,2025-02-17 15:26:38.330391382,rewards,19616,android,app
72878,6234,2025-02-17 15:27:40.804824254,card_control,26396,ios,app
61415,5265,2025-02-17 15:34:09.340636416,transfer,22256,android,web
27772,2415,2025-02-17 15:48:30.278390420,atm_locator,10076,android,app
82636,7099,2025-02-17 15:48:52.881642414,budget,29945,android,app
76421,6562,2025-02-17 15:49:11.015927002,transfer,27696,ios,app
46173,3985,2025-02-17 16:03:20.425301487,card_control,16750,android,app
43453,3761,2025-02-17 16:03:53.711549150,savings,15767,ios,app
13656,1195,2025-02-17 16:09:31.696166957,kyc,4956,ios,app
83047,7132,2025-02-17 16:10:23.482235723,savings,30095,ios,app
49276,4256,2025-02-17 16:15:18.009066568,card_control,17869,android,web
36404,3167,2025-02-17 16:17:36.555927607,budget,13220,ios,web
85110,7322,2025-02-17 16:23:36.968860279,atm_locator,30844,android,app
77295,6631,2025-02-17 16:31:52.766259576,transfer,28011,ios,app
4037,349,2025-02-17 16:36:18.129445050,kyc,1463,ios,app
55492,4758,2025-02-17 16:39:35.443738753,kyc,20112,ios,app
28106,2446,2025-02-17 16:43:28.873486568,card_control,10197,ios,app
86554,7436,2025-02-17 16:45:29.715621045,card_control,31363,android,app
85083,7321,2025-02-17 16:45:38.464083380,budget,30835,android,app
57273,4926,2025-02-17 16:52:35.604527324,atm_locator,20765,ios,web
20517,1809,2025-02-17 16:53:38.520206223,transfer,7450,android,app
31261,2747,2025-02-17 17:06:18.195355088,transfer,11359,android,app
47495,4103,2025-02-17 17:20:49.026477405,budget,17227,android,web
80398,6895,2025-02-17 17:29:11.873860690,budget,29135,ios,app
3122,269,2025-02-17 17:33:29.267544602,budget,1131,android,app
73876,6324,2025-02-17 17:40:54.975269971,atm_locator,26760,ios,app
22741,2004,2025-02-17 17:50:11.619083279,transfer,8255,ios,app
16351,1415,2025-02-17 17:52:44.053144112,transfer,5928,ios,app
36638,3184,2025-02-17 17:56:10.878607737,savings,13303,ios,app
52784,4538,2025-02-17 17:59:10.751776353,kyc,19135,android,app
12804,1121,2025-02-17 18:10:26.765943467,budget,4651,ios,app
75325,6475,2025-02-17 18:10:46.491531435,invest,27304,ios,web
30412,2663,2025-02-17 18:22:26.238770503,card_control,11043,ios,app
72616,6214,2025-02-17 18:24:24.868274040,budget,26302,android,app
33818,2952,2025-02-17 18:28:31.016806775,budget,12278,android,web
16013,1387,2025-02-17 18:34:39.022881968,invest,5803,android,web
29517,2570,2025-02-17 18:37:02.806759335,invest,10708,android,app
58613,5042,2025-02-17 18:54:18.305780137,savings,21247,ios,app
63332,5440,2025-02-17 19:05:10.749918724,kyc,22956,ios,app
77769,6672,2025-02-17 19:27:46.684783065,kyc,28181,ios,app
10793,930,2025-02-17 19:31:31.511131449,budget,3921,ios,app
5724,504,2025-02-17 19:36:13.482157582,card_control,2077,ios,web
39057,3360,2025-02-17 20:10:09.335500294,invest,14165,ios,app
83574,7184,2025-02-17 20:16:08.970935989,savings,30286,android,app
57510,4952,2025-02-17 20:16:54.078170568,card_control,20852,android,app
81365,6993,2025-02-17 20:18:49.758225433,rewards,29488,android,app
89324,7693,2025-02-17 20:32:40.432281221,rewards,32373,android,app
40120,3446,2025-02-17 20:35:29.727539854,savings,14550,ios,web
13205,1156,2025-02-17 20:36:11.559090248,card_control,4795,ios,app
29502,2567,2025-02-17 20:37:07.806427654,budget,10701,ios,app
62865,5397,2025-02-17 20:58:03.751359936,transfer,22784,android,app
55388,4749,2025-02-17 20:58:51.088706120,budget,20073,ios,app
50267,4337,2025-02-17 21:05:09.951062040,savings,18225,ios,web
83609,7187,2025-02-17 21:19:19.945340575,invest,30298,android,app
22996,2022,2025-02-17 21:20:31.379596630,rewards,8345,android,app
90719,7822,2025-02-17 21:29:03.869197693,card_control,32879,android,app
45217,3919,2025-02-17 21:38:58.553182688,transfer,16411,android,web
35351,3086,2025-02-17 21:40:28.489310558,card_control,12839,android,web
88433,7607,2025-02-17 21:58:46.997232412,invest,32046,ios,app
81789,7030,2025-02-17 22:02:38.096133429,card_control,29640,android,app
36516,3176,2025-02-17 22:22:52.321066737,kyc,13260,android,app
55193,4737,2025-02-17 22:33:34.213863314,invest,20003,android,app
68236,5869,2025-02-17 22:43:51.312428166,transfer,24728,android,app
87367,7514,2025-02-17 23:02:18.112193030,transfer,31662,ios,web
55332,4745,2025-02-17 23:07:57.021568968,transfer,20053,ios,app
64250,5506,2025-02-17 23:12:47.958225917,budget,23282,ios,app
9446,810,2025-02-17 23:16:13.196395588,card_control,3428,ios,app
73632,6298,2025-02-17 23:16:17.829104085,card_control,26670,android,app
79723,6848,2025-02-17 23:24:10.906795108,transfer,28891,android,app
83090,7134,2025-02-17 23:28:17.457253006,atm_locator,30109,android,app
69431,5956,2025-02-17 23:30:13.105603589,budget,25156,android,app
78106,6703,2025-02-17 23:30:53.931307691,budget,28302,android,app
54154,4652,2025-02-17 23:35:44.897150578,transfer,19628,ios,app
39389,3393,2025-02-17 23:35:56.124887196,card_control,14287,android,app
7503,662,2025-02-17 23:51:34.090391082,transfer,2730,android,app
23152,2033,2025-02-17 23:55:04.665226598,atm_locator,8400,ios,app
42538,3679,2025-02-17 23:55:06.792285302,budget,15436,android,app
56045,4807,2025-02-17 23:55:45.872431273,budget,20314,android,app
62796,5387,2025-02-18 00:15:28.272853287,budget,22756,ios,app
75913,6523,2025-02-18 00:16:08.690309137,atm_locator,27516,android,app
55569,4768,2025-02-18 00:18:08.668615852,transfer,20140,ios,app
67470,5795,2025-02-18 00:19:47.545122800,atm_locator,24450,android,app
39762,3420,2025-02-18 00:21:34.364537303,kyc,14420,ios,app
57243,4924,2025-02-18 00:26:46.117192185,transfer,20755,android,app
72309,6191,2025-02-18 00:30:21.395319814,transfer,26194,android,app
10763,926,2025-02-18 00:30:40.964813974,budget,3909,android,app
61086,5237,2025-02-18 00:36:53.996983335,rewards,22135,ios,app
36783,3191,2025-02-18 00:38:27.000767423,invest,13354,android,app
6521,567,2025-02-18 01:01:29.851789869,card_control,2368,ios,app
19934,1756,2025-02-18 01:02:24.679625611,kyc,7240,android,web
3281,278,2025-02-18 01:08:18.767804144,transfer,1188,ios,app
51397,4426,2025-02-18 01:09:16.200494478,budget,18631,android,app
63406,5450,2025-02-18 01:12:11.615096571,budget,22985,ios,web
48076,4161,2025-02-18 01:12:32.985358401,budget,17437,android,app
65844,5643,2025-02-18 01:20:43.198622623,budget,23861,ios,app
54334,4664,2025-02-18 01:22:47.446816275,budget,19692,ios,app
23640,2079,2025-02-18 01:28:52.188154777,card_control,8575,ios,app
8742,758,2025-02-18 01:32:18.892620913,transfer,3174,ios,app
671,68,2025-02-18 01:35:13.164941929,rewards,247,android,app
63555,5461,2025-02-18 01:45:38.671897135,savings,23037,ios,app
39709,3415,2025-02-18 01:47:22.676567478,card_control,14401,ios,web
32750,2873,2025-02-18 01:48:34.060276249,kyc,11895,ios,app
61856,5307,2025-02-18 01:51:30.631749986,savings,22417,android,app
35797,3124,2025-02-18 02:02:25.734425956,budget,13002,android,app
35018,3054,2025-02-18 02:13:35.068723708,rewards,12716,android,app
87165,7493,2025-02-18 02:17:26.198058762,invest,31587,ios,app
50604,4365,2025-02-18 02:22:53.866379029,budget,18344,ios,app
53185,4568,2025-02-18 02:24:41.581841719,budget,19279,ios,web
45692,3955,2025-02-18 02:44:30.183900368,transfer,16580,android,app
25324,2215,2025-02-18 02:50:31.296794648,transfer,9188,ios,app
71126,6090,2025-02-18 02:51:38.665243995,card_control,25765,ios,app
3525,293,2025-02-18 02:51:45.828195189,invest,1272,android,app
76999,6611,2025-02-18 02:56:43.472004521,atm_locator,27907,ios,app
80390,6894,2025-02-18 02:59:32.862285398,savings,29131,android,app
90164,7767,2025-02-18 03:02:46.715291076,invest,32677,android,app
6941,612,2025-02-18 03:02:48.025052177,card_control,2523,android,app
12944,1135,2025-02-18 03:04:13.802317584,kyc,4701,ios,app
8362,731,2025-02-18 03:09:25.490563021,invest,3037,ios,app
3499,291,2025-02-18 03:17:48.133574165,budget,1264,ios,web
57939,4984,2025-02-18 03:20:44.147381133,invest,21004,android,app
18924,1655,2025-02-18 03:30:10.322615856,savings,6865,ios,web
33826,2954,2025-02-18 03:32:44.547271719,invest,12282,android,app
18413,1608,2025-02-18 03:50:53.753484978,kyc,6677,android,app
45640,3953,2025-02-18 04:08:27.648289325,kyc,16563,ios,app
53998,4640,2025-02-18 04:10:05.453487240,invest,19573,android,app
72071,6162,2025-02-18 04:21:31.302534360,card_control,26105,ios,app
46585,4015,2025-02-18 04:25:22.386934917,budget,16897,android,app
29098,2538,2025-02-18 04:44:32.217088804,atm_locator,10557,ios,app
84216,7237,2025-02-18 04:45:00.779763718,savings,30517,ios,app
44193,3822,2025-02-18 04:46:17.903674234,transfer,16037,ios,app
4165,362,2025-02-18 04:52:49.551210122,kyc,1509,ios,app
68108,5859,2025-02-18 05:00:27.111487377,card_control,24682,android,app
67745,5827,2025-02-18 05:05:25.091753784,kyc,24552,android,app
79235,6810,2025-02-18 05:10:24.988672378,card_control,28715,ios,web
29101,2538,2025-02-18 05:16:04.597182246,savings,10558,android,app
65919,5649,2025-02-18 05:21:23.765316816,invest,23890,android,app
81680,7022,2025-02-18 05:23:09.538191395,card_control,29601,ios,app
23604,2077,2025-02-18 05:24:25.265920014,transfer,8563,ios,web
29376,2559,2025-02-18 05:45:15.810127937,invest,10657,ios,app
91054,7848,2025-02-18 05:49:10.407672166,kyc,33000,ios,app
51783,4455,2025-02-18 06:02:22.365215217,transfer,18769,ios,app
3641,309,2025-02-18 06:02:36.087725595,budget,1318,ios,app
26864,2341,2025-02-18 06:16:28.760926874,savings,9747,ios,app
89792,7729,2025-02-18 06:20:16.350980976,rewards,32543,ios,app
56905,4886,2025-02-18 06:20:26.171943895,rewards,20630,android,app
42718,3690,2025-02-18 06:30:06.350559327,atm_locator,15500,ios,app
41373,3589,2025-02-18 06:37:50.925234051,transfer,15019,ios,app
83273,7159,2025-02-18 06:46:57.208726392,rewards,30178,ios,app
57541,4954,2025-02-18 07:05:26.882848210,savings,20862,ios,app
47940,4151,2025-02-18 07:09:33.521571501,atm_locator,17388,android,app
32065,2813,2025-02-18 07:42:28.302036713,invest,11649,ios,web
12614,1104,2025-02-18 07:44:29.293638187,budget,4583,android,web
8951,767,2025-02-18 07:47:47.726527384,rewards,3248,ios,app
51160,4411,2025-02-18 08:00:18.231255262,invest,18546,android,app
34399,2999,2025-02-18 08:04:35.634297288,card_control,12490,android,app
56095,4815,2025-02-18 08:11:09.437366909,invest,20334,android,app
56967,4892,2025-02-18 08:31:19.144532752,card_control,20652,ios,web
75015,6437,2025-02-18 08:35:04.780504993,transfer,27185,android,app
24005,2111,2025-02-18 08:40:30.999497980,rewards,8711,android,web
11960,1040,2025-02-18 08:42:08.220414669,rewards,4345,android,app
72511,6207,2025-02-18 08:45:09.475235104,transfer,26265,ios,app
18110,1577,2025-02-18 08:51:43.674867316,rewards,6564,android,app
70105,6016,2025-02-18 09:06:41.787696107,card_control,25399,ios,app
46293,3995,2025-02-18 09:08:15.332104919,budget,16793,ios,app
28147,2454,2025-02-18 09:20:35.688680154,card_control,10214,android,app
81821,7030,2025-02-18 09:27:58.979770678,invest,29650,android,app
21179,1871,2025-02-18 09:29:00.036153303,atm_locator,7690,ios,app
69007,5924,2025-02-18 09:29:56.917203518,transfer,25004,ios,app
12098,1051,2025-02-18 09:30:11.943810302,savings,4394,ios,app
1016,90,2025-02-18 09:32:47.182554231,invest,370,ios,app
28721,2504,2025-02-18 09:39:06.949316848,transfer,10420,ios,app
16507,1432,2025-02-18 09:40:18.234970544,savings,5985,ios,app
12306,1071,2025-02-18 09:43:54.887337148,savings,4470,ios,app
55210,4739,2025-02-18 10:00:09.369166089,savings,20010,ios,app
61542,5282,2025-02-18 10:09:35.030306151,transfer,22303,ios,app
41096,3551,2025-02-18 10:17:56.558895872,transfer,14915,ios,web
3785,322,2025-02-18 10:21:03.972575698,transfer,1370,ios,app
4465,394,2025-02-18 10:28:55.723443418,savings,1621,android,app
62403,5345,2025-02-18 10:38:54.722295977,rewards,22612,ios,app
29592,2580,2025-02-18 10:38:59.000705548,rewards,10737,ios,web
45500,3940,2025-02-18 10:52:08.749213507,savings,16513,android,app
53653,4615,2025-02-18 10:52:48.511686008,kyc,19449,ios,app
2853,254,2025-02-18 11:01:51.508442274,budget,1037,ios,web
86630,7444,2025-02-18 11:21:10.047787303,transfer,31391,ios,app
52443,4507,2025-02-18 11:31:47.092383917,savings,19007,android,app
80964,6961,2025-02-18 11:34:46.735316777,transfer,29343,android,app
75066,6444,2025-02-18 11:37:49.879245607,transfer,27205,ios,app
81957,7042,2025-02-18 11:42:05.444602539,invest,29700,ios,app
22567,1990,2025-02-18 11:43:56.626450501,savings,8192,ios,app
26847,2341,2025-02-18 11:47:35.697061089,atm_locator,9742,android,app
55809,4786,2025-02-18 11:52:56.049091936,kyc,20227,ios,app
71475,6120,2025-02-18 12:06:40.119488268,atm_locator,25891,ios,web
69342,5952,2025-02-18 12:10:06.804091968,budget,25125,android,app
48296,4186,2025-02-18 12:18:15.469652401,transfer,17520,ios,app
59989,5162,2025-02-18 12:18:20.877524971,transfer,21747,android,app
56015,4802,2025-02-18 12:26:01.545497171,atm_locator,20303,ios,app
65300,5601,2025-02-18 12:42:23.556650932,invest,23670,ios,app
88280,7585,2025-02-18 12:42:24.181198292,rewards,31987,ios,app
88830,7641,2025-02-18 12:51:39.992724167,card_control,32190,ios,app
12867,1124,2025-02-18 12:53:07.321786114,kyc,4672,android,app
70165,6026,2025-02-18 12:59:40.207872647,rewards,25424,android,web
50912,4390,2025-02-18 13:09:41.060012212,rewards,18457,android,app
64906,5562,2025-02-18 13:18:34.879321373,transfer,23525,ios,app
58705,5050,2025-02-18 13:22:33.664738074,atm_locator,21280,ios,app
79166,6799,2025-02-18 13:27:23.737664211,atm_locator,28688,ios,app
5497,479,2025-02-18 13:41:21.176935411,transfer,1994,android,app
66399,5692,2025-02-18 13:49:30.392824238,atm_locator,24064,ios,app
90260,7772,2025-02-18 13:53:20.322232825,invest,32710,android,app
92705,7992,2025-02-18 13:56:45.928747331,invest,33604,android,app
44438,3848,2025-02-18 13:58:11.736439682,savings,16126,android,app
19994,1763,2025-02-18 13:59:33.943634514,savings,7262,ios,app
30148,2630,2025-02-18 14:02:23.577010699,savings,10942,android,app
69590,5967,2025-02-18 14:02:49.426380496,kyc,25214,android,app
52604,4520,2025-02-18 14:09:10.949826435,rewards,19066,ios,app
47177,4077,2025-02-18 14:13:06.224263472,transfer,17112,ios,app
43300,3749,2025-02-18 14:17:25.401266695,card_control,15713,ios,app
63190,5423,2025-02-18 14:17:26.545925129,transfer,22902,android,app
23174,2034,2025-02-18 14:21:58.310478921,invest,8407,ios,web
36999,3209,2025-02-18 14:29:06.260906808,rewards,13433,ios,app
33662,2938,2025-02-18 14:30:10.516900942,transfer,12223,ios,web
79423,6822,2025-02-18 14:32:14.624031724,rewards,28781,android,app
19055,1667,2025-02-18 14:32:14.637486312,transfer,6914,android,app
83085,7134,2025-02-18 14:37:22.032251996,savings,30108,ios,app
71715,6133,2025-02-18 14:42:52.191146819,transfer,25977,ios,app
30530,2676,2025-02-18 14:45:12.913383767,kyc,11088,android,app
56283,4834,2025-02-18 14:48:51.100094508,card_control,20402,ios,app
86267,7416,2025-02-18 14:53:45.627151703,budget,31260,ios,app
10362,896,2025-02-18 14:53:55.065625365,savings,3764,ios,app
21019,1852,2025-02-18 14:58:04.703307818,card_control,7630,android,app
