journey_id,touch_order,channel,revenue
1603,1,email,168.89
1604,0,referral,120.0
1605,0,display,135.36
1605,1,organic,135.36
1606,0,email,139.03
1606,1,email,139.03
1607,0,paid_social,227.66
1607,1,display,227.66
1607,2,display,227.66
1608,0,paid_social,250.37
1608,1,email,250.37
1609,0,display,155.88
1610,0,email,90.0
1611,0,email,116.62
1612,0,email,170.0
1612,1,email,170.0
1612,2,email,170.0
1613,0,referral,123.31
1614,0,display,265.06
1614,1,referral,265.06
1614,2,organic,265.06
1615,0,display,140.0
1615,1,referral,140.0
1616,0,organic,189.43
1616,1,paid_social,189.43
1617,0,organic,138.04
1618,0,paid_social,220.0
1618,1,email,220.0
1618,2,referral,220.0
1619,0,display,149.09
1619,1,email,149.09
1620,0,paid_social,220.0
1620,1,email,220.0
1620,2,referral,220.0
1621,0,email,94.22
1622,0,referral,120.0
1623,0,email,130.0
1623,1,email,130.0
1624,0,email,150.0
1624,1,paid_social,150.0
1625,0,display,180.0
1625,1,email,180.0
1625,2,referral,180.0
1626,0,paid_social,110.0
1627,0,display,230.0
1627,1,referral,230.0
1627,2,referral,230.0
1627,3,display,230.0
1628,0,display,150.0
1628,1,email,150.0
1628,2,email,150.0
1629,0,email,180.0
1629,1,email,180.0
1629,2,organic,180.0
1630,0,display,89.46
1631,0,organic,100.0
1632,0,organic,200.0
1632,1,paid_social,200.0
1632,2,email,200.0
1633,0,paid_social,110.0
1634,0,paid_social,172.16
1635,0,organic,100.0
1636,0,display,130.0
1636,1,paid_social,130.0
1637,0,display,210.0
1637,1,referral,210.0
1637,2,referral,210.0
1638,0,referral,120.0
1639,0,paid_social,220.0
1639,1,display,220.0
1639,2,email,220.0
1639,3,organic,220.0
1640,0,organic,100.0
1641,0,organic,170.0
1641,1,referral,170.0
1642,0,paid_social,124.68
1643,0,organic,210.0
1643,1,email,210.0
1643,2,referral,210.0
1644,0,organic,100.46
1645,0,display,147.92
1645,1,organic,147.92
1646,0,referral,133.79
1647,0,email,107.36
1648,0,email,131.36
1648,1,email,131.36
1649,0,display,190.0
1649,1,referral,190.0
1649,2,organic,190.0
1650,0,organic,100.0
1651,0,paid_social,115.74
1652,0,organic,170.0
1652,1,referral,170.0
1653,0,email,230.0
1653,1,organic,230.0
1653,2,display,230.0
1653,3,referral,230.0
1654,0,display,197.1
1654,1,organic,197.1
1655,0,email,90.0
1656,0,paid_social,110.0
1657,0,paid_social,138.41
1658,0,organic,160.0
1658,1,paid_social,160.0
1659,0,referral,134.29
1660,0,display,104.85
1661,0,referral,120.0
1662,0,organic,240.0
1662,1,referral,240.0
1662,2,organic,240.0
1662,3,display,240.0
1663,0,display,160.0
1663,1,display,160.0
1663,2,organic,160.0
1663,3,display,160.0
1664,0,referral,148.71
1665,0,paid_social,132.98
1666,0,referral,190.0
1666,1,referral,190.0
1667,0,paid_social,110.0
1668,0,organic,112.51
1669,0,display,138.28
1669,1,paid_social,138.28
1670,0,organic,188.57
1670,1,organic,188.57
1671,0,organic,120.0
1671,1,display,120.0
1672,0,referral,274.1
1673,0,paid_social,153.09
1674,0,organic,100.0
1675,0,organic,160.0
1675,1,paid_social,160.0
1676,0,referral,160.0
1676,1,email,160.0
1677,0,display,210.0
1677,1,organic,210.0
1677,2,display,210.0
1677,3,referral,210.0
1678,0,referral,120.0
1679,0,organic,160.0
1679,1,paid_social,160.0
1680,0,email,130.0
1680,1,display,130.0
1680,2,display,130.0
1681,0,email,90.0
1682,0,paid_social,230.0
1682,1,organic,230.0
1682,2,referral,230.0
1683,0,referral,120.0
1684,0,referral,120.0
1685,0,organic,180.0
1685,1,display,180.0
1685,2,paid_social,180.0
1686,0,paid_social,163.98
1686,1,display,163.98
1687,0,email,130.0
1687,1,email,130.0
1688,0,email,142.43
1688,1,organic,142.43
1689,0,referral,120.0
1690,0,email,90.0
1691,0,display,164.0
1692,0,organic,234.46
1693,0,referral,120.0
1694,0,organic,100.0
1695,0,display,185.84
1695,1,referral,185.84
1696,0,organic,100.0
1697,0,email,230.0
1697,1,referral,230.0
1697,2,referral,230.0
1698,0,display,190.99
1698,1,paid_social,190.99
1699,0,paid_social,198.01
1700,0,referral,120.0
1701,0,organic,160.0
1701,1,paid_social,160.0
1702,0,organic,250.0
1702,1,referral,250.0
1702,2,paid_social,250.0
1702,3,display,250.0
1703,0,referral,240.0
1703,1,referral,240.0
1703,2,organic,240.0
1704,0,display,78.87
1705,0,organic,141.91
1705,1,email,141.91
1706,0,display,185.96
1707,0,email,119.15
1708,0,paid_social,180.0
1708,1,referral,180.0
1709,0,email,90.0
1710,0,paid_social,110.0
1711,0,display,140.0
1711,1,referral,140.0
1712,0,display,195.48
1712,1,organic,195.48
1713,0,email,258.01
1713,1,paid_social,258.01
1714,0,display,121.89
1714,1,organic,121.89
1715,0,organic,168.45
1715,1,display,168.45
1716,0,organic,100.0
1717,0,email,109.86
1718,0,paid_social,250.0
1718,1,paid_social,250.0
1718,2,paid_social,250.0
1718,3,email,250.0
1719,0,paid_social,270.33
1720,0,organic,250.0
1720,1,referral,250.0
1720,2,referral,250.0
1720,3,referral,250.0
1721,0,organic,184.52
1722,0,organic,100.0
1723,0,referral,228.14
1724,0,paid_social,130.0
1724,1,display,130.0
1725,0,paid_social,171.31
1726,0,paid_social,180.0
1726,1,display,180.0
1726,2,organic,180.0
1727,0,referral,230.0
1727,1,referral,230.0
1727,2,email,230.0
1728,0,email,165.47
1729,0,referral,120.0
1730,0,display,70.0
1731,0,organic,160.0
1731,1,paid_social,160.0
1732,0,referral,145.39
1733,0,email,150.0
1733,1,paid_social,150.0
1734,0,referral,230.0
1734,1,email,230.0
1734,2,referral,230.0
1735,0,display,141.58
1735,1,display,141.58
1736,0,referral,170.0
1736,1,organic,170.0
1737,0,referral,190.0
1737,1,display,190.0
1737,2,organic,190.0
1738,0,display,125.53
1739,0,display,140.0
1739,1,referral,140.0
1740,0,display,116.07
1740,1,display,116.07
1740,2,display,116.07
1741,0,display,160.0
1741,1,referral,160.0
1741,2,display,160.0
1742,0,email,150.0
1742,1,email,150.0
1742,2,display,150.0
1743,0,paid_social,240.0
1743,1,organic,240.0
1743,2,display,240.0
1743,3,paid_social,240.0
1744,0,email,180.0
1744,1,referral,180.0
1744,2,display,180.0
1745,0,organic,180.19
1746,0,organic,160.0
1746,1,email,160.0
1746,2,display,160.0
1747,0,email,279.71
1747,1,email,279.71
1747,2,organic,279.71
1747,3,organic,279.71
1748,0,organic,160.0
1748,1,paid_social,160.0
1749,0,email,116.23
1750,0,paid_social,140.0
1750,1,display,140.0
1751,0,display,153.56
1752,0,organic,162.16
1753,0,email,140.0
1753,1,organic,140.0
1754,0,paid_social,150.74
1755,0,display,174.56
1756,0,display,94.4
1756,1,display,94.4
1757,0,referral,120.0
1758,0,paid_social,250.0
1758,1,email,250.0
1758,2,referral,250.0
1758,3,paid_social,250.0
1759,0,organic,200.0
1759,1,organic,200.0
1759,2,organic,200.0
1760,0,organic,161.35
1760,1,email,161.35
1761,0,organic,148.78
1761,1,display,148.78
1762,0,email,193.66
1763,0,paid_social,173.77
1763,1,display,173.77
1764,0,organic,180.0
1764,1,email,180.0
1764,2,email,180.0
1765,0,referral,122.37
1766,0,display,110.0
1766,1,email,110.0
1767,0,email,271.9
1767,1,email,271.9
1767,2,referral,271.9
1767,3,organic,271.9
1768,0,referral,230.0
1768,1,referral,230.0
1768,2,email,230.0
1769,0,email,111.41
1770,0,display,240.0
1770,1,organic,240.0
1770,2,referral,240.0
1770,3,organic,240.0
1771,0,email,126.94
1772,0,display,250.0
1772,1,paid_social,250.0
1772,2,referral,250.0
1772,3,referral,250.0
1773,0,organic,212.3
1773,1,organic,212.3
1774,0,referral,164.28
1775,0,display,90.0
1775,1,display,90.0
1776,0,email,132.05
1777,0,paid_social,146.4
1778,0,paid_social,250.0
1778,1,organic,250.0
1778,2,referral,250.0
1778,3,referral,250.0
1779,0,organic,160.0
1779,1,paid_social,160.0
1780,0,referral,186.95
1781,0,paid_social,170.0
1781,1,paid_social,170.0
1782,0,email,99.4
1783,0,organic,150.0
1783,1,organic,150.0
1784,0,email,90.0
1785,0,display,180.0
1785,1,organic,180.0
1785,2,paid_social,180.0
1786,0,email,173.88
1787,0,organic,160.0
1787,1,paid_social,160.0
1788,0,paid_social,125.02
1789,0,organic,140.0
1789,1,email,140.0
1790,0,email,210.0
1790,1,paid_social,210.0
1790,2,email,210.0
1790,3,display,210.0
1791,0,display,246.92
1791,1,paid_social,246.92
1791,2,email,246.92
1791,3,paid_social,246.92
1792,0,organic,206.0
1792,1,organic,206.0
1793,0,referral,120.0
1794,0,paid_social,111.79
1795,0,display,184.29
1796,0,paid_social,200.0
1796,1,email,200.0
1796,2,organic,200.0
1797,0,display,190.0
1797,1,referral,190.0
1797,2,organic,190.0
1798,0,paid_social,230.13
1798,1,paid_social,230.13
1799,0,display,150.06
1799,1,paid_social,150.06
1799,2,display,150.06
1800,0,display,140.76
1801,0,paid_social,186.51
1802,0,paid_social,164.97
1803,0,organic,210.0
1803,1,paid_social,210.0
1803,2,organic,210.0
1804,0,display,125.96
1805,0,organic,100.0
1806,0,email,200.0
1806,1,email,200.0
1806,2,organic,200.0
1806,3,display,200.0
1807,0,email,135.09
1808,0,email,110.79
1808,1,display,110.79
1809,0,organic,100.0
1810,0,organic,170.0
1810,1,organic,170.0
1810,2,display,170.0
1811,0,email,259.03
1812,0,referral,134.85
1813,0,display,247.98
1814,0,organic,244.75
1815,0,organic,116.89
1816,0,paid_social,123.69
1817,0,referral,120.0
1818,0,email,195.89
1818,1,display,195.89
1819,0,email,91.84
1820,0,email,189.78
1820,1,organic,189.78
1821,0,email,250.0
1821,1,paid_social,250.0
1821,2,referral,250.0
1821,3,paid_social,250.0
1822,0,email,160.0
1822,1,referral,160.0
1823,0,paid_social,160.0
1823,1,organic,160.0
1824,0,paid_social,151.63
1825,0,paid_social,200.0
1825,1,email,200.0
1825,2,organic,200.0
1826,0,display,120.0
1826,1,organic,120.0
1827,0,referral,220.0
1827,1,organic,220.0
1827,2,organic,220.0
1828,0,email,90.0
1829,0,paid_social,200.81
1829,1,referral,200.81
1830,0,referral,206.82
1830,1,organic,206.82
1831,0,email,176.07
1831,1,email,176.07
1832,0,display,174.98
1833,0,paid_social,111.74
1834,0,display,190.0
1834,1,organic,190.0
1834,2,referral,190.0
1835,0,organic,179.48
1836,0,email,150.0
1836,1,paid_social,150.0
1837,0,email,220.0
1837,1,organic,220.0
1837,2,email,220.0
1837,3,email,220.0
1838,0,referral,136.56
1839,0,display,119.72
1840,0,display,190.98
1840,1,organic,190.98
1840,2,paid_social,190.98
1841,0,paid_social,160.0
1841,1,organic,160.0
1842,0,display,140.0
1842,1,referral,140.0
1843,0,organic,180.0
1843,1,email,180.0
1843,2,email,180.0
1844,0,paid_social,160.0
1844,1,organic,160.0
1845,0,referral,190.0
1845,1,referral,190.0
1846,0,referral,180.0
1846,1,paid_social,180.0
1847,0,email,145.76
1847,1,display,145.76
1848,0,referral,190.0
1848,1,referral,190.0
1849,0,organic,100.0
1850,0,display,140.0
1850,1,referral,140.0
1851,0,referral,190.0
1851,1,referral,190.0
1852,0,referral,120.0
1853,0,display,120.79
1854,0,email,165.75
1855,0,display,130.0
1855,1,email,130.0
1855,2,display,130.0
1856,0,paid_social,110.0
1857,0,display,130.0
1857,1,paid_social,130.0
1858,0,email,190.0
1858,1,email,190.0
1858,2,paid_social,190.0
1859,0,paid_social,150.0
1859,1,email,150.0
1860,0,paid_social,110.0
1861,0,referral,170.0
1861,1,organic,170.0
1862,0,paid_social,128.5
1863,0,referral,200.0
1863,1,email,200.0
1863,2,email,200.0
1864,0,display,120.0
1864,1,organic,120.0
1865,0,display,102.12
1866,0,referral,250.0
1866,1,paid_social,250.0
1866,2,referral,250.0
1867,0,organic,155.03
1867,1,organic,155.03
1868,0,email,250.0
1868,1,email,250.0
1868,2,paid_social,250.0
1868,3,paid_social,250.0
1869,0,referral,180.0
1869,1,paid_social,180.0
1870,0,paid_social,153.17
1871,0,organic,128.26
1872,0,email,110.0
1872,1,display,110.0
1873,0,email,180.0
1873,1,organic,180.0
1873,2,email,180.0
1874,0,referral,250.0
1874,1,referral,250.0
1874,2,paid_social,250.0
1874,3,display,250.0
1875,0,referral,178.11
1875,1,display,178.11
1876,0,display,80.27
1877,0,display,150.16
1877,1,paid_social,150.16
1878,0,display,128.14
1879,0,email,150.0
1879,1,paid_social,150.0
1880,0,paid_social,210.0
1880,1,paid_social,210.0
1880,2,email,210.0
1881,0,referral,120.0
1882,0,display,147.1
1883,0,display,114.18
1884,0,paid_social,170.0
1884,1,paid_social,170.0
1885,0,referral,220.0
1885,1,email,220.0
1885,2,paid_social,220.0
1886,0,display,190.0
1886,1,referral,190.0
1886,2,organic,190.0
1887,0,display,140.12
1888,0,organic,180.0
1888,1,display,180.0
1888,2,paid_social,180.0
1889,0,paid_social,220.0
1889,1,organic,220.0
1889,2,paid_social,220.0
1890,0,display,130.0
1890,1,display,130.0
1890,2,email,130.0
1891,0,display,140.44
1892,0,paid_social,111.3
1893,0,organic,140.0
1893,1,email,140.0
1894,0,display,150.0
1894,1,display,150.0
1894,2,email,150.0
1894,3,display,150.0
1895,0,email,140.0
1895,1,organic,140.0
1896,0,email,160.0
1896,1,organic,160.0
1896,2,display,160.0
1897,0,paid_social,110.0
1898,0,paid_social,240.0
1898,1,paid_social,240.0
1898,2,display,240.0
1898,3,organic,240.0
1899,0,paid_social,200.0
1899,1,organic,200.0
1899,2,email,200.0
1900,0,organic,160.0
1900,1,paid_social,160.0
1901,0,paid_social,196.18
1902,0,paid_social,250.0
1902,1,organic,250.0
1902,2,email,250.0
1902,3,organic,250.0
1903,0,display,90.0
1903,1,display,90.0
1904,0,organic,174.63
1904,1,display,174.63
1905,0,email,160.0
1905,1,display,160.0
1905,2,organic,160.0
1906,0,organic,151.63
1907,0,paid_social,160.0
1907,1,organic,160.0
1908,0,email,190.0
1908,1,display,190.0
1908,2,display,190.0
1908,3,paid_social,190.0
1909,0,referral,120.0
1910,0,display,163.75
1910,1,display,163.75
1910,2,email,163.75
1911,0,display,170.0
1911,1,paid_social,170.0
1911,2,email,170.0
1912,0,display,120.36
1913,0,email,132.32
1913,1,email,132.32
1914,0,display,179.16
1914,1,display,179.16
1915,0,referral,230.0
1915,1,email,230.0
1915,2,referral,230.0
1916,0,display,150.0
1916,1,email,150.0
1916,2,email,150.0
1917,0,display,160.0
1917,1,display,160.0
1917,2,referral,160.0
1918,0,referral,160.0
1918,1,email,160.0
1919,0,organic,256.12
1919,1,organic,256.12
1919,2,referral,256.12
1920,0,organic,170.0
1920,1,referral,170.0
1921,0,email,210.0
1921,1,paid_social,210.0
1921,2,paid_social,210.0
1922,0,referral,247.65
1923,0,email,213.24
1923,1,referral,213.24
1924,0,email,289.44
1925,0,email,160.0
1925,1,referral,160.0
1926,0,display,160.0
1926,1,referral,160.0
1926,2,display,160.0
1927,0,referral,140.0
1927,1,display,140.0
1928,0,organic,160.0
1928,1,paid_social,160.0
1929,0,referral,230.0
1929,1,display,230.0
1929,2,organic,230.0
1929,3,email,230.0
1930,0,paid_social,210.0
1930,1,display,210.0
1930,2,display,210.0
1930,3,paid_social,210.0
1931,0,paid_social,181.64
1932,0,email,165.08
1932,1,referral,165.08
1933,0,referral,127.49
1934,0,email,130.0
1934,1,email,130.0
1935,0,email,90.0
1936,0,paid_social,220.0
1936,1,paid_social,220.0
1936,2,organic,220.0
1937,0,paid_social,110.0
1938,0,paid_social,110.0
1939,0,paid_social,188.75
1939,1,referral,188.75
1940,0,paid_social,155.86
1941,0,referral,120.0
1942,0,email,140.0
1942,1,organic,140.0
1943,0,paid_social,136.64
1944,0,paid_social,110.0
1945,0,display,140.0
1945,1,referral,140.0
1946,0,display,314.82
1946,1,organic,314.82
1946,2,paid_social,314.82
1947,0,display,259.42
1947,1,paid_social,259.42
1948,0,email,98.76
1949,0,paid_social,160.0
1949,1,organic,160.0
1950,0,display,140.0
1950,1,referral,140.0
1951,0,organic,250.0
1951,1,referral,250.0
1951,2,paid_social,250.0
1951,3,referral,250.0
1952,0,referral,202.69
1953,0,display,150.0
1953,1,email,150.0
1953,2,email,150.0
1954,0,display,243.5
1954,1,email,243.5
1955,0,paid_social,110.0
1956,0,referral,188.32
1957,0,display,188.19
1957,1,organic,188.19
1957,2,paid_social,188.19
1958,0,display,297.84
1959,0,organic,160.0
1959,1,paid_social,160.0
1960,0,organic,158.84
1960,1,display,158.84
1961,0,display,110.0
1961,1,email,110.0
1962,0,paid_social,113.01
1963,0,referral,255.79
1964,0,email,170.86
1964,1,display,170.86
1965,0,organic,133.82
1965,1,display,133.82
1966,0,paid_social,137.57
1966,1,display,137.57
1967,0,referral,170.0
1967,1,organic,170.0
1968,0,organic,100.0
1969,0,display,329.91
1970,0,email,200.0
1970,1,paid_social,200.0
1970,2,organic,200.0
1971,0,organic,200.0
1971,1,organic,200.0
1971,2,organic,200.0
1972,0,paid_social,230.0
1972,1,paid_social,230.0
1972,2,display,230.0
1972,3,email,230.0
1973,0,organic,100.0
1974,0,display,145.38
1974,1,referral,145.38
1975,0,email,213.99
1975,1,organic,213.99
1975,2,email,213.99
1976,0,email,118.25
1977,0,display,240.0
1977,1,referral,240.0
1977,2,email,240.0
1977,3,paid_social,240.0
1978,0,referral,230.0
1978,1,display,230.0
1978,2,display,230.0
1978,3,referral,230.0
1979,0,display,193.86
1979,1,display,193.86
1980,0,referral,250.0
1980,1,referral,250.0
1980,2,paid_social,250.0
1981,0,paid_social,110.0
1982,0,email,203.85
1982,1,email,203.85
1983,0,paid_social,319.45
1983,1,display,319.45
1983,2,organic,319.45
1984,0,email,121.08
1985,0,email,98.16
1986,0,paid_social,220.0
1986,1,referral,220.0
1986,2,email,220.0
1987,0,referral,240.0
1987,1,display,240.0
1987,2,email,240.0
1987,3,paid_social,240.0
1988,0,paid_social,264.4
1988,1,display,264.4
1988,2,email,264.4
1989,0,paid_social,250.0
1989,1,organic,250.0
1989,2,paid_social,250.0
1989,3,referral,250.0
1990,0,organic,108.53
1991,0,organic,210.0
1991,1,display,210.0
1991,2,referral,210.0
1991,3,display,210.0
1992,0,display,143.93
1993,0,referral,120.0
1994,0,email,250.0
1994,1,referral,250.0
1994,2,referral,250.0
1994,3,organic,250.0
1995,0,organic,122.55
1996,0,organic,207.3
1996,1,paid_social,207.3
1997,0,referral,130.17
1998,0,display,148.22
1999,0,paid_social,190.0
1999,1,paid_social,190.0
1999,2,display,190.0
2000,0,organic,160.0
2000,1,paid_social,160.0
2001,0,display,74.12
2002,0,display,81.83
2003,0,organic,152.02
2004,0,display,148.27
2005,0,paid_social,220.0
2005,1,referral,220.0
2005,2,email,220.0
2006,0,email,90.0
2007,0,paid_social,153.23
2008,0,paid_social,110.0
2009,0,referral,250.0
2009,1,referral,250.0
2009,2,paid_social,250.0
2010,0,organic,200.0
2010,1,email,200.0
2010,2,paid_social,200.0
2011,0,paid_social,158.48
2011,1,email,158.48
2012,0,referral,180.0
2012,1,paid_social,180.0
2013,0,organic,160.0
2013,1,paid_social,160.0
2014,0,referral,197.19
2015,0,display,227.12
2015,1,display,227.12
2016,0,display,257.38
2017,0,email,150.0
2017,1,paid_social,150.0
2018,0,organic,142.95
2019,0,display,190.0
2019,1,referral,190.0
2019,2,organic,190.0
2020,0,referral,230.0
2020,1,paid_social,230.0
2020,2,organic,230.0
2021,0,paid_social,170.0
2021,1,paid_social,170.0
2022,0,organic,110.48
2023,0,paid_social,170.0
2023,1,paid_social,170.0
2024,0,organic,140.0
2024,1,email,140.0
2025,0,display,173.54
2026,0,organic,105.84
2027,0,email,150.0
2027,1,paid_social,150.0
2028,0,referral,120.0
2029,0,email,169.54
2029,1,organic,169.54
2030,0,email,190.0
2030,1,display,190.0
2030,2,email,190.0
2030,3,email,190.0
2031,0,display,141.44
2031,1,display,141.44
2032,0,organic,159.07
2033,0,organic,100.0
2034,0,paid_social,170.0
2034,1,paid_social,170.0
2035,0,referral,170.0
2035,1,organic,170.0
2036,0,display,110.0
2036,1,email,110.0
2037,0,referral,160.0
2037,1,email,160.0
2038,0,display,168.91
2038,1,email,168.91
2039,0,referral,250.0
2039,1,referral,250.0
2039,2,email,250.0
2039,3,referral,250.0
2040,0,organic,160.0
2040,1,paid_social,160.0
2041,0,paid_social,190.0
2041,1,email,190.0
2041,2,email,190.0
2042,0,paid_social,210.0
2042,1,email,210.0
2042,2,paid_social,210.0
2043,0,organic,160.0
2043,1,paid_social,160.0
2044,0,display,96.93
2045,0,paid_social,110.0
2046,0,referral,120.0
2047,0,paid_social,250.0
2047,1,referral,250.0
2047,2,referral,250.0
2047,3,referral,250.0
2048,0,organic,100.0
2049,0,paid_social,170.0
2049,1,paid_social,170.0
2050,0,organic,230.0
2050,1,referral,230.0
2050,2,paid_social,230.0
2051,0,organic,155.26
2052,0,paid_social,160.0
2052,1,organic,160.0
2053,0,paid_social,164.96
2053,1,display,164.96
2054,0,organic,123.88
2055,0,display,83.91
2056,0,referral,190.0
2056,1,referral,190.0
2057,0,referral,140.0
2057,1,display,140.0
2058,0,display,163.77
2058,1,paid_social,163.77
2059,0,paid_social,170.0
2059,1,paid_social,170.0
2060,0,display,130.0
2060,1,paid_social,130.0
2061,0,paid_social,230.0
2061,1,paid_social,230.0
2061,2,paid_social,230.0
2062,0,email,200.0
2062,1,display,200.0
2062,2,organic,200.0
2062,3,email,200.0
2063,0,paid_social,240.91
2063,1,organic,240.91
2063,2,referral,240.91
2064,0,referral,319.22
2064,1,referral,319.22
2064,2,display,319.22
2064,3,display,319.22
2065,0,email,130.0
2065,1,email,130.0
2066,0,organic,127.21
2067,0,email,210.0
2067,1,referral,210.0
2067,2,organic,210.0
2068,0,display,200.0
2068,1,referral,200.0
2068,2,paid_social,200.0
2069,0,paid_social,175.08
2069,1,organic,175.08
2070,0,paid_social,110.0
2071,0,paid_social,146.04
2072,0,referral,230.0
2072,1,paid_social,230.0
2072,2,organic,230.0
2073,0,email,160.0
2073,1,referral,160.0
2074,0,paid_social,150.0
2074,1,email,150.0
2075,0,referral,120.0
2076,0,display,263.04
2076,1,display,263.04
2076,2,display,263.04
2077,0,display,175.71
2078,0,display,150.0
2078,1,email,150.0
2078,2,email,150.0
2079,0,organic,100.0
2080,0,display,242.96
2080,1,paid_social,242.96
2080,2,paid_social,242.96
2081,0,email,90.0
2082,0,organic,178.19
2083,0,display,93.02
2084,0,paid_social,228.88
2084,1,referral,228.88
2085,0,email,130.0
2085,1,email,130.0
2086,0,email,203.96
2086,1,display,203.96
2087,0,organic,160.0
2087,1,paid_social,160.0
2088,0,organic,170.0
2088,1,referral,170.0
2089,0,referral,190.0
2089,1,referral,190.0
2090,0,organic,170.0
2090,1,referral,170.0
2091,0,referral,120.0
2092,0,email,220.0
2092,1,paid_social,220.0
2092,2,display,220.0
2092,3,organic,220.0
2093,0,referral,140.0
2093,1,display,140.0
2094,0,display,110.0
2094,1,email,110.0
2095,0,email,240.0
2095,1,paid_social,240.0
2095,2,email,240.0
2095,3,organic,240.0
2096,0,referral,170.0
2096,1,organic,170.0
2097,0,organic,120.0
2097,1,display,120.0
2098,0,referral,140.0
2098,1,display,140.0
2099,0,referral,190.0
2099,1,display,190.0
2099,2,organic,190.0
2100,0,organic,100.0
2101,0,referral,230.0
2101,1,organic,230.0
2101,2,email,230.0
2101,3,display,230.0
2102,0,organic,119.6
2103,0,display,90.93
2104,0,referral,210.0
2104,1,organic,210.0
2104,2,email,210.0
2105,0,paid_social,110.0
2106,0,display,171.57
2107,0,referral,120.49
2108,0,paid_social,115.3
2109,0,paid_social,150.0
2109,1,email,150.0
2110,0,paid_social,110.0
2111,0,referral,189.01
2112,0,paid_social,196.0
2113,0,referral,180.0
2113,1,email,180.0
2113,2,display,180.0
2114,0,paid_social,160.0
2114,1,organic,160.0
2115,0,referral,250.0
2115,1,referral,250.0
2115,2,referral,250.0
2116,0,display,173.84
2117,0,paid_social,110.0
2118,0,display,95.8
2119,0,referral,160.0
2119,1,email,160.0
2120,0,organic,142.45
2121,0,paid_social,130.0
2121,1,display,130.0
2122,0,paid_social,160.0
2122,1,organic,160.0
2123,0,paid_social,150.0
2123,1,email,150.0
2124,0,organic,231.74
2125,0,email,160.0
2125,1,referral,160.0
2126,0,display,134.32
2126,1,display,134.32
2126,2,display,134.32
2127,0,organic,170.0
2127,1,referral,170.0
2128,0,referral,230.0
2128,1,paid_social,230.0
2128,2,organic,230.0
2129,0,referral,170.0
2129,1,organic,170.0
2130,0,email,220.0
2130,1,referral,220.0
2130,2,paid_social,220.0
2131,0,email,224.91
2131,1,display,224.91
2131,2,organic,224.91
2132,0,email,200.0
2132,1,organic,200.0
2132,2,paid_social,200.0
2133,0,referral,120.0
2134,0,email,220.0
2134,1,display,220.0
2134,2,email,220.0
2134,3,referral,220.0
2135,0,email,250.0
2135,1,referral,250.0
2135,2,referral,250.0
2135,3,paid_social,250.0
2136,0,referral,261.61
2136,1,organic,261.61
2137,0,paid_social,200.0
2137,1,referral,200.0
2137,2,display,200.0
2138,0,display,150.0
2138,1,email,150.0
2138,2,display,150.0
2138,3,display,150.0
2139,0,organic,334.72
2140,0,email,180.12
2141,0,email,213.41
2142,0,email,90.0
2143,0,referral,170.0
2143,1,organic,170.0
2144,0,referral,198.29
2145,0,display,170.0
2145,1,email,170.0
2145,2,paid_social,170.0
2146,0,paid_social,110.0
2147,0,email,130.0
2147,1,email,130.0
2148,0,organic,139.87
2149,0,email,130.0
2149,1,email,130.0
2150,0,email,111.27
2151,0,organic,250.0
2151,1,referral,250.0
2151,2,organic,250.0
2151,3,paid_social,250.0
2152,0,paid_social,137.9
2153,0,display,121.68
2154,0,organic,237.95
2155,0,organic,228.57
2155,1,email,228.57
2155,2,paid_social,228.57
2156,0,referral,120.0
2157,0,paid_social,130.0
2157,1,display,130.0
2158,0,email,157.82
2159,0,email,140.0
2159,1,organic,140.0
2160,0,paid_social,110.0
2161,0,referral,275.14
2162,0,paid_social,110.0
2163,0,display,116.67
2164,0,email,258.07
2164,1,paid_social,258.07
2164,2,referral,258.07
2165,0,display,140.0
2165,1,referral,140.0
2166,0,organic,250.0
2166,1,referral,250.0
2166,2,referral,250.0
2166,3,display,250.0
2167,0,email,130.0
2167,1,email,130.0
2168,0,email,150.0
2168,1,paid_social,150.0
2169,0,referral,242.44
2169,1,organic,242.44
2170,0,referral,210.0
2170,1,referral,210.0
2170,2,display,210.0
2171,0,display,150.0
2171,1,email,150.0
2171,2,email,150.0
2172,0,email,130.0
2172,1,email,130.0
2173,0,organic,190.0
2173,1,display,190.0
2173,2,display,190.0
2173,3,organic,190.0
2174,0,referral,190.0
2174,1,referral,190.0
2175,0,referral,250.0
2175,1,email,250.0
2175,2,organic,250.0
2175,3,email,250.0
2176,0,organic,129.84
2177,0,display,137.52
2178,0,paid_social,172.04
2179,0,email,211.72
2180,0,display,128.32
2181,0,referral,240.0
2181,1,organic,240.0
2181,2,referral,240.0
2182,0,referral,250.0
2182,1,email,250.0
2182,2,paid_social,250.0
2182,3,organic,250.0
2183,0,referral,136.15
2184,0,organic,200.0
2184,1,organic,200.0
2184,2,organic,200.0
2185,0,paid_social,133.44
2186,0,referral,200.94
2186,1,referral,200.94
2187,0,email,162.36
2187,1,email,162.36
2188,0,email,210.0
2188,1,referral,210.0
2188,2,organic,210.0
2189,0,email,214.95
2190,0,paid_social,200.0
2190,1,organic,200.0
2190,2,email,200.0
2191,0,paid_social,110.0
2192,0,paid_social,170.0
2192,1,paid_social,170.0
2193,0,display,92.09
2194,0,display,156.39
2194,1,referral,156.39
2195,0,display,120.0
2195,1,organic,120.0
2196,0,referral,179.77
2196,1,email,179.77
2197,0,display,140.0
2197,1,referral,140.0
