user_id,jtbd_segment,cohort,group,logins_per_week,tx_per_month,balance_eur,converted,upgrade_reason
2565,young_professionals,Growth,control,14.9,10,534.77,1,cashback
2566,young_professionals,Growth,control,7.1,18,1763.83,0,none
2567,young_professionals,Power,control,9.7,19,1867.47,0,none
2568,young_professionals,Dormant,control,3.8,16,1282.35,0,none
2569,young_professionals,Growth,control,12.1,9,742.44,0,none
2570,young_professionals,Growth,control,15.4,12,1227.06,0,none
2571,young_professionals,Dormant,control,7.6,15,1731.49,0,none
2572,young_professionals,Growth,control,7.4,20,2079.96,0,none
2573,young_professionals,Casual,control,5.7,12,1121.9,0,none
2574,young_professionals,Growth,control,7.9,11,857.57,0,none
2575,young_professionals,Power,control,6.5,18,1348.33,0,none
2576,young_professionals,Power,control,17.5,14,1631.25,0,none
2577,young_professionals,Dormant,control,9.1,17,903.47,0,none
2578,young_professionals,Casual,control,14.4,13,2075.65,1,cashback
2579,young_professionals,Casual,control,4.2,16,2574.43,0,none
2580,young_professionals,Dormant,control,8.4,16,1899.05,0,none
2581,young_professionals,Growth,control,9.8,20,1901.76,1,cashback
2582,young_professionals,Casual,control,0.1,13,1561.78,0,none
2583,young_professionals,Casual,control,7.4,12,321.5,1,cashback
2584,young_professionals,Dormant,control,8.9,17,1009.68,0,none
2585,young_professionals,Growth,control,3.5,13,1425.75,0,none
2586,young_professionals,Dormant,control,11.9,8,1861.85,0,none
2587,young_professionals,Dormant,control,15.1,14,624.94,0,none
2588,young_professionals,Casual,control,6.9,11,1808.42,0,none
2589,young_professionals,Casual,control,10.2,15,1080.04,0,none
2590,young_professionals,Casual,control,6.4,14,1457.19,0,none
2591,young_professionals,Power,control,13.5,11,2003.75,0,none
2592,young_professionals,Growth,control,13.1,13,1344.62,0,none
2593,young_professionals,Growth,control,12.2,13,1038.13,0,none
2594,young_professionals,Casual,control,12.9,14,2794.51,0,none
2595,young_professionals,Dormant,control,5.2,17,1706.76,0,none
2596,young_professionals,Growth,control,8.0,16,1368.8,0,none
2597,young_professionals,Dormant,control,10.6,15,2048.88,0,none
2598,young_professionals,Casual,control,7.5,11,572.25,0,none
2599,young_professionals,Casual,control,15.2,19,573.01,0,none
2600,young_professionals,Dormant,control,8.4,16,2573.72,0,none
2601,young_professionals,Growth,control,15.1,17,1428.8,0,none
2602,young_professionals,Growth,control,4.3,14,1366.87,1,support
2603,young_professionals,Dormant,control,20.4,15,768.91,0,none
2604,young_professionals,Growth,control,9.3,14,1441.12,0,none
2605,young_professionals,Casual,control,10.0,14,721.27,0,none
2606,young_professionals,Growth,control,7.6,13,102.47,1,cashback
2607,young_professionals,Casual,control,11.0,14,484.18,0,none
2608,young_professionals,Casual,control,8.0,14,2105.02,0,none
2609,young_professionals,Growth,control,11.2,13,835.98,1,status
2610,young_professionals,Growth,control,5.9,15,1075.26,1,status
2611,young_professionals,Power,control,12.2,6,1112.96,0,none
2612,young_professionals,Casual,control,6.2,13,1067.58,0,none
2613,young_professionals,Dormant,control,11.0,18,1541.62,0,none
2614,young_professionals,Casual,control,4.0,20,1664.76,0,none
2615,young_professionals,Casual,control,15.6,12,381.35,0,none
2616,young_professionals,Growth,control,8.3,20,1423.41,1,premium_features
2617,young_professionals,Casual,control,7.7,17,1397.79,1,cashback
2618,young_professionals,Dormant,control,7.8,14,2356.8,1,premium_features
2619,young_professionals,Casual,control,9.7,18,1559.2,1,premium_features
2620,young_professionals,Casual,control,1.4,17,349.43,0,none
2621,young_professionals,Growth,control,14.0,17,190.12,0,none
2622,young_professionals,Dormant,control,9.5,15,2288.85,0,none
2623,young_professionals,Growth,control,12.3,21,809.78,1,premium_features
2624,young_professionals,Power,control,8.2,10,936.57,0,none
2625,young_professionals,Casual,control,9.1,14,945.38,0,none
2626,young_professionals,Dormant,control,9.1,10,898.53,0,none
2627,young_professionals,Growth,control,6.5,23,992.39,0,none
2628,young_professionals,Casual,control,5.7,18,1240.76,0,none
2629,young_professionals,Casual,control,11.9,18,1226.69,0,none
2630,young_professionals,Casual,control,10.4,15,0.0,0,none
2631,young_professionals,Growth,control,6.9,22,571.89,0,none
2632,young_professionals,Growth,control,10.9,17,1075.4,0,none
2633,young_professionals,Power,control,14.0,12,537.55,0,none
2634,young_professionals,Growth,control,8.3,15,1131.22,1,cashback
2635,young_professionals,Dormant,control,14.2,15,1218.63,0,none
2636,young_professionals,Casual,control,5.2,12,564.34,0,none
2637,young_professionals,Casual,control,9.2,22,897.92,0,none
2638,young_professionals,Casual,control,10.5,16,1534.71,0,none
2639,young_professionals,Casual,control,8.8,21,1912.51,0,none
2640,young_professionals,Power,control,4.3,15,1248.17,0,none
2641,young_professionals,Growth,control,7.9,12,2606.01,1,premium_features
2642,young_professionals,Casual,control,11.1,10,1080.81,0,none
2643,young_professionals,Dormant,control,12.4,10,2371.24,0,none
2644,young_professionals,Dormant,control,9.6,21,2109.32,0,none
2645,young_professionals,Casual,control,17.2,14,868.59,0,none
2646,young_professionals,Dormant,control,7.5,17,1083.92,0,none
2647,young_professionals,Growth,control,7.5,16,1989.03,0,none
2648,young_professionals,Growth,control,12.9,12,1676.96,1,cashback
2649,young_professionals,Casual,control,1.2,15,740.88,0,none
2650,young_professionals,Growth,control,8.3,10,1452.33,0,none
2651,young_professionals,Casual,control,12.7,11,1765.02,0,none
2652,young_professionals,Dormant,control,3.3,14,1855.94,0,none
2653,young_professionals,Casual,control,5.4,12,1445.92,0,none
2654,young_professionals,Growth,control,2.1,19,466.13,0,none
2655,young_professionals,Dormant,control,9.8,10,1368.59,0,none
2656,young_professionals,Growth,control,9.2,16,1067.1,0,none
2657,young_professionals,Power,control,3.9,15,1316.11,0,none
2658,young_professionals,Casual,control,7.4,14,1367.18,1,premium_features
2659,young_professionals,Casual,control,13.9,17,2039.42,1,premium_features
2660,young_professionals,Power,control,15.6,17,113.62,0,none
2661,young_professionals,Growth,control,8.8,15,1130.23,0,none
2662,young_professionals,Casual,control,6.0,11,1650.11,0,none
2663,young_professionals,Growth,control,8.6,12,590.05,0,none
2664,young_professionals,Dormant,control,4.4,10,1600.34,0,none
2665,young_professionals,Growth,control,6.9,14,1875.53,0,none
2666,young_professionals,Casual,control,6.9,21,1366.2,1,premium_features
2667,young_professionals,Dormant,control,6.0,14,1154.76,0,none
2668,young_professionals,Casual,control,8.0,13,1381.27,0,none
2669,young_professionals,Dormant,control,16.8,11,1028.14,0,none
2670,young_professionals,Power,control,6.2,19,1790.14,0,none
2671,young_professionals,Growth,control,10.9,7,965.09,0,none
2672,young_professionals,Growth,control,2.7,17,1240.57,0,none
2673,young_professionals,Casual,control,6.6,14,1348.99,0,none
2674,young_professionals,Power,control,6.1,8,1449.71,0,none
2675,young_professionals,Casual,control,1.2,17,539.39,1,premium_features
2676,young_professionals,Power,control,3.1,15,1106.7,0,none
2677,young_professionals,Casual,control,11.0,12,1689.89,0,none
2678,young_professionals,Growth,control,7.1,13,872.66,0,none
2679,young_professionals,Casual,control,10.9,18,563.9,0,none
2680,young_professionals,Casual,control,9.1,14,936.92,1,support
2681,young_professionals,Power,control,9.7,12,1015.71,0,none
2682,young_professionals,Growth,control,9.5,9,567.54,0,none
2683,young_professionals,Casual,control,14.8,14,1346.78,0,none
2684,young_professionals,Casual,control,2.8,21,2332.66,0,none
2685,young_professionals,Growth,control,6.0,19,1953.61,1,premium_features
2686,young_professionals,Casual,control,14.0,18,983.99,0,none
2687,young_professionals,Growth,control,9.8,13,400.57,1,cashback
2688,young_professionals,Power,control,5.4,13,1254.11,0,none
2689,young_professionals,Dormant,control,7.6,13,1488.16,0,none
2690,young_professionals,Growth,control,14.4,12,1928.41,0,none
2691,young_professionals,Dormant,control,5.3,13,515.75,0,none
2692,young_professionals,Casual,control,9.7,17,1460.23,0,none
2693,young_professionals,Casual,control,6.0,13,1440.33,0,none
2694,young_professionals,Power,control,3.6,16,1639.39,0,none
2695,young_professionals,Power,control,8.8,17,1740.78,0,none
2696,young_professionals,Power,control,7.4,17,649.79,0,none
2697,young_professionals,Power,control,10.6,13,546.14,1,support
2698,young_professionals,Growth,control,15.1,19,1373.33,0,none
2699,young_professionals,Growth,control,11.2,15,1106.17,0,none
2700,young_professionals,Casual,control,6.6,9,2390.11,0,none
2701,young_professionals,Growth,control,7.2,9,1395.1,0,none
2702,young_professionals,Dormant,control,9.8,12,920.51,0,none
2703,young_professionals,Dormant,control,6.5,17,976.71,0,none
2704,young_professionals,Dormant,control,13.2,15,1294.93,0,none
2705,young_professionals,Casual,control,12.1,20,288.61,0,none
2706,young_professionals,Growth,control,9.8,9,1761.37,1,premium_features
2707,young_professionals,Power,control,11.3,13,1404.49,0,none
2708,young_professionals,Dormant,control,9.5,22,798.73,0,none
2709,young_professionals,Casual,control,10.0,14,524.89,0,none
2710,young_professionals,Casual,control,8.5,9,1032.32,0,none
2711,young_professionals,Casual,control,12.8,15,1997.04,0,none
2712,young_professionals,Casual,control,11.6,9,553.16,0,none
2713,young_professionals,Casual,control,7.7,13,549.8,0,none
2714,young_professionals,Growth,control,10.1,21,1017.46,0,none
2715,young_professionals,Casual,control,14.8,16,1614.19,0,none
2716,young_professionals,Power,control,6.0,17,1508.87,0,none
2717,young_professionals,Dormant,control,11.8,12,1282.51,0,none
2718,young_professionals,Dormant,control,8.1,13,1911.68,0,none
2719,young_professionals,Power,control,11.4,14,1676.88,0,none
2720,young_professionals,Power,control,12.5,21,2597.07,1,premium_features
2721,young_professionals,Growth,control,10.7,17,189.53,0,none
2722,young_professionals,Casual,control,11.0,19,1203.79,0,none
2723,young_professionals,Growth,control,11.6,17,1671.99,0,none
2724,young_professionals,Dormant,control,15.7,16,649.62,0,none
2725,young_professionals,Growth,control,14.0,13,1902.64,0,none
2726,young_professionals,Casual,control,9.5,19,1266.06,0,none
2727,young_professionals,Growth,control,12.1,16,1332.99,1,support
2728,young_professionals,Growth,control,14.8,18,2261.01,0,none
2729,young_professionals,Growth,control,6.3,5,1238.24,0,none
2730,young_professionals,Growth,control,7.9,12,1669.45,1,premium_features
2731,young_professionals,Power,control,5.8,22,1004.93,0,none
2732,young_professionals,Casual,control,6.3,16,994.8,0,none
2733,young_professionals,Casual,control,6.1,15,1677.32,0,none
2734,young_professionals,Power,control,4.4,14,1007.55,1,premium_features
2735,young_professionals,Dormant,control,4.3,18,1387.4,0,none
2736,young_professionals,Casual,control,9.8,19,781.0,0,none
2737,young_professionals,Power,control,11.5,12,1352.55,0,none
2738,young_professionals,Dormant,control,8.6,11,1632.05,0,none
2739,young_professionals,Growth,control,8.9,16,2008.85,0,none
2740,young_professionals,Casual,control,6.9,9,912.11,0,none
2741,young_professionals,Casual,control,10.0,20,1362.64,0,none
2742,young_professionals,Casual,control,9.9,17,1310.5,0,none
2743,young_professionals,Growth,control,5.7,18,659.42,0,none
2744,young_professionals,Growth,control,7.5,15,1487.54,0,none
2745,young_professionals,Casual,control,1.7,14,1348.36,0,none
2746,young_professionals,Growth,control,13.5,14,1822.73,0,none
2747,young_professionals,Casual,control,15.6,14,788.43,0,none
2748,young_professionals,Dormant,control,9.1,10,1529.92,0,none
2749,young_professionals,Casual,control,11.0,19,459.79,0,none
2750,young_professionals,Growth,control,8.6,17,1716.45,0,none
2751,young_professionals,Power,control,12.7,23,814.41,0,none
2752,young_professionals,Growth,control,2.9,13,2041.02,0,none
2753,young_professionals,Power,control,3.2,17,1351.77,1,premium_features
2754,young_professionals,Casual,control,9.5,18,1731.04,0,none
2755,young_professionals,Growth,control,8.6,15,1982.98,0,none
2756,young_professionals,Casual,control,6.9,10,1081.03,0,none
2757,young_professionals,Casual,control,5.5,11,564.87,0,none
2758,young_professionals,Casual,control,8.8,15,1223.55,0,none
2759,young_professionals,Growth,control,2.7,11,437.57,0,none
2760,young_professionals,Growth,control,6.0,10,1297.09,0,none
2761,young_professionals,Dormant,control,9.5,19,1137.01,0,none
2762,young_professionals,Dormant,control,13.0,18,393.31,0,none
2763,young_professionals,Growth,control,9.3,19,2345.5,0,none
2764,young_professionals,Casual,control,7.7,17,1192.88,0,none
2765,young_professionals,Dormant,control,10.5,11,526.75,0,none
2766,young_professionals,Power,control,8.2,17,803.5,1,premium_features
2767,young_professionals,Growth,control,12.2,9,2091.94,0,none
2768,young_professionals,Casual,control,11.6,15,467.23,0,none
2769,young_professionals,Dormant,control,16.4,10,1522.54,0,none
2770,young_professionals,Power,control,10.5,15,1571.63,1,premium_features
2771,young_professionals,Casual,control,16.6,14,1680.53,0,none
2772,young_professionals,Casual,control,10.9,17,712.39,0,none
2773,young_professionals,Casual,control,0.0,21,2050.03,0,none
2774,young_professionals,Dormant,control,6.4,17,983.63,0,none
2775,young_professionals,Growth,control,4.6,6,1099.65,0,none
2776,young_professionals,Power,control,5.7,18,263.74,0,none
2777,young_professionals,Power,control,10.4,22,1381.73,1,premium_features
2778,young_professionals,Growth,control,10.8,16,626.06,0,none
2779,young_professionals,Casual,control,5.6,18,1740.47,1,status
2780,young_professionals,Growth,control,0.0,14,1941.65,0,none
2781,young_professionals,Growth,control,11.3,17,1364.61,0,none
2782,young_professionals,Dormant,control,8.5,22,1336.25,0,none
2783,young_professionals,Growth,control,9.6,17,1555.34,1,status
2784,young_professionals,Growth,control,3.2,15,1744.6,0,none
2785,young_professionals,Power,control,14.9,9,557.1,1,status
2786,young_professionals,Power,control,5.8,14,847.1,1,status
2787,young_professionals,Casual,control,11.5,13,1308.59,0,none
2788,young_professionals,Casual,control,0.8,19,1134.18,0,none
2789,young_professionals,Casual,control,10.0,16,231.48,0,none
2790,young_professionals,Growth,control,7.1,16,841.66,1,cashback
2791,young_professionals,Casual,control,8.2,11,2516.01,0,none
2792,young_professionals,Growth,control,15.1,20,747.92,0,none
2793,young_professionals,Dormant,control,8.7,9,1375.8,0,none
2794,young_professionals,Casual,control,8.7,12,850.35,0,none
2795,young_professionals,Casual,control,10.6,12,739.91,0,none
2796,young_professionals,Growth,control,5.3,14,1773.27,0,none
2797,young_professionals,Power,control,9.6,16,1891.94,0,none
2798,young_professionals,Growth,control,11.7,13,1647.23,0,none
2799,young_professionals,Dormant,control,9.4,10,1657.18,0,none
2800,young_professionals,Power,control,14.1,16,1758.45,1,status
2801,young_professionals,Growth,control,1.8,15,1951.25,0,none
2802,young_professionals,Casual,control,6.9,18,724.55,0,none
2803,young_professionals,Casual,control,11.0,12,644.93,0,none
2804,young_professionals,Casual,control,7.2,10,1471.66,0,none
2805,young_professionals,Growth,control,0.9,13,0.0,1,premium_features
2806,young_professionals,Casual,control,7.7,17,504.79,0,none
2807,young_professionals,Dormant,control,8.1,10,1242.61,0,none
2808,young_professionals,Growth,control,10.4,14,1915.83,0,none
2809,young_professionals,Growth,control,10.5,7,779.06,0,none
2810,young_professionals,Growth,control,6.9,17,1799.68,1,premium_features
2811,young_professionals,Dormant,control,8.7,21,971.17,0,none
2812,young_professionals,Casual,control,10.5,19,1887.57,0,none
2813,young_professionals,Casual,control,11.1,15,1483.51,0,none
2814,young_professionals,Growth,control,8.4,12,1312.89,0,none
2815,young_professionals,Growth,control,15.2,16,0.0,0,none
2816,young_professionals,Casual,control,11.5,19,1571.65,0,none
2817,young_professionals,Casual,control,9.7,15,2097.05,0,none
2818,young_professionals,Growth,control,16.7,15,1177.2,0,none
2819,young_professionals,Casual,control,8.8,19,2391.96,0,none
2820,young_professionals,Growth,control,14.9,15,864.37,0,none
2821,young_professionals,Casual,control,3.8,13,1573.03,0,none
2822,young_professionals,Casual,control,12.6,16,10.45,0,none
2823,young_professionals,Power,control,14.6,18,1288.71,0,none
2824,young_professionals,Power,control,5.5,12,2250.14,0,none
2825,young_professionals,Dormant,control,6.9,18,0.0,1,cashback
2826,young_professionals,Casual,control,4.2,14,1804.86,0,none
2827,young_professionals,Growth,control,9.1,13,1617.31,1,cashback
2828,young_professionals,Casual,control,10.2,13,792.74,0,none
2829,young_professionals,Growth,control,7.5,12,1134.72,1,premium_features
2830,young_professionals,Casual,control,7.7,14,1217.63,0,none
2831,young_professionals,Growth,control,15.7,17,1439.31,1,premium_features
2832,young_professionals,Dormant,control,1.1,6,1072.14,0,none
2833,young_professionals,Casual,control,9.7,20,1428.82,0,none
2834,young_professionals,Dormant,control,15.7,13,1699.09,0,none
2835,young_professionals,Casual,control,14.7,16,1702.65,0,none
2836,young_professionals,Growth,control,14.7,13,403.72,0,none
2837,young_professionals,Growth,control,13.6,17,1065.04,0,none
2838,young_professionals,Growth,control,10.1,18,1473.96,0,none
2839,young_professionals,Dormant,control,8.7,14,1743.65,0,none
2840,young_professionals,Dormant,control,15.5,16,1922.14,0,none
2841,young_professionals,Growth,control,4.7,20,1334.67,0,none
2842,young_professionals,Casual,control,2.0,17,2735.24,0,none
2843,young_professionals,Dormant,control,9.9,18,1948.19,0,none
2844,young_professionals,Casual,control,8.6,21,1505.58,0,none
2845,young_professionals,Growth,control,10.2,10,1666.74,0,none
2846,young_professionals,Casual,control,10.0,9,1506.18,0,none
2847,young_professionals,Dormant,control,7.9,15,1866.18,0,none
2848,young_professionals,Growth,control,9.1,10,1253.99,0,none
2849,young_professionals,Casual,control,5.2,12,799.29,0,none
2850,young_professionals,Dormant,control,10.4,24,1010.43,0,none
2851,young_professionals,Casual,control,8.7,21,1391.47,0,none
2852,young_professionals,Casual,control,7.8,16,783.16,1,premium_features
2853,young_professionals,Growth,control,9.9,10,1289.58,0,none
2854,young_professionals,Dormant,control,4.2,19,816.15,0,none
2855,young_professionals,Casual,control,8.6,14,582.86,0,none
2856,young_professionals,Power,control,2.1,14,2141.88,0,none
2857,young_professionals,Growth,control,14.9,17,1093.2,0,none
2858,young_professionals,Growth,control,12.6,12,2064.36,0,none
2859,young_professionals,Growth,control,13.9,19,281.98,0,none
2860,young_professionals,Growth,control,14.0,17,1118.48,0,none
2861,young_professionals,Casual,control,5.8,13,690.68,0,none
2862,young_professionals,Power,control,5.4,12,1445.06,1,cashback
2863,young_professionals,Dormant,control,4.5,15,2813.76,0,none
2864,young_professionals,Casual,control,4.6,13,382.5,0,none
2865,young_professionals,Growth,control,9.5,14,1575.99,1,premium_features
2866,young_professionals,Dormant,control,7.4,11,0.0,0,none
2867,young_professionals,Growth,control,5.1,16,1725.5,0,none
2868,young_professionals,Casual,control,10.5,7,997.05,0,none
2869,young_professionals,Casual,control,6.4,11,595.06,0,none
2870,young_professionals,Casual,control,13.2,18,810.55,0,none
2871,young_professionals,Growth,control,5.0,19,780.03,0,none
2872,young_professionals,Power,control,3.6,9,755.81,0,none
2873,young_professionals,Dormant,control,7.2,20,812.81,0,none
2874,young_professionals,Casual,control,9.1,7,513.69,0,none
2875,young_professionals,Growth,control,7.7,12,1254.72,0,none
2876,young_professionals,Growth,control,6.4,13,1551.37,0,none
2877,young_professionals,Casual,control,12.6,16,1044.35,0,none
2878,young_professionals,Dormant,control,12.8,8,2096.58,0,none
2879,young_professionals,Growth,control,10.0,15,2065.74,0,none
2880,young_professionals,Dormant,control,11.1,12,1282.93,0,none
2881,young_professionals,Dormant,control,3.8,13,1659.53,0,none
2882,young_professionals,Casual,control,6.7,17,0.0,0,none
2883,young_professionals,Growth,control,5.3,12,916.0,0,none
2884,young_professionals,Dormant,control,7.1,14,1405.85,0,none
2885,young_professionals,Casual,control,9.2,17,1072.22,0,none
2886,young_professionals,Power,control,11.1,21,1434.15,1,premium_features
2887,young_professionals,Dormant,control,7.6,18,1238.11,0,none
2888,young_professionals,Dormant,control,6.7,18,1969.75,0,none
2889,young_professionals,Casual,control,10.0,16,835.69,1,premium_features
2890,young_professionals,Growth,control,9.2,14,878.37,0,none
2891,young_professionals,Casual,control,9.8,12,1265.13,1,cashback
2892,young_professionals,Growth,control,3.5,17,1415.76,0,none
2893,young_professionals,Casual,control,11.4,13,0.0,1,cashback
2894,young_professionals,Growth,control,14.6,12,1425.43,0,none
2895,young_professionals,Growth,control,13.3,19,1157.48,1,cashback
2896,young_professionals,Casual,control,12.1,16,1409.3,0,none
2897,young_professionals,Casual,control,6.2,13,1187.16,0,none
2898,young_professionals,Power,control,4.3,12,1045.17,0,none
2899,young_professionals,Growth,control,9.1,14,0.0,0,none
2900,young_professionals,Casual,control,11.2,18,1861.95,0,none
2901,young_professionals,Growth,control,7.9,13,1509.12,1,premium_features
2902,young_professionals,Power,control,8.1,16,1469.91,0,none
2903,young_professionals,Growth,control,6.4,11,602.98,0,none
2904,young_professionals,Growth,control,3.1,13,1436.48,0,none
2905,young_professionals,Casual,control,9.7,11,1550.0,0,none
2906,young_professionals,Growth,control,7.9,16,632.77,1,cashback
2907,young_professionals,Growth,control,10.7,10,1342.92,0,none
2908,young_professionals,Casual,control,11.1,17,1027.32,0,none
2909,young_professionals,Casual,control,3.9,22,1565.24,0,none
2910,young_professionals,Growth,control,5.5,13,1291.19,0,none
2911,young_professionals,Casual,control,6.8,22,1214.11,0,none
2912,young_professionals,Growth,control,6.2,24,1463.58,0,none
2913,young_professionals,Casual,control,4.3,14,1671.36,0,none
2914,young_professionals,Casual,control,9.0,21,607.84,0,none
2915,young_professionals,Dormant,control,15.1,20,0.0,0,none
2916,young_professionals,Dormant,control,14.4,14,1052.93,0,none
2917,young_professionals,Power,control,16.2,24,1144.23,0,none
2918,young_professionals,Power,control,7.9,13,1793.12,0,none
2919,young_professionals,Growth,control,9.7,15,1488.15,0,none
2920,young_professionals,Casual,control,2.1,17,1585.77,0,none
2921,young_professionals,Growth,control,8.6,24,1274.82,0,none
2922,young_professionals,Casual,control,12.8,25,988.86,0,none
2923,young_professionals,Growth,control,7.5,19,1044.37,0,none
2924,young_professionals,Casual,control,12.4,9,1953.18,0,none
2925,young_professionals,Growth,control,12.0,13,1593.68,0,none
2926,young_professionals,Power,control,7.2,17,1824.69,0,none
2927,young_professionals,Dormant,control,12.1,8,1583.64,0,none
2928,young_professionals,Casual,control,12.3,11,933.77,1,cashback
2929,young_professionals,Growth,control,6.2,18,1692.3,0,none
2930,young_professionals,Growth,control,11.8,13,1339.23,0,none
2931,young_professionals,Casual,control,9.5,14,1363.9,0,none
2932,young_professionals,Growth,control,11.0,19,442.55,0,none
2933,young_professionals,Power,control,2.4,12,1327.49,0,none
2934,young_professionals,Casual,control,11.2,8,1986.11,0,none
2935,young_professionals,Casual,control,8.6,11,1511.31,0,none
2936,young_professionals,Casual,control,8.7,20,963.7,0,none
2937,young_professionals,Growth,control,3.7,10,981.04,1,cashback
2938,young_professionals,Casual,control,9.2,18,968.81,0,none
2939,young_professionals,Power,control,14.1,20,724.14,1,premium_features
2940,young_professionals,Casual,control,3.4,10,1215.32,0,none
2941,young_professionals,Casual,control,6.7,6,939.35,0,none
2942,young_professionals,Casual,control,4.2,17,1702.43,0,none
2943,young_professionals,Dormant,control,16.4,13,45.32,0,none
2944,young_professionals,Casual,control,10.8,8,1249.36,0,none
2945,young_professionals,Growth,control,7.6,10,1965.83,0,none
2946,young_professionals,Casual,control,6.4,12,1556.63,1,support
2947,young_professionals,Growth,control,12.0,17,1607.35,0,none
2948,young_professionals,Casual,control,9.3,21,458.99,0,none
2949,young_professionals,Casual,control,9.0,13,648.14,0,none
2950,young_professionals,Dormant,control,12.8,12,1392.94,0,none
2951,young_professionals,Growth,control,9.8,19,86.24,0,none
2952,young_professionals,Power,control,5.4,16,1078.54,1,cashback
2953,young_professionals,Dormant,control,6.5,18,697.47,1,support
2954,young_professionals,Casual,control,9.9,10,1754.88,0,none
2955,young_professionals,Growth,control,11.1,14,1208.78,0,none
2956,young_professionals,Power,control,13.0,16,696.05,0,none
2957,young_professionals,Casual,control,6.5,15,1886.12,0,none
2958,young_professionals,Growth,control,13.1,10,1110.05,0,none
2959,young_professionals,Power,control,11.4,9,953.76,0,none
2960,young_professionals,Growth,control,10.1,17,1594.92,0,none
2961,young_professionals,Growth,control,13.0,15,1680.21,1,support
2962,young_professionals,Dormant,control,4.8,16,1069.89,0,none
2963,young_professionals,Casual,control,8.5,21,1627.61,0,none
2964,young_professionals,Casual,control,14.3,23,1078.68,0,none
2965,young_professionals,Dormant,control,8.7,19,900.33,0,none
2966,young_professionals,Dormant,control,7.8,16,2025.41,0,none
2967,young_professionals,Dormant,control,12.6,15,824.51,0,none
2968,young_professionals,Casual,control,13.9,7,1341.92,1,premium_features
2969,young_professionals,Casual,control,13.9,13,1145.64,1,status
2970,young_professionals,Growth,control,16.0,22,456.59,0,none
2971,young_professionals,Dormant,control,10.6,23,1003.54,1,premium_features
2972,young_professionals,Casual,control,3.6,18,656.89,0,none
2973,young_professionals,Power,control,6.4,17,1320.48,0,none
2974,young_professionals,Dormant,control,11.4,19,1479.95,0,none
2975,young_professionals,Growth,control,5.3,8,2069.71,0,none
2976,young_professionals,Dormant,control,9.9,23,0.0,0,none
2977,young_professionals,Casual,control,10.8,11,1002.78,0,none
2978,young_professionals,Power,control,8.2,15,554.49,0,none
2979,young_professionals,Dormant,control,16.1,15,1072.16,0,none
2980,young_professionals,Casual,control,11.7,21,325.95,0,none
2981,young_professionals,Casual,control,12.0,9,1520.26,0,none
2982,young_professionals,Power,control,9.1,15,841.84,1,premium_features
2983,young_professionals,Casual,control,8.2,12,1384.82,0,none
2984,young_professionals,Dormant,control,18.0,15,2080.26,1,premium_features
2985,young_professionals,Growth,control,5.4,12,1306.25,0,none
2986,young_professionals,Dormant,control,7.7,12,696.68,1,support
2987,young_professionals,Growth,control,10.9,10,2092.87,0,none
2988,young_professionals,Growth,control,8.6,18,1831.61,0,none
2989,young_professionals,Casual,control,9.6,20,605.03,0,none
2990,young_professionals,Power,control,8.8,15,1456.23,1,cashback
2991,young_professionals,Dormant,control,10.9,27,1422.18,0,none
2992,young_professionals,Casual,control,8.3,12,1708.9,0,none
2993,young_professionals,Casual,control,6.4,14,2156.52,0,none
2994,young_professionals,Dormant,control,11.8,16,1053.69,0,none
2995,young_professionals,Dormant,control,10.2,16,1511.91,0,none
2996,young_professionals,Casual,control,7.7,14,287.6,0,none
2997,young_professionals,Growth,control,10.1,20,1724.95,0,none
2998,young_professionals,Growth,control,10.8,10,11.63,0,none
2999,young_professionals,Dormant,control,16.9,8,1419.5,0,none
3000,young_professionals,Dormant,control,9.7,18,373.8,0,none
3001,young_professionals,Power,control,16.2,18,1592.2,1,cashback
3002,young_professionals,Dormant,control,7.5,21,612.73,0,none
3003,young_professionals,Casual,control,11.9,13,1170.47,0,none
3004,young_professionals,Dormant,control,5.5,11,1584.79,0,none
3005,young_professionals,Casual,control,3.0,23,840.05,0,none
3006,young_professionals,Casual,control,11.6,8,433.35,0,none
3007,young_professionals,Casual,control,10.7,15,463.62,0,none
3008,young_professionals,Power,control,13.2,12,723.51,0,none
3009,young_professionals,Casual,control,5.9,10,2011.03,0,none
3010,young_professionals,Casual,control,15.9,12,1982.77,0,none
3011,young_professionals,Growth,control,8.9,15,1606.78,1,premium_features
3012,young_professionals,Dormant,control,8.1,9,933.98,0,none
3013,young_professionals,Casual,control,3.4,9,1261.46,0,none
3014,young_professionals,Growth,control,10.0,17,326.27,0,none
3015,young_professionals,Casual,control,15.7,19,458.94,0,none
3016,young_professionals,Casual,control,7.2,15,68.4,0,none
3017,young_professionals,Growth,control,11.1,13,1624.07,0,none
3018,young_professionals,Power,control,6.7,10,1882.71,1,premium_features
3019,young_professionals,Casual,control,11.6,13,2953.68,0,none
3020,young_professionals,Casual,control,6.1,15,860.31,0,none
3021,young_professionals,Dormant,control,9.0,21,523.22,0,none
3022,young_professionals,Growth,control,7.2,23,0.0,0,none
3023,young_professionals,Growth,control,4.1,12,1477.81,0,none
3024,young_professionals,Casual,control,12.7,16,469.56,0,none
3025,young_professionals,Power,control,13.5,23,955.98,1,support
3026,young_professionals,Growth,control,5.2,11,830.69,0,none
3027,young_professionals,Dormant,control,4.3,16,1397.98,1,status
3028,young_professionals,Casual,control,7.4,17,2703.19,0,none
