referral_id,referee_id,jtbd_segment,cohort,channel,status,reward_eur
1428,1428,young_professionals,Casual,email,sent,0.0
1429,1429,young_professionals,Casual,email,accepted,0.0
1430,1430,young_professionals,Power,in_app,accepted,0.0
1431,1431,young_professionals,Casual,link,sent,0.0
1432,1432,young_professionals,Casual,in_app,sent,0.0
1433,1433,young_professionals,Casual,link,kyc_completed,10.0
1434,1434,young_professionals,Power,in_app,first_tx,20.0
1435,1435,young_professionals,Dormant,link,sent,0.0
1436,1436,young_professionals,Power,in_app,first_tx,20.0
1437,1437,young_professionals,Casual,link,sent,0.0
1438,1438,young_professionals,Growth,in_app,first_tx,20.0
1439,1439,young_professionals,Growth,email,sent,0.0
1440,1440,young_professionals,Power,in_app,first_tx,20.0
1441,1441,young_professionals,Casual,link,sent,0.0
1442,1442,young_professionals,Growth,in_app,kyc_completed,10.0
1443,1443,young_professionals,Growth,in_app,kyc_completed,10.0
1444,1444,young_professionals,Power,in_app,accepted,0.0
1445,1445,young_professionals,Growth,email,kyc_completed,10.0
1446,1446,young_professionals,Power,in_app,first_tx,20.0
1447,1447,young_professionals,Casual,in_app,kyc_completed,10.0
1448,1448,young_professionals,Power,in_app,accepted,0.0
1449,1449,young_professionals,Dormant,in_app,first_tx,20.0
1450,1450,young_professionals,Power,email,accepted,0.0
1451,1451,young_professionals,Casual,in_app,sent,0.0
1452,1452,young_professionals,Dormant,in_app,accepted,0.0
1453,1453,young_professionals,Power,in_app,accepted,0.0
1454,1454,young_professionals,Growth,email,kyc_completed,10.0
1455,1455,young_professionals,Power,in_app,accepted,0.0
1456,1456,young_professionals,Growth,in_app,first_tx,20.0
1457,1457,young_professionals,Growth,in_app,accepted,0.0
1458,1458,young_professionals,Casual,in_app,kyc_completed,10.0
1459,1459,young_professionals,Power,in_app,first_tx,20.0
1460,1460,young_professionals,Power,email,accepted,0.0
1461,1461,young_professionals,Casual,in_app,sent,0.0
1462,1462,young_professionals,Casual,link,sent,0.0
1463,1463,young_professionals,Growth,in_app,first_tx,20.0
1464,1464,young_professionals,Power,in_app,accepted,0.0
1465,1465,young_professionals,Growth,in_app,accepted,0.0
1466,1466,young_professionals,Growth,email,first_tx,20.0
1467,1467,young_professionals,Dormant,in_app,first_tx,20.0
1468,1468,young_professionals,Dormant,email,first_tx,20.0
1469,1469,young_professionals,Power,email,accepted,0.0
1470,1470,young_professionals,Power,email,first_tx,20.0
1471,1471,young_professionals,Growth,link,first_tx,20.0
1472,1472,young_professionals,Power,in_app,first_tx,20.0
1473,1473,young_professionals,Dormant,email,sent,0.0
1474,1474,young_professionals,Growth,in_app,accepted,0.0
1475,1475,young_professionals,Growth,in_app,accepted,0.0
1476,1476,young_professionals,Power,email,accepted,0.0
1477,1477,young_professionals,Power,in_app,accepted,0.0
1478,1478,young_professionals,Power,in_app,first_tx,20.0
1479,1479,young_professionals,Power,email,first_tx,20.0
1480,1480,young_professionals,Growth,in_app,kyc_completed,10.0
1481,1481,young_professionals,Power,in_app,first_tx,20.0
1482,1482,young_professionals,Casual,email,sent,0.0
1483,1483,young_professionals,Power,in_app,first_tx,20.0
1484,1484,young_professionals,Casual,link,sent,0.0
1485,1485,young_professionals,Growth,link,first_tx,20.0
1486,1486,young_professionals,Casual,link,sent,0.0
1487,1487,young_professionals,Power,in_app,accepted,0.0
1488,1488,young_professionals,Power,in_app,kyc_completed,10.0
1489,1489,young_professionals,Power,link,first_tx,20.0
1490,1490,young_professionals,Power,email,kyc_completed,10.0
1491,1491,young_professionals,Power,email,kyc_completed,10.0
1492,1492,young_professionals,Power,in_app,accepted,0.0
1493,1493,young_professionals,Growth,email,sent,0.0
1494,1494,young_professionals,Growth,link,sent,0.0
1495,1495,young_professionals,Casual,link,sent,0.0
1496,1496,young_professionals,Power,email,accepted,0.0
1497,1497,young_professionals,Power,link,first_tx,20.0
1498,1498,young_professionals,Power,email,accepted,0.0
1499,1499,young_professionals,Casual,in_app,kyc_completed,10.0
1500,1500,young_professionals,Dormant,in_app,sent,0.0
1501,1501,young_professionals,Growth,email,first_tx,20.0
1502,1502,young_professionals,Power,in_app,first_tx,20.0
1503,1503,young_professionals,Power,link,first_tx,20.0
1504,1504,young_professionals,Growth,link,kyc_completed,10.0
1505,1505,young_professionals,Growth,in_app,kyc_completed,10.0
1506,1506,young_professionals,Casual,link,sent,0.0
1507,1507,young_professionals,Growth,in_app,accepted,0.0
1508,1508,young_professionals,Casual,in_app,accepted,0.0
1509,1509,young_professionals,Casual,email,first_tx,20.0
1510,1510,young_professionals,Growth,link,first_tx,20.0
1511,1511,young_professionals,Growth,email,accepted,0.0
1512,1512,young_professionals,Growth,in_app,accepted,0.0
1513,1513,young_professionals,Casual,link,accepted,0.0
1514,1514,young_professionals,Casual,in_app,kyc_completed,10.0
1515,1515,young_professionals,Power,in_app,accepted,0.0
1516,1516,young_professionals,Growth,email,accepted,0.0
1517,1517,young_professionals,Power,in_app,sent,0.0
1518,1518,young_professionals,Power,in_app,first_tx,20.0
1519,1519,young_professionals,Growth,email,sent,0.0
1520,1520,young_professionals,Power,email,first_tx,20.0
1521,1521,young_professionals,Power,email,accepted,0.0
1522,1522,young_professionals,Dormant,in_app,sent,0.0
1523,1523,young_professionals,Power,in_app,kyc_completed,10.0
1524,1524,young_professionals,Growth,in_app,kyc_completed,10.0
1525,1525,young_professionals,Growth,in_app,accepted,0.0
1526,1526,young_professionals,Casual,in_app,first_tx,20.0
1527,1527,young_professionals,Growth,in_app,first_tx,20.0
1528,1528,young_professionals,Casual,email,first_tx,20.0
1529,1529,young_professionals,Casual,email,accepted,0.0
1530,1530,young_professionals,Casual,link,first_tx,20.0
1531,1531,young_professionals,Growth,email,first_tx,20.0
1532,1532,young_professionals,Growth,in_app,accepted,0.0
1533,1533,young_professionals,Growth,email,accepted,0.0
1534,1534,young_professionals,Power,email,first_tx,20.0
1535,1535,young_professionals,Casual,in_app,accepted,0.0
1536,1536,young_professionals,Casual,in_app,accepted,0.0
1537,1537,young_professionals,Growth,in_app,accepted,0.0
1538,1538,young_professionals,Growth,in_app,accepted,0.0
1539,1539,young_professionals,Growth,link,sent,0.0
1540,1540,young_professionals,Dormant,link,accepted,0.0
1541,1541,young_professionals,Power,link,accepted,0.0
1542,1542,young_professionals,Casual,in_app,sent,0.0
1543,1543,young_professionals,Power,in_app,first_tx,20.0
1544,1544,young_professionals,Casual,in_app,accepted,0.0
1545,1545,young_professionals,Casual,in_app,sent,0.0
1546,1546,young_professionals,Power,email,accepted,0.0
1547,1547,young_professionals,Power,in_app,first_tx,20.0
1548,1548,young_professionals,Casual,email,kyc_completed,10.0
1549,1549,young_professionals,Growth,in_app,kyc_completed,10.0
1550,1550,young_professionals,Growth,in_app,first_tx,20.0
1551,1551,young_professionals,Dormant,email,first_tx,20.0
1552,1552,young_professionals,Power,email,accepted,0.0
1553,1553,young_professionals,Casual,in_app,sent,0.0
1554,1554,young_professionals,Growth,in_app,first_tx,20.0
1555,1555,young_professionals,Casual,in_app,sent,0.0
1556,1556,young_professionals,Power,link,first_tx,20.0
1557,1557,young_professionals,Casual,in_app,sent,0.0
1558,1558,young_professionals,Power,in_app,kyc_completed,10.0
1559,1559,young_professionals,Growth,email,first_tx,20.0
1560,1560,young_professionals,Casual,email,accepted,0.0
1561,1561,young_professionals,Growth,in_app,kyc_completed,10.0
1562,1562,young_professionals,Dormant,link,sent,0.0
1563,1563,young_professionals,Growth,email,first_tx,20.0
1564,1564,young_professionals,Power,link,sent,0.0
1565,1565,young_professionals,Growth,in_app,kyc_completed,10.0
1566,1566,young_professionals,Dormant,in_app,first_tx,20.0
1567,1567,young_professionals,Growth,in_app,first_tx,20.0
1568,1568,young_professionals,Casual,in_app,sent,0.0
1569,1569,young_professionals,Power,in_app,accepted,0.0
1570,1570,young_professionals,Power,email,accepted,0.0
1571,1571,young_professionals,Power,in_app,first_tx,20.0
1572,1572,young_professionals,Casual,in_app,first_tx,20.0
1573,1573,young_professionals,Casual,email,first_tx,20.0
1574,1574,young_professionals,Growth,in_app,accepted,0.0
1575,1575,young_professionals,Casual,in_app,accepted,0.0
1576,1576,young_professionals,Casual,in_app,accepted,0.0
1577,1577,young_professionals,Power,in_app,first_tx,20.0
1578,1578,young_professionals,Power,link,accepted,0.0
1579,1579,young_professionals,Dormant,email,sent,0.0
1580,1580,young_professionals,Growth,in_app,accepted,0.0
1581,1581,young_professionals,Casual,in_app,accepted,0.0
1582,1582,young_professionals,Power,link,accepted,0.0
1583,1583,young_professionals,Casual,in_app,accepted,0.0
1584,1584,young_professionals,Growth,in_app,first_tx,20.0
1585,1585,young_professionals,Power,in_app,first_tx,20.0
1586,1586,young_professionals,Growth,link,accepted,0.0
1587,1587,young_professionals,Power,in_app,accepted,0.0
1588,1588,young_professionals,Growth,in_app,kyc_completed,10.0
1589,1589,young_professionals,Casual,in_app,first_tx,20.0
1590,1590,young_professionals,Casual,email,accepted,0.0
1591,1591,young_professionals,Dormant,in_app,first_tx,20.0
1592,1592,young_professionals,Growth,email,kyc_completed,10.0
1593,1593,young_professionals,Growth,email,accepted,0.0
1594,1594,young_professionals,Casual,link,sent,0.0
1595,1595,young_professionals,Growth,in_app,first_tx,20.0
1596,1596,young_professionals,Growth,in_app,kyc_completed,10.0
1597,1597,young_professionals,Growth,link,accepted,0.0
1598,1598,young_professionals,Casual,in_app,sent,0.0
1599,1599,young_professionals,Power,email,first_tx,20.0
1600,1600,young_professionals,Growth,in_app,first_tx,20.0
1601,1601,young_professionals,Growth,email,accepted,0.0
1602,1602,young_professionals,Power,in_app,accepted,0.0
1603,1603,young_professionals,Growth,in_app,accepted,0.0
1604,1604,young_professionals,Growth,in_app,accepted,0.0
1605,1605,young_professionals,Casual,email,accepted,0.0
1606,1606,young_professionals,Casual,in_app,sent,0.0
1607,1607,young_professionals,Growth,in_app,kyc_completed,10.0
1608,1608,young_professionals,Growth,in_app,first_tx,20.0
1609,1609,young_professionals,Casual,in_app,accepted,0.0
1610,1610,young_professionals,Power,email,kyc_completed,10.0
1611,1611,young_professionals,Casual,link,kyc_completed,10.0
1612,1612,young_professionals,Growth,email,accepted,0.0
1613,1613,young_professionals,Power,email,first_tx,20.0
1614,1614,young_professionals,Growth,in_app,accepted,0.0
1615,1615,young_professionals,Growth,link,accepted,0.0
1616,1616,young_professionals,Power,in_app,first_tx,20.0
1617,1617,young_professionals,Power,email,kyc_completed,10.0
1618,1618,young_professionals,Growth,link,first_tx,20.0
1619,1619,young_professionals,Growth,in_app,accepted,0.0
1620,1620,young_professionals,Casual,in_app,kyc_completed,10.0
1621,1621,young_professionals,Growth,in_app,accepted,0.0
1622,1622,young_professionals,Dormant,link,sent,0.0
1623,1623,young_professionals,Dormant,email,accepted,0.0
1624,1624,young_professionals,Power,in_app,kyc_completed,10.0
1625,1625,young_professionals,Dormant,in_app,sent,0.0
1626,1626,young_professionals,Growth,in_app,first_tx,20.0
1627,1627,young_professionals,Power,in_app,accepted,0.0
1628,1628,young_professionals,Power,in_app,first_tx,20.0
1629,1629,young_professionals,Power,email,accepted,0.0
1630,1630,young_professionals,Growth,in_app,first_tx,20.0
1631,1631,young_professionals,Power,in_app,first_tx,20.0
1632,1632,young_professionals,Growth,in_app,accepted,0.0
1633,1633,young_professionals,Dormant,in_app,accepted,0.0
1634,1634,young_professionals,Growth,email,first_tx,20.0
1635,1635,young_professionals,Power,in_app,first_tx,20.0
1636,1636,young_professionals,Casual,in_app,accepted,0.0
1637,1637,young_professionals,Growth,in_app,accepted,0.0
1638,1638,young_professionals,Casual,link,accepted,0.0
1639,1639,young_professionals,Growth,email,accepted,0.0
1640,1640,young_professionals,Casual,in_app,first_tx,20.0
1641,1641,young_professionals,Casual,email,first_tx,20.0
1642,1642,young_professionals,Power,in_app,kyc_completed,10.0
1643,1643,young_professionals,Power,email,accepted,0.0
1644,1644,young_professionals,Growth,email,sent,0.0
1645,1645,young_professionals,Growth,in_app,accepted,0.0
1646,1646,young_professionals,Growth,email,kyc_completed,10.0
1647,1647,young_professionals,Casual,email,sent,0.0
1648,1648,young_professionals,Casual,email,sent,0.0
1649,1649,young_professionals,Power,email,first_tx,20.0
1650,1650,young_professionals,Growth,in_app,first_tx,20.0
1651,1651,young_professionals,Growth,in_app,accepted,0.0
1652,1652,young_professionals,Growth,in_app,accepted,0.0
1653,1653,young_professionals,Casual,in_app,accepted,0.0
1654,1654,young_professionals,Growth,in_app,kyc_completed,10.0
1655,1655,young_professionals,Casual,link,sent,0.0
1656,1656,young_professionals,Power,email,accepted,0.0
1657,1657,young_professionals,Growth,in_app,first_tx,20.0
1658,1658,young_professionals,Power,link,accepted,0.0
1659,1659,young_professionals,Casual,email,accepted,0.0
1660,1660,young_professionals,Casual,email,sent,0.0
1661,1661,young_professionals,Growth,email,sent,0.0
1662,1662,young_professionals,Growth,link,first_tx,20.0
1663,1663,young_professionals,Power,link,accepted,0.0
1664,1664,young_professionals,Power,link,first_tx,20.0
1665,1665,young_professionals,Growth,link,sent,0.0
1666,1666,young_professionals,Growth,in_app,first_tx,20.0
1667,1667,young_professionals,Power,email,first_tx,20.0
1668,1668,young_professionals,Power,in_app,accepted,0.0
1669,1669,young_professionals,Power,email,accepted,0.0
1670,1670,young_professionals,Growth,in_app,kyc_completed,10.0
1671,1671,young_professionals,Dormant,in_app,first_tx,20.0
1672,1672,young_professionals,Dormant,in_app,first_tx,20.0
1673,1673,young_professionals,Growth,link,accepted,0.0
1674,1674,young_professionals,Growth,in_app,first_tx,20.0
1675,1675,young_professionals,Growth,link,sent,0.0
1676,1676,young_professionals,Casual,in_app,accepted,0.0
1677,1677,young_professionals,Power,in_app,accepted,0.0
1678,1678,young_professionals,Growth,in_app,sent,0.0
1679,1679,young_professionals,Power,link,sent,0.0
1680,1680,young_professionals,Casual,email,accepted,0.0
1681,1681,young_professionals,Casual,email,first_tx,20.0
1682,1682,young_professionals,Growth,email,sent,0.0
1683,1683,young_professionals,Casual,email,first_tx,20.0
1684,1684,young_professionals,Power,in_app,first_tx,20.0
1685,1685,young_professionals,Power,in_app,accepted,0.0
1686,1686,young_professionals,Growth,in_app,accepted,0.0
1687,1687,young_professionals,Growth,email,accepted,0.0
1688,1688,young_professionals,Casual,in_app,first_tx,20.0
1689,1689,young_professionals,Growth,in_app,sent,0.0
1690,1690,young_professionals,Casual,in_app,sent,0.0
1691,1691,young_professionals,Growth,in_app,first_tx,20.0
1692,1692,young_professionals,Growth,in_app,first_tx,20.0
1693,1693,young_professionals,Power,in_app,first_tx,20.0
1694,1694,young_professionals,Casual,email,accepted,0.0
1695,1695,young_professionals,Casual,in_app,sent,0.0
1696,1696,young_professionals,Casual,email,accepted,0.0
1697,1697,young_professionals,Dormant,email,sent,0.0
1698,1698,young_professionals,Casual,link,sent,0.0
1699,1699,young_professionals,Power,in_app,first_tx,20.0
1700,1700,young_professionals,Casual,link,accepted,0.0
1701,1701,young_professionals,Power,email,first_tx,20.0
1702,1702,young_professionals,Casual,email,first_tx,20.0
1703,1703,young_professionals,Dormant,link,first_tx,20.0
1704,1704,young_professionals,Growth,in_app,first_tx,20.0
1705,1705,young_professionals,Growth,in_app,first_tx,20.0
1706,1706,young_professionals,Growth,in_app,accepted,0.0
1707,1707,young_professionals,Power,link,accepted,0.0
1708,1708,young_professionals,Growth,in_app,accepted,0.0
1709,1709,young_professionals,Growth,in_app,first_tx,20.0
1710,1710,young_professionals,Growth,email,sent,0.0
1711,1711,young_professionals,Growth,email,sent,0.0
1712,1712,young_professionals,Power,email,first_tx,20.0
1713,1713,young_professionals,Power,in_app,first_tx,20.0
1714,1714,young_professionals,Power,in_app,kyc_completed,10.0
1715,1715,young_professionals,Growth,in_app,first_tx,20.0
1716,1716,young_professionals,Casual,in_app,kyc_completed,10.0
1717,1717,young_professionals,Growth,in_app,accepted,0.0
1718,1718,young_professionals,Growth,link,sent,0.0
1719,1719,young_professionals,Power,email,first_tx,20.0
1720,1720,young_professionals,Casual,email,first_tx,20.0
1721,1721,young_professionals,Casual,email,accepted,0.0
1722,1722,young_professionals,Casual,email,accepted,0.0
1723,1723,young_professionals,Power,in_app,accepted,0.0
1724,1724,young_professionals,Growth,link,sent,0.0
1725,1725,young_professionals,Power,in_app,accepted,0.0
1726,1726,young_professionals,Growth,email,accepted,0.0
1727,1727,young_professionals,Casual,in_app,kyc_completed,10.0
1728,1728,young_professionals,Casual,email,accepted,0.0
1729,1729,young_professionals,Power,in_app,accepted,0.0
1730,1730,young_professionals,Power,email,sent,0.0
1731,1731,young_professionals,Growth,in_app,accepted,0.0
1732,1732,young_professionals,Growth,email,sent,0.0
1733,1733,young_professionals,Growth,email,kyc_completed,10.0
1734,1734,young_professionals,Power,in_app,first_tx,20.0
1735,1735,young_professionals,Growth,in_app,accepted,0.0
1736,1736,young_professionals,Dormant,in_app,first_tx,20.0
1737,1737,young_professionals,Growth,link,sent,0.0
1738,1738,young_professionals,Growth,link,first_tx,20.0
1739,1739,young_professionals,Power,link,accepted,0.0
1740,1740,young_professionals,Growth,link,sent,0.0
1741,1741,young_professionals,Growth,in_app,first_tx,20.0
1742,1742,young_professionals,Casual,in_app,first_tx,20.0
1743,1743,young_professionals,Growth,in_app,first_tx,20.0
1744,1744,young_professionals,Dormant,email,sent,0.0
1745,1745,young_professionals,Growth,email,first_tx,20.0
1746,1746,young_professionals,Growth,email,sent,0.0
1747,1747,young_professionals,Casual,in_app,kyc_completed,10.0
1748,1748,young_professionals,Casual,link,accepted,0.0
1749,1749,young_professionals,Growth,link,first_tx,20.0
1750,1750,young_professionals,Dormant,in_app,first_tx,20.0
1751,1751,young_professionals,Casual,in_app,accepted,0.0
1752,1752,young_professionals,Growth,in_app,first_tx,20.0
1753,1753,young_professionals,Power,in_app,accepted,0.0
1754,1754,young_professionals,Casual,in_app,accepted,0.0
1755,1755,young_professionals,Casual,email,first_tx,20.0
1756,1756,young_professionals,Growth,in_app,sent,0.0
1757,1757,young_professionals,Growth,email,accepted,0.0
1758,1758,young_professionals,Casual,in_app,accepted,0.0
1759,1759,young_professionals,Casual,in_app,sent,0.0
1760,1760,young_professionals,Growth,in_app,first_tx,20.0
1761,1761,young_professionals,Growth,email,accepted,0.0
1762,1762,young_professionals,Power,email,sent,0.0
1763,1763,young_professionals,Casual,email,sent,0.0
1764,1764,young_professionals,Power,in_app,first_tx,20.0
1765,1765,young_professionals,Power,link,sent,0.0
1766,1766,young_professionals,Casual,email,first_tx,20.0
1767,1767,young_professionals,Growth,in_app,first_tx,20.0
1768,1768,young_professionals,Growth,in_app,accepted,0.0
1769,1769,young_professionals,Growth,email,sent,0.0
1770,1770,young_professionals,Power,email,accepted,0.0
1771,1771,young_professionals,Power,link,sent,0.0
1772,1772,young_professionals,Power,in_app,accepted,0.0
1773,1773,young_professionals,Growth,in_app,first_tx,20.0
1774,1774,young_professionals,Growth,email,first_tx,20.0
1775,1775,young_professionals,Casual,email,sent,0.0
1776,1776,young_professionals,Growth,email,accepted,0.0
1777,1777,young_professionals,Power,in_app,kyc_completed,10.0
1778,1778,young_professionals,Dormant,email,accepted,0.0
1779,1779,young_professionals,Casual,in_app,accepted,0.0
1780,1780,young_professionals,Power,email,first_tx,20.0
1781,1781,young_professionals,Growth,email,sent,0.0
1782,1782,young_professionals,Casual,email,accepted,0.0
1783,1783,young_professionals,Growth,in_app,accepted,0.0
1784,1784,young_professionals,Growth,link,sent,0.0
1785,1785,young_professionals,Growth,in_app,first_tx,20.0
1786,1786,young_professionals,Power,in_app,accepted,0.0
1787,1787,young_professionals,Casual,in_app,first_tx,20.0
1788,1788,young_professionals,Growth,in_app,accepted,0.0
1789,1789,young_professionals,Growth,link,kyc_completed,10.0
1790,1790,young_professionals,Growth,email,sent,0.0
1791,1791,young_professionals,Growth,in_app,first_tx,20.0
1792,1792,young_professionals,Power,link,first_tx,20.0
1793,1793,young_professionals,Growth,link,kyc_completed,10.0
1794,1794,young_professionals,Casual,link,first_tx,20.0
1795,1795,young_professionals,Power,link,accepted,0.0
1796,1796,young_professionals,Casual,link,sent,0.0
1797,1797,young_professionals,Casual,in_app,kyc_completed,10.0
1798,1798,young_professionals,Casual,in_app,first_tx,20.0
1799,1799,young_professionals,Casual,in_app,sent,0.0
1800,1800,young_professionals,Growth,in_app,accepted,0.0
1801,1801,young_professionals,Growth,in_app,accepted,0.0
1802,1802,young_professionals,Casual,link,sent,0.0
1803,1803,young_professionals,Casual,in_app,first_tx,20.0
1804,1804,young_professionals,Dormant,link,sent,0.0
1805,1805,young_professionals,Growth,link,sent,0.0
1806,1806,young_professionals,Casual,in_app,accepted,0.0
1807,1807,young_professionals,Casual,email,sent,0.0
1808,1808,young_professionals,Growth,in_app,first_tx,20.0
1809,1809,young_professionals,Casual,link,accepted,0.0
1810,1810,young_professionals,Power,in_app,kyc_completed,10.0
1811,1811,young_professionals,Casual,in_app,sent,0.0
1812,1812,young_professionals,Growth,email,sent,0.0
1813,1813,young_professionals,Growth,in_app,kyc_completed,10.0
1814,1814,young_professionals,Growth,in_app,accepted,0.0
1815,1815,young_professionals,Growth,email,first_tx,20.0
1816,1816,young_professionals,Growth,in_app,accepted,0.0
1817,1817,young_professionals,Power,email,kyc_completed,10.0
1818,1818,young_professionals,Casual,email,accepted,0.0
1819,1819,young_professionals,Growth,link,sent,0.0
1820,1820,young_professionals,Casual,in_app,accepted,0.0
1821,1821,young_professionals,Growth,email,accepted,0.0
1822,1822,young_professionals,Power,link,first_tx,20.0
1823,1823,young_professionals,Power,link,sent,0.0
1824,1824,young_professionals,Dormant,link,sent,0.0
1825,1825,young_professionals,Growth,link,accepted,0.0
1826,1826,young_professionals,Growth,email,first_tx,20.0
1827,1827,young_professionals,Growth,in_app,first_tx,20.0
1828,1828,young_professionals,Growth,link,accepted,0.0
1829,1829,young_professionals,Power,email,accepted,0.0
1830,1830,young_professionals,Growth,email,first_tx,20.0
1831,1831,young_professionals,Growth,in_app,first_tx,20.0
1832,1832,young_professionals,Power,in_app,accepted,0.0
1833,1833,young_professionals,Casual,in_app,accepted,0.0
1834,1834,young_professionals,Power,in_app,first_tx,20.0
1835,1835,young_professionals,Power,email,accepted,0.0
1836,1836,young_professionals,Growth,in_app,accepted,0.0
1837,1837,young_professionals,Growth,email,first_tx,20.0
1838,1838,young_professionals,Growth,in_app,accepted,0.0
1839,1839,young_professionals,Casual,email,accepted,0.0
1840,1840,young_professionals,Power,link,sent,0.0
1841,1841,young_professionals,Power,link,sent,0.0
1842,1842,young_professionals,Growth,link,first_tx,20.0
1843,1843,young_professionals,Growth,in_app,sent,0.0
1844,1844,young_professionals,Power,in_app,kyc_completed,10.0
1845,1845,young_professionals,Growth,link,sent,0.0
1846,1846,young_professionals,Power,in_app,accepted,0.0
1847,1847,young_professionals,Growth,in_app,accepted,0.0
1848,1848,young_professionals,Power,email,first_tx,20.0
1849,1849,young_professionals,Power,in_app,sent,0.0
1850,1850,young_professionals,Growth,link,kyc_completed,10.0
1851,1851,young_professionals,Growth,in_app,accepted,0.0
1852,1852,young_professionals,Casual,in_app,sent,0.0
1853,1853,young_professionals,Growth,in_app,accepted,0.0
1854,1854,young_professionals,Growth,in_app,accepted,0.0
1855,1855,young_professionals,Casual,in_app,sent,0.0
1856,1856,young_professionals,Power,in_app,accepted,0.0
1857,1857,young_professionals,Power,email,accepted,0.0
1858,1858,young_professionals,Growth,link,accepted,0.0
1859,1859,young_professionals,Growth,in_app,accepted,0.0
1860,1860,young_professionals,Power,email,accepted,0.0
1861,1861,young_professionals,Power,link,first_tx,20.0
1862,1862,young_professionals,Growth,in_app,accepted,0.0
1863,1863,young_professionals,Casual,in_app,sent,0.0
1864,1864,young_professionals,Power,in_app,first_tx,20.0
1865,1865,young_professionals,Growth,in_app,accepted,0.0
1866,1866,young_professionals,Growth,link,first_tx,20.0
1867,1867,young_professionals,Casual,in_app,accepted,0.0
1868,1868,young_professionals,Casual,email,first_tx,20.0
1869,1869,young_professionals,Casual,in_app,first_tx,20.0
1870,1870,young_professionals,Growth,in_app,first_tx,20.0
1871,1871,young_professionals,Growth,in_app,accepted,0.0
1872,1872,young_professionals,Dormant,link,first_tx,20.0
1873,1873,young_professionals,Casual,in_app,first_tx,20.0
1874,1874,young_professionals,Casual,email,accepted,0.0
1875,1875,young_professionals,Power,in_app,accepted,0.0
1876,1876,young_professionals,Growth,in_app,sent,0.0
1877,1877,young_professionals,Growth,in_app,accepted,0.0
1878,1878,young_professionals,Growth,link,accepted,0.0
1879,1879,young_professionals,Casual,email,accepted,0.0
1880,1880,young_professionals,Power,in_app,accepted,0.0
1881,1881,young_professionals,Dormant,link,accepted,0.0
1882,1882,young_professionals,Growth,email,accepted,0.0
1883,1883,young_professionals,Growth,link,first_tx,20.0
1884,1884,young_professionals,Power,email,accepted,0.0
1885,1885,young_professionals,Power,in_app,first_tx,20.0
1886,1886,young_professionals,Power,in_app,first_tx,20.0
1887,1887,young_professionals,Growth,email,kyc_completed,10.0
1888,1888,young_professionals,Growth,in_app,accepted,0.0
1889,1889,young_professionals,Growth,link,accepted,0.0
1890,1890,young_professionals,Growth,in_app,kyc_completed,10.0
1891,1891,young_professionals,Power,in_app,accepted,0.0
1892,1892,young_professionals,Power,link,accepted,0.0
1893,1893,young_professionals,Power,in_app,first_tx,20.0
1894,1894,young_professionals,Power,email,accepted,0.0
1895,1895,young_professionals,Dormant,link,sent,0.0
1896,1896,young_professionals,Growth,link,sent,0.0
1897,1897,young_professionals,Dormant,email,accepted,0.0
1898,1898,young_professionals,Casual,email,sent,0.0
1899,1899,young_professionals,Growth,link,accepted,0.0
1900,1900,young_professionals,Power,in_app,first_tx,20.0
1901,1901,young_professionals,Dormant,email,sent,0.0
1902,1902,young_professionals,Power,in_app,accepted,0.0
1903,1903,young_professionals,Growth,link,sent,0.0
1904,1904,young_professionals,Growth,link,sent,0.0
1905,1905,young_professionals,Growth,in_app,kyc_completed,10.0
1906,1906,young_professionals,Casual,in_app,first_tx,20.0
1907,1907,young_professionals,Casual,in_app,first_tx,20.0
1908,1908,young_professionals,Casual,link,sent,0.0
1909,1909,young_professionals,Growth,in_app,first_tx,20.0
1910,1910,young_professionals,Casual,in_app,kyc_completed,10.0
1911,1911,young_professionals,Power,in_app,kyc_completed,10.0
1912,1912,young_professionals,Power,email,sent,0.0
1913,1913,young_professionals,Growth,email,accepted,0.0
1914,1914,young_professionals,Casual,email,sent,0.0
1915,1915,young_professionals,Growth,email,accepted,0.0
1916,1916,young_professionals,Casual,email,kyc_completed,10.0
1917,1917,young_professionals,Casual,in_app,first_tx,20.0
1918,1918,young_professionals,Dormant,in_app,sent,0.0
1919,1919,young_professionals,Power,in_app,sent,0.0
1920,1920,young_professionals,Growth,in_app,accepted,0.0
1921,1921,young_professionals,Dormant,in_app,sent,0.0
1922,1922,young_professionals,Power,email,accepted,0.0
1923,1923,young_professionals,Casual,in_app,first_tx,20.0
1924,1924,young_professionals,Power,in_app,sent,0.0
1925,1925,young_professionals,Power,link,first_tx,20.0
1926,1926,young_professionals,Casual,in_app,accepted,0.0
1927,1927,young_professionals,Casual,email,kyc_completed,10.0
1928,1928,young_professionals,Growth,email,kyc_completed,10.0
1929,1929,young_professionals,Casual,in_app,sent,0.0
1930,1930,young_professionals,Growth,in_app,accepted,0.0
1931,1931,young_professionals,Growth,email,kyc_completed,10.0
1932,1932,young_professionals,Growth,in_app,accepted,0.0
1933,1933,young_professionals,Growth,email,sent,0.0
1934,1934,young_professionals,Casual,link,first_tx,20.0
1935,1935,young_professionals,Power,email,first_tx,20.0
1936,1936,young_professionals,Power,in_app,accepted,0.0
1937,1937,young_professionals,Power,in_app,first_tx,20.0
1938,1938,young_professionals,Growth,email,sent,0.0
1939,1939,young_professionals,Growth,link,sent,0.0
