customer_id,usage_frequency,avg_transaction_value,days_since_last_activity,support_tickets,device_error_rate,age,is_premium,customer_tenure_months,channel,churned
1163,0.2043,53.46,48,0,0.0496,38,0,27,website,0
1164,0.3769,17.08,50,1,0.3445,30,0,17,website,1
1165,0.2727,14.53,48,0,0.0988,66,0,8,google_play,0
1166,0.3189,16.56,37,1,0.2093,37,0,22,referral,1
1167,0.1593,94.85,63,0,0.1104,49,0,7,google_play,1
1168,0.3207,102.64,21,2,0.1182,53,1,5,referral,0
1169,0.4311,32.68,7,1,0.6333,57,0,26,app_store,0
1170,0.579,28.15,5,1,0.1173,39,0,19,website,1
1171,0.2854,42.45,84,0,0.1386,62,0,11,website,0
1172,0.1601,32.29,24,0,0.0849,53,0,2,website,0
1173,0.3156,27.74,4,1,0.0818,62,0,22,app_store,0
1174,0.2724,17.9,11,1,0.0533,38,1,33,google_play,0
1175,0.6256,15.94,57,2,0.0988,39,0,31,google_play,0
1176,0.3309,34.72,27,0,0.251,53,0,17,google_play,0
1177,0.1277,27.04,47,0,0.2173,34,0,43,website,1
1178,0.5023,68.58,68,1,0.1666,29,0,32,website,0
1179,0.3652,20.46,22,1,0.2119,35,1,23,website,0
1180,0.0089,12.84,17,1,0.3705,45,0,34,app_store,1
1181,0.3337,8.82,33,0,0.1021,64,0,4,google_play,0
1182,0.3285,14.33,38,2,0.0202,26,0,14,app_store,1
1183,0.6285,8.97,44,1,0.6705,21,0,31,app_store,0
1184,0.113,54.78,78,4,0.2895,18,0,40,website,1
1185,0.2318,18.22,4,0,0.4484,55,0,17,website,0
1186,0.1811,14.33,74,1,0.3595,43,0,30,website,1
1187,0.0866,34.32,32,1,0.4388,54,0,18,google_play,1
1188,0.1992,96.0,78,1,0.2579,63,0,1,google_play,1
1189,0.3998,18.2,37,0,0.376,25,0,28,google_play,0
1190,0.263,11.09,11,0,0.4174,46,0,25,app_store,0
1191,0.5696,18.6,44,1,0.0075,32,0,21,google_play,0
1192,0.0699,6.68,70,1,0.3528,55,0,18,referral,1
1193,0.4619,35.17,43,0,0.1385,39,1,22,app_store,0
1194,0.5384,36.74,4,0,0.3311,51,1,4,app_store,0
1195,0.1786,18.04,87,0,0.1745,51,1,21,google_play,1
1196,0.5069,11.2,67,0,0.0558,18,0,5,app_store,0
1197,0.218,131.66,79,0,0.3735,59,1,12,website,0
1198,0.3392,10.38,83,0,0.2333,47,1,20,website,0
1199,0.4421,14.51,63,1,0.0377,32,0,44,app_store,0
1200,0.3269,25.13,43,1,0.2891,22,0,36,app_store,0
1201,0.0989,44.82,87,1,0.1558,21,0,11,google_play,0
1202,0.177,22.08,0,1,0.2277,19,0,33,app_store,0
1203,0.2455,25.15,29,0,0.2068,60,0,45,app_store,0
1204,0.4751,37.65,33,0,0.136,26,0,14,app_store,0
1205,0.1159,231.36,27,1,0.7286,40,0,35,referral,1
1206,0.4314,16.36,13,0,0.2253,56,0,2,website,0
1207,0.6248,17.17,41,1,0.1365,22,1,29,referral,1
1208,0.2389,22.75,20,1,0.2331,62,0,37,google_play,0
1209,0.0231,39.46,61,0,0.2597,32,0,39,website,1
1210,0.481,143.69,73,0,0.0178,51,0,38,website,0
1211,0.1893,22.7,63,0,0.3971,36,0,32,app_store,0
1212,0.1808,36.17,55,0,0.0433,45,0,23,app_store,0
1213,0.5864,5.41,58,1,0.3042,23,0,18,referral,1
1214,0.0997,25.67,31,1,0.3113,35,0,33,app_store,1
1215,0.0513,24.29,17,0,0.0877,45,0,34,website,1
1216,0.2067,50.07,27,0,0.2583,42,0,44,website,0
1217,0.7118,17.08,19,0,0.0123,64,0,34,referral,0
1218,0.1428,10.43,50,0,0.0511,68,0,11,app_store,0
1219,0.3515,28.81,28,0,0.0719,22,0,17,google_play,0
1220,0.2359,8.24,43,2,0.1055,57,0,31,website,1
1221,0.3082,13.98,39,0,0.0697,47,0,2,app_store,0
1222,0.1956,25.5,57,0,0.1475,69,0,39,referral,0
1223,0.1666,4.58,32,0,0.0378,25,1,13,google_play,0
1224,0.3258,20.51,58,1,0.4169,27,0,1,google_play,0
1225,0.1354,74.17,60,1,0.5242,32,1,4,google_play,1
1226,0.4431,7.94,46,1,0.4582,44,0,20,app_store,1
1227,0.1346,15.2,60,0,0.2419,59,0,13,google_play,0
1228,0.6702,37.04,23,0,0.0448,31,0,22,google_play,0
1229,0.341,43.41,28,1,0.0078,31,0,2,referral,0
1230,0.4628,25.55,63,1,0.1107,19,0,17,website,0
1231,0.3004,21.53,67,0,0.1476,60,0,23,referral,0
1232,0.2223,78.06,45,1,0.3025,53,0,18,app_store,1
1233,0.1883,28.47,33,2,0.1618,41,0,16,google_play,0
1234,0.3322,11.7,4,0,0.2118,38,0,23,app_store,0
1235,0.2375,26.69,3,0,0.1221,23,0,24,google_play,0
1236,0.4748,22.32,67,1,0.2145,51,0,46,referral,1
1237,0.4439,18.05,58,0,0.2167,69,0,41,google_play,1
1238,0.4249,7.56,37,1,0.5755,20,1,34,website,1
1239,0.4335,24.41,70,0,0.4337,19,0,22,website,1
1240,0.3724,36.88,50,3,0.0999,29,0,5,referral,1
1241,0.2303,41.48,61,0,0.009,57,1,28,app_store,0
1242,0.1684,24.72,40,1,0.64,62,0,25,referral,0
1243,0.1877,25.15,16,0,0.1642,44,0,3,app_store,0
1244,0.372,16.58,68,1,0.2808,27,0,29,website,1
1245,0.1165,48.31,38,0,0.3474,43,0,47,app_store,0
1246,0.3767,10.67,68,1,0.0204,35,1,13,app_store,0
1247,0.0908,17.04,71,0,0.0754,27,0,35,google_play,1
1248,0.3655,13.96,37,2,0.1361,23,0,2,app_store,1
1249,0.2954,22.69,6,0,0.1132,65,0,33,google_play,0
1250,0.1504,61.49,88,1,0.2878,31,0,29,referral,1
1251,0.0916,10.68,84,1,0.524,33,0,16,website,1
1252,0.5642,29.83,81,1,0.2729,61,0,4,website,1
1253,0.3038,30.3,3,0,0.0743,24,0,23,website,0
1254,0.1374,12.49,36,1,0.058,63,0,1,app_store,1
1255,0.5605,21.44,16,0,0.13,56,0,31,referral,0
1256,0.4669,13.1,59,1,0.0899,36,0,10,website,0
1257,0.3945,26.32,55,0,0.2991,60,0,32,app_store,1
1258,0.1108,22.58,71,2,0.3883,36,0,4,website,1
1259,0.1611,70.34,42,0,0.3194,48,0,3,google_play,1
1260,0.0295,14.36,55,1,0.0169,57,0,11,google_play,1
1261,0.1263,21.75,54,0,0.0856,56,0,6,referral,0
1262,0.2333,18.89,77,1,0.3371,57,1,9,referral,1
1263,0.2939,63.42,40,1,0.3024,67,1,26,app_store,0
1264,0.3907,17.38,4,0,0.1233,27,0,27,referral,0
1265,0.1466,13.15,75,0,0.0693,51,0,19,referral,1
1266,0.0441,14.25,20,0,0.1148,35,0,6,google_play,1
1267,0.0996,14.09,86,2,0.0171,26,0,6,referral,1
1268,0.4053,16.33,86,0,0.0468,63,0,39,website,0
1269,0.5146,13.48,69,0,0.2018,56,0,8,referral,1
1270,0.2201,24.8,30,0,0.2252,23,0,17,google_play,0
1271,0.2407,9.88,53,0,0.1057,63,0,22,website,0
1272,0.4732,36.73,84,2,0.7113,41,0,15,app_store,1
1273,0.2461,25.25,34,2,0.0979,33,0,47,app_store,0
1274,0.1924,76.34,21,1,0.3531,44,0,29,referral,0
1275,0.4179,34.02,56,0,0.0519,34,0,15,website,0
1276,0.4289,31.69,83,0,0.1774,65,1,11,app_store,0
1277,0.2344,100.15,71,1,0.4029,25,0,24,google_play,0
1278,0.4213,33.25,33,1,0.0718,32,1,22,website,1
1279,0.1527,21.11,70,1,0.1338,26,0,15,app_store,0
1280,0.2594,13.35,79,2,0.03,43,0,37,website,0
1281,0.3103,67.83,0,0,0.2477,40,0,25,website,0
1282,0.134,12.11,64,1,0.4439,29,0,19,website,1
1283,0.1591,11.05,62,1,0.0885,55,0,23,website,0
1284,0.1928,11.08,47,0,0.2544,20,0,6,website,1
1285,0.3707,14.49,18,0,0.0343,62,0,46,app_store,0
1286,0.4997,25.29,74,0,0.0781,56,0,26,website,0
1287,0.5003,20.42,47,0,0.3375,32,0,13,google_play,1
1288,0.4401,35.44,81,0,0.1706,56,0,47,google_play,0
1289,0.1777,11.44,67,2,0.0627,18,0,21,google_play,0
1290,0.6149,13.33,26,0,0.4316,56,0,47,website,0
1291,0.0301,27.32,86,0,0.0424,63,1,38,google_play,1
1292,0.4238,12.49,33,0,0.2977,43,0,21,google_play,1
1293,0.3549,9.45,3,1,0.1891,65,1,18,website,0
1294,0.0763,8.41,4,0,0.1856,30,0,6,app_store,0
1295,0.2227,23.71,29,1,0.0425,19,1,8,google_play,0
1296,0.2981,23.38,20,0,0.1827,29,1,29,website,0
1297,0.0997,22.62,5,1,0.1665,63,1,40,referral,1
1298,0.2645,57.5,76,0,0.2267,62,0,12,referral,0
1299,0.1185,30.31,69,2,0.1363,40,1,45,app_store,1
1300,0.3063,24.54,3,0,0.0863,28,0,1,app_store,0
1301,0.3287,63.03,15,0,0.0459,22,0,15,google_play,0
1302,0.0677,48.55,75,1,0.0426,38,0,46,website,1
1303,0.2614,14.72,11,0,0.361,53,0,26,google_play,1
1304,0.3803,44.0,6,0,0.1968,20,0,2,app_store,0
1305,0.0339,84.87,8,0,0.0704,31,0,43,app_store,1
1306,0.3512,85.09,71,1,0.2525,38,0,2,app_store,1
1307,0.392,48.6,63,0,0.2378,25,0,8,website,0
1308,0.5878,32.19,47,1,0.1344,67,0,46,google_play,0
1309,0.3334,30.06,8,0,0.2094,53,0,13,google_play,0
1310,0.1208,68.04,52,2,0.3007,30,1,33,google_play,1
1311,0.307,9.62,40,2,0.1483,25,0,19,website,0
1312,0.3224,59.58,23,1,0.0876,49,0,24,google_play,0
1313,0.4315,26.88,14,2,0.2132,47,0,37,app_store,1
1314,0.527,12.86,3,1,0.1902,37,0,11,website,1
1315,0.295,10.73,56,3,0.2768,32,1,23,referral,1
1316,0.2468,7.43,60,1,0.0608,61,0,2,google_play,1
1317,0.2924,36.42,12,1,0.1802,44,1,34,google_play,0
1318,0.2263,94.23,25,0,0.0277,32,0,30,referral,0
1319,0.3264,17.3,20,2,0.36,43,1,45,google_play,1
1320,0.1159,13.49,87,0,0.006,26,0,45,referral,1
1321,0.4172,57.16,77,1,0.1204,64,0,5,app_store,0
1322,0.3543,26.56,8,1,0.0723,53,0,30,app_store,0
1323,0.3047,59.03,1,0,0.5667,66,0,39,app_store,0
1324,0.1257,12.39,83,0,0.4449,27,0,3,google_play,1
1325,0.1075,38.74,3,0,0.3045,49,1,39,google_play,0
1326,0.4744,87.41,19,0,0.1882,50,0,43,google_play,0
1327,0.5893,11.76,66,1,0.3324,24,0,13,referral,1
1328,0.341,19.6,14,1,0.4381,66,1,17,website,0
1329,0.6385,19.05,19,0,0.4585,28,0,13,app_store,0
1330,0.4464,41.46,62,0,0.2612,48,0,11,app_store,1
1331,0.1385,59.29,20,0,0.1479,46,1,41,app_store,0
1332,0.3055,15.22,57,1,0.1274,29,0,21,google_play,1
1333,0.2185,140.98,0,1,0.1434,55,0,19,referral,0
1334,0.3517,25.52,86,2,0.1659,47,0,18,google_play,1
1335,0.2803,16.49,45,2,0.0767,22,0,36,referral,1
1336,0.3809,66.64,49,0,0.5521,32,0,7,website,1
1337,0.404,27.06,35,0,0.022,51,1,32,website,0
1338,0.1729,18.85,47,1,0.1269,37,0,38,google_play,0
1339,0.2666,16.78,75,0,0.102,26,0,30,website,0
1340,0.3163,106.86,88,0,0.071,58,0,4,google_play,0
1341,0.3719,12.23,9,3,0.013,68,1,15,app_store,0
1342,0.4917,53.95,43,0,0.1441,22,0,21,google_play,0
1343,0.125,13.9,89,1,0.3873,21,0,12,app_store,1
1344,0.1528,15.86,69,2,0.3158,45,0,47,app_store,1
1345,0.1459,23.16,4,2,0.3832,41,0,12,google_play,1
1346,0.4682,33.98,82,2,0.5139,42,1,2,google_play,1
1347,0.3773,7.76,19,2,0.1583,25,0,35,referral,1
1348,0.1544,16.76,13,1,0.2059,31,0,17,google_play,1
1349,0.2753,50.42,12,0,0.09,68,0,21,app_store,0
1350,0.0628,50.26,20,0,0.2223,25,0,28,google_play,1
1351,0.0838,20.02,69,0,0.2104,50,0,46,app_store,1
1352,0.1131,10.78,22,0,0.2538,25,0,22,referral,1
1353,0.4446,28.53,25,1,0.4696,40,0,38,app_store,0
1354,0.402,43.97,50,0,0.1525,67,0,7,app_store,1
1355,0.1618,27.86,2,0,0.1156,29,0,21,referral,0
1356,0.1846,65.61,30,1,0.2345,29,0,29,app_store,0
1357,0.1144,20.31,47,0,0.1778,25,1,47,referral,0
1358,0.1237,9.75,58,1,0.1719,64,1,32,google_play,0
1359,0.1713,16.18,21,1,0.0772,57,1,2,website,0
1360,0.3129,24.56,17,0,0.3988,26,0,10,google_play,0
1361,0.2674,14.99,55,0,0.2988,25,0,36,referral,1
1362,0.04,17.05,23,2,0.1411,19,1,15,referral,1
1363,0.1292,48.1,40,0,0.0383,26,0,28,website,0
1364,0.3454,13.89,85,0,0.0601,19,0,25,app_store,1
1365,0.3038,9.65,7,1,0.5438,53,0,37,app_store,0
1366,0.182,43.25,80,0,0.0644,50,0,8,referral,0
1367,0.3477,38.54,81,2,0.1494,62,0,33,google_play,0
1368,0.1853,11.87,88,0,0.0031,46,0,43,website,0
1369,0.4039,40.25,20,2,0.0269,33,0,44,google_play,0
1370,0.3304,11.12,39,2,0.3123,63,0,32,google_play,1
1371,0.2028,14.78,0,1,0.0985,49,1,23,google_play,0
1372,0.6609,11.32,36,0,0.1665,36,0,1,google_play,0
1373,0.2431,17.8,52,0,0.0367,55,0,31,google_play,0
1374,0.4539,36.41,71,0,0.1942,22,0,10,website,0
1375,0.4308,29.63,74,0,0.1948,54,0,29,google_play,0
1376,0.1135,13.88,15,0,0.2197,27,1,12,website,0
1377,0.1773,28.01,44,0,0.0461,45,0,36,website,0
1378,0.5204,32.06,1,2,0.1463,42,0,25,google_play,0
1379,0.1982,47.89,76,0,0.0927,23,0,3,referral,0
1380,0.3193,31.55,69,0,0.114,29,0,32,google_play,0
1381,0.1605,41.12,6,3,0.0219,46,0,14,referral,1
1382,0.3569,25.67,81,0,0.0892,48,0,17,app_store,0
1383,0.1644,13.87,25,0,0.2405,29,0,10,google_play,0
1384,0.4208,27.47,75,0,0.584,23,1,43,website,1
1385,0.3358,57.45,57,0,0.192,23,0,24,google_play,0
1386,0.3622,59.59,58,0,0.4026,50,1,5,google_play,1
1387,0.4794,4.03,69,0,0.068,65,0,21,app_store,0
1388,0.3169,38.1,21,1,0.135,43,0,20,app_store,1
1389,0.2178,17.36,7,1,0.1077,39,0,2,website,1
1390,0.101,32.47,69,1,0.1332,58,0,16,app_store,1
1391,0.4206,9.43,55,0,0.0614,24,0,8,app_store,0
1392,0.4801,18.15,55,1,0.0591,27,1,12,app_store,0
1393,0.5995,7.98,69,0,0.1117,67,0,10,website,0
1394,0.3902,18.12,67,2,0.4012,43,0,4,google_play,1
1395,0.1253,37.54,11,1,0.4316,25,0,17,app_store,0
1396,0.555,33.5,13,0,0.3101,38,0,38,website,1
1397,0.1956,110.18,13,2,0.3058,69,0,12,google_play,0
1398,0.2005,17.11,32,0,0.1468,59,0,20,referral,0
1399,0.3535,13.27,45,1,0.267,23,0,9,app_store,0
1400,0.1811,64.72,61,2,0.3052,39,1,36,referral,1
1401,0.3694,7.38,38,1,0.1415,24,0,7,google_play,0
1402,0.2131,28.09,4,2,0.1166,49,0,19,google_play,0
1403,0.4862,34.88,38,1,0.5153,65,0,30,google_play,0
1404,0.3929,4.87,47,0,0.3842,40,0,39,website,1
1405,0.1197,11.44,78,2,0.031,24,0,1,website,1
1406,0.4201,9.43,23,0,0.7334,21,0,44,website,1
1407,0.2398,43.96,5,0,0.0274,61,0,25,app_store,0
1408,0.6356,15.65,48,0,0.3559,46,1,26,google_play,0
1409,0.2251,20.45,66,1,0.2051,30,0,19,website,1
1410,0.3628,7.93,43,1,0.0488,64,1,24,app_store,1
1411,0.2653,13.92,73,0,0.0121,67,0,32,website,0
1412,0.1582,14.11,24,0,0.2296,49,0,21,app_store,0
1413,0.2537,21.06,34,1,0.1714,22,0,35,app_store,0
1414,0.398,19.8,87,0,0.1249,61,0,4,app_store,0
1415,0.2325,68.66,62,0,0.3697,60,0,25,google_play,1
1416,0.158,39.81,77,2,0.5147,20,1,33,app_store,1
1417,0.3828,7.07,52,0,0.486,69,1,23,referral,0
1418,0.1814,50.01,22,1,0.1176,53,0,22,google_play,0
1419,0.3974,45.42,23,0,0.2353,27,0,1,app_store,0
1420,0.3546,25.73,20,0,0.0118,47,0,7,referral,0
1421,0.3016,48.91,46,1,0.0195,47,0,27,referral,0
1422,0.4267,56.93,32,0,0.0509,23,0,8,app_store,0
1423,0.5618,17.46,5,1,0.2316,55,0,37,app_store,0
1424,0.3382,10.45,31,0,0.1694,26,0,31,google_play,0
1425,0.1957,36.43,72,0,0.0641,21,1,41,app_store,0
1426,0.4754,13.86,51,0,0.1827,54,1,26,referral,1
1427,0.3992,29.52,5,1,0.0896,52,0,43,app_store,1
1428,0.3553,11.86,34,0,0.2928,38,1,26,referral,0
1429,0.0754,48.51,26,0,0.2989,59,0,39,referral,0
1430,0.4042,14.42,4,0,0.0921,47,0,9,website,0
1431,0.2524,21.16,36,0,0.1718,32,0,14,website,0
1432,0.0367,20.23,35,0,0.2242,68,0,7,app_store,0
1433,0.0172,9.1,44,1,0.2239,29,0,26,website,1
1434,0.1818,52.23,66,0,0.4296,41,0,21,website,1
1435,0.0387,60.31,47,1,0.5701,67,1,22,website,1
1436,0.3014,22.19,22,1,0.5423,20,0,38,referral,0
1437,0.0711,14.42,54,0,0.1869,54,0,5,referral,0
1438,0.2279,20.83,17,0,0.2263,67,0,39,app_store,0
1439,0.2019,17.22,82,1,0.301,44,0,46,app_store,1
1440,0.1494,24.15,54,1,0.3491,28,0,29,google_play,1
1441,0.2034,19.72,42,1,0.1495,56,0,45,website,0
1442,0.2004,13.0,23,2,0.6571,66,0,29,website,1
1443,0.452,54.16,58,0,0.0663,44,0,29,google_play,0
1444,0.6056,21.12,10,0,0.1492,26,0,32,google_play,0
1445,0.4941,94.84,8,0,0.4353,67,0,33,website,0
1446,0.1093,26.39,55,1,0.3601,35,0,18,website,1
1447,0.4296,18.48,75,1,0.1639,68,0,34,website,0
1448,0.4871,20.14,78,0,0.1165,39,0,17,app_store,0
1449,0.0562,18.97,30,2,0.1961,39,0,22,app_store,1
1450,0.1863,22.78,54,0,0.0749,53,0,2,google_play,1
1451,0.4054,28.7,53,0,0.4233,28,0,16,google_play,0
1452,0.1661,11.19,28,0,0.1849,67,0,44,website,1
1453,0.4775,12.0,88,1,0.1929,27,1,41,google_play,0
1454,0.3524,42.36,14,0,0.0354,53,0,46,app_store,0
1455,0.3716,35.12,68,0,0.3639,33,0,28,referral,1
1456,0.529,8.15,79,0,0.5979,49,1,20,google_play,1
1457,0.4563,35.37,36,1,0.0769,55,0,19,website,0
1458,0.1058,44.18,51,0,0.0243,36,0,35,website,0
1459,0.1723,29.27,40,1,0.2222,18,0,7,website,1
1460,0.3156,7.71,5,1,0.0051,65,0,35,app_store,0
1461,0.1625,9.62,13,0,0.0885,29,0,16,website,0
1462,0.3505,23.74,26,1,0.1724,68,0,31,website,1
1463,0.3495,91.62,56,0,0.0272,55,0,9,app_store,0
1464,0.1086,16.83,70,2,0.0841,67,0,11,google_play,1
1465,0.3172,37.48,49,1,0.0999,66,0,16,app_store,0
1466,0.1493,15.63,61,1,0.2695,20,0,22,app_store,1
1467,0.197,80.64,53,1,0.2032,69,0,42,app_store,1
1468,0.3158,25.26,60,2,0.8568,37,0,1,google_play,1
1469,0.4414,10.5,24,1,0.2788,21,0,38,app_store,0
1470,0.1205,13.86,15,0,0.624,51,0,38,app_store,0
1471,0.4411,13.1,63,1,0.1525,51,0,18,referral,0
1472,0.3445,26.61,52,0,0.0624,51,0,43,website,1
1473,0.3174,15.07,26,0,0.3353,66,0,25,app_store,0
1474,0.2201,17.35,12,3,0.1122,51,0,4,google_play,0
1475,0.3241,95.81,40,0,0.1072,28,0,19,google_play,0
1476,0.1343,16.27,49,0,0.2127,29,1,34,google_play,1
1477,0.2135,27.76,13,1,0.1023,51,0,21,website,0
1478,0.4419,20.27,86,1,0.389,51,0,4,app_store,1
1479,0.3378,23.7,64,0,0.1442,63,0,42,google_play,0
1480,0.358,39.13,64,1,0.0493,37,0,33,app_store,0
1481,0.7704,5.27,15,0,0.3408,26,1,8,referral,0
1482,0.2022,27.25,68,0,0.138,54,0,7,website,1
1483,0.3704,18.85,52,0,0.2706,22,1,12,google_play,1
1484,0.1153,27.74,60,1,0.0729,52,0,17,referral,1
1485,0.539,21.28,74,1,0.1733,26,0,40,website,0
1486,0.2545,21.41,46,0,0.2587,48,0,22,website,1
1487,0.2914,30.17,53,0,0.0534,27,0,35,website,0
1488,0.0563,16.69,10,0,0.1003,35,0,8,app_store,1
1489,0.2543,97.22,54,2,0.2619,63,0,42,google_play,1
1490,0.1166,12.51,80,1,0.1542,40,0,6,website,1
1491,0.6379,67.18,79,0,0.1017,25,1,33,app_store,0
1492,0.2436,10.29,15,1,0.3091,40,1,5,website,0
1493,0.1495,20.4,89,1,0.3878,25,0,31,google_play,1
1494,0.2527,30.49,37,2,0.7418,54,0,42,google_play,1
1495,0.171,12.77,17,1,0.1042,37,0,24,referral,0
1496,0.0177,12.17,50,0,0.202,42,0,7,google_play,1
1497,0.2683,20.15,42,1,0.3411,37,1,16,website,0
1498,0.12,45.93,38,0,0.197,41,0,12,website,0
1499,0.2732,25.98,32,0,0.0958,32,1,46,app_store,0
1500,0.5198,92.42,68,0,0.0308,46,0,5,google_play,0
1501,0.4247,36.43,6,0,0.2447,30,0,11,app_store,0
1502,0.4853,17.81,41,2,0.0602,18,0,41,website,1
1503,0.3141,3.72,33,0,0.1707,50,1,19,app_store,0
1504,0.2619,8.28,61,0,0.1904,53,0,17,website,0
1505,0.0878,20.37,62,0,0.1376,42,0,47,google_play,1
1506,0.3572,8.2,84,0,0.1289,24,0,45,app_store,0
1507,0.5154,21.44,76,2,0.1284,39,0,21,website,1
1508,0.2942,28.68,82,0,0.3317,18,0,20,app_store,1
1509,0.7279,19.99,74,0,0.2695,65,0,30,google_play,1
1510,0.2969,20.29,59,0,0.048,67,0,18,website,0
1511,0.4783,96.58,1,0,0.1005,52,0,40,website,0
1512,0.201,25.69,77,1,0.2807,54,0,41,app_store,1
1513,0.2031,22.28,35,2,0.1153,24,0,8,google_play,0
1514,0.1774,12.23,32,1,0.1623,47,0,4,app_store,0
1515,0.1627,24.48,85,0,0.1001,38,0,3,website,1
1516,0.5049,17.55,46,0,0.1079,25,0,5,website,0
1517,0.0861,86.59,49,1,0.1877,45,1,7,website,1
1518,0.1424,36.55,28,0,0.0649,56,1,4,website,0
1519,0.6565,66.31,88,0,0.1271,41,0,43,website,1
1520,0.4456,28.39,33,0,0.022,25,0,9,google_play,0
1521,0.2278,58.68,30,0,0.0347,63,0,41,app_store,0
1522,0.3306,12.18,68,2,0.2605,49,1,40,app_store,1
1523,0.2466,29.22,35,0,0.1977,22,0,19,google_play,0
1524,0.4533,13.35,84,2,0.2556,35,0,16,referral,1
1525,0.1629,18.03,41,1,0.1697,26,0,37,referral,0
1526,0.143,25.26,61,2,0.3255,57,0,43,google_play,1
1527,0.2115,12.55,76,1,0.1753,63,0,10,app_store,1
1528,0.493,8.82,87,0,0.2398,56,0,32,google_play,0
1529,0.0966,48.84,26,0,0.1736,50,0,17,google_play,0
1530,0.4404,7.57,32,1,0.7253,46,0,44,website,1
1531,0.2648,80.08,39,0,0.033,20,0,35,referral,0
1532,0.1782,13.86,43,0,0.0405,24,0,14,referral,0
1533,0.5069,36.47,70,0,0.1297,48,0,13,website,0
1534,0.1386,38.0,88,1,0.1798,44,0,44,app_store,1
1535,0.4473,11.31,29,2,0.4925,68,1,12,google_play,1
1536,0.4233,33.85,0,0,0.0386,58,0,28,referral,1
1537,0.2749,27.66,36,1,0.1998,54,0,40,website,1
1538,0.728,38.16,8,1,0.1225,65,0,45,google_play,0
1539,0.1099,57.21,79,1,0.2512,26,0,23,google_play,1
1540,0.1623,43.36,69,0,0.1012,68,0,26,google_play,0
1541,0.3729,13.36,31,0,0.1231,35,1,9,referral,0
1542,0.5006,22.3,39,0,0.0227,31,0,3,google_play,0
1543,0.6098,13.78,49,0,0.3572,44,1,6,app_store,1
1544,0.5166,16.39,66,1,0.2516,69,0,27,app_store,1
1545,0.392,34.52,6,1,0.0428,21,0,10,google_play,0
1546,0.5375,37.47,34,0,0.4683,22,0,36,google_play,0
1547,0.0742,36.87,85,0,0.1221,26,0,17,website,1
1548,0.145,30.01,36,2,0.1117,54,0,37,app_store,0
1549,0.0915,33.4,59,1,0.0675,37,0,19,website,1
1550,0.2911,17.84,22,0,0.1944,36,0,21,app_store,0
1551,0.3685,63.17,86,2,0.1459,55,0,17,website,1
1552,0.1207,39.16,56,1,0.0428,25,0,10,referral,1
1553,0.3805,24.17,73,0,0.0506,27,1,19,website,0
1554,0.2652,53.97,89,0,0.1451,37,0,9,app_store,1
1555,0.2641,17.11,68,1,0.1991,41,0,42,website,0
1556,0.3254,26.67,17,0,0.0333,24,1,26,referral,0
1557,0.2739,45.9,12,0,0.1792,45,0,19,app_store,0
1558,0.2548,10.46,26,1,0.0929,41,0,7,google_play,0
1559,0.0795,116.27,43,0,0.3945,45,1,46,referral,0
1560,0.1116,16.25,29,0,0.2957,57,1,3,app_store,1
1561,0.0747,17.87,1,0,0.0196,65,0,43,google_play,1
1562,0.1574,24.88,10,1,0.2558,67,1,36,website,1
1563,0.4323,41.18,50,0,0.0282,54,1,43,app_store,0
1564,0.1449,44.03,1,1,0.0163,46,0,12,google_play,0
1565,0.2118,70.06,86,1,0.0834,62,0,31,website,0
1566,0.3368,23.46,23,0,0.2214,18,0,38,google_play,0
1567,0.2705,30.91,34,0,0.1316,68,0,11,website,0
1568,0.1897,8.36,26,0,0.465,38,0,12,google_play,1
1569,0.3529,11.59,31,0,0.5182,65,0,46,app_store,1
1570,0.3296,23.01,57,1,0.4329,20,1,25,google_play,1
1571,0.4416,31.52,25,0,0.1221,62,0,31,website,1
1572,0.1775,23.75,45,1,0.0321,60,0,8,referral,0
1573,0.1919,35.41,51,0,0.2513,47,0,36,referral,1
1574,0.2682,23.58,74,0,0.2248,22,0,5,google_play,0
1575,0.1616,20.83,81,1,0.4233,26,0,30,referral,1
1576,0.0328,131.65,20,0,0.0443,48,0,8,referral,0
1577,0.3416,20.4,52,2,0.1175,27,0,37,referral,0
1578,0.5308,49.83,7,1,0.1322,43,1,1,app_store,0
1579,0.2442,9.84,67,1,0.441,46,0,6,app_store,1
1580,0.2539,26.74,37,0,0.1858,45,1,6,google_play,0
1581,0.1734,15.3,33,0,0.1346,43,1,1,website,0
1582,0.5089,98.1,75,0,0.4817,38,0,9,google_play,1
1583,0.056,16.6,33,1,0.0389,43,0,42,app_store,0
1584,0.482,24.01,25,0,0.2072,53,0,10,app_store,0
1585,0.4781,13.78,21,1,0.1644,23,1,8,website,0
1586,0.2592,13.22,60,0,0.1229,22,0,10,website,1
1587,0.171,23.26,8,0,0.1738,52,0,26,google_play,0
1588,0.4089,31.62,82,0,0.0148,45,0,30,app_store,0
1589,0.3993,51.44,75,0,0.3882,59,0,38,app_store,1
1590,0.3019,16.36,9,0,0.0339,67,0,44,website,0
1591,0.0694,16.17,65,2,0.1469,48,0,24,referral,1
1592,0.5554,60.32,0,1,0.4149,37,0,20,referral,1
1593,0.2276,74.87,11,0,0.0091,53,0,13,google_play,1
1594,0.3478,23.13,56,1,0.5274,62,1,38,website,1
1595,0.0501,33.99,48,0,0.4037,43,1,25,google_play,1
