user_id,jtbd_segment,cohort,months_since_signup,logins_per_week,tx_per_month,balance_eur,offer_channel,converted,upgrade_reason
6884,young_professionals,Power,24,5.2,16,899.47,in_app,1,status
6885,young_professionals,Growth,20,10.5,20,120.57,push,0,none
6886,young_professionals,Power,7,6.4,15,699.02,email,0,none
6887,young_professionals,Power,1,4.1,16,855.92,none,0,none
6888,young_professionals,Casual,21,6.5,20,1691.51,in_app,0,none
6889,young_professionals,Growth,18,9.0,17,1610.67,email,0,none
6890,young_professionals,Casual,15,6.6,20,1596.93,push,0,none
6891,young_professionals,Growth,5,7.6,13,1436.35,email,0,none
6892,young_professionals,Growth,17,9.5,12,496.07,none,0,none
6893,young_professionals,Power,14,7.8,14,355.82,push,0,none
6894,young_professionals,Casual,7,11.8,21,673.22,email,0,none
6895,young_professionals,Growth,23,10.9,10,889.39,in_app,0,none
6896,young_professionals,Growth,17,7.6,14,2115.32,none,0,none
6897,young_professionals,Power,4,10.8,13,1129.94,push,0,none
6898,young_professionals,Power,8,12.5,10,1707.97,email,0,none
6899,young_professionals,Growth,8,10.9,19,1373.75,email,0,none
6900,young_professionals,Casual,9,12.5,19,320.77,push,1,cashback
6901,young_professionals,Power,19,15.5,22,1192.1,push,0,none
6902,young_professionals,Power,6,10.7,14,785.03,none,0,none
6903,young_professionals,Growth,21,7.3,17,1671.89,in_app,0,none
6904,young_professionals,Power,10,13.6,19,654.49,push,0,none
6905,young_professionals,Power,24,3.0,18,1189.39,in_app,0,none
6906,young_professionals,Dormant,2,3.8,8,0.0,none,0,none
6907,young_professionals,Growth,5,16.6,17,875.67,push,1,premium_features
6908,young_professionals,Power,11,5.3,7,1581.87,in_app,0,none
6909,young_professionals,Casual,4,4.6,12,1613.85,push,1,support
6910,young_professionals,Casual,23,11.4,12,671.85,email,0,none
6911,young_professionals,Growth,23,8.6,15,1787.97,email,1,premium_features
6912,young_professionals,Power,1,11.8,13,1261.24,push,0,none
6913,young_professionals,Casual,9,5.8,9,2472.21,push,0,none
6914,young_professionals,Power,11,4.7,13,835.82,email,1,cashback
6915,young_professionals,Growth,4,10.5,15,1817.7,none,0,none
6916,young_professionals,Casual,11,8.4,22,1187.91,in_app,0,none
6917,young_professionals,Casual,15,6.9,14,474.62,email,1,status
6918,young_professionals,Growth,14,5.6,20,260.66,in_app,0,none
6919,young_professionals,Growth,7,15.2,17,1701.07,push,0,none
6920,young_professionals,Casual,12,13.2,19,458.14,email,0,none
6921,young_professionals,Growth,16,7.2,17,767.53,email,0,none
6922,young_professionals,Growth,19,7.7,12,1037.72,in_app,0,none
6923,young_professionals,Power,19,4.8,10,867.95,in_app,0,none
6924,young_professionals,Casual,16,8.4,16,1241.93,email,0,none
6925,young_professionals,Growth,10,9.2,10,1374.25,none,1,premium_features
6926,young_professionals,Power,24,13.6,10,1142.02,push,0,none
6927,young_professionals,Growth,21,12.9,15,1498.42,email,0,none
6928,young_professionals,Casual,24,12.0,15,1332.38,in_app,0,none
6929,young_professionals,Growth,17,1.6,18,1351.13,email,0,none
6930,young_professionals,Dormant,21,13.2,15,1334.74,email,1,cashback
6931,young_professionals,Growth,20,7.5,15,1096.88,push,0,none
6932,young_professionals,Power,15,9.1,13,707.3,push,0,none
6933,young_professionals,Dormant,7,7.1,19,1006.76,none,0,none
6934,young_professionals,Growth,9,11.6,18,947.61,in_app,1,status
6935,young_professionals,Growth,5,6.8,13,375.57,push,0,none
6936,young_professionals,Growth,19,4.9,11,1240.36,none,0,none
6937,young_professionals,Power,18,7.6,25,487.8,none,0,none
6938,young_professionals,Growth,20,9.9,18,1766.53,none,0,none
6939,young_professionals,Power,13,14.0,18,1114.28,none,0,none
6940,young_professionals,Growth,1,5.5,5,1264.2,in_app,1,premium_features
6941,young_professionals,Growth,8,6.8,14,647.22,none,0,none
6942,young_professionals,Casual,12,8.3,19,231.9,push,0,none
6943,young_professionals,Growth,13,10.7,10,1203.42,push,0,none
6944,young_professionals,Casual,3,7.8,17,2112.45,push,0,none
6945,young_professionals,Power,7,8.9,11,1599.83,in_app,0,none
6946,young_professionals,Growth,11,13.9,11,927.57,push,0,none
6947,young_professionals,Casual,20,5.5,21,1495.01,in_app,0,none
6948,young_professionals,Growth,21,7.9,13,1351.8,in_app,0,none
6949,young_professionals,Power,10,10.4,19,1156.35,push,0,none
6950,young_professionals,Growth,24,7.3,11,1364.59,push,0,none
6951,young_professionals,Growth,16,4.2,14,2145.06,email,0,none
6952,young_professionals,Casual,23,8.5,14,902.84,in_app,0,none
6953,young_professionals,Casual,2,9.6,17,1468.59,in_app,1,cashback
6954,young_professionals,Power,22,13.5,14,1421.44,in_app,0,none
6955,young_professionals,Power,19,0.5,21,63.28,none,0,none
6956,young_professionals,Power,21,11.8,10,915.48,none,0,none
6957,young_professionals,Power,10,11.8,15,819.41,none,0,none
6958,young_professionals,Casual,6,8.8,11,1765.87,in_app,0,none
6959,young_professionals,Casual,18,6.8,16,805.77,in_app,0,none
6960,young_professionals,Power,2,13.6,22,665.89,email,0,none
6961,young_professionals,Dormant,15,11.3,13,893.73,push,0,none
6962,young_professionals,Power,2,12.5,13,2024.96,push,0,none
6963,young_professionals,Power,8,7.5,16,1041.75,push,0,none
6964,young_professionals,Growth,18,11.6,8,148.67,email,0,none
6965,young_professionals,Growth,12,10.5,15,352.63,none,0,none
6966,young_professionals,Casual,18,9.1,20,1338.2,in_app,0,none
6967,young_professionals,Growth,22,4.2,12,2448.99,email,0,none
6968,young_professionals,Power,7,7.7,17,1225.4,push,0,none
6969,young_professionals,Casual,24,6.5,12,1925.25,none,0,none
6970,young_professionals,Growth,1,11.4,24,1424.39,none,0,none
6971,young_professionals,Power,8,10.0,18,1218.11,in_app,0,none
6972,young_professionals,Power,24,10.5,12,272.31,in_app,1,status
6973,young_professionals,Power,19,8.7,14,1566.66,in_app,0,none
6974,young_professionals,Growth,9,12.3,16,1129.87,email,0,none
6975,young_professionals,Growth,17,11.2,16,745.66,push,0,none
6976,young_professionals,Growth,16,4.3,15,1166.15,none,0,none
6977,young_professionals,Growth,2,11.3,15,1435.53,email,0,none
6978,young_professionals,Growth,10,10.6,13,2243.29,none,1,status
6979,young_professionals,Power,6,7.8,16,1463.01,in_app,0,none
6980,young_professionals,Power,16,8.2,21,455.28,none,0,none
6981,young_professionals,Growth,1,16.7,13,1594.95,email,1,premium_features
6982,young_professionals,Power,20,8.9,10,547.63,push,0,none
6983,young_professionals,Growth,19,5.3,5,1818.34,none,0,none
6984,young_professionals,Casual,2,14.7,18,0.0,email,0,none
6985,young_professionals,Growth,5,16.1,10,941.55,email,0,none
6986,young_professionals,Casual,18,7.5,22,986.3,email,0,none
6987,young_professionals,Growth,21,8.4,12,1489.5,in_app,0,none
6988,young_professionals,Casual,22,7.0,15,1365.82,none,0,none
6989,young_professionals,Power,5,6.5,7,1649.25,email,0,none
6990,young_professionals,Growth,14,10.6,19,1626.81,in_app,1,premium_features
6991,young_professionals,Dormant,23,5.7,15,1063.47,in_app,0,none
6992,young_professionals,Growth,11,7.7,15,1180.39,in_app,0,none
6993,young_professionals,Casual,15,12.2,22,1931.92,push,0,none
6994,young_professionals,Casual,15,9.6,11,809.76,in_app,0,none
6995,young_professionals,Growth,23,8.0,8,1536.58,push,0,none
6996,young_professionals,Growth,4,8.1,16,1097.23,push,0,none
6997,young_professionals,Casual,24,10.0,14,1156.4,push,0,none
6998,young_professionals,Growth,21,10.5,17,836.47,in_app,1,cashback
6999,young_professionals,Casual,2,9.9,10,1278.75,none,0,none
7000,young_professionals,Casual,17,8.3,15,1730.32,in_app,1,premium_features
7001,young_professionals,Power,14,5.3,22,1902.78,email,0,none
7002,young_professionals,Power,8,10.7,10,1321.13,in_app,1,premium_features
7003,young_professionals,Growth,11,13.1,17,1018.73,none,0,none
7004,young_professionals,Growth,17,8.0,13,0.0,in_app,0,none
7005,young_professionals,Power,21,12.1,11,888.37,push,0,none
7006,young_professionals,Power,6,6.4,12,909.15,none,0,none
7007,young_professionals,Casual,6,9.7,12,344.49,email,0,none
7008,young_professionals,Growth,16,11.7,18,847.29,in_app,0,none
7009,young_professionals,Growth,15,8.6,16,257.45,email,0,none
7010,young_professionals,Growth,24,5.9,16,1189.39,in_app,0,none
7011,young_professionals,Growth,3,5.6,22,1607.9,push,0,none
7012,young_professionals,Growth,21,7.5,11,1626.42,email,0,none
7013,young_professionals,Dormant,2,9.4,15,1336.26,none,0,none
7014,young_professionals,Power,12,0.9,12,701.23,in_app,0,none
7015,young_professionals,Growth,19,11.1,10,523.91,push,0,none
7016,young_professionals,Growth,23,10.3,12,1991.49,none,1,premium_features
7017,young_professionals,Casual,18,10.8,13,2013.68,none,0,none
7018,young_professionals,Power,22,8.2,16,1418.32,in_app,1,premium_features
7019,young_professionals,Power,11,9.8,7,0.0,email,0,none
7020,young_professionals,Power,9,12.8,20,630.49,none,0,none
7021,young_professionals,Growth,6,14.5,21,767.48,in_app,0,none
7022,young_professionals,Power,9,10.2,18,971.47,push,0,none
7023,young_professionals,Power,10,4.7,17,2001.97,push,1,premium_features
7024,young_professionals,Growth,8,6.0,13,1963.98,email,0,none
7025,young_professionals,Power,8,11.9,16,2229.68,push,0,none
7026,young_professionals,Power,8,6.9,16,103.03,push,0,none
7027,young_professionals,Dormant,15,12.9,18,982.63,email,0,none
7028,young_professionals,Casual,17,11.0,12,644.38,email,0,none
7029,young_professionals,Casual,5,11.1,16,1891.13,in_app,0,none
7030,young_professionals,Power,16,7.9,16,1235.31,in_app,0,none
7031,young_professionals,Growth,18,6.3,14,2018.39,in_app,0,none
7032,young_professionals,Growth,14,9.3,14,874.78,in_app,0,none
7033,young_professionals,Casual,7,8.1,18,1272.3,in_app,0,none
7034,young_professionals,Growth,12,11.5,7,1423.83,email,1,premium_features
7035,young_professionals,Casual,10,5.0,18,538.42,email,1,cashback
7036,young_professionals,Dormant,19,8.7,12,1100.91,in_app,0,none
7037,young_professionals,Dormant,23,14.8,11,2361.54,in_app,0,none
7038,young_professionals,Dormant,15,8.5,9,0.0,push,0,none
7039,young_professionals,Growth,18,4.4,12,1590.11,email,0,none
7040,young_professionals,Power,17,6.9,13,1028.03,push,0,none
7041,young_professionals,Growth,11,14.1,15,1346.74,push,0,none
7042,young_professionals,Power,11,9.1,18,933.79,push,0,none
7043,young_professionals,Power,2,13.6,12,916.67,email,0,none
7044,young_professionals,Casual,7,7.6,17,844.63,push,0,none
7045,young_professionals,Casual,11,6.7,17,481.28,none,1,cashback
7046,young_professionals,Power,21,7.2,18,1224.21,push,0,none
7047,young_professionals,Casual,23,9.4,20,1063.51,email,0,none
7048,young_professionals,Growth,19,7.2,16,2394.82,none,1,status
7049,young_professionals,Casual,7,3.2,24,1749.03,in_app,0,none
7050,young_professionals,Casual,19,12.9,11,1799.81,none,0,none
7051,young_professionals,Casual,8,8.6,9,1335.47,email,0,none
7052,young_professionals,Casual,3,1.5,21,1555.36,email,1,status
7053,young_professionals,Power,5,10.5,14,1720.36,in_app,0,none
7054,young_professionals,Dormant,16,12.4,10,1288.42,none,0,none
7055,young_professionals,Casual,14,16.8,14,1687.75,email,0,none
7056,young_professionals,Casual,9,12.4,15,924.67,email,0,none
7057,young_professionals,Casual,4,8.9,18,1059.5,email,0,none
7058,young_professionals,Casual,23,8.2,10,1004.19,email,1,cashback
7059,young_professionals,Power,7,12.0,18,1787.25,in_app,0,none
7060,young_professionals,Power,3,5.9,10,1080.55,email,0,none
7061,young_professionals,Growth,19,9.0,14,1744.67,email,1,premium_features
7062,young_professionals,Dormant,7,7.1,12,509.51,email,1,cashback
7063,young_professionals,Power,14,10.4,12,953.2,none,0,none
7064,young_professionals,Growth,7,6.5,13,1211.06,push,0,none
7065,young_professionals,Growth,9,6.4,14,720.93,in_app,0,none
7066,young_professionals,Power,9,6.2,17,1250.48,none,0,none
7067,young_professionals,Dormant,15,13.1,12,1704.63,in_app,0,none
7068,young_professionals,Power,4,7.3,18,1341.92,push,0,none
7069,young_professionals,Power,2,8.8,14,1086.36,none,0,none
7070,young_professionals,Casual,1,10.8,20,1653.1,in_app,1,premium_features
7071,young_professionals,Casual,21,7.1,10,648.32,none,0,none
7072,young_professionals,Power,14,9.1,15,616.37,none,0,none
7073,young_professionals,Power,4,6.9,19,1326.12,in_app,0,none
7074,young_professionals,Power,3,0.2,14,1848.02,push,1,cashback
7075,young_professionals,Growth,11,5.1,19,999.94,email,0,none
7076,young_professionals,Power,13,4.7,16,2057.1,email,0,none
7077,young_professionals,Power,24,5.6,13,927.91,push,0,none
7078,young_professionals,Power,5,5.0,15,734.49,push,0,none
7079,young_professionals,Casual,17,14.6,10,159.56,email,0,none
7080,young_professionals,Growth,24,10.2,12,1070.52,email,0,none
7081,young_professionals,Casual,6,8.7,19,1359.93,email,0,none
7082,young_professionals,Casual,8,5.9,14,796.34,push,0,none
7083,young_professionals,Power,1,8.8,14,2419.39,none,0,none
7084,young_professionals,Growth,1,11.5,10,377.2,in_app,0,none
7085,young_professionals,Growth,12,0.4,9,1276.13,email,0,none
7086,young_professionals,Casual,20,11.4,16,1798.46,in_app,0,none
7087,young_professionals,Growth,4,5.2,16,2538.69,email,0,none
7088,young_professionals,Growth,2,6.4,13,1383.89,in_app,0,none
7089,young_professionals,Growth,8,7.9,11,519.48,in_app,1,cashback
7090,young_professionals,Growth,2,13.9,18,1814.72,none,1,premium_features
7091,young_professionals,Casual,12,18.2,12,1103.56,email,0,none
7092,young_professionals,Growth,15,10.3,11,1753.39,push,0,none
7093,young_professionals,Dormant,9,10.0,11,1231.78,none,0,none
7094,young_professionals,Casual,18,9.8,13,1413.16,email,0,none
7095,young_professionals,Casual,19,6.5,22,0.0,in_app,0,none
7096,young_professionals,Power,1,9.2,14,1815.67,push,0,none
7097,young_professionals,Growth,20,6.1,10,1317.49,in_app,0,none
7098,young_professionals,Power,21,10.2,24,602.95,in_app,0,none
7099,young_professionals,Casual,8,11.7,18,1737.8,none,0,none
7100,young_professionals,Growth,22,5.4,12,1119.69,push,0,none
7101,young_professionals,Power,13,6.6,13,1606.49,in_app,1,premium_features
7102,young_professionals,Growth,6,5.4,24,1148.87,none,0,none
7103,young_professionals,Casual,14,5.4,11,1498.89,push,0,none
7104,young_professionals,Power,20,10.6,16,1129.95,none,0,none
7105,young_professionals,Power,6,9.5,14,1059.88,email,0,none
7106,young_professionals,Casual,18,11.0,16,784.46,push,0,none
7107,young_professionals,Growth,8,14.6,19,1653.8,push,1,premium_features
7108,young_professionals,Growth,7,7.5,17,1141.09,in_app,0,none
7109,young_professionals,Power,8,11.1,12,1194.84,email,0,none
7110,young_professionals,Growth,13,12.6,16,955.74,email,0,none
7111,young_professionals,Casual,8,10.8,14,1819.38,in_app,0,none
7112,young_professionals,Power,5,8.6,9,0.0,none,0,none
7113,young_professionals,Growth,23,8.2,15,818.48,email,0,none
7114,young_professionals,Power,17,5.7,14,1146.23,email,0,none
7115,young_professionals,Growth,23,10.3,8,0.0,in_app,0,none
7116,young_professionals,Growth,3,13.3,8,144.28,in_app,0,none
7117,young_professionals,Growth,24,10.9,10,698.08,in_app,0,none
7118,young_professionals,Growth,12,11.0,15,2230.08,push,0,none
7119,young_professionals,Power,11,6.8,19,1345.19,in_app,0,none
7120,young_professionals,Growth,11,9.1,13,1213.81,push,0,none
7121,young_professionals,Casual,9,10.3,19,480.86,email,0,none
7122,young_professionals,Casual,22,15.9,16,158.22,in_app,0,none
7123,young_professionals,Casual,11,8.6,10,2293.55,email,0,none
7124,young_professionals,Growth,18,13.2,15,646.01,in_app,1,cashback
7125,young_professionals,Casual,20,11.6,13,575.35,email,0,none
7126,young_professionals,Casual,9,14.8,20,881.22,none,0,none
7127,young_professionals,Power,20,9.0,15,0.0,push,0,none
7128,young_professionals,Growth,19,13.5,13,387.06,in_app,0,none
7129,young_professionals,Growth,14,2.9,11,1400.35,none,0,none
7130,young_professionals,Casual,24,9.6,11,1726.63,none,0,none
7131,young_professionals,Power,16,10.2,15,1703.57,email,1,cashback
7132,young_professionals,Power,22,5.5,16,1671.11,in_app,1,cashback
7133,young_professionals,Power,13,12.4,12,1637.34,push,0,none
7134,young_professionals,Power,2,9.9,18,1702.32,push,0,none
7135,young_professionals,Power,21,2.8,14,809.07,email,0,none
7136,young_professionals,Casual,17,9.9,13,1688.78,none,0,none
7137,young_professionals,Casual,5,7.3,20,730.93,in_app,0,none
7138,young_professionals,Growth,24,13.8,21,1539.89,email,1,support
7139,young_professionals,Casual,20,12.0,12,165.43,in_app,0,none
7140,young_professionals,Growth,23,9.9,18,1211.63,none,0,none
7141,young_professionals,Growth,24,8.9,14,862.76,email,1,support
7142,young_professionals,Growth,1,8.5,13,198.17,none,0,none
7143,young_professionals,Power,21,14.9,20,114.85,email,0,none
7144,young_professionals,Casual,15,11.9,15,972.3,in_app,0,none
7145,young_professionals,Growth,19,6.0,13,3026.18,none,0,none
7146,young_professionals,Power,6,7.7,18,1584.7,none,0,none
7147,young_professionals,Casual,10,8.2,13,1415.17,push,0,none
7148,young_professionals,Growth,22,8.5,12,1304.91,in_app,0,none
7149,young_professionals,Dormant,17,15.8,17,690.08,push,0,none
7150,young_professionals,Growth,20,10.5,19,1228.39,none,0,none
7151,young_professionals,Casual,10,0.9,11,2548.87,push,0,none
7152,young_professionals,Growth,3,11.1,13,1314.81,in_app,1,premium_features
7153,young_professionals,Growth,17,7.8,10,1871.99,none,0,none
7154,young_professionals,Growth,22,2.3,11,1982.11,none,0,none
7155,young_professionals,Casual,10,6.8,16,1462.83,push,0,none
7156,young_professionals,Casual,20,7.6,12,915.94,in_app,0,none
7157,young_professionals,Growth,23,7.5,13,686.51,email,0,none
7158,young_professionals,Growth,24,15.2,9,2319.77,none,1,cashback
7159,young_professionals,Dormant,4,9.2,8,1328.64,email,1,status
7160,young_professionals,Casual,14,4.1,15,1353.02,none,0,none
7161,young_professionals,Power,19,5.8,12,2486.61,in_app,0,none
7162,young_professionals,Growth,20,7.5,11,1549.71,in_app,0,none
7163,young_professionals,Power,21,8.8,18,816.89,in_app,1,premium_features
7164,young_professionals,Casual,19,7.8,18,2848.24,in_app,1,cashback
7165,young_professionals,Power,9,10.2,19,237.13,in_app,0,none
7166,young_professionals,Casual,13,6.5,20,430.88,email,0,none
7167,young_professionals,Growth,2,10.9,19,1582.62,none,0,none
7168,young_professionals,Power,5,12.9,20,192.5,in_app,0,none
7169,young_professionals,Casual,4,10.5,16,680.39,none,0,none
7170,young_professionals,Dormant,12,10.4,14,1988.33,in_app,0,none
7171,young_professionals,Growth,7,10.2,21,1038.08,in_app,0,none
7172,young_professionals,Power,24,10.5,11,1716.04,in_app,1,premium_features
7173,young_professionals,Growth,10,9.9,9,895.48,push,0,none
7174,young_professionals,Dormant,9,7.2,19,1354.56,in_app,0,none
7175,young_professionals,Casual,24,7.2,18,460.85,in_app,0,none
7176,young_professionals,Casual,23,16.2,12,939.81,push,0,none
7177,young_professionals,Casual,16,6.0,9,729.49,in_app,0,none
7178,young_professionals,Casual,6,14.6,16,1324.69,in_app,0,none
7179,young_professionals,Growth,24,8.4,10,0.0,email,0,none
7180,young_professionals,Power,14,6.2,15,1373.61,email,0,none
7181,young_professionals,Growth,21,2.7,10,1617.08,none,0,none
7182,young_professionals,Casual,3,10.2,18,1097.19,in_app,0,none
7183,young_professionals,Growth,22,5.2,12,1998.32,email,0,none
7184,young_professionals,Casual,2,4.1,13,931.88,in_app,0,none
7185,young_professionals,Casual,14,8.3,14,1214.29,in_app,0,none
7186,young_professionals,Growth,9,4.4,21,1184.69,email,0,none
7187,young_professionals,Casual,12,6.7,10,121.13,email,0,none
7188,young_professionals,Casual,11,8.1,15,1770.96,push,0,none
7189,young_professionals,Power,4,9.2,19,691.8,in_app,0,none
7190,young_professionals,Growth,6,8.2,9,996.09,in_app,0,none
7191,young_professionals,Growth,2,12.8,21,1540.28,email,0,none
7192,young_professionals,Power,18,0.7,19,1345.75,in_app,0,none
7193,young_professionals,Growth,17,6.9,13,971.66,none,0,none
7194,young_professionals,Growth,17,10.0,16,1910.28,none,0,none
7195,young_professionals,Growth,12,5.0,14,1621.5,in_app,0,none
7196,young_professionals,Dormant,23,5.3,22,1387.48,in_app,0,none
7197,young_professionals,Dormant,11,11.2,20,905.62,email,0,none
7198,young_professionals,Growth,5,10.2,19,1774.18,in_app,0,none
7199,young_professionals,Growth,13,11.7,10,1164.18,none,1,cashback
7200,young_professionals,Casual,12,6.2,12,2232.7,push,0,none
7201,young_professionals,Casual,21,2.8,9,428.17,email,0,none
7202,young_professionals,Casual,19,2.9,13,0.0,in_app,0,none
7203,young_professionals,Power,22,4.9,19,1365.05,in_app,0,none
7204,young_professionals,Growth,7,4.6,19,1172.3,none,0,none
7205,young_professionals,Growth,6,6.9,12,869.29,push,1,support
7206,young_professionals,Growth,12,4.2,18,1049.64,none,0,none
7207,young_professionals,Power,1,13.1,13,905.64,none,0,none
7208,young_professionals,Growth,12,5.6,11,2805.11,none,1,support
7209,young_professionals,Growth,12,10.6,15,874.75,none,0,none
7210,young_professionals,Growth,24,8.8,11,1475.8,in_app,0,none
7211,young_professionals,Power,5,8.3,17,1202.79,push,1,cashback
7212,young_professionals,Power,21,10.8,26,1393.36,in_app,0,none
7213,young_professionals,Casual,11,8.8,19,1613.33,email,0,none
7214,young_professionals,Casual,1,10.8,18,1828.57,in_app,0,none
7215,young_professionals,Power,17,10.4,9,1429.01,in_app,0,none
7216,young_professionals,Power,18,4.9,13,1713.04,email,0,none
7217,young_professionals,Power,5,8.0,13,855.28,in_app,0,none
7218,young_professionals,Casual,6,11.3,20,1921.57,in_app,0,none
7219,young_professionals,Growth,11,7.5,23,895.88,none,0,none
7220,young_professionals,Growth,17,6.7,8,1679.99,email,0,none
7221,young_professionals,Power,4,8.1,7,1327.96,in_app,1,cashback
7222,young_professionals,Dormant,23,8.6,14,673.3,in_app,0,none
7223,young_professionals,Growth,14,17.8,16,1356.98,email,1,support
7224,young_professionals,Casual,1,8.1,18,1179.19,push,0,none
7225,young_professionals,Casual,20,14.3,10,386.08,email,0,none
7226,young_professionals,Growth,10,8.4,10,1266.88,none,0,none
7227,young_professionals,Casual,23,4.5,15,2101.73,push,0,none
7228,young_professionals,Growth,24,0.0,16,2101.9,email,0,none
7229,young_professionals,Casual,10,12.0,12,558.59,none,0,none
7230,young_professionals,Growth,13,3.3,17,1172.8,email,0,none
7231,young_professionals,Growth,7,4.9,14,849.2,push,0,none
7232,young_professionals,Power,24,16.4,15,951.74,in_app,1,support
7233,young_professionals,Power,17,5.4,9,1013.82,email,0,none
7234,young_professionals,Casual,10,9.6,20,794.06,email,0,none
7235,young_professionals,Growth,13,15.2,22,195.85,email,0,none
7236,young_professionals,Growth,23,18.8,20,1375.46,push,0,none
7237,young_professionals,Growth,2,5.2,13,160.93,push,0,none
7238,young_professionals,Casual,8,3.9,12,728.54,push,0,none
7239,young_professionals,Growth,16,12.7,16,578.47,email,0,none
7240,young_professionals,Power,23,8.9,20,1249.72,push,0,none
7241,young_professionals,Growth,20,3.4,18,1320.7,none,0,none
7242,young_professionals,Growth,7,16.2,9,1434.1,email,1,premium_features
7243,young_professionals,Growth,6,9.7,18,972.21,push,0,none
7244,young_professionals,Growth,24,6.0,26,923.54,in_app,0,none
7245,young_professionals,Growth,7,7.3,7,775.11,email,0,none
7246,young_professionals,Power,9,13.0,18,1550.67,in_app,0,none
7247,young_professionals,Casual,20,6.1,18,1724.48,push,0,none
7248,young_professionals,Growth,7,8.9,23,1274.42,in_app,0,none
7249,young_professionals,Power,15,6.4,24,2343.91,email,1,support
7250,young_professionals,Power,3,12.6,19,706.99,email,0,none
7251,young_professionals,Power,24,12.2,13,912.12,in_app,1,cashback
7252,young_professionals,Growth,6,13.4,15,0.0,push,0,none
7253,young_professionals,Casual,6,15.5,18,2752.58,in_app,0,none
7254,young_professionals,Power,5,3.0,19,2715.93,none,0,none
7255,young_professionals,Casual,6,7.4,15,1052.79,push,0,none
7256,young_professionals,Power,12,10.4,13,927.04,push,0,none
7257,young_professionals,Growth,11,7.6,8,1216.94,email,1,status
7258,young_professionals,Power,15,2.4,14,1062.28,in_app,1,premium_features
7259,young_professionals,Growth,18,6.0,17,1583.12,email,1,status
7260,young_professionals,Power,18,10.4,12,901.64,none,0,none
7261,young_professionals,Power,20,7.4,13,362.11,in_app,1,status
7262,young_professionals,Growth,23,16.9,11,739.38,email,0,none
7263,young_professionals,Power,11,11.4,20,1778.09,none,0,none
7264,young_professionals,Casual,24,11.1,21,663.33,push,0,none
7265,young_professionals,Casual,19,10.2,10,1423.69,push,0,none
7266,young_professionals,Growth,12,9.9,14,2023.56,email,0,none
7267,young_professionals,Power,1,7.2,13,941.36,email,0,none
7268,young_professionals,Growth,8,1.3,11,1032.92,in_app,1,status
7269,young_professionals,Power,8,7.2,22,719.73,none,0,none
7270,young_professionals,Growth,9,11.5,14,1677.93,none,0,none
7271,young_professionals,Power,13,6.4,12,742.65,none,0,none
7272,young_professionals,Casual,8,12.2,18,1560.53,in_app,0,none
7273,young_professionals,Growth,5,7.7,15,1195.13,email,0,none
7274,young_professionals,Growth,17,9.4,12,775.23,email,0,none
7275,young_professionals,Dormant,8,7.3,19,483.81,push,0,none
7276,young_professionals,Growth,20,21.6,10,1846.57,none,0,none
7277,young_professionals,Casual,18,11.7,14,616.52,email,0,none
7278,young_professionals,Casual,9,11.0,14,599.31,none,0,none
7279,young_professionals,Power,17,5.7,13,102.23,push,0,none
7280,young_professionals,Growth,18,12.1,20,421.11,email,0,none
7281,young_professionals,Power,21,7.9,17,1400.62,none,0,none
7282,young_professionals,Power,21,7.0,15,1085.95,email,0,none
7283,young_professionals,Casual,3,9.9,12,914.12,none,0,none
7284,young_professionals,Casual,15,9.8,12,849.34,email,0,none
7285,young_professionals,Dormant,21,6.4,24,377.87,none,0,none
7286,young_professionals,Power,15,9.1,9,739.36,email,0,none
7287,young_professionals,Dormant,1,12.9,8,1650.04,push,0,none
7288,young_professionals,Power,14,7.6,19,1073.48,push,1,cashback
7289,young_professionals,Power,14,4.7,10,1375.81,none,0,none
7290,young_professionals,Casual,4,4.9,18,1840.78,in_app,0,none
7291,young_professionals,Power,5,10.1,11,793.28,email,0,none
7292,young_professionals,Power,2,7.5,11,1089.37,in_app,0,none
7293,young_professionals,Power,18,0.0,14,1134.16,in_app,1,premium_features
7294,young_professionals,Growth,6,13.8,16,1056.11,none,0,none
7295,young_professionals,Casual,16,5.7,13,464.6,email,0,none
7296,young_professionals,Casual,22,13.9,17,1919.04,push,0,none
7297,young_professionals,Growth,24,10.5,15,0.0,email,0,none
7298,young_professionals,Power,18,4.6,15,1692.61,in_app,1,premium_features
7299,young_professionals,Growth,18,11.8,16,1880.89,email,0,none
7300,young_professionals,Power,12,7.7,15,1376.42,in_app,0,none
7301,young_professionals,Growth,23,8.7,13,89.55,none,0,none
7302,young_professionals,Power,10,11.7,13,1288.22,in_app,0,none
7303,young_professionals,Power,1,13.5,21,2342.43,email,0,none
7304,young_professionals,Growth,24,3.2,17,1783.82,none,0,none
7305,young_professionals,Growth,2,13.4,18,1215.89,email,0,none
7306,young_professionals,Casual,11,15.9,12,998.77,in_app,0,none
7307,young_professionals,Casual,17,4.9,13,1249.45,email,0,none
7308,young_professionals,Casual,11,14.3,11,406.32,email,0,none
7309,young_professionals,Growth,16,5.7,22,41.76,none,0,none
7310,young_professionals,Casual,14,17.9,18,1556.45,in_app,0,none
7311,young_professionals,Casual,6,10.3,8,925.68,push,0,none
7312,young_professionals,Growth,10,7.9,16,196.18,in_app,1,status
7313,young_professionals,Growth,20,12.7,12,2800.9,email,0,none
7314,young_professionals,Power,23,4.3,12,1604.26,in_app,0,none
7315,young_professionals,Power,21,7.5,16,78.22,none,1,status
