user_id,segment,channel,cac_eur,monthly_arpu_eur,contribution_margin,monthly_churn_rate,months_retained,ltv_eur
4223,young_professionals,referral,22.06,4.26,0.7,0.0298,5,14.92
4224,young_professionals,referral,23.62,6.97,0.7,0.0298,12,58.53
4225,young_professionals,referral,22.3,6.4,0.7,0.0298,54,242.1
4226,young_professionals,paid_social,64.01,3.65,0.7,0.0368,10,25.57
4227,young_professionals,in_app,31.15,4.39,0.7,0.035,5,15.37
4228,young_professionals,referral,25.8,4.83,0.7,0.0298,33,111.56
4229,young_professionals,in_app,37.33,4.41,0.7,0.035,28,86.53
4230,young_professionals,referral,25.05,3.18,0.7,0.0298,6,13.34
4231,young_professionals,paid_social,71.28,5.77,0.7,0.0368,43,173.57
4232,young_professionals,partner,49.54,3.84,0.7,0.0315,14,37.68
4233,young_professionals,in_app,32.59,4.99,0.7,0.035,12,41.93
4234,young_professionals,in_app,31.91,3.64,0.7,0.035,27,68.75
4235,young_professionals,partner,54.27,3.36,0.7,0.0315,27,63.49
4236,young_professionals,referral,25.0,5.57,0.7,0.0298,15,58.54
4237,young_professionals,referral,27.61,4.68,0.7,0.0298,10,32.73
4238,young_professionals,paid_social,64.47,5.8,0.7,0.0368,12,48.7
4239,young_professionals,in_app,38.26,5.36,0.7,0.035,26,97.48
4240,young_professionals,in_app,37.09,4.51,0.7,0.035,6,18.96
4241,young_professionals,in_app,35.27,4.67,0.7,0.035,12,39.21
4242,young_professionals,in_app,33.04,3.61,0.7,0.035,38,96.12
4243,young_professionals,referral,24.92,2.7,0.7,0.0298,15,28.36
4244,young_professionals,in_app,38.71,5.36,0.7,0.035,39,146.25
4245,young_professionals,in_app,30.99,6.1,0.7,0.035,12,51.2
4246,young_professionals,referral,28.11,5.55,0.7,0.0298,15,58.24
4247,young_professionals,paid_social,72.05,5.05,0.7,0.0368,27,95.36
4248,young_professionals,assisted,133.72,5.12,0.7,0.0263,34,121.97
4249,young_professionals,referral,22.94,5.52,0.7,0.0298,8,30.93
4250,young_professionals,in_app,39.13,5.1,0.7,0.035,52,185.67
4251,young_professionals,referral,25.64,2.58,0.7,0.0298,1,1.81
4252,young_professionals,referral,20.88,4.27,0.7,0.0298,37,110.53
4253,young_professionals,referral,27.22,3.9,0.7,0.0298,9,24.58
4254,young_professionals,in_app,31.38,3.62,0.7,0.035,48,121.61
4255,young_professionals,in_app,40.87,5.04,0.7,0.035,9,31.75
4256,young_professionals,partner,51.84,4.34,0.7,0.0315,26,79.01
4257,young_professionals,partner,53.4,3.51,0.7,0.0315,51,125.48
4258,young_professionals,referral,22.68,3.75,0.7,0.0298,16,42.05
4259,young_professionals,paid_social,68.57,5.42,0.7,0.0368,49,186.06
4260,young_professionals,referral,25.14,4.48,0.7,0.0298,60,188.17
4261,young_professionals,paid_social,72.22,4.76,0.7,0.0368,18,59.96
4262,young_professionals,paid_social,76.68,4.85,0.7,0.0368,17,57.68
4263,young_professionals,referral,25.84,4.27,0.7,0.0298,10,29.86
4264,young_professionals,in_app,35.64,6.72,0.7,0.035,60,282.13
4265,young_professionals,in_app,36.49,3.69,0.7,0.035,28,72.26
4266,young_professionals,in_app,37.33,4.66,0.7,0.035,35,114.19
4267,young_professionals,referral,23.05,4.54,0.7,0.0298,44,139.94
4268,young_professionals,in_app,38.35,5.62,0.7,0.035,3,11.81
4269,young_professionals,in_app,34.54,5.6,0.7,0.035,3,11.76
4270,young_professionals,in_app,37.1,6.51,0.7,0.035,60,273.25
4271,young_professionals,paid_social,63.13,4.07,0.7,0.0368,5,14.25
4272,young_professionals,referral,25.82,4.96,0.7,0.0298,33,114.5
4273,young_professionals,in_app,32.83,5.79,0.7,0.035,23,93.21
4274,young_professionals,paid_social,66.78,5.17,0.7,0.0368,8,28.94
4275,young_professionals,referral,23.79,5.03,0.7,0.0298,9,31.7
4276,young_professionals,partner,61.08,4.3,0.7,0.0315,23,69.23
4277,young_professionals,referral,22.13,4.71,0.7,0.0298,9,29.68
4278,young_professionals,paid_social,74.21,6.43,0.7,0.0368,19,85.58
4279,young_professionals,referral,24.75,1.94,0.7,0.0298,31,42.12
4280,young_professionals,in_app,34.35,5.27,0.7,0.035,53,195.45
4281,young_professionals,assisted,114.49,5.2,0.7,0.0263,60,218.27
4282,young_professionals,referral,26.62,4.72,0.7,0.0298,34,112.28
4283,young_professionals,in_app,39.19,5.71,0.7,0.035,11,43.97
4284,young_professionals,referral,29.3,2.54,0.7,0.0298,15,26.68
4285,young_professionals,paid_social,69.79,5.01,0.7,0.0368,4,14.04
4286,young_professionals,referral,24.9,4.26,0.7,0.0298,60,179.1
4287,young_professionals,paid_social,81.12,5.13,0.7,0.0368,9,32.29
4288,young_professionals,referral,28.29,4.61,0.7,0.0298,37,119.47
4289,young_professionals,paid_social,71.52,3.13,0.7,0.0368,39,85.35
4290,young_professionals,in_app,32.91,4.97,0.7,0.035,23,80.01
4291,young_professionals,partner,60.21,2.83,0.7,0.0315,2,3.97
4292,young_professionals,partner,59.1,3.13,0.7,0.0315,33,72.2
4293,young_professionals,partner,50.29,3.76,0.7,0.0315,60,157.86
4294,young_professionals,in_app,34.67,3.83,0.7,0.035,25,67.03
4295,young_professionals,in_app,31.37,3.37,0.7,0.035,29,68.36
4296,young_professionals,referral,23.33,5.08,0.7,0.0298,20,71.1
4297,young_professionals,referral,29.4,4.92,0.7,0.0298,60,206.74
4298,young_professionals,in_app,36.44,3.33,0.7,0.035,60,139.87
4299,young_professionals,in_app,35.24,5.81,0.7,0.035,9,36.63
4300,young_professionals,in_app,31.26,3.95,0.7,0.035,53,146.62
4301,young_professionals,referral,27.02,3.86,0.7,0.0298,3,8.11
4302,young_professionals,in_app,35.07,4.9,0.7,0.035,3,10.29
4303,young_professionals,paid_social,73.89,3.71,0.7,0.0368,59,153.1
4304,young_professionals,referral,23.14,5.66,0.7,0.0298,41,162.49
4305,young_professionals,assisted,131.83,4.88,0.7,0.0263,13,44.39
4306,young_professionals,referral,26.51,3.74,0.7,0.0298,22,57.54
4307,young_professionals,in_app,38.51,4.04,0.7,0.035,2,5.66
4308,young_professionals,referral,23.77,2.96,0.7,0.0298,50,103.52
4309,young_professionals,paid_social,71.52,5.48,0.7,0.0368,1,3.83
4310,young_professionals,in_app,34.03,4.2,0.7,0.035,9,26.49
4311,young_professionals,in_app,35.08,3.86,0.7,0.035,17,45.88
4312,young_professionals,in_app,40.22,3.74,0.7,0.035,31,81.15
4313,young_professionals,referral,25.8,3.88,0.7,0.0298,9,24.44
4314,young_professionals,in_app,41.2,4.66,0.7,0.035,3,9.79
4315,young_professionals,assisted,117.45,2.03,0.7,0.0263,5,7.12
4316,young_professionals,in_app,34.25,4.26,0.7,0.035,14,41.75
4317,young_professionals,paid_social,62.64,4.71,0.7,0.0368,60,197.89
4318,young_professionals,in_app,33.48,4.93,0.7,0.035,42,144.91
4319,young_professionals,paid_social,74.73,6.6,0.7,0.0368,18,83.18
4320,young_professionals,referral,27.28,5.44,0.7,0.0298,22,83.71
4321,young_professionals,in_app,33.4,6.27,0.7,0.035,60,263.22
4322,young_professionals,in_app,37.35,4.46,0.7,0.035,22,68.61
4323,young_professionals,in_app,39.44,4.41,0.7,0.035,4,12.36
4324,young_professionals,partner,49.16,3.29,0.7,0.0315,30,69.17
4325,young_professionals,referral,27.56,3.44,0.7,0.0298,37,89.06
4326,young_professionals,in_app,34.97,4.42,0.7,0.035,30,92.75
4327,young_professionals,partner,51.23,3.16,0.7,0.0315,41,90.66
4328,young_professionals,in_app,35.27,4.25,0.7,0.035,60,178.37
4329,young_professionals,in_app,30.93,4.85,0.7,0.035,35,118.79
4330,young_professionals,paid_social,72.56,6.9,0.7,0.0368,31,149.7
4331,young_professionals,referral,24.83,4.02,0.7,0.0298,23,64.8
4332,young_professionals,paid_social,75.07,4.14,0.7,0.0368,27,78.18
4333,young_professionals,partner,62.94,5.36,0.7,0.0315,51,191.38
4334,young_professionals,referral,25.99,4.94,0.7,0.0298,60,207.42
4335,young_professionals,in_app,32.57,2.36,0.7,0.035,1,1.65
4336,young_professionals,partner,57.66,4.76,0.7,0.0315,23,76.64
4337,young_professionals,assisted,135.54,5.6,0.7,0.0263,60,235.35
4338,young_professionals,assisted,148.11,2.61,0.7,0.0263,6,10.98
4339,young_professionals,in_app,35.09,5.64,0.7,0.035,10,39.45
4340,young_professionals,in_app,32.84,4.44,0.7,0.035,44,136.63
4341,young_professionals,referral,23.83,4.37,0.7,0.0298,60,183.72
4342,young_professionals,referral,25.56,7.38,0.7,0.0298,60,309.9
4343,young_professionals,in_app,33.66,4.77,0.7,0.035,45,150.34
4344,young_professionals,referral,22.43,5.9,0.7,0.0298,26,107.43
4345,young_professionals,in_app,34.39,4.38,0.7,0.035,60,183.92
4346,young_professionals,paid_social,72.89,5.07,0.7,0.0368,25,88.78
4347,young_professionals,in_app,28.98,4.88,0.7,0.035,2,6.83
4348,young_professionals,paid_social,64.49,5.38,0.7,0.0368,13,48.91
4349,young_professionals,in_app,38.28,4.82,0.7,0.035,7,23.6
4350,young_professionals,in_app,37.65,5.07,0.7,0.035,34,120.76
4351,young_professionals,referral,23.76,4.16,0.7,0.0298,33,95.98
4352,young_professionals,partner,58.59,5.75,0.7,0.0315,43,173.05
4353,young_professionals,in_app,32.81,4.52,0.7,0.035,60,189.84
4354,young_professionals,partner,56.91,4.6,0.7,0.0315,2,6.44
4355,young_professionals,paid_social,59.66,3.32,0.7,0.0368,16,37.2
4356,young_professionals,in_app,37.32,3.75,0.7,0.035,20,52.48
4357,young_professionals,paid_social,78.25,4.95,0.7,0.0368,44,152.46
4358,young_professionals,referral,25.13,4.14,0.7,0.0298,10,29.01
4359,young_professionals,referral,29.16,4.4,0.7,0.0298,37,114.04
4360,young_professionals,in_app,35.89,4.01,0.7,0.035,30,84.31
4361,young_professionals,referral,24.33,4.87,0.7,0.0298,32,109.14
4362,young_professionals,in_app,33.05,0.47,0.7,0.035,8,2.61
4363,young_professionals,in_app,32.81,4.23,0.7,0.035,3,8.88
4364,young_professionals,paid_social,65.99,4.77,0.7,0.0368,5,16.7
4365,young_professionals,in_app,37.6,4.67,0.7,0.035,10,32.68
4366,young_professionals,referral,26.45,2.99,0.7,0.0298,60,125.67
4367,young_professionals,referral,23.82,3.78,0.7,0.0298,10,26.46
4368,young_professionals,in_app,34.41,4.39,0.7,0.035,60,184.23
4369,young_professionals,referral,27.65,3.34,0.7,0.0298,5,11.7
4370,young_professionals,referral,27.01,2.35,0.7,0.0298,25,41.14
4371,young_professionals,referral,26.63,6.27,0.7,0.0298,60,263.17
4372,young_professionals,referral,28.16,6.34,0.7,0.0298,20,88.8
4373,young_professionals,in_app,32.99,4.3,0.7,0.035,41,123.4
4374,young_professionals,referral,28.45,5.63,0.7,0.0298,22,86.64
4375,young_professionals,in_app,43.7,6.12,0.7,0.035,32,137.1
4376,young_professionals,referral,23.01,6.02,0.7,0.0298,31,130.63
4377,young_professionals,in_app,32.39,2.78,0.7,0.035,60,116.71
4378,young_professionals,referral,23.77,6.05,0.7,0.0298,6,25.41
4379,young_professionals,paid_social,74.48,4.35,0.7,0.0368,34,103.46
4380,young_professionals,assisted,122.88,3.51,0.7,0.0263,32,78.65
4381,young_professionals,in_app,34.17,3.55,0.7,0.035,44,109.19
4382,young_professionals,referral,25.11,3.38,0.7,0.0298,2,4.74
4383,young_professionals,referral,26.62,4.96,0.7,0.0298,3,10.41
4384,young_professionals,referral,25.71,6.94,0.7,0.0298,60,291.65
4385,young_professionals,in_app,38.47,3.62,0.7,0.035,22,55.69
4386,young_professionals,paid_social,64.48,4.82,0.7,0.0368,44,148.38
4387,young_professionals,referral,22.34,5.34,0.7,0.0298,60,224.26
4388,young_professionals,referral,25.76,4.51,0.7,0.0298,1,3.16
4389,young_professionals,in_app,32.59,4.01,0.7,0.035,41,114.96
4390,young_professionals,in_app,36.68,5.2,0.7,0.035,1,3.64
4391,young_professionals,referral,23.68,5.83,0.7,0.0298,60,244.85
4392,young_professionals,in_app,34.51,2.6,0.7,0.035,45,81.92
4393,young_professionals,in_app,32.56,4.38,0.7,0.035,21,64.37
4394,young_professionals,in_app,31.47,6.21,0.7,0.035,11,47.85
4395,young_professionals,referral,23.75,4.0,0.7,0.0298,3,8.4
4396,young_professionals,referral,27.18,3.59,0.7,0.0298,5,12.57
4397,young_professionals,referral,25.92,5.83,0.7,0.0298,15,61.21
4398,young_professionals,in_app,34.17,4.49,0.7,0.035,24,75.48
4399,young_professionals,referral,28.1,3.08,0.7,0.0298,6,12.93
4400,young_professionals,in_app,37.95,4.04,0.7,0.035,11,31.09
4401,young_professionals,in_app,34.59,5.87,0.7,0.035,5,20.54
4402,young_professionals,in_app,36.08,4.43,0.7,0.035,19,58.97
4403,young_professionals,assisted,119.03,3.71,0.7,0.0263,26,67.57
4404,young_professionals,referral,26.84,2.82,0.7,0.0298,4,7.91
4405,young_professionals,referral,28.94,3.67,0.7,0.0298,60,154.02
4406,young_professionals,in_app,37.63,3.93,0.7,0.035,51,140.31
4407,young_professionals,paid_social,73.85,3.77,0.7,0.0368,21,55.48
4408,young_professionals,referral,24.54,4.54,0.7,0.0298,6,19.05
4409,young_professionals,paid_social,73.96,3.21,0.7,0.0368,17,38.24
4410,young_professionals,referral,21.96,4.1,0.7,0.0298,7,20.1
4411,young_professionals,referral,26.84,4.6,0.7,0.0298,19,61.21
4412,young_professionals,partner,64.52,3.67,0.7,0.0315,1,2.57
4413,young_professionals,in_app,36.64,4.16,0.7,0.035,19,55.26
4414,young_professionals,referral,26.99,2.49,0.7,0.0298,30,52.32
4415,young_professionals,referral,24.48,5.09,0.7,0.0298,34,121.14
4416,young_professionals,in_app,31.63,3.07,0.7,0.035,1,2.15
4417,young_professionals,in_app,40.06,6.18,0.7,0.035,56,242.3
4418,young_professionals,assisted,115.58,4.8,0.7,0.0263,12,40.31
4419,young_professionals,assisted,133.85,6.08,0.7,0.0263,3,12.77
4420,young_professionals,in_app,36.67,4.7,0.7,0.035,54,177.65
4421,young_professionals,referral,25.28,6.12,0.7,0.0298,60,257.16
4422,young_professionals,referral,22.12,2.41,0.7,0.0298,51,86.06
4423,young_professionals,in_app,31.03,4.54,0.7,0.035,6,19.07
4424,young_professionals,referral,24.37,4.92,0.7,0.0298,40,137.73
4425,young_professionals,in_app,37.42,5.36,0.7,0.035,60,225.19
4426,young_professionals,referral,25.96,3.77,0.7,0.0298,31,81.91
4427,young_professionals,referral,19.46,6.11,0.7,0.0298,31,132.65
4428,young_professionals,referral,22.97,3.54,0.7,0.0298,6,14.85
4429,young_professionals,referral,24.99,0.34,0.7,0.0298,19,4.49
4430,young_professionals,assisted,120.4,3.91,0.7,0.0263,15,41.05
4431,young_professionals,referral,27.74,4.89,0.7,0.0298,15,51.3
4432,young_professionals,paid_social,63.7,4.56,0.7,0.0368,46,146.99
4433,young_professionals,in_app,32.69,4.26,0.7,0.035,30,89.47
4434,young_professionals,referral,28.99,5.17,0.7,0.0298,30,108.58
4435,young_professionals,in_app,37.06,4.94,0.7,0.035,4,13.83
4436,young_professionals,in_app,31.74,5.37,0.7,0.035,12,45.08
4437,young_professionals,in_app,30.75,5.1,0.7,0.035,2,7.14
4438,young_professionals,referral,21.97,4.79,0.7,0.0298,5,16.75
4439,young_professionals,referral,27.42,4.1,0.7,0.0298,38,109.16
4440,young_professionals,referral,26.19,5.57,0.7,0.0298,17,66.22
4441,young_professionals,partner,51.02,4.61,0.7,0.0315,45,145.25
4442,young_professionals,referral,27.15,3.82,0.7,0.0298,3,8.02
4443,young_professionals,paid_social,67.75,3.29,0.7,0.0368,7,16.1
4444,young_professionals,paid_social,77.87,4.33,0.7,0.0368,35,105.98
4445,young_professionals,referral,25.45,4.48,0.7,0.0298,60,188.11
4446,young_professionals,referral,27.12,3.34,0.7,0.0298,1,2.34
4447,young_professionals,referral,21.96,6.16,0.7,0.0298,11,47.41
4448,young_professionals,referral,25.72,4.57,0.7,0.0298,3,9.6
4449,young_professionals,in_app,33.4,5.27,0.7,0.035,51,187.97
4450,young_professionals,assisted,99.22,2.03,0.7,0.0263,1,1.42
4451,young_professionals,in_app,35.39,6.0,0.7,0.035,11,46.19
4452,young_professionals,paid_social,80.41,2.8,0.7,0.0368,7,13.71
4453,young_professionals,in_app,33.64,5.04,0.7,0.035,42,148.03
4454,young_professionals,in_app,29.61,3.52,0.7,0.035,24,59.13
4455,young_professionals,in_app,33.71,7.05,0.7,0.035,2,9.87
4456,young_professionals,referral,22.75,2.76,0.7,0.0298,8,15.48
4457,young_professionals,referral,24.7,4.89,0.7,0.0298,44,150.69
4458,young_professionals,in_app,36.6,3.43,0.7,0.035,28,67.25
4459,young_professionals,partner,64.27,4.48,0.7,0.0315,19,59.53
4460,young_professionals,in_app,34.77,3.04,0.7,0.035,10,21.25
4461,young_professionals,referral,26.29,4.21,0.7,0.0298,22,64.83
4462,young_professionals,referral,25.96,4.53,0.7,0.0298,1,3.17
4463,young_professionals,referral,23.64,6.87,0.7,0.0298,8,38.45
4464,young_professionals,paid_social,69.82,4.72,0.7,0.0368,9,29.76
4465,young_professionals,referral,25.6,5.73,0.7,0.0298,7,28.08
4466,young_professionals,referral,27.85,5.23,0.7,0.0298,38,139.13
4467,young_professionals,referral,20.37,5.0,0.7,0.0298,60,210.14
4468,young_professionals,in_app,35.43,5.6,0.7,0.035,60,235.22
4469,young_professionals,paid_social,68.56,3.73,0.7,0.0368,1,2.61
4470,young_professionals,referral,25.9,4.46,0.7,0.0298,1,3.12
4471,young_professionals,paid_social,65.96,3.21,0.7,0.0368,25,56.14
4472,young_professionals,referral,23.01,3.73,0.7,0.0298,30,78.3
4473,young_professionals,in_app,30.38,5.49,0.7,0.035,2,7.69
4474,young_professionals,partner,56.73,6.04,0.7,0.0315,24,101.39
4475,young_professionals,referral,25.4,5.63,0.7,0.0298,51,201.1
4476,young_professionals,in_app,34.04,5.19,0.7,0.035,60,218.17
4477,young_professionals,in_app,38.86,2.72,0.7,0.035,5,9.52
4478,young_professionals,referral,27.2,5.16,0.7,0.0298,15,54.14
4479,young_professionals,in_app,37.85,4.15,0.7,0.035,16,46.5
4480,young_professionals,paid_social,76.43,3.44,0.7,0.0368,4,9.62
4481,young_professionals,referral,29.85,4.24,0.7,0.0298,24,71.29
4482,young_professionals,in_app,43.09,5.63,0.7,0.035,38,149.63
4483,young_professionals,in_app,32.38,4.63,0.7,0.035,1,3.24
4484,young_professionals,referral,25.08,2.62,0.7,0.0298,21,38.45
4485,young_professionals,paid_social,73.7,4.87,0.7,0.0368,60,204.56
4486,young_professionals,referral,26.87,3.57,0.7,0.0298,6,14.98
4487,young_professionals,in_app,39.32,4.06,0.7,0.035,39,110.7
4488,young_professionals,referral,29.12,5.48,0.7,0.0298,5,19.19
4489,young_professionals,referral,25.17,4.67,0.7,0.0298,60,196.18
4490,young_professionals,in_app,34.7,3.8,0.7,0.035,58,154.36
4491,young_professionals,in_app,35.07,5.37,0.7,0.035,26,97.7
4492,young_professionals,paid_social,65.62,5.86,0.7,0.0368,6,24.63
4493,young_professionals,paid_social,62.9,3.03,0.7,0.0368,60,127.28
4494,young_professionals,referral,24.81,6.76,0.7,0.0298,48,227.16
4495,young_professionals,referral,24.73,6.44,0.7,0.0298,36,162.22
4496,young_professionals,referral,29.89,6.75,0.7,0.0298,51,240.96
4497,young_professionals,referral,27.67,5.38,0.7,0.0298,4,15.07
4498,young_professionals,referral,24.77,4.5,0.7,0.0298,48,151.26
4499,young_professionals,paid_social,69.98,3.39,0.7,0.0368,54,128.13
4500,young_professionals,in_app,31.59,6.4,0.7,0.035,60,268.82
4501,young_professionals,assisted,118.95,4.1,0.7,0.0263,13,37.31
4502,young_professionals,referral,22.6,2.85,0.7,0.0298,36,71.79
4503,young_professionals,in_app,34.02,2.93,0.7,0.035,42,86.21
4504,young_professionals,referral,24.5,4.69,0.7,0.0298,3,9.86
4505,young_professionals,referral,25.67,3.55,0.7,0.0298,7,17.42
4506,young_professionals,referral,22.56,6.1,0.7,0.0298,5,21.34
4507,young_professionals,referral,23.75,5.61,0.7,0.0298,12,47.14
4508,young_professionals,referral,25.09,4.7,0.7,0.0298,35,115.27
4509,young_professionals,in_app,40.58,5.04,0.7,0.035,10,35.28
4510,young_professionals,referral,25.73,2.33,0.7,0.0298,42,68.49
4511,young_professionals,in_app,38.27,5.22,0.7,0.035,47,171.85
4512,young_professionals,in_app,31.93,4.38,0.7,0.035,42,128.73
4513,young_professionals,paid_social,80.23,4.64,0.7,0.0368,18,58.47
4514,young_professionals,referral,23.26,6.44,0.7,0.0298,3,13.52
4515,young_professionals,referral,28.53,1.49,0.7,0.0298,60,62.48
4516,young_professionals,referral,23.89,3.57,0.7,0.0298,2,5.0
4517,young_professionals,referral,21.92,4.92,0.7,0.0298,40,137.81
4518,young_professionals,referral,26.47,2.98,0.7,0.0298,60,125.32
4519,young_professionals,in_app,31.18,4.21,0.7,0.035,8,23.57
4520,young_professionals,referral,26.21,5.55,0.7,0.0298,30,116.5
4521,young_professionals,partner,58.24,1.81,0.7,0.0315,60,76.21
4522,young_professionals,referral,27.44,4.43,0.7,0.0298,28,86.8
4523,young_professionals,in_app,32.22,3.42,0.7,0.035,8,19.16
4524,young_professionals,paid_social,67.17,4.56,0.7,0.0368,9,28.73
4525,young_professionals,in_app,32.66,3.85,0.7,0.035,24,64.62
4526,young_professionals,in_app,35.3,3.5,0.7,0.035,29,71.1
4527,young_professionals,in_app,33.86,2.86,0.7,0.035,6,12.03
4528,young_professionals,in_app,37.53,2.92,0.7,0.035,60,122.71
4529,young_professionals,referral,26.28,3.53,0.7,0.0298,6,14.84
4530,young_professionals,in_app,37.56,5.41,0.7,0.035,15,56.77
4531,young_professionals,in_app,38.33,6.81,0.7,0.035,60,286.09
4532,young_professionals,referral,24.89,4.85,0.7,0.0298,51,173.27
4533,young_professionals,in_app,32.85,5.0,0.7,0.035,10,34.97
4534,young_professionals,referral,23.69,2.89,0.7,0.0298,7,14.18
4535,young_professionals,in_app,33.07,5.42,0.7,0.035,30,113.88
4536,young_professionals,partner,51.5,5.38,0.7,0.0315,20,75.29
4537,young_professionals,in_app,34.45,4.76,0.7,0.035,47,156.64
4538,young_professionals,paid_social,71.78,4.66,0.7,0.0368,13,42.42
4539,young_professionals,referral,25.78,4.81,0.7,0.0298,16,53.84
4540,young_professionals,referral,23.56,5.12,0.7,0.0298,1,3.58
4541,young_professionals,partner,53.1,5.53,0.7,0.0315,40,154.84
4542,young_professionals,assisted,117.21,4.19,0.7,0.0263,26,76.26
4543,young_professionals,paid_social,67.79,4.75,0.7,0.0368,60,199.46
4544,young_professionals,referral,25.42,2.53,0.7,0.0298,25,44.33
4545,young_professionals,referral,26.21,4.64,0.7,0.0298,19,61.73
4546,young_professionals,referral,27.62,5.6,0.7,0.0298,39,152.89
4547,young_professionals,paid_social,69.34,5.9,0.7,0.0368,22,90.88
4548,young_professionals,referral,26.04,1.01,0.7,0.0298,60,42.39
4549,young_professionals,in_app,34.79,5.85,0.7,0.035,3,12.29
4550,young_professionals,referral,24.21,6.67,0.7,0.0298,23,107.33
4551,young_professionals,partner,48.52,6.95,0.7,0.0315,16,77.89
4552,young_professionals,in_app,33.98,4.03,0.7,0.035,60,169.1
4553,young_professionals,assisted,119.92,5.4,0.7,0.0263,60,226.71
4554,young_professionals,in_app,30.76,4.57,0.7,0.035,20,63.93
4555,young_professionals,referral,24.54,4.07,0.7,0.0298,46,130.94
4556,young_professionals,in_app,31.3,6.08,0.7,0.035,40,170.23
4557,young_professionals,in_app,39.29,3.61,0.7,0.035,4,10.1
4558,young_professionals,in_app,35.86,5.17,0.7,0.035,21,76.0
4559,young_professionals,assisted,114.53,4.93,0.7,0.0263,41,141.54
4560,young_professionals,in_app,31.79,4.09,0.7,0.035,16,45.83
4561,young_professionals,paid_social,68.4,6.04,0.7,0.0368,2,8.45
4562,young_professionals,referral,29.69,4.9,0.7,0.0298,6,20.56
4563,young_professionals,referral,25.08,5.48,0.7,0.0298,2,7.67
4564,young_professionals,in_app,36.83,4.01,0.7,0.035,43,120.74
4565,young_professionals,referral,26.67,3.57,0.7,0.0298,26,64.92
4566,young_professionals,in_app,32.42,2.14,0.7,0.035,47,70.48
4567,young_professionals,in_app,30.05,4.91,0.7,0.035,44,151.17
4568,young_professionals,partner,57.37,4.2,0.7,0.0315,3,8.81
4569,young_professionals,in_app,33.96,6.28,0.7,0.035,19,83.53
4570,young_professionals,in_app,36.98,3.03,0.7,0.035,59,125.11
4571,young_professionals,referral,26.09,5.35,0.7,0.0298,10,37.43
4572,young_professionals,paid_social,77.66,5.94,0.7,0.0368,40,166.21
4573,young_professionals,referral,24.04,3.68,0.7,0.0298,2,5.16
4574,young_professionals,referral,24.36,5.39,0.7,0.0298,60,226.46
4575,young_professionals,in_app,38.49,2.41,0.7,0.035,28,47.19
4576,young_professionals,referral,26.68,5.52,0.7,0.0298,33,127.62
4577,young_professionals,in_app,36.9,5.29,0.7,0.035,5,18.51
4578,young_professionals,partner,55.31,3.76,0.7,0.0315,60,158.02
4579,young_professionals,referral,22.53,4.12,0.7,0.0298,30,86.57
4580,young_professionals,partner,55.04,4.76,0.7,0.0315,10,33.31
4581,young_professionals,in_app,36.25,7.61,0.7,0.035,60,319.64
4582,young_professionals,in_app,36.83,5.95,0.7,0.035,11,45.84
4583,young_professionals,in_app,39.66,5.7,0.7,0.035,60,239.57
4584,young_professionals,paid_social,71.8,5.94,0.7,0.0368,60,249.63
4585,young_professionals,in_app,35.63,2.76,0.7,0.035,5,9.66
4586,young_professionals,in_app,29.8,6.02,0.7,0.035,40,168.49
4587,young_professionals,in_app,32.2,7.47,0.7,0.035,1,5.23
4588,young_professionals,paid_social,68.87,5.79,0.7,0.0368,27,109.41
4589,young_professionals,in_app,31.89,4.39,0.7,0.035,43,132.09
4590,young_professionals,paid_social,69.26,3.72,0.7,0.0368,60,156.37
4591,young_professionals,referral,27.15,3.56,0.7,0.0298,3,7.47
4592,young_professionals,referral,29.92,2.28,0.7,0.0298,5,7.97
4593,young_professionals,in_app,38.69,6.78,0.7,0.035,20,94.99
4594,young_professionals,referral,26.85,5.97,0.7,0.0298,59,246.57
4595,young_professionals,referral,26.15,6.51,0.7,0.0298,29,132.2
4596,young_professionals,paid_social,70.08,4.91,0.7,0.0368,40,137.39
4597,young_professionals,referral,27.24,4.76,0.7,0.0298,4,13.33
4598,young_professionals,referral,23.32,5.04,0.7,0.0298,33,116.33
4599,young_professionals,referral,23.59,3.97,0.7,0.0298,38,105.56
4600,young_professionals,referral,27.29,5.56,0.7,0.0298,56,218.11
4601,young_professionals,in_app,38.18,3.78,0.7,0.035,44,116.46
4602,young_professionals,paid_social,69.16,4.65,0.7,0.0368,9,29.27
4603,young_professionals,paid_social,73.7,4.27,0.7,0.0368,9,26.91
4604,young_professionals,in_app,33.85,3.09,0.7,0.035,43,92.93
4605,young_professionals,in_app,35.89,6.41,0.7,0.035,48,215.46
4606,young_professionals,referral,26.32,4.29,0.7,0.0298,52,156.2
4607,young_professionals,paid_social,76.18,2.34,0.7,0.0368,8,13.08
4608,young_professionals,referral,26.6,3.9,0.7,0.0298,17,46.45
4609,young_professionals,referral,27.55,4.22,0.7,0.0298,60,177.21
4610,young_professionals,paid_social,74.85,3.19,0.7,0.0368,50,111.54
4611,young_professionals,paid_social,68.79,3.11,0.7,0.0368,13,28.34
4612,young_professionals,referral,24.7,5.48,0.7,0.0298,60,230.32
4613,young_professionals,in_app,37.0,3.96,0.7,0.035,16,44.36
4614,young_professionals,referral,27.97,3.39,0.7,0.0298,60,142.39
4615,young_professionals,referral,24.6,3.67,0.7,0.0298,1,2.57
4616,young_professionals,referral,24.83,4.32,0.7,0.0298,11,33.28
